hXX,simID,pop,subset_value,prop_ROH_single,prpp_Non_ROH_single,prop_ROH_homo,prop_Non_ROH_homo,mean_count_single,mean_count_homo
h00,5412404492194880799,p3,0.3,0.22971437289085525,0.7702856271091447,0.27973998015460255,0.7202600198453974,28.69,21.678
h00,5412404492194880799,p1,1.0,0.09990972601678386,0.9000902739832161,0.1622884311395185,0.8377115688604815,112.954,59.192
h00,5412404492194880799,p2,1.0,0.20358167027230542,0.7964183297276946,0.3009933266420873,0.6990066733579128,108.66,67.498
h00,5412404492194880799,p3,1.0,0.2227180574845167,0.7772819425154832,0.31014686867702823,0.6898531313229718,102.342,67.866
h00,5494243895140297771,p1,0.3,0.1025468566547777,0.8974531433452223,0.18128364707188238,0.8187163529281176,26.254,11.056
h00,5494243895140297771,p2,0.3,0.20750364989197403,0.792496350108026,0.35974922572267776,0.6402507742773224,27.374,14.318
h00,5494243895140297771,p3,0.3,0.20748870288750096,0.792511297112499,0.3281580094827773,0.6718419905172227,25.44,14.556
h00,5494243895140297771,p1,1.0,0.09659904157994216,0.9034009584200579,0.16907831405543464,0.8309216859445654,96.61,44.338
h00,5494243895140297771,p2,1.0,0.18447795266367437,0.8155220473363256,0.30527610980779635,0.6947238901922036,94.512,51.726
h00,5494243895140297771,p3,1.0,0.22089511357392194,0.7791048864260781,0.33910995247148173,0.6608900475285181,86.346,51.248
h00,5504366416798345637,p1,0.3,0.10180033961568423,0.8981996603843159,0.1830479389805241,0.8169520610194759,31.142,13.782
h00,5504366416798345637,p2,0.3,0.18627315072677564,0.8137268492732244,0.3020216299008869,0.6979783700991131,26.164,14.332
h00,5504366416798345637,p3,0.3,0.2017819903340393,0.7982180096659607,0.3078587904527533,0.6921412095472467,26.912,16.104
h00,5504366416798345637,p1,1.0,0.10188189301126271,0.8981181069887373,0.1755017290486548,0.8244982709513453,103.11,48.824
h00,5504366416798345637,p2,1.0,0.19261049733601948,0.8073895026639805,0.312423334346967,0.6875766656530329,95.41,53.432
h00,5504366416798345637,p3,1.0,0.21162527456988023,0.7883747254301198,0.32209337580714653,0.6779066241928535,93.576,56.292
h00,5530463527378831952,p1,0.3,0.09307391583557666,0.9069260841644234,0.12930782199309934,0.8706921780069007,39.748,24.43
h00,5530463527378831952,p2,0.3,0.1827995118235919,0.817200488176408,0.24257779024222897,0.7574222097577711,39.782,27.174
h00,5530463527378831952,p3,0.3,0.17366434218758586,0.826335657812414,0.23566299570512364,0.7643370042948764,39.082,26.378
h00,5530463527378831952,p1,1.0,0.09361954368069238,0.9063804563193076,0.1409652807740536,0.8590347192259463,105.196,57.08
h00,5530463527378831952,p2,1.0,0.17910968082701464,0.8208903191729854,0.25126917760514567,0.7487308223948543,97.204,61.368
h00,5530463527378831952,p3,1.0,0.19098415605314234,0.8090158439468577,0.26545880556162116,0.7345411944383788,96.438,63.286
h00,5555576242711617050,p1,0.3,0.09414301700880144,0.9058569829911987,0.169082326007326,0.830917673992674,25.692,11.212
h00,5555576242711617050,p2,0.3,0.19018021107583621,0.8098197889241638,0.29747034191298893,0.7025296580870111,22.844,12.812
h00,5555576242711617050,p3,0.3,0.221648050926924,0.778351949073076,0.3398100761983115,0.6601899238016886,22.77,12.894
h00,5555576242711617050,p1,1.0,0.09125165826050691,0.908748341739493,0.1669142187351208,0.8330857812648792,96.008,42.374
h00,5555576242711617050,p2,1.0,0.18074226506039787,0.8192577349396022,0.28889380953836563,0.7111061904616343,91.374,51.364
h00,5555576242711617050,p3,1.0,0.21913373858236115,0.7808662614176387,0.3389306725594496,0.6610693274405502,89.442,52.376
h00,5575988644636347335,p1,0.3,0.09738218982175423,0.9026178101782458,0.1751127458025291,0.8248872541974711,32.096,14.876
h00,5575988644636347335,p2,0.3,0.1650775961237525,0.8349224038762475,0.2732949805283632,0.7267050194716368,33.098,17.706
h00,5575988644636347335,p3,0.3,0.2173083298779054,0.7826916701220946,0.3459755472275589,0.654024452772441,34.068,19.254
h00,5575988644636347335,p1,1.0,0.09767074995748572,0.9023292500425143,0.15895749267566808,0.841042507324332,114.592,60.844
h00,5575988644636347335,p2,1.0,0.17967579917916232,0.8203242008208378,0.27797127937784716,0.7220287206221528,112.132,65.876
h00,5575988644636347335,p3,1.0,0.2100148166323514,0.7899851833676486,0.3203829708568054,0.6796170291431947,111.34,67.908
h00,5577896734766994341,p1,0.3,0.10407270556471909,0.895927294435281,0.1510144933635336,0.8489855066364664,35.618,21.296
h00,5577896734766994341,p2,0.3,0.19573863364340593,0.8042613663565942,0.2643046594729054,0.7356953405270947,34.908,24.418
h00,5577896734766994341,p3,0.3,0.22834420280976833,0.7716557971902316,0.2973890725383229,0.7026109274616771,33.912,24.552
h00,5577896734766994341,p1,1.0,0.09742694578864464,0.9025730542113554,0.15315028886399226,0.8468497111360077,111.978,61.684
h00,5577896734766994341,p2,1.0,0.18730200285116122,0.8126979971488388,0.2721035040097941,0.7278964959902059,106.548,66.75
h00,5577896734766994341,p3,1.0,0.21741079303679203,0.782589206963208,0.3172787009067205,0.6827212990932796,106.218,67.496
h00,5589931410833221459,p1,0.3,0.10048375060418147,0.8995162493958186,0.17042460563172637,0.8295753943682737,33.944,16.514
h00,5589931410833221459,p2,0.3,0.19681917407715946,0.8031808259228406,0.2822712786869133,0.7177287213130866,27.684,17.08
h00,5589931410833221459,p3,0.3,0.23533268866905496,0.764667311330945,0.3289915699453625,0.6710084300546375,26.19,17.206
h00,5589931410833221459,p1,1.0,0.09729991158085484,0.9027000884191453,0.18588202167108706,0.814117978328913,113.848,50.178
h00,5589931410833221459,p2,1.0,0.199854197978356,0.8001458020216441,0.31587908615922866,0.6841209138407713,96.414,54.546
h00,5589931410833221459,p3,1.0,0.2239086671353167,0.7760913328646835,0.3360238125435316,0.6639761874564684,93.994,57.344
h00,5598360236744566589,p1,0.3,0.08579737914901543,0.9142026208509847,0.15490058405646642,0.8450994159435335,27.41,12.136
h00,5598360236744566589,p2,0.3,0.19251297836558232,0.8074870216344178,0.28861380203903425,0.7113861979609658,25.852,15.246
h00,5598360236744566589,p3,0.3,0.19122719575130304,0.8087728042486969,0.26353781162937506,0.7364621883706249,24.05,15.394
h00,5598360236744566589,p1,1.0,0.08764379338396648,0.9123562066160336,0.15771833963839363,0.8422816603616063,96.896,43.192
h00,5598360236744566589,p2,1.0,0.1828403230554392,0.8171596769445608,0.2843103565414393,0.7156896434585607,85.742,49.218
h00,5598360236744566589,p3,1.0,0.21430485870687183,0.7856951412931282,0.3173331135348678,0.6826668864651321,80.024,49.238
h00,564114765938807808,p1,0.3,0.0930543597060036,0.9069456402939964,0.16503144766609232,0.8349685523339077,36.196,17.862
h00,564114765938807808,p2,0.3,0.17629828004766532,0.8237017199523347,0.27184366751660666,0.7281563324833933,33.454,19.922
h00,564114765938807808,p3,0.3,0.20906451510973914,0.7909354848902609,0.3310773589169389,0.6689226410830611,33.036,19.642
h00,564114765938807808,p1,1.0,0.0948139269331545,0.9051860730668454,0.16960808288069928,0.8303919171193007,121.562,58.538
h00,564114765938807808,p2,1.0,0.1701532956293364,0.8298467043706634,0.2651548955977853,0.7348451044022147,106.428,63.26
h00,564114765938807808,p3,1.0,0.20775654234648572,0.7922434576535142,0.3092696549219451,0.690730345078055,106.05,66.85
h00,566651619964385672,p1,0.3,0.10235416256825969,0.8976458374317403,0.18330347616779505,0.816696523832205,32.388,15.182
h00,566651619964385672,p2,0.3,0.18746403208013282,0.8125359679198673,0.302059954089598,0.6979400459104019,28.832,16.212
h00,566651619964385672,p3,0.3,0.22142808914603215,0.7785719108539679,0.3503580901128754,0.6496419098871246,30.204,17.776
h00,566651619964385672,p1,1.0,0.09752432662892517,0.9024756733710749,0.17741457133959584,0.8225854286604042,95.894,42.854
h00,566651619964385672,p2,1.0,0.1792987089394166,0.8207012910605833,0.28632797855860276,0.7136720214413972,86.254,47.742
h00,566651619964385672,p3,1.0,0.22116571113512798,0.7788342888648719,0.33781063369024084,0.6621893663097592,84.148,50.006
h00,5677124165915266368,p1,0.3,0.10068780322964939,0.8993121967703506,0.18528277261953732,0.8147172273804626,29.396,12.458
h00,5677124165915266368,p2,0.3,0.1864891860546038,0.8135108139453961,0.3235428098045745,0.6764571901954255,28.092,14.79
h00,5677124165915266368,p3,0.3,0.21827119385625599,0.7817288061437441,0.37009969547995863,0.6299003045200413,28.882,15.85
h00,5677124165915266368,p1,1.0,0.09466175490408989,0.9053382450959102,0.15025069071305733,0.8497493092869427,105.468,55.63
h00,5677124165915266368,p2,1.0,0.17983856069263182,0.8201614393073683,0.2634804888137607,0.7365195111862393,95.294,60.054
h00,5677124165915266368,p3,1.0,0.21242730393148215,0.7875726960685179,0.30699809973071146,0.6930019002692887,96.474,61.29
h00,5684708423175688045,p1,0.3,0.09389169829811195,0.9061083017018882,0.1302946881949507,0.8697053118050493,32.438,20.124
h00,5684708423175688045,p2,0.3,0.20883659508142324,0.7911634049185768,0.288400392439854,0.711599607560146,30.434,20.892
h00,5684708423175688045,p3,0.3,0.19030888435738383,0.8096911156426163,0.2541311761363477,0.7458688238636522,31.212,21.876
h00,5684708423175688045,p1,1.0,0.0901287161459812,0.9098712838540188,0.13401397910781124,0.8659860208921887,125.044,72.102
h00,5684708423175688045,p2,1.0,0.20158409167099314,0.7984159083290069,0.29392180598973316,0.7060781940102667,119.128,77.008
h00,5684708423175688045,p3,1.0,0.20693480333730893,0.793065196662691,0.28563715914885174,0.7143628408511482,116.196,78.97
h00,5695937518333762421,p1,0.3,0.09434918467557246,0.9056508153244276,0.15094245754245753,0.8490575424575425,24.83,11.92
h00,5695937518333762421,p2,0.3,0.17711286578043706,0.8228871342195629,0.2760378172481114,0.7239621827518886,23.34,13.33
h00,5695937518333762421,p3,0.3,0.21260382755839743,0.7873961724416026,0.3253462003682592,0.6746537996317409,23.304,13.506
h00,5695937518333762421,p1,1.0,0.09255299584401327,0.9074470041559867,0.16234109482588202,0.837658905174118,106.264,50.742
h00,5695937518333762421,p2,1.0,0.17973018210494707,0.8202698178950529,0.28547625616332367,0.7145237438366763,94.112,54.524
h00,5695937518333762421,p3,1.0,0.22759612334599547,0.7724038766540046,0.34920773374696984,0.6507922662530301,91.778,54.598
h00,5735050356341273087,p1,0.3,0.1057812995640374,0.8942187004359625,0.16642971847292415,0.8335702815270758,33.802,18.286
h00,5735050356341273087,p2,0.3,0.20222722436435697,0.7977727756356431,0.287383699142524,0.712616300857476,32.932,21.65
h00,5735050356341273087,p3,0.3,0.22750547588205708,0.772494524117943,0.3274099413605195,0.6725900586394805,30.996,19.578
h00,5735050356341273087,p1,1.0,0.094156923947956,0.9058430760520442,0.15815231561863904,0.8418476843813609,108.926,55.538
h00,5735050356341273087,p2,1.0,0.18817586155302837,0.8118241384469715,0.2801033337972715,0.7198966662027285,100.58,62.042
h00,5735050356341273087,p3,1.0,0.21839389374269616,0.7816061062573039,0.3254317451618449,0.6745682548381551,101.618,62.202
h00,5743287625190340845,p1,0.3,0.09449996939580746,0.9055000306041926,0.19753004152710035,0.8024699584728996,31.846,12.574
h00,5743287625190340845,p2,0.3,0.19303101300925118,0.8069689869907488,0.335995255939451,0.664004744060549,27.248,13.45
h00,5743287625190340845,p3,0.3,0.20154220917506183,0.7984577908249382,0.3475875967170085,0.6524124032829915,23.126,11.552
h00,5743287625190340845,p1,1.0,0.10042080111075904,0.8995791988892411,0.17930481584303884,0.8206951841569612,106.082,50.462
h00,5743287625190340845,p2,1.0,0.19379333137651591,0.8062066686234841,0.3163047792929467,0.6836952207070531,95.522,53.022
h00,5743287625190340845,p3,1.0,0.21665100419719918,0.7833489958028008,0.3326553559202167,0.6673446440797833,90.954,54.024
h00,5751491243944354970,p1,0.3,0.10205673068743056,0.8979432693125695,0.14687255033211555,0.8531274496678845,38.702,23.588
h00,5751491243944354970,p2,0.3,0.18613458631276752,0.8138654136872325,0.2606657486291819,0.739334251370818,36.866,24.184
h00,5751491243944354970,p3,0.3,0.2074791373519919,0.7925208626480083,0.30083261303757797,0.699167386962422,39.1,25.24
h00,5751491243944354970,p1,1.0,0.1043021987532039,0.8956978012467962,0.1618641550792397,0.8381358449207603,111.992,60.326
h00,5751491243944354970,p2,1.0,0.20062343306822278,0.7993765669317773,0.2884473354412594,0.7115526645587407,102.832,65.536
h00,5751491243944354970,p3,1.0,0.21493450714489165,0.7850654928551083,0.3079787830166594,0.6920212169833405,102.994,67.12
h00,582610902720345849,p1,0.3,0.10947542155062384,0.8905245784493762,0.1960342260157545,0.8039657739842455,35.096,16.384
h00,582610902720345849,p2,0.3,0.1852523241526078,0.8147476758473922,0.28341140338625187,0.716588596613748,30.762,18.658
h00,582610902720345849,p3,0.3,0.20311059175145477,0.7968894082485453,0.32842623212625904,0.6715737678737409,32.248,18.214
h00,582610902720345849,p1,1.0,0.09920689113627221,0.9007931088637279,0.17364030695964236,0.8263596930403576,106.54,50.902
h00,582610902720345849,p2,1.0,0.18093697345019016,0.8190630265498098,0.2868222163443008,0.7131777836556992,98.266,56.544
h00,582610902720345849,p3,1.0,0.19871044549947714,0.8012895545005229,0.3227684714465142,0.6772315285534858,100.434,56.838
h00,5877867198804483213,p1,0.3,0.10585222115873265,0.8941477788412674,0.1709767316017316,0.8290232683982685,23.944,11.204
h00,5877867198804483213,p2,0.3,0.22283580498838257,0.7771641950116175,0.34997094212976565,0.6500290578702342,21.824,12.496
h00,5877867198804483213,p3,0.3,0.21919283880234045,0.7808071611976595,0.37018409923409923,0.6298159007659008,20.878,11.162
h00,5877867198804483213,p1,1.0,0.10220113854045416,0.8977988614595458,0.16326219285948085,0.8367378071405192,106.47,56.09
h00,5877867198804483213,p2,1.0,0.1976856658444599,0.8023143341555401,0.2934502167924702,0.7065497832075298,99.104,61.624
h00,5877867198804483213,p3,1.0,0.22947266903721952,0.7705273309627805,0.340105605030505,0.6598943949694949,97.556,61.036
h00,5896384398177591093,p1,0.3,0.08875515327586572,0.9112448467241343,0.16600428194096922,0.8339957180590308,31.344,13.94
h00,5896384398177591093,p2,0.3,0.18935135966926542,0.8106486403307346,0.3101061543805351,0.6898938456194649,27.488,15.148
h00,5896384398177591093,p3,0.3,0.20302200815694788,0.7969779918430522,0.3297671199887144,0.6702328800112854,27.558,15.272
h00,5896384398177591093,p1,1.0,0.09516528686989342,0.9048347131301065,0.16579893907907597,0.8342010609209239,103.774,49.43
h00,5896384398177591093,p2,1.0,0.18487091577006323,0.8151290842299369,0.2877764580357989,0.7122235419642011,91.818,53.692
h00,5896384398177591093,p3,1.0,0.20070144829705935,0.7992985517029406,0.3075996911508929,0.6924003088491071,87.966,52.216
h00,5923778632858078141,p1,0.3,0.09307938423154878,0.9069206157684513,0.1501542833327663,0.8498457166672337,30.328,15.358
h00,5923778632858078141,p2,0.3,0.19310156707219733,0.8068984329278028,0.2901218587330917,0.7098781412669082,31.104,18.202
h00,5923778632858078141,p3,0.3,0.22185750392930412,0.7781424960706959,0.3318394548138928,0.6681605451861071,30.036,18.596
h00,5923778632858078141,p1,1.0,0.09375186047243401,0.9062481395275661,0.15584602899596428,0.8441539710040359,107.134,54.464
h00,5923778632858078141,p2,1.0,0.19758455835949099,0.802415441640509,0.30272705526104776,0.6972729447389521,109.452,64.254
h00,5923778632858078141,p3,1.0,0.2196027525611888,0.7803972474388113,0.3324063824431788,0.6675936175568211,103.5,64.116
h00,592565897307866256,p1,0.3,0.12035182382030578,0.8796481761796943,0.20441568225376272,0.7955843177462373,36.414,17.794
h00,592565897307866256,p2,0.3,0.22831905086787246,0.7716809491321276,0.35020242120258405,0.649797578797416,32.642,19.542
h00,592565897307866256,p3,0.3,0.23201404144857088,0.7679859585514291,0.35465295338180114,0.6453470466181987,33.28,19.972
h00,592565897307866256,p1,1.0,0.10315704000395359,0.8968429599960464,0.17723987250742199,0.8227601274925781,109.036,52.484
h00,592565897307866256,p2,1.0,0.20783522236763446,0.7921647776323657,0.3171665021876101,0.6828334978123899,98.41,59.728
h00,592565897307866256,p3,1.0,0.2218196731440175,0.7781803268559826,0.326246583631756,0.6737534163682439,101.472,63.004
h00,5966097897883737573,p1,0.3,0.09075656242198697,0.9092434375780131,0.15639739123218055,0.8436026087678195,40.018,19.414
h00,5966097897883737573,p2,0.3,0.17813395117879094,0.8218660488212091,0.261524302731439,0.7384756972685611,33.114,20.966
h00,5966097897883737573,p3,0.3,0.19859411711735447,0.8014058828826456,0.2885204501206904,0.7114795498793096,32.832,20.254
h00,5966097897883737573,p1,1.0,0.0919150434378231,0.9080849565621769,0.15178486792162305,0.8482151320783768,110.942,55.844
h00,5966097897883737573,p2,1.0,0.19090474381988007,0.8090952561801199,0.2878343632894465,0.7121656367105533,102.788,63.142
h00,5966097897883737573,p3,1.0,0.2058921180859926,0.7941078819140073,0.30668347394497936,0.6933165260550205,99.686,60.258
h00,5967626245496002603,p1,0.3,0.08934561051787855,0.9106543894821215,0.13594165773847158,0.8640583422615284,35.56,19.702
h00,5967626245496002603,p2,0.3,0.17084264304036098,0.8291573569596391,0.25528776757634614,0.7447122324236538,30.564,18.608
h00,5967626245496002603,p3,0.3,0.21795642092049844,0.7820435790795016,0.32317299688421236,0.6768270031157876,31.06,19.598
h00,5967626245496002603,p1,1.0,0.09577803642698518,0.9042219635730148,0.14946280035927373,0.8505371996407262,106.14,56.54
h00,5967626245496002603,p2,1.0,0.1761616669263597,0.8238383330736403,0.26494814902085556,0.7350518509791444,98.494,58.764
h00,5967626245496002603,p3,1.0,0.20998544491088317,0.7900145550891168,0.3123814973078061,0.6876185026921939,96.582,59.968
h00,5986974206251402170,p1,0.3,0.09371055961736849,0.9062894403826315,0.15255875378491476,0.8474412462150851,31.518,16.548
h00,5986974206251402170,p2,0.3,0.17630161018831883,0.8236983898116812,0.27083182617086776,0.7291681738291322,31.39,18.692
h00,5986974206251402170,p3,0.3,0.1963254934051157,0.8036745065948843,0.28120762263715554,0.7187923773628445,29.624,19.148
h00,5986974206251402170,p1,1.0,0.09771182519012933,0.9022881748098706,0.1687459077946856,0.8312540922053143,115.086,57.672
h00,5986974206251402170,p2,1.0,0.1823603748089012,0.8176396251910989,0.2915983043901533,0.7084016956098467,110.84,64.662
h00,5986974206251402170,p3,1.0,0.20375890642976127,0.7962410935702388,0.30799458916927597,0.692005410830724,109.496,67.32
h00,5987750805416027596,p1,0.3,0.10141896055142126,0.8985810394485787,0.1494448128047899,0.8505551871952102,38.554,22.336
h00,5987750805416027596,p2,0.3,0.1921503294291602,0.8078496705708399,0.26484655310758176,0.7351534468924181,36.952,25.264
h00,5987750805416027596,p3,0.3,0.21601137793423006,0.7839886220657699,0.2854154735552637,0.7145845264447364,35.122,24.788
h00,5987750805416027596,p1,1.0,0.09981749184725199,0.900182508152748,0.15496122624824382,0.8450387737517561,115.184,62.512
h00,5987750805416027596,p2,1.0,0.1927094792386602,0.8072905207613399,0.2828434645618156,0.7171565354381843,110.718,69.624
h00,5987750805416027596,p3,1.0,0.23111990151491185,0.7688800984850882,0.3230464387718723,0.6769535612281278,106.478,70.86
h00,5999603022608345824,p1,0.3,0.09619855137656105,0.903801448623439,0.15554413428848415,0.8444558657115158,34.904,17.956
h00,5999603022608345824,p2,0.3,0.17997690069381378,0.8200230993061863,0.2558410458837165,0.7441589541162835,30.93,19.994
h00,5999603022608345824,p3,0.3,0.22538959322926236,0.7746104067707377,0.3255042195652271,0.674495780434773,30.366,19.514
h00,5999603022608345824,p1,1.0,0.0993573591520375,0.9006426408479624,0.16182605978538955,0.8381739402146106,102.398,51.614
h00,5999603022608345824,p2,1.0,0.1894162056429399,0.81058379435706,0.2796096305487417,0.7203903694512582,91.376,56.238
h00,5999603022608345824,p3,1.0,0.21792217762357566,0.7820778223764243,0.3176462608576517,0.6823537391423483,88.912,56.264
h00,6021051998319135647,p1,0.3,0.09600180570517938,0.9039981942948206,0.17407347527773226,0.8259265247222678,35.262,16.982
h00,6021051998319135647,p2,0.3,0.1829976805606815,0.8170023194393186,0.2880924603260516,0.7119075396739484,31.44,17.704
h00,6021051998319135647,p3,0.3,0.22212047647713337,0.7778795235228666,0.31519888480112934,0.6848011151988705,27.364,17.378
h00,6021051998319135647,p1,1.0,0.09919106170907348,0.9008089382909266,0.16903453800799162,0.8309654619920084,109.91,55.284
h00,6021051998319135647,p2,1.0,0.18502230564803313,0.8149776943519669,0.2903787066519151,0.7096212933480848,104.558,59.992
h00,6021051998319135647,p3,1.0,0.2093210938975174,0.7906789061024826,0.30800720984296515,0.6919927901570349,100.732,62.246
h00,6057075743393249859,p1,0.3,0.10004634565040692,0.8999536543495931,0.1853802655376959,0.8146197344623042,30.384,13.502
h00,6057075743393249859,p2,0.3,0.20749482099122146,0.7925051790087786,0.33856182155963416,0.6614381784403659,29.44,16.688
h00,6057075743393249859,p3,0.3,0.21366919362257314,0.7863308063774269,0.35244209501368945,0.6475579049863105,29.154,16.03
h00,6057075743393249859,p1,1.0,0.09488435204302394,0.9051156479569761,0.15989469477436472,0.8401053052256353,107.434,51.582
h00,6057075743393249859,p2,1.0,0.19540957314931104,0.804590426850689,0.30653221948800335,0.6934677805119965,102.414,59.642
h00,6057075743393249859,p3,1.0,0.21078117497545987,0.7892188250245401,0.3469030411481049,0.6530969588518951,98.838,54.6
h00,6058931797855114365,p1,0.3,0.10961750379412526,0.8903824962058747,0.15782993640421286,0.8421700635957872,34.018,19.262
h00,6058931797855114365,p2,0.3,0.20930798952225124,0.7906920104777488,0.284333807932021,0.715666192067979,29.394,19.314
h00,6058931797855114365,p3,0.3,0.21166075070404297,0.7883392492959571,0.28753946013604104,0.712460539863959,28.986,19.332
h00,6058931797855114365,p1,1.0,0.10372654854905573,0.8962734514509442,0.167508358781297,0.832491641218703,117.444,61.058
h00,6058931797855114365,p2,1.0,0.1950642735587327,0.8049357264412673,0.2920120501289174,0.7079879498710825,105.982,64.338
h00,6058931797855114365,p3,1.0,0.21479374206942084,0.7852062579305791,0.32007043457800605,0.6799295654219939,103.636,63.5
h00,6076716814428451044,p1,0.3,0.10144420115882902,0.8985557988411711,0.17478067806806194,0.8252193219319381,30.382,14.34
h00,6076716814428451044,p2,0.3,0.18527404252646376,0.8147259574735363,0.3086198758130041,0.6913801241869959,31.406,17.146
h00,6076716814428451044,p3,0.3,0.20407444572097042,0.7959255542790296,0.3314191451135723,0.6685808548864276,30.01,16.92
h00,6076716814428451044,p1,1.0,0.09679325613911383,0.9032067438608862,0.14846207975753914,0.8515379202424609,105.138,56.006
h00,6076716814428451044,p2,1.0,0.18161551080997088,0.8183844891900292,0.27507075955921834,0.7249292404407817,106.724,63.738
h00,6076716814428451044,p3,1.0,0.221998694489304,0.778001305510696,0.333543779500173,0.6664562204998269,106.294,65.49
h00,6091988916623446105,p1,0.3,0.08544233347549769,0.9145576665245023,0.12445347294454845,0.8755465270554517,34.662,19.84
h00,6091988916623446105,p2,0.3,0.1708828489990759,0.8291171510009242,0.24436948455561727,0.7556305154443826,32.998,20.844
h00,6091988916623446105,p3,0.3,0.22459810099914654,0.7754018990008534,0.3109785940612485,0.6890214059387515,32.238,21.636
h00,6091988916623446105,p1,1.0,0.09258150918031034,0.9074184908196896,0.14906929575389746,0.8509307042461025,121.078,64.618
h00,6091988916623446105,p2,1.0,0.17541631400150834,0.8245836859984916,0.25891537302438516,0.7410846269756148,107.138,66.866
h00,6091988916623446105,p3,1.0,0.20816262549181566,0.7918373745081844,0.28982443269080804,0.710175567309192,104.836,68.682
h00,6096569785520920641,p1,0.3,0.09401053471006386,0.9059894652899362,0.19578468753468753,0.8042153124653125,26.494,9.33
h00,6096569785520920641,p2,0.3,0.17656936886981,0.82343063113019,0.29598161838161835,0.7040183816183817,22.014,10.458
h00,6096569785520920641,p3,0.3,0.21391865682424843,0.7860813431757515,0.35107860195360197,0.648921398046398,20.336,10.974
h00,6096569785520920641,p1,1.0,0.08765267419432599,0.912347325805674,0.16969163007762392,0.8303083699223761,89.368,35.302
h00,6096569785520920641,p2,1.0,0.1716522348124935,0.8283477651875065,0.28150544356367824,0.7184945564363218,79.162,41.856
h00,6096569785520920641,p3,1.0,0.1981439269658219,0.8018560730341782,0.3178925960113055,0.6821074039886945,74.342,41.59
h00,6102556247954396050,p1,0.3,0.08832313769855415,0.911676862301446,0.1553319324810037,0.8446680675189964,34.612,16.458
h00,6102556247954396050,p2,0.3,0.16193237765197394,0.8380676223480261,0.26135258016836965,0.7386474198316305,27.374,15.26
h00,6102556247954396050,p3,0.3,0.18576310460110412,0.8142368953988958,0.2717796406465911,0.7282203593534089,27.422,16.87
h00,6102556247954396050,p1,1.0,0.08682353804059603,0.913176461959404,0.14313425116106757,0.8568657488389325,101.476,51.524
h00,6102556247954396050,p2,1.0,0.1649440075566183,0.8350559924433817,0.2451177357870294,0.7548822642129706,84.624,51.108
h00,6102556247954396050,p3,1.0,0.19141976921034712,0.8085802307896529,0.2776582615983167,0.7223417384016834,89.866,55.48
h00,6142107552244125784,p1,0.3,0.10601756444286287,0.8939824355571372,0.15685901604938488,0.8431409839506151,35.424,19.848
h00,6142107552244125784,p2,0.3,0.19214839674183104,0.807851603258169,0.25086911948463436,0.7491308805153657,30.972,22.118
h00,6142107552244125784,p3,0.3,0.19864780823784942,0.8013521917621506,0.2756492930031037,0.7243507069968963,30.068,19.884
h00,6142107552244125784,p1,1.0,0.09968526835762757,0.9003147316423724,0.15569150599260656,0.8443084940073935,104.922,54.402
h00,6142107552244125784,p2,1.0,0.191216298750279,0.808783701249721,0.2745616714260742,0.7254383285739259,95.448,60.128
h00,6142107552244125784,p3,1.0,0.19975296859908565,0.8002470314009142,0.28764646653408726,0.7123535334659127,89.556,56.148
h00,6142901293428679179,p1,0.3,0.09578976668471892,0.9042102333152812,0.1656383550573953,0.8343616449426047,27.812,13.212
h00,6142901293428679179,p2,0.3,0.2066870610958422,0.7933129389041578,0.3094481098966393,0.6905518901033606,22.526,13.9
h00,6142901293428679179,p3,0.3,0.1925110908878222,0.8074889091121777,0.30980389855242796,0.690196101447572,24.16,13.326
h00,6142901293428679179,p1,1.0,0.10539294754186397,0.894607052458136,0.17057805798456055,0.8294219420154395,112.358,60.124
h00,6142901293428679179,p2,1.0,0.1968701584913713,0.8031298415086288,0.290557158993034,0.709442841006966,102.826,64.618
h00,6142901293428679179,p3,1.0,0.21813835982132773,0.7818616401786722,0.3163576619610987,0.6836423380389013,102.462,65.596
h00,6149702160903447389,p1,0.3,0.10472693655388787,0.8952730634461121,0.16748027537104462,0.8325197246289554,34.582,17.732
h00,6149702160903447389,p2,0.3,0.19320667167621208,0.8067933283237878,0.2717156232886331,0.7282843767113669,30.584,20.014
h00,6149702160903447389,p3,0.3,0.2441314460560291,0.7558685539439709,0.3369635076657388,0.6630364923342612,29.712,20.048
h00,6149702160903447389,p1,1.0,0.10246481641701052,0.8975351835829894,0.17156006681728347,0.8284399331827165,113.046,55.932
h00,6149702160903447389,p2,1.0,0.19125198336875385,0.8087480166312462,0.2823543474822115,0.7176456525177886,99.5,62.946
h00,6149702160903447389,p3,1.0,0.21551420111292732,0.7844857988870726,0.3217790664990172,0.6782209335009828,100.286,61.892
h00,6153988684505601336,p1,0.3,0.10994505314622317,0.8900549468537768,0.1768857501373755,0.8231142498626245,32.828,16.45
h00,6153988684505601336,p2,0.3,0.19960282720394526,0.8003971727960547,0.2920708425386551,0.7079291574613449,29.964,18.764
h00,6153988684505601336,p3,0.3,0.19955766107655395,0.800442338923446,0.30652757289150473,0.6934724271084952,28.674,17.08
h00,6153988684505601336,p1,1.0,0.1030032978563965,0.8969967021436035,0.16590124250013336,0.8340987574998667,104.232,53.422
h00,6153988684505601336,p2,1.0,0.18704605454368675,0.8129539454563133,0.286124046346144,0.7138759536538559,96.058,57.938
h00,6153988684505601336,p3,1.0,0.19841300841588538,0.8015869915841146,0.29898752329281336,0.7010124767071866,96.354,58.752
