hXX,simID,pop,subset_value,prop_ROH_single,prpp_Non_ROH_single,prop_ROH_homo,prop_Non_ROH_homo,mean_count_single,mean_count_homo
h00,1061286463616756465,p1,0.3,0.10384793193522743,0.8961520680647727,0.1650243351247995,0.8349756648752005,31.712,16.658
h00,1061286463616756465,p2,0.3,0.16996440218016917,0.8300355978198308,0.241271162425167,0.758728837574833,28.024,17.74
h00,1061286463616756465,p3,0.3,0.21652635339476023,0.7834736466052399,0.3110546920224299,0.6889453079775701,28.66,17.932
h00,1061286463616756465,p1,1.0,0.09179563925092436,0.9082043607490756,0.15364383117496733,0.8463561688250328,105.658,52.014
h00,1061286463616756465,p2,1.0,0.18411073094920255,0.8158892690507975,0.2825342884608237,0.7174657115391764,95.944,56.68
h00,1061286463616756465,p3,1.0,0.20608623994163058,0.7939137600583694,0.30945502143468595,0.690544978565314,95.19,56.904
h00,1077681494354284445,p1,0.3,0.10108659955619578,0.8989134004438042,0.17725637875196695,0.822743621248033,28.834,13.386
h00,1077681494354284445,p2,0.3,0.18677221441191896,0.8132277855880812,0.2940582160701356,0.7059417839298645,24.082,13.674
h00,1077681494354284445,p3,0.3,0.22773967065257372,0.7722603293474264,0.35616706636157097,0.6438329336384291,26.82,15.624
h00,1077681494354284445,p1,1.0,0.0942816431493859,0.9057183568506141,0.1650771770013041,0.8349228229986959,102.598,47.276
h00,1077681494354284445,p2,1.0,0.18220212493115281,0.8177978750688472,0.2896964902837997,0.7103035097162004,89.094,50.656
h00,1077681494354284445,p3,1.0,0.2115177241899227,0.7884822758100773,0.32298876403440085,0.6770112359655992,90.148,53.596
h00,1125400568553395400,p1,0.3,0.09634147265494562,0.9036585273450544,0.15249143356643355,0.8475085664335663,24.872,12.51
h00,1125400568553395400,p2,0.3,0.19130938529151012,0.8086906147084899,0.2832978185385306,0.7167021814614694,23.388,14.142
h00,1125400568553395400,p3,0.3,0.2165752186453715,0.7834247813546286,0.31377919988508224,0.6862208001149178,23.792,14.424
h00,1125400568553395400,p1,1.0,0.09904054572278613,0.9009594542772139,0.15162012763743574,0.8483798723625643,109.436,59.814
h00,1125400568553395400,p2,1.0,0.18485410192655802,0.8151458980734421,0.26934632872847974,0.7306536712715201,104.068,65.684
h00,1125400568553395400,p3,1.0,0.2265847073417649,0.773415292658235,0.3094836734467226,0.6905163265532774,101.134,67.59
h00,1125644244035275340,p1,0.3,0.09216762773017763,0.9078323722698224,0.14520853080154467,0.8547914691984554,34.154,18.518
h00,1125644244035275340,p2,0.3,0.1830068075705613,0.8169931924294388,0.25781090534112544,0.7421890946588745,29.312,18.942
h00,1125644244035275340,p3,0.3,0.2235848977883875,0.7764151022116125,0.311414698957733,0.688585301042267,26.642,18.024
h00,1125644244035275340,p1,1.0,0.10007974698769932,0.8999202530123007,0.15658191749884517,0.8434180825011549,105.064,57.84
h00,1125644244035275340,p2,1.0,0.18478983165865556,0.8152101683413444,0.2642188086211213,0.7357811913788787,94.128,60.018
h00,1125644244035275340,p3,1.0,0.22506254998234174,0.7749374500176583,0.3143705241068659,0.685629475893134,88.59,58.966
h00,1133874929495765677,p1,0.3,0.10100434766187452,0.8989956523381256,0.15198020815613694,0.8480197918438631,28.724,15.14
h00,1133874929495765677,p2,0.3,0.19232194741163156,0.8076780525883684,0.28886472435858956,0.7111352756414103,29.15,17.014
h00,1133874929495765677,p3,0.3,0.21314916514302956,0.7868508348569703,0.3159505941722088,0.6840494058277912,30.834,18.84
h00,1133874929495765677,p1,1.0,0.09714460404938342,0.9028553959506166,0.16986175311742224,0.8301382468825778,97.152,44.852
h00,1133874929495765677,p2,1.0,0.17778463420954804,0.822215365790452,0.2851343497706314,0.7148656502293687,88.582,49.178
h00,1133874929495765677,p3,1.0,0.21443206595406591,0.7855679340459341,0.33567311614852735,0.6643268838514726,89.872,51.984
h00,1152801672532746091,p1,0.3,0.09388807375627158,0.9061119262437285,0.14137536488279523,0.8586246351172049,31.088,16.846
h00,1152801672532746091,p2,0.3,0.1789703663958143,0.8210296336041856,0.24869825069711998,0.7513017493028799,30.292,19.616
h00,1152801672532746091,p3,0.3,0.20265934645627565,0.7973406535437243,0.2851946010544846,0.7148053989455154,29.072,19.05
h00,1152801672532746091,p1,1.0,0.09297836551070426,0.9070216344892957,0.14402515544084366,0.8559748445591563,94.248,49.05
h00,1152801672532746091,p2,1.0,0.18015625641841088,0.8198437435815891,0.2660515740361334,0.7339484259638666,86.196,52.384
h00,1152801672532746091,p3,1.0,0.2086916615544247,0.7913083384455754,0.3141419200718008,0.6858580799281992,83.818,51.05
h00,1159453151904288212,p1,0.3,0.08678542486719144,0.9132145751328086,0.1418718066247478,0.8581281933752523,27.2,13.234
h00,1159453151904288212,p2,0.3,0.15260959974602217,0.8473904002539778,0.25089342710952617,0.7491065728904738,28.676,15.136
h00,1159453151904288212,p3,0.3,0.17869127641688107,0.8213087235831189,0.28085373000752256,0.7191462699924774,27.914,16.04
h00,1159453151904288212,p1,1.0,0.09096930481221799,0.909030695187782,0.1441266814817785,0.8558733185182215,96.156,48.376
h00,1159453151904288212,p2,1.0,0.16378008590210932,0.8362199140978908,0.26269150138950204,0.737308498610498,98.368,54.188
h00,1159453151904288212,p3,1.0,0.19372850580574869,0.8062714941942514,0.29252521871929776,0.7074747812807023,91.238,55.254
h00,1159482635262466889,p1,0.3,0.08398222659643105,0.9160177734035688,0.16555926883573943,0.8344407311642605,31.096,12.22
