freq_bin,effect_0.7_p1_mean,effect_0.7_p1_sem,effect_0.7_p2_mean,effect_0.7_p2_sem,effect_0.7_p3_mean,effect_0.7_p3_sem,effect_1.0_p1_mean,effect_1.0_p1_sem,effect_1.0_p2_mean,effect_1.0_p2_sem,effect_1.0_p3_mean,effect_1.0_p3_sem,effect_1.3_p1_mean,effect_1.3_p1_sem,effect_1.3_p2_mean,effect_1.3_p2_sem,effect_1.3_p3_mean,effect_1.3_p3_sem
"[0.000575, 0.000759)",0.016362112910107966,0.0002033096606904311,0.010732322747524517,0.00010394502785388087,0.009700137915653759,8.576324251325321e-05,0.004538932014960341,7.888168460069802e-05,0.002442292711960042,3.2418570031928134e-05,0.0020785121840130546,2.4657437055014688e-05,0.0014193929084658711,3.3239653013881194e-05,0.0006190523945864405,1.0814634583873781e-05,0.0004932421420345126,7.463656853218924e-06
"[0.000759, 0.001)",0.013601762211037254,0.00016181588235017534,0.009419208239280169,9.331503360200276e-05,0.008412870654151621,8.048176500208564e-05,0.003484340103240579,5.7445771291812024e-05,0.002006477277663597,2.7276488008367096e-05,0.0016906706920164617,2.163353068155864e-05,0.0010028337089399181,2.1768512984161337e-05,0.0004746020608630237,8.437876142757426e-06,0.0003759780666280521,6.103178916870587e-06
"[0.001, 0.00132)",0.011487211745712444,0.00012833548511120827,0.008010532758096513,8.455618679534285e-05,0.0073891575159381485,6.840739439690318e-05,0.0027390799460615266,4.315710290532763e-05,0.0016024057041126045,2.241203288015062e-05,0.0014043649997538506,1.754647678222944e-05,0.0007347234396845226,1.55909816868704e-05,0.00035587718313907736,6.27537449240656e-06,0.0002950122708661522,4.741590593406051e-06
"[0.00132, 0.00174)",0.009494148154413263,0.00012071554991246028,0.00708683848402544,8.453822992931465e-05,0.006389537303333851,7.289344128933871e-05,0.0020884599706333593,3.5812818213339735e-05,0.0013408123468409503,2.1417926395533488e-05,0.0011397339700162385,1.7257134404866693e-05,0.0005161947269296982,1.1395250426283069e-05,0.0002813591218843309,5.721142481900459e-06,0.0002243394817204762,4.3076397683181146e-06
"[0.00174, 0.00229)",0.008015420881876862,0.00010495451719002424,0.006277293539637688,7.13540733824092e-05,0.0056875878119154975,7.014245490148624e-05,0.0016321783733396367,2.9656533057818872e-05,0.0011174512436746453,1.708656154522217e-05,0.0009658015756030939,1.535057314908935e-05,0.0003728823298958612,8.96127930080466e-06,0.00021982805597743526,4.336124023203062e-06,0.00018056324162995382,3.5123607428989083e-06
"[0.00229, 0.00302)",0.006613525979133097,8.687104562141278e-05,0.005386176370203724,7.275266295586667e-05,0.005123651626128454,6.939508389997877e-05,0.0012298348160031296,2.2359472203610442e-05,0.0009002323929969651,1.5996264781300107e-05,0.0008263290393954224,1.4752221685815999e-05,0.00025671420328333814,6.148819749251448e-06,0.00016631968701496548,3.701203254592805e-06,0.00014678530651161492,3.295495486902754e-06
"[0.00302, 0.00398)",0.0055605059787658655,7.609064759388027e-05,0.004708381495925627,6.852667951969377e-05,0.004416710952988097,6.786689785159181e-05,0.0009712852856391632,1.8321690752659928e-05,0.0007450311112974006,1.4245855210863989e-05,0.0006709726046256213,1.3528422219889932e-05,0.00019137970021703075,4.822556077307398e-06,0.00013026813782204277,3.1094425983119686e-06,0.0001121802721366885,2.7988008089083045e-06
"[0.00398, 0.00525)",0.0045437086116312635,6.519833117547861e-05,0.0041572118450056,6.945839005598337e-05,0.004100878099369659,7.078586490738702e-05,0.0007284503039619934,1.4569980192749924e-05,0.0006239882331422195,1.3580932094227015e-05,0.0006048401003571516,1.3716893789637935e-05,0.0001321119536273354,3.5130120979766555e-06,0.00010314170386649954,2.7725207477661944e-06,9.81815011580745e-05,2.7924437617517404e-06
"[0.00525, 0.00692)",0.003847758411809931,5.8052398792428536e-05,0.003749179731307346,6.607455340372425e-05,0.003563194915893889,7.006447216663371e-05,0.0005680563116080452,1.1943746611632138e-05,0.0005371984205633472,1.242894132605775e-05,0.0005011498674506155,1.3215706514187557e-05,9.418857335808624e-05,2.6384411335516243e-06,8.501809478745895e-05,2.4416732702431947e-06,7.791524993704091e-05,2.6029332687822244e-06
"[0.00692, 0.00912)",0.003190978080660416,4.6613944300780815e-05,0.0032096717371999624,6.482678506484963e-05,0.003377148063552995,6.925913847647444e-05,0.0004333516368791858,8.951687197837474e-06,0.00042973740130103783,1.1448170244898578e-05,0.00045321251314807176,1.2229873034847744e-05,6.615909133529279e-05,1.8377642096924904e-06,6.348882403626831e-05,2.1094926487945397e-06,6.676687725489544e-05,2.250197039482303e-06
"[0.00912, 0.012)",0.0026340559207812583,4.17569728823731e-05,0.0030481873847958284,7.261903868714984e-05,0.003025192379294799,8.410251097139386e-05,0.00032697299874966037,7.219785426705945e-06,0.00040428841536438995,1.2771428486894663e-05,0.0003931879532210301,1.4613337503431602e-05,4.548622121598874e-05,1.3404304094138283e-06,5.9221668253497366e-05,2.3210144102447606e-06,5.638277073019414e-05,2.6362133143665756e-06
"[0.012, 0.0158)",0.002211782742678232,3.435504217694546e-05,0.0026098453892593144,7.088065791672254e-05,0.0027401640748054837,7.867089177265824e-05,0.00025804140674929134,5.633821556966945e-06,0.0003231272660024772,1.161362451559202e-05,0.00033918192398445376,1.2562785719546293e-05,3.388536632293292e-05,9.839234202725393e-07,4.423843720975339e-05,1.9675127638455274e-06,4.619862775579955e-05,2.0952739856789927e-06
"[0.0158, 0.0209)",0.0018166282603762217,2.9368008651610584e-05,0.0023103110150093304,6.978480640117084e-05,0.0025038790605745854,8.577500205227186e-05,0.0001904224360406923,4.182388311952057e-06,0.00027066234281607936,1.0707185753385568e-05,0.00030245781668494234,1.3917799693864931e-05,2.2271201643277956e-05,6.309000634405314e-07,3.509563865278863e-05,1.712775685225277e-06,4.045140142882059e-05,2.3637480907590466e-06
"[0.0209, 0.0275)",0.0015720547920230876,2.58026432142493e-05,0.0022080860641919627,6.826473260768853e-05,0.0022378028954350613,8.001911411746241e-05,0.00015666008484319628,3.552287348432157e-06,0.0002508624719096706,1.0102517077837046e-05,0.0002626468082328997,1.2489331740799663e-05,1.7504517346362138e-05,5.18606227815237e-07,3.145046160226324e-05,1.5499634098896587e-06,3.4243942305898747e-05,2.0206364272917134e-06
"[0.0275, 0.0363)",0.001279755945038257,2.1316679799726006e-05,0.001914324305473271,6.270206570318638e-05,0.00196727781855774,7.827119007590538e-05,0.00011427777778660664,2.554683760805162e-06,0.00021162406492992346,9.19111595213055e-06,0.0002179111985298256,1.159412150234723e-05,1.133728144751444e-05,3.2879278264690124e-07,2.605569195183813e-05,1.4147515083180169e-06,2.702144726809e-05,1.8144823108543923e-06
"[0.0363, 0.0479)",0.0011153661857426873,2.0564664657913165e-05,0.0016235387572520145,5.848915358575275e-05,0.001690316568913973,8.056059721392369e-05,9.368264357011441e-05,2.3285127864665396e-06,0.0001694690060414478,8.024201315336925e-06,0.000178791383821748,1.217821461846475e-05,8.744668575979596e-06,2.804904542184952e-07,1.9736653621632416e-05,1.1393888955168533e-06,2.1209192774726906e-05,1.9783598449229944e-06
"[0.0479, 0.0631)",0.0009537484306333954,1.7809506007310622e-05,0.001442622527671343,5.380267724148277e-05,0.0016483180309548244,6.959931778149546e-05,7.552761194166495e-05,1.9287030599478977e-06,0.00014400735223222123,7.658538873136675e-06,0.00017392456738812186,1.002229452006468e-05,6.639110513500118e-06,2.205001653703564e-07,1.631706162378291e-05,1.146091971933672e-06,2.0703020565704926e-05,1.524306097517755e-06
"[0.0631, 0.0832)",0.000782746494492208,1.5799332640742177e-05,0.001258704797476673,4.493665992054589e-05,0.0012817132991969355,5.198088770828654e-05,5.689652162010817e-05,1.57016170646702e-06,0.00012055867748188931,5.822707568965802e-06,0.0001230996105826294,6.8885141351930264e-06,4.598175449855554e-06,1.6480881864645182e-07,1.3062352024999421e-05,7.98672012750753e-07,1.345109077842231e-05,9.807759889377952e-07
"[0.0832, 0.11)",0.000666383223932175,1.4998305623680061e-05,0.001098378548608419,3.897065445055092e-05,0.0012451816637960504,5.1100015141984856e-05,4.5658036054117024e-05,1.4177922834695458e-06,9.866910862370725e-05,4.724064718753806e-06,0.00011930143861646857,6.719785719075027e-06,3.4875398601214275e-06,1.4288226731739676e-07,9.995506591168466e-06,6.122611760661184e-07,1.3024243291040972e-05,9.459510072796887e-07
"[0.11, 0.145)",0.0005819204516727438,1.3832612399597872e-05,0.0009937259000400616,3.329199190985096e-05,0.0009992596110721993,3.869957883986929e-05,3.7414313420794056e-05,1.15888392449261e-06,8.340746188097743e-05,3.7999802395058045e-06,8.635338662101968e-05,4.724758703328843e-06,2.6672142736978273e-06,1.0283219619250249e-07,7.898664299706648e-06,4.629205545602223e-07,8.551738430041558e-06,6.222906172225409e-07
"[0.145, 0.191)",0.000539736128555954,1.3435190335267091e-05,0.0008604403986239577,2.906253336168926e-05,0.0008608928249768174,3.110270415202614e-05,3.334495347832121e-05,1.0944692456793069e-06,6.905126923675529e-05,3.2888698972460893e-06,6.94296492869169e-05,3.915042426479431e-06,2.2744811578309213e-06,9.418962660185015e-08,6.29554331306017e-06,4.0470516360578055e-07,6.43419873357848e-06,5.381079001929709e-07
"[0.191, 0.251)",0.00047585934661411553,1.3113499674818906e-05,0.0007376913537243843,2.227015325196432e-05,0.0007874077147454197,2.3617054199849396e-05,2.81557148284282e-05,1.0274577264283442e-06,5.4624697418592845e-05,2.4387742361344106e-06,6.036100106492e-05,2.445477430999013e-06,1.8441717916470981e-06,8.485022899872584e-08,4.607008840084996e-06,2.9228826381525135e-07,5.223796170098915e-06,2.737691146534443e-07
"[0.251, 0.331)",0.00040285434127838914,1.1288798809297828e-05,0.0006322465911267569,1.9846208944353155e-05,0.0006894436246504406,2.4718283375376624e-05,2.2055328782528507e-05,8.244860671492777e-07,4.417389400511781e-05,2.021987558977534e-06,5.078267245484157e-05,2.8451303936036407e-06,1.337206221285451e-06,6.307849366161256e-08,3.5204380497229334e-06,2.2350308647809235e-07,4.3360374617738585e-06,3.5621470280020504e-07
"[0.331, 0.437)",0.00039682304370578024,1.223373677994898e-05,0.0005546747783432693,1.7545754020703906e-05,0.0005754735703711239,1.814322086499991e-05,2.1586086448367548e-05,8.864343588127783e-07,3.596711542561928e-05,1.5718992407605644e-06,3.886827825436059e-05,1.7515770990956515e-06,1.2992736559064579e-06,6.693470957542695e-08,2.62594388448766e-06,1.5188325770107603e-07,3.001619924536766e-06,1.8538542511983025e-07
"[0.437, 0.575)",0.00034661737495833887,1.082938563685524e-05,0.0004895313514259826,1.4982205219863298e-05,0.0005328184468961006,1.575454255284011e-05,1.8193231447643914e-05,7.926934494798891e-07,3.040066829938813e-05,1.3517747121345528e-06,3.3811032141882484e-05,1.4777242696703233e-06,1.0693761556699273e-06,6.099222713503099e-08,2.14996705642941e-06,1.332568769334407e-07,2.4463485422881097e-06,1.511447963116468e-07
"[0.575, 0.759)",0.0003613396666390392,1.0764336575085682e-05,0.00042859235547041823,1.3057745422056484e-05,0.00043054221775344934,1.461193861723425e-05,1.868379408273565e-05,7.284455353001871e-07,2.477239085343576e-05,1.1308806642336803e-06,2.5399298372660782e-05,1.2450227589587861e-06,1.0675444202743734e-06,5.1646372462163454e-08,1.6242357369558027e-06,1.1310325634818997e-07,1.7038224543408308e-06,1.1785228233686003e-07
"[0.759, 1.0)",0.00035750725230812406,3.951819240327988e-06,0.0003620061839377573,3.878332682165196e-06,0.0003655562773262842,3.7796950189485303e-06,1.8973622176150043e-05,2.8586320523025243e-07,1.930913012430502e-05,2.824275283678759e-07,1.957906536033142e-05,2.780586764991741e-07,1.1233468597479847e-06,2.1816747692022227e-08,1.1497425418858447e-06,2.1743442711375843e-08,1.1722457217814319e-06,2.184839656577773e-08
