freq_bin,p1_mean,p1_sem,p2_mean,p2_sem,p3_mean,p3_sem
"[1e-06, 1.32e-06)",0.0,0.0,0.0,0.0,0.0,0.0
"[1.32e-06, 1.74e-06)",0.0,0.0,0.0,0.0,0.0,0.0
"[1.74e-06, 2.29e-06)",0.0,0.0,0.0,0.0,0.0,0.0
"[2.29e-06, 3.02e-06)",0.0,0.0,0.0,0.0,0.0,0.0
"[3.02e-06, 3.98e-06)",0.0,0.0,0.0,0.0,0.0,0.0
"[3.98e-06, 5.25e-06)",0.0,0.0,0.0,0.0,0.0,0.0
"[5.25e-06, 6.92e-06)",0.0,0.0,0.0,0.0,0.0,0.0
"[6.92e-06, 9.12e-06)",0.0,0.0,0.0,0.0,0.0,0.0
"[9.12e-06, 1.2e-05)",0.0,0.0,0.0,0.0,0.24906349560839025,0.00037059867425158434
"[1.2e-05, 1.58e-05)",0.0,0.0,0.23646285359301236,0.0004116635720262492,0.0,0.0
"[1.58e-05, 2.09e-05)",0.0,0.0,0.0,0.0,0.10037307548335994,0.00025937461294450715
"[2.09e-05, 2.75e-05)",0.0,0.0,0.0,0.0,0.0,0.0
"[2.75e-05, 3.63e-05)",0.17506312012156827,0.00046226341627914926,0.09609848691376817,0.0002818077752618975,0.06825093584922472,0.0002114919149349302
"[3.63e-05, 4.79e-05)",0.0,0.0,0.06532520492437237,0.00024134419674335286,0.04924798282426805,0.00018962262459991928
"[4.79e-05, 6.31e-05)",0.0,0.0,0.0471554639403153,0.0002120091905000785,0.06797944992292047,0.00021260775984781446
"[6.31e-05, 8.32e-05)",0.07295812179936834,0.00033791726712363964,0.03672341767196082,0.00018410564615981142,0.04699106678664884,0.00017792887677091558
"[8.32e-05, 0.00011)",0.05028879643559585,0.0002593209552106363,0.054166351200052525,0.00021255902169130288,0.035166070095400515,0.00015279410259422263
"[0.00011, 0.000145)",0.036594345295033415,0.00022791402877310574,0.05544765822426976,0.0002062447156819676,0.050257306464464926,0.00018471769806841846
"[0.000145, 0.000191)",0.02875558914683645,0.0002079553408027041,0.03875893973019294,0.00017582398706159815,0.03501149670572783,0.00015689058393320664
"[0.000191, 0.000251)",0.043819479758584974,0.0002593761574677291,0.04547028600035725,0.0001884837125692747,0.03718404457541069,0.0001605096278276859
"[0.000251, 0.000331)",0.03221383744556066,0.0002275466065709239,0.031820585219382976,0.0001671937078615716,0.03371305857882392,0.0001584206635330133
"[0.000331, 0.000437)",0.035698465531447364,0.00022238571558205202,0.03585283225128194,0.0001797629771822343,0.028893188935956576,0.00012483223531823846
"[0.000437, 0.000575)",0.03490055102315941,0.00023248577495336913,0.03053215603112689,0.00016395671847990598,0.027275077089299393,0.00013825629704941522
"[0.000575, 0.000759)",0.03243056347429847,0.00022198206221561882,0.027077828752235442,0.00015008570893756392,0.022851565592539952,0.0001288632826796268
"[0.000759, 0.001)",0.03325188124881459,0.0002260908731888969,0.023827990784633553,0.00014837154619127085,0.019389298060501502,0.00011740952200150936
"[0.001, 0.00132)",0.03346640607485595,0.0002477456333824465,0.02151109132631689,0.00014549097077972523,0.01741996740326239,0.00010907909284955154
"[0.00132, 0.00174)",0.02868803844681235,0.00020348394693793937,0.018401537851864287,0.00012380781662977685,0.014040782094931143,9.811716483753416e-05
"[0.00174, 0.00229)",0.02770395977872226,0.00021196590404707726,0.01599496463398798,0.00011436679927145734,0.011829374694530553,8.975033386166578e-05
"[0.00229, 0.00302)",0.026410497979416685,0.00020874735832819458,0.013469558074556654,0.0001004914031416583,0.009605867786224681,8.112604557089281e-05
"[0.00302, 0.00398)",0.025531816634497346,0.0002011034594954696,0.010980435246672126,9.560479241836011e-05,0.007903909926542076,7.272608647331117e-05
"[0.00398, 0.00525)",0.023079791556591074,0.0001939630761057282,0.008973130571572301,8.863998415080062e-05,0.006392499085074822,6.905815877105413e-05
"[0.00525, 0.00692)",0.02256428221659327,0.00017767751951369386,0.007614106886027791,8.198549876465864e-05,0.00496462920795246,5.858777012486084e-05
"[0.00692, 0.00912)",0.021406726778834307,0.00018259700406069896,0.006013479368450591,7.161890829422722e-05,0.004112774673787977,5.341274774724515e-05
"[0.00912, 0.012)",0.01977064838532393,0.00017548764781494922,0.004941080518444281,6.263514340635665e-05,0.0031635890347309634,4.455730945294383e-05
"[0.012, 0.0158)",0.018715315544778895,0.0001709503166139056,0.0040678389904633275,5.832443201833928e-05,0.0026777863427819276,4.3882580925470344e-05
"[0.0158, 0.0209)",0.017283655386343525,0.00015880401861417722,0.0034471586943105714,5.2559776037623766e-05,0.002111007057821914,3.788829334551451e-05
"[0.0209, 0.0275)",0.016144562418294848,0.00015680492463643195,0.0029559995245527484,5.046140388164122e-05,0.0018807101456155464,3.834398018542715e-05
"[0.0275, 0.0363)",0.015149453196338395,0.00014727182897463916,0.0026642252761430187,4.715454783503601e-05,0.0016867305932989037,3.32621741100764e-05
"[0.0363, 0.0479)",0.013510669026438164,0.00014701224642881582,0.0025865357759386667,4.667539686542097e-05,0.0016008805026051732,3.1923885299528584e-05
"[0.0479, 0.0631)",0.01233217577434593,0.00014141051208134506,0.002478690785277049,4.480863720574282e-05,0.0015569497665348206,3.1945021659026304e-05
"[0.0631, 0.0832)",0.010902017333626876,0.00013261887224699014,0.002598303125573325,4.837131289795911e-05,0.0017031523383344324,3.427640060543821e-05
"[0.0832, 0.11)",0.009779405861608262,0.00011749159765963343,0.002791143785953905,4.983395547033049e-05,0.0018645274587995421,3.6057482259548075e-05
"[0.11, 0.145)",0.008572887581751685,0.00011743435380650443,0.002959614235173722,5.154213845872785e-05,0.002006117318612955,3.9057665536494346e-05
"[0.145, 0.191)",0.007670832851704028,0.00011420481704550015,0.0031344013072190095,5.2131774904769833e-05,0.002177729053060136,4.023067320648184e-05
"[0.191, 0.251)",0.006790267170853041,0.00010189219968247267,0.003295272440078395,5.325924115155182e-05,0.0024114480997390435,4.279937593781731e-05
"[0.251, 0.331)",0.0063082594212209376,9.983553619774298e-05,0.0032693052450226386,5.480093299555596e-05,0.0025053641175371557,4.4276250295214e-05
"[0.331, 0.437)",0.0057244062682158545,9.858461917494797e-05,0.003432577475347934,5.521277368068318e-05,0.0026720740296254913,4.4314774378867524e-05
"[0.437, 0.575)",0.005539982389273243,9.518459926190975e-05,0.003262710341685169,5.5641388568210083e-05,0.002601446202971811,4.5530546373302476e-05
"[0.575, 0.759)",0.0050602438725487016,9.120576891204592e-05,0.003157844349470655,5.145091278811769e-05,0.0024648281112547225,4.316989597237235e-05
"[0.759, 1.0)",0.03591894677074245,0.0002297736815874213,0.021278938932934765,0.00012965059159939223,0.01699874238143179,0.00010297370164006939
