freq_bin,effect_0.7_p1_mean,effect_0.7_p1_sem,effect_0.7_p2_mean,effect_0.7_p2_sem,effect_0.7_p3_mean,effect_0.7_p3_sem,effect_1.0_p1_mean,effect_1.0_p1_sem,effect_1.0_p2_mean,effect_1.0_p2_sem,effect_1.0_p3_mean,effect_1.0_p3_sem,effect_1.3_p1_mean,effect_1.3_p1_sem,effect_1.3_p2_mean,effect_1.3_p2_sem,effect_1.3_p3_mean,effect_1.3_p3_sem
"[0.000575, 0.000759)",0.02629538594053878,0.0003152887784679645,0.020557311363361544,0.0002394788442259033,0.01968457553242629,0.0002186641905678687,0.009226400426518535,0.00016745284212793624,0.006865950143596342,0.0001380012607471417,0.0064577002027961135,0.00012701669713825723,0.0037345287179056854,0.0001035634376175042,0.0027896711083998022,9.379988251316509e-05,0.002596784033024516,8.373698183115373e-05
"[0.000759, 0.001)",0.02426358142346192,0.00033124174668076433,0.01873258776099919,0.00023147609030354287,0.017638212397406577,0.00023306789123417364,0.0085039853176441,0.00019831361203875747,0.006099546994188492,0.00013594740142188952,0.005758429891211874,0.00013803867213384814,0.0035597682342714504,0.00013768599007423852,0.0024545614936277564,9.338181769666887e-05,0.002379078354238118,9.659497113376077e-05
"[0.001, 0.00132)",0.021330248150761524,0.00028901743587910844,0.017413000349048427,0.00023589010346100655,0.016887503240690462,0.00025527319232024115,0.007191280494481249,0.0001678992689790735,0.005729330603997147,0.00014149083029137952,0.005586864877031985,0.00015425890504051657,0.0029302379751769627,0.00011856505934497579,0.0023745750986130087,9.812784115547129e-05,0.0023689853056664137,0.00010619896516392815
"[0.00132, 0.00174)",0.019466865811419175,0.0002954130352225129,0.01583131943507719,0.00025671889395696804,0.015328857817356692,0.0002556412099791398,0.006471263680600765,0.00016409931290819248,0.005150203383283768,0.00015424453223756099,0.0049283362353089045,0.0001541655311433589,0.002612589403990678,0.0001018043593419229,0.002160081575445613,0.000106220636736656,0.0020420735276857915,0.00010336787553417514
"[0.00174, 0.00229)",0.017208075735523493,0.00029768924893478084,0.014516192783195395,0.0002778441546974331,0.0148392117437279,0.0003011810204712376,0.0056684938694508856,0.00017200134924098517,0.004686929652378421,0.00016395358967535615,0.0050751944965025594,0.000189963242541058,0.002345799839001128,0.00011782357984229839,0.0019607244035029004,0.0001062782628730648,0.0022931827498506355,0.00013221175627736687
"[0.00229, 0.00302)",0.015273648184732027,0.00029957476341545443,0.01359199104408094,0.00030580597907613666,0.014563642890449703,0.0003380113379146188,0.004991053515915763,0.00017271474958329905,0.004468886031090832,0.00018190244372130884,0.005085481207400496,0.000220464402216257,0.0020828968810405026,0.00011036371258540419,0.0019314114324782605,0.00012012909484871652,0.002375767967536396,0.00016400648462586877
"[0.00302, 0.00398)",0.014739271458179125,0.0003042461500862042,0.013293971026227038,0.00032308599132940206,0.012563829424340043,0.0003043717257897439,0.005034527636417079,0.0001830105005974658,0.00449191361310145,0.00020095910974267828,0.004119192949147887,0.0001867818270998742,0.0022259767070623884,0.000123072098435724,0.0020207508151100593,0.0001395697026179152,0.0017981582401645406,0.00013387492328780827
"[0.00398, 0.00525)",0.013284622939855174,0.00032222483190767824,0.0129632271483434,0.00041122139684304836,0.012799039699954102,0.0003983888838292231,0.0045596790761224856,0.00019210867890366367,0.004657107862774296,0.00027872104446487704,0.0043985545792264045,0.0002455723061839456,0.0020518714000877436,0.0001247540781682523,0.0022689939701997083,0.00021115806284127832,0.0020280783807230156,0.00017295878882273586
"[0.00525, 0.00692)",0.012310000316776848,0.0003069822929527925,0.011882924437640009,0.0004009519720052124,0.012548533820093678,0.0004403377323102432,0.004222602683338751,0.0001822784442558192,0.00408390473150684,0.000245316776686372,0.004374880563735832,0.00024935873620489797,0.0019086295963318377,0.00012035961605572995,0.00186808569073915,0.00016667365465442021,0.001967288216817674,0.00015239281842500667
"[0.00692, 0.00912)",0.01102148933285816,0.00028427885539593736,0.011006467023760723,0.0004047687900719839,0.01191909901549309,0.0005155448627374749,0.0036491648255203724,0.00016185442463371817,0.0035497009415030854,0.00022176048707771398,0.0040951480659434875,0.00030729200627936984,0.001567833172191273,0.00010040733679436674,0.0014926951070997271,0.00013648956779204003,0.0018343626447443282,0.00019959966148869502
"[0.00912, 0.012)",0.010237010100278823,0.00030245131904731723,0.010758689387431748,0.00040352905771881857,0.010388320291747338,0.000482742960565511,0.0033842856634888167,0.00016956271662622627,0.003531989277518705,0.0002064682965236761,0.0034292664392530873,0.00025445115214499,0.0014597527303785007,0.00010343826234255645,0.0014667403772245648,0.00011229106719080148,0.001457862770513096,0.00014463684362045059
"[0.012, 0.0158)",0.008468283468492847,0.0002496064518652532,0.009691378733581925,0.0004366514906703341,0.009297022375438115,0.0004713557386109422,0.0026167950654324606,0.00012545256459302483,0.0030871697939127453,0.00022252160640636018,0.0027822546067296492,0.0002346220494364113,0.0010489515605480197,6.879256950548882e-05,0.0012679456896485205,0.00012350152181268183,0.0010685674592474292,0.00012498129149161744
"[0.0158, 0.0209)",0.006834466260259206,0.00020945429406533383,0.008066295484587855,0.0004220151854891513,0.008765013661596033,0.00046761290261603677,0.001936301951530471,0.00010641227549343523,0.002402547461014028,0.00021124126987619185,0.0025246394964046704,0.00021262897608538222,0.0007319609978643,5.993711117308356e-05,0.0009302497508077999,0.00011267575011608748,0.0009156057029066207,0.00010378613100256738
"[0.0209, 0.0275)",0.005663572744910737,0.0001751806236320935,0.006410006583966203,0.00030368247284369394,0.006974184118597134,0.0005188651531076371,0.0014021428637269256,7.56576331374143e-05,0.0015824873209154447,0.00011844587694915958,0.001800504394140705,0.0002456729312585476,0.00045540754337887435,3.610470821054653e-05,0.0004950374285315502,4.953700222327553e-05,0.0005944003517335079,0.00012049473697439227
"[0.0275, 0.0363)",0.004522672795272577,0.00013219544888737417,0.005197318401773464,0.0002502424659493428,0.00565368736671194,0.0002914058751501506,0.0010058045708596197,4.8642612373899344e-05,0.001120731816076995,8.624623679198028e-05,0.001182115679848333,9.694663597213352e-05,0.0002890125014527462,1.9585367589279893e-05,0.00030340180265274713,3.1770734784123936e-05,0.0003019504148325732,3.4769083356952456e-05
"[0.0363, 0.0479)",0.003412214106249147,9.885543947410091e-05,0.0047537885379614914,0.00023087602377448792,0.0048143241448830865,0.0002796124982895679,0.0006452866421912101,3.238751416112557e-05,0.0009390610503701062,7.092784149491591e-05,0.0009599767478040437,8.75150603856837e-05,0.00015871628559455082,1.1643460936208723e-05,0.00022598962068751127,2.3316798414306635e-05,0.00023377462347128137,2.8684944867246305e-05
"[0.0479, 0.0631)",0.002673702409582093,8.368180211040202e-05,0.003727735195392805,0.00018853998383207122,0.0036963833102555015,0.0001906893545477344,0.000436269947362272,2.4708631642355727e-05,0.0006572898915714868,5.5576061399367325e-05,0.0006475944878521725,5.363140745452845e-05,9.246401061602171e-05,8.11799872780228e-06,0.00014401046626875353,1.7633130780617058e-05,0.00013921537067828946,1.654568362055063e-05
"[0.0631, 0.0832)",0.0020183286080851745,5.691105065199433e-05,0.002977543992049166,0.00014551638666987062,0.0031857485366270947,0.00016968199960894678,0.00027072828845724174,1.3443049657037273e-05,0.0004684708852617701,3.756262125993193e-05,0.0005207259283752969,4.2922364744577234e-05,4.598015549614781e-05,3.523462173598224e-06,8.949571462318365e-05,1.0473483896267534e-05,0.00010356212018445394,1.1629456649793174e-05
"[0.0832, 0.11)",0.001584848230366228,4.3730347977862125e-05,0.0023409595280684437,9.9507058775879e-05,0.002671118270954898,0.00011836574029210662,0.00018623065603549417,9.003970770787309e-06,0.00031540858414833294,2.0288754175076075e-05,0.00039259038186515826,2.5751442914013924e-05,2.7388559231563658e-05,2.085400195357303e-06,5.051419218052817e-05,4.492938983456612e-06,6.893931756831335e-05,6.2375668106045095e-06
"[0.11, 0.145)",0.0011652476277117876,3.0317645316702477e-05,0.0019298963710435814,6.92774079470719e-05,0.0021054924870724328,7.987850319449091e-05,0.00011020733679214429,4.748845229136922e-06,0.00023573023429027774,1.3036718248180412e-05,0.00026649618110899045,1.488600498226645e-05,1.2487230945873957e-05,8.379897155310884e-07,3.451640873922854e-05,2.7820064500618826e-06,3.965530894712185e-05,3.052997700735787e-06
"[0.145, 0.191)",0.000994109743029526,2.6622160790771966e-05,0.001623860126694441,5.339435006382363e-05,0.0017434287499361728,7.099076660697619e-05,8.563875178204833e-05,4.063931307238899e-06,0.0001774629575049742,9.018346776458847e-06,0.00020578914567134093,1.3244708784408041e-05,8.738175097776954e-06,7.358268829528268e-07,2.2722488838886295e-05,1.6656973153723003e-06,2.9070463354612598e-05,2.781636731264307e-06
"[0.191, 0.251)",0.0008265102349606927,2.2267907941584026e-05,0.001261476280974814,3.7916714339376755e-05,0.0014883282371263454,5.3446514043025054e-05,6.385250227886994e-05,2.498442246209931e-06,0.00012059958201516221,5.252873567551051e-06,0.00015731250129276397,9.105429966430947e-06,5.636440750486991e-06,3.1645693919849987e-07,1.3292423097976004e-05,8.146055393430084e-07,1.9537705278552454e-05,1.7162543825442575e-06
"[0.251, 0.331)",0.0007086617384579781,1.877853815076265e-05,0.001108345636163236,3.2662740873206825e-05,0.0011764541740146221,3.580782525291671e-05,4.984138127939901e-05,1.897417387998905e-06,9.904926779119141e-05,4.384229825712126e-06,0.00011105140567470598,5.044981745177425e-06,3.937278459164811e-06,2.2129948278173335e-07,1.0216578221315751e-05,6.545632574701943e-07,1.2230024448262674e-05,7.763014613521799e-07
"[0.331, 0.437)",0.0006335618150215299,1.679758523395552e-05,0.0009059275040150843,2.5819851506318114e-05,0.0009212606008284814,2.731065180028095e-05,4.185246071257148e-05,1.4560636818418e-06,7.305015351916681e-05,3.1140541965174688e-06,7.530353797859165e-05,3.2039669172968362e-06,3.044041460618804e-06,1.3317630515232267e-07,6.784032246556035e-06,4.2430096138960694e-07,7.073174381995298e-06,4.101157037003897e-07
"[0.437, 0.575)",0.0005059892637326397,1.3626113421920569e-05,0.0007225340900315548,2.09085366491243e-05,0.000787102772857799,2.3246810293775295e-05,3.013502638658547e-05,1.0696443473653329e-06,5.2448030410131495e-05,2.0804625721853486e-06,5.96003515821321e-05,2.500157777896662e-06,1.981545339795781e-06,8.837360949865152e-08,4.272902231901346e-06,2.2218795671790704e-07,5.118822161655167e-06,2.91090902808699e-07
"[0.575, 0.759)",0.0004454536751892915,1.421505056591063e-05,0.0005616529602271803,1.617202046334488e-05,0.000670490117526781,1.9337221263963245e-05,2.5875155974009765e-05,1.1266879477581995e-06,3.607946917632303e-05,1.493992505741309e-06,4.711495689719945e-05,1.975328250110787e-06,1.672039781294623e-06,9.334607311994968e-08,2.6200736751860013e-06,1.5350842615526179e-07,3.735654406091252e-06,2.1635361939870497e-07
"[0.759, 1.0)",0.0004070592838265697,4.182537061209574e-06,0.00041849983584648016,4.059487884760588e-06,0.0004233872436984757,4.289986884150308e-06,2.255604120277396e-05,3.1405184783857364e-07,2.355028200794125e-05,3.157898849331817e-07,2.3978144605599918e-05,3.359140514243181e-07,1.3919489347024652e-06,2.5245618960599158e-08,1.4796095795769087e-06,2.6621912647316965e-08,1.5185401422774038e-06,2.8483842800556668e-08
