pop,tau,A_per_cM_mean_all,A_per_cM_mean_nonzero,A_proportion_mean,B_per_cM_mean_all,B_per_cM_mean_nonzero,B_proportion_mean,C_per_cM_mean_all,C_per_cM_mean_nonzero,C_proportion_mean,Non-ROH_per_cM_mean_all,Non-ROH_per_cM_mean_nonzero,Non-ROH_proportion_mean,hXX,simID,unit
p1,1.0,0.0303226874948633,0.0303226874948633,0.3254223431931732,0.0867031127949313,0.1730479482642638,0.0589371476291967,0.0100596861111714,0.0245903438273079,0.0124205578165753,0.0011813772217675,0.0011813772217675,0.6032199513610548,h00,316097434901446919,cM
p1,1.1,0.0217140481981751,0.0217140481981751,0.3426824948924467,0.0785650448690296,0.1568054407923195,0.0624138018143241,0.0065216897896658,0.0159419083747388,0.0131632150426434,0.0005797459675403,0.0005797459675403,0.5817404882505857,h00,316097434901446919,cM
p1,1.2,0.0160238821617745,0.0160238821617745,0.3587231913601223,0.0717878743034067,0.1432791044981218,0.0655246147730191,0.0042494814806337,0.0103876213971047,0.0138399378042473,0.0002835978612806,0.0002835978612806,0.5619122560626112,h00,316097434901446919,cM
p1,1.3,0.0121703851831325,0.0121703851831325,0.3735776342922076,0.066124663458917,0.1319760845068468,0.0683038887928411,0.0027903688561607,0.0068209016483928,0.0144465080317302,0.0001390406684389,0.0001390406684389,0.5436719688832211,h00,316097434901446919,cM
p2,0.7,0.0420724662382071,0.0420724662382071,0.2996243144863981,0.0408522068752373,0.0471734490476182,0.0655877567503381,0.0439176155171421,0.1457266333068806,0.0090540119063382,0.0080639374385983,0.0080639374385983,0.6257339168569254,h00,316097434901446919,cM
p2,0.8,0.026264332315065,0.026264332315065,0.3131188220346136,0.0340254775054105,0.0392903897291115,0.0702396301048738,0.0336559871241476,0.1116766845483082,0.010023519037216,0.0042885257117521,0.0042885257117521,0.6066180288232963,h00,316097434901446919,cM
p2,0.9,0.0161102628794969,0.0161102628794969,0.3260046115673795,0.0297887744038048,0.0343981228681348,0.074721738181749,0.0250407501201712,0.0830897617623864,0.0108641009977655,0.0021973852762306,0.0021973852762306,0.588409549253106,h00,316097434901446919,cM
p2,1.0,0.0098505299303005,0.0098505299303005,0.3378988159243631,0.0273356208937476,0.0315653820943968,0.0789248202422913,0.0183298973392537,0.0608219320802511,0.0115731536994402,0.0011047754268778,0.0011047754268778,0.5716032101339052,h00,316097434901446919,cM
p2,1.1,0.0060572267158482,0.0060572267158482,0.3486186734474654,0.0260109680400081,0.0300357598614413,0.0827672707620768,0.0133267898167322,0.0442207116646114,0.0121623773475866,0.0005527739044131,0.0005527739044131,0.5564516784428711,h00,316097434901446919,cM
p2,1.2,0.0037607411382249,0.0037607411382249,0.3581414854654971,0.0253653869150779,0.0292902851213371,0.0862054797855142,0.0096785630884343,0.0321152320661683,0.0126484633390981,0.0002780656756263,0.0002780656756263,0.5430045714098906,h00,316097434901446919,cM
p2,1.3,0.0023596718538513,0.0023596718538513,0.3665445275309456,0.025116681391638,0.029003096295194,0.0892317430838923,0.007042510968446,0.0233683318498436,0.0130485838317034,0.0001416802244405,0.0001416802244405,0.5311751455534586,h00,316097434901446919,cM
p3,0.7,0.0400665388702699,0.0400665388702699,0.3245761757671311,0.032754799229808,0.0363942213664534,0.0858622567539672,0.0193303674782513,0.0589115961241945,0.0049636758275054,0.0083087195852293,0.0083087195852293,0.5845978916513961,h00,316097434901446919,cM
p3,0.8,0.0247566587419274,0.0247566587419274,0.3375233238584096,0.0236069558453759,0.0262299509393066,0.0913417408757422,0.0138321266550732,0.0421550526630803,0.0055515380692268,0.0045354287734152,0.0045354287734152,0.5655833971966213,h00,316097434901446919,cM
p3,0.9,0.0150638593516947,0.0150638593516947,0.3504932190209609,0.0169068293841741,0.0187853659824156,0.0959035430439194,0.0097417814224532,0.0296892386208099,0.0060967369026661,0.0024425383355956,0.0024425383355956,0.5475065010324535,h00,316097434901446919,cM
p3,1.0,0.0091660958805514,0.0091660958805514,0.3630961331407034,0.0121413889938272,0.0134904322153636,0.0995768991916359,0.006816291860008,0.0207734609066913,0.0065834879614089,0.0013397587406352,0.0013397587406352,0.5307434797062517,h00,316097434901446919,cM
p3,1.1,0.005633084431376,0.005633084431376,0.3750563884881092,0.0087820069823682,0.0097577855359647,0.1024766165136519,0.0047677962494169,0.0145304266648898,0.0070084278193996,0.0007715999595803,0.0007715999595803,0.5154585671788392,h00,316097434901446919,cM
p3,1.2,0.0035140468463075,0.0035140468463075,0.3862124341934409,0.0064052400107097,0.007116933345233,0.104743379927191,0.0033446853646911,0.0101933268257253,0.0073748429314915,0.0004781573479317,0.0004781573479317,0.5016693429478766,h00,316097434901446919,cM
p3,1.3,0.0022292191187036,0.0022292191187036,0.396496933808327,0.0047085303650829,0.0052317004056477,0.1065109674357954,0.0023563600966999,0.0071812879137521,0.0076886313454797,0.000322876547232,0.000322876547232,0.4893034674103976,h00,316097434901446919,cM
p1,0.7,0.0797862970481077,0.0799461894269616,0.2037467396826268,0.0671485892013911,0.1374137795893447,0.0376591769192328,0.1552275707858527,0.3639818901185512,0.0193282751362397,0.0120714305312698,0.0120714305312698,0.7392658082619005,h00,3179534011170499778,cM
p1,0.8,0.0579121593043794,0.0580282157358511,0.2181166836527266,0.0564201400105689,0.1154589363085482,0.0414137265178023,0.1535056214621142,0.3599442158421989,0.0217804963165402,0.0071712129397312,0.0071712129397312,0.7186890935129306,h00,3179534011170499778,cM
p1,0.9,0.0420429542137789,0.042127208631041,0.2322045846188015,0.0480209314601369,0.0982706825239089,0.0449151528013832,0.1480970521273097,0.3472620532640367,0.0239441305908772,0.0041265434242434,0.0041265434242434,0.6989361319889379,h00,3179534011170499778,cM
p1,1.0,0.0309341384612273,0.0309961307226727,0.2457166809264008,0.0415370023435833,0.0850018824330714,0.0480856786874184,0.1404800211540527,0.3294014289129512,0.0258007259601792,0.0023284941941738,0.0023284941941738,0.6803969144260015,h00,3179534011170499778,cM
p1,1.1,0.0232625376638452,0.0233091559757968,0.2584770073350974,0.0365092918052964,0.0747131077028218,0.0509012614968583,0.1318512577653998,0.3091684664843857,0.0273698095588378,0.0013004407083969,0.0013004407083969,0.6632519216092064,h00,3179534011170499778,cM
p1,1.2,0.0179433932540094,0.0179793519579253,0.2703959831492562,0.0325397845569129,0.0665898544730074,0.053370213976562,0.122970676723021,0.28834503507467,0.0286858839035704,0.0007233414466983,0.0007233414466983,0.6475479189706114,h00,3179534011170499778,cM
p1,1.3,0.0141959517390438,0.014224400540124,0.2814438203019621,0.029326583735855,0.0600143169278045,0.0555180688196324,0.1142585409026945,0.2679165786683871,0.0297866218271035,0.0004023303105572,0.0004023303105572,0.633251489051302,h00,3179534011170499778,cM
p2,0.7,0.0741071902961337,0.0741071902961337,0.3582147882806783,0.0371811618035301,0.0460162893608046,0.0494206821217375,0.040400777595644,0.1111021383880212,0.0056272158814703,0.0122405413214749,0.0122405413214749,0.5867373137161138,h00,3179534011170499778,cM
p2,0.8,0.0528846725164331,0.0528846725164331,0.3805439947389594,0.0302226200851697,0.0374042327786754,0.0514611676665102,0.0326106383508259,0.0896792554647714,0.0061657000508058,0.0073861756786826,0.0073861756786826,0.5618291375437245,h00,3179534011170499778,cM
p2,0.9,0.0373556477644015,0.0373556477644015,0.4024304390447225,0.025617701814451,0.0317050765030334,0.0533947076388322,0.0260155546100617,0.0715427751776696,0.0066663768230559,0.0043385641126966,0.0043385641126966,0.5375084764933894,h00,3179534011170499778,cM
p2,1.0,0.0264443502945768,0.0264443502945768,0.4233579264050888,0.0227672247409276,0.0281772583427322,0.0552210596735359,0.0206375163864626,0.0567531700627721,0.0071116426218682,0.002514256455284,0.002514256455284,0.5143093712995069,h00,3179534011170499778,cM
p2,1.1,0.0189293467158108,0.0189293467158108,0.4429729611098726,0.0211228076044176,0.0261420886193287,0.0569401780465346,0.0163423520587533,0.0449414681615717,0.0074942282154133,0.0014530706701344,0.0014530706701344,0.4925926326281794,h00,3179534011170499778,cM
p2,1.2,0.0137750688061915,0.0137750688061915,0.461073672412675,0.0202663420957389,0.0250821065541323,0.0585519769044247,0.0129415323348353,0.0355892139207973,0.0078155110792371,0.0008442536846882,0.0008442536846882,0.4725588396036631,h00,3179534011170499778,cM
p2,1.3,0.010217791552951,0.010217791552951,0.4775808702894703,0.0199091655407659,0.024640056362334,0.0600575125053397,0.0102539023510562,0.0281982314654045,0.0080822217328611,0.0004961450286052,0.0004961450286052,0.4542793954723286,h00,3179534011170499778,cM
p3,0.7,0.0656481003959954,0.0656481003959954,0.3459277667709097,0.0301464455413041,0.0334217799792729,0.064401645051001,0.053161911413448,0.117922785317103,0.0057041152762995,0.0125486414098564,0.0125486414098564,0.5839664729017897,h00,3179534011170499778,cM
p3,0.8,0.0471865983008629,0.0471865983008629,0.3659533351911505,0.021813358105764,0.0241833238423104,0.0673129595678243,0.0486598281332559,0.1079363460410405,0.0061192280913891,0.0076214538998084,0.0076214538998084,0.5606144771496361,h00,3179534011170499778,cM
p3,0.9,0.0336536652201101,0.0336536652201101,0.3852033236438564,0.0158231035252631,0.0175422433761232,0.0700695333795979,0.0458412038634548,0.1016841249334816,0.0064811325348424,0.0045203072461653,0.0045203072461653,0.5382460104417032,h00,3179534011170499778,cM
p3,1.0,0.0240911066546054,0.0240911066546054,0.4031953051365302,0.011646902418407,0.012912308667857,0.0726044285856066,0.0442983892370865,0.0982618815804464,0.0068122920480639,0.0026529453152992,0.0026529453152992,0.5173879742297991,h00,3179534011170499778,cM
p3,1.1,0.0174475209575189,0.0174475209575189,0.4196419855241979,0.0087650188449554,0.0097173157926335,0.0748853591959534,0.0436381647260032,0.0967973835740435,0.0071261800297981,0.0015563492040365,0.0015563492040365,0.4983464752500506,h00,3179534011170499778,cM
p3,1.2,0.0128411062274848,0.0128411062274848,0.4344299356803724,0.0067652547802447,0.0075002824614686,0.0769073222226738,0.0435401515303516,0.0965799724855072,0.0074277137128533,0.0009189373747353,0.0009189373747353,0.4812350283841003,h00,3179534011170499778,cM
p3,1.3,0.0096232655003227,0.0096232655003227,0.4475761284771123,0.0053554300198482,0.0059372838357519,0.0786837506390014,0.0437694399717208,0.0970885759372717,0.0077168723923694,0.0005484813821094,0.0005484813821094,0.4660232484915168,h00,3179534011170499778,cM
p1,0.7,0.0916673803429639,0.0916673803429639,0.216399864690846,0.0911794659869141,0.1740698896113815,0.0374034387401517,0.1113293922139942,0.2243455934009278,0.0135167833515664,0.0126827201427588,0.0126827201427588,0.7326799132174356,h00,3201694301304624298,cM
p1,0.8,0.0682014397001996,0.0682014397001996,0.2324897713802606,0.0833742628316781,0.1591690472241128,0.0410634383107652,0.1044268061318198,0.2104358365989703,0.0147919201832856,0.0076683941715093,0.0076683941715093,0.7116548701256886,h00,3201694301304624298,cM
p1,0.9,0.0507525922382771,0.0507525922382771,0.2477608397862669,0.0760261203130007,0.1451407751430014,0.0440379152360008,0.097820657955068,0.1971234470912734,0.0159099466785441,0.0045754426760107,0.0045754426760107,0.692291298299188,h00,3201694301304624298,cM
p1,1.0,0.0380989043491382,0.0380989043491382,0.2617519531732289,0.0692924121254986,0.1322855140577701,0.0463564386335099,0.0918028201904104,0.1849965922018877,0.0168698525562849,0.002753661420854,0.002753661420854,0.6750217556369761,h00,3201694301304624298,cM
p1,1.1,0.0289828165117316,0.0289828165117316,0.2742530044252133,0.0632466528248663,0.1207436099383812,0.0481291751329252,0.0864552936083477,0.174220515907731,0.0176814932590975,0.0017102104321809,0.0017102104321809,0.659936327182764,h00,3201694301304624298,cM
p1,1.2,0.0223806667375701,0.0223806667375701,0.2852346612442099,0.0579005021058225,0.1105373222020248,0.0494823579847293,0.0817436567470792,0.1647258537479021,0.0183606288659292,0.0011210464272705,0.0011210464272705,0.6469223519051314,h00,3201694301304624298,cM
p1,1.3,0.0175429694711382,0.0175429694711382,0.2947747307712993,0.0532254012341798,0.1016121296288887,0.0505260351611776,0.0775860888580998,0.1563477245170799,0.0189254534663776,0.0007897812933453,0.0007897812933453,0.6357737806011455,h00,3201694301304624298,cM
p2,0.7,0.0647011122489277,0.0647011122489277,0.2884250930363364,0.0448859014743609,0.0531823477184371,0.0557740673647777,0.0358144358968328,0.1074433076904985,0.0081463431305043,0.0146069344692889,0.0146069344692889,0.6476544964683815,h00,3201694301304624298,cM
p2,0.8,0.0452326113639078,0.0452326113639078,0.3019997506473435,0.03498858632378,0.0414556709997394,0.0596261293269854,0.0289369320813238,0.0868107962439716,0.0088899234045467,0.0088829792428591,0.0088829792428591,0.6294841966211242,h00,3201694301304624298,cM
p2,0.9,0.0314616377034844,0.0314616377034844,0.3151438763155814,0.0274601335014382,0.0325357032007562,0.0631335830812076,0.0235937536996491,0.0707812610989473,0.009439394773926,0.0052709395469703,0.0052709395469703,0.6122831458292849,h00,3201694301304624298,cM
p2,1.0,0.0220177201718111,0.0220177201718111,0.3275060930976656,0.0218112035291028,0.0258426582098374,0.0661980783809774,0.0195231067965471,0.0585693203896414,0.0098167917914038,0.0030908118848905,0.0030908118848905,0.5964790367299532,h00,3201694301304624298,cM
p2,1.1,0.0156105391769113,0.0156105391769113,0.3388710712263997,0.0175522458545518,0.020796499827668,0.0688000538551049,0.0164118017443477,0.0492354052330433,0.0100613754462296,0.0018088999013776,0.0018088999013776,0.5822674994722656,h00,3201694301304624298,cM
p2,1.2,0.0112496323864291,0.0112496323864291,0.3491384654829446,0.0142935360382313,0.0169354692396106,0.0709657515343087,0.0139948280086429,0.0419844840259288,0.0102118644509321,0.0010643930280601,0.0010643930280601,0.5696839185318144,h00,3201694301304624298,cM
p2,1.3,0.0082462414243144,0.0082462414243144,0.3582896308240449,0.0117545897347236,0.0139272390221844,0.0727415220578495,0.0120769684409746,0.036230905322924,0.0102992687894856,0.0006330290392982,0.0006330290392982,0.5586695783286197,h00,3201694301304624298,cM
p3,0.7,0.0606237599978271,0.0606237599978271,0.3302065602273062,0.0390931089216445,0.0418555770039021,0.0771491430427655,0.084623011185762,0.1854504287687975,0.0069925753663289,0.0134139458812241,0.0134139458812241,0.5856517213635993,h00,3201694301304624298,cM
p3,0.8,0.0417209424061486,0.0417209424061486,0.3461751202985094,0.0289544520952628,0.0310004840420373,0.0818019513004495,0.0823690761715251,0.1805109541631296,0.0076629192395657,0.0080823574397858,0.0080823574397858,0.5643600091614751,h00,3201694301304624298,cM
p3,0.9,0.0283857066023375,0.0283857066023375,0.3617537103967899,0.021689006606802,0.0232216344826574,0.0862021818160973,0.0820190455621336,0.179743865806378,0.0082729237792046,0.0047487945909628,0.0047487945909628,0.543771184007908,h00,3201694301304624298,cM
p3,1.0,0.0193303962912072,0.0193303962912072,0.3766334031109389,0.0166465904217867,0.0178229019505211,0.090287449714549,0.0830611577458167,0.1820276435706197,0.0088344423920626,0.0027558229261847,0.0027558229261847,0.5242447047824494,h00,3201694301304624298,cM
p3,1.1,0.0132941067289169,0.0132941067289169,0.3906084061017711,0.013176509954642,0.0141076123711371,0.0940289162295353,0.0849715292292676,0.1862142023535014,0.0093549015312336,0.0015955859441824,0.0015955859441824,0.5060077761374598,h00,3201694301304624298,cM
p3,1.2,0.0092870488485083,0.0092870488485083,0.4035562781225666,0.0107659659386291,0.0115267301270119,0.0974205158537527,0.0873446516617101,0.1914148749182157,0.0098373252890965,0.0009287878859196,0.0009287878859196,0.4891858807345841,h00,3201694301304624298,cM
p3,1.3,0.0066118212335685,0.0066118212335685,0.4154179346794588,0.00905430419788,0.0096941158435546,0.1004711032744271,0.0899098714686091,0.1970365268354626,0.0102826556668127,0.0005466877435923,0.0005466877435923,0.4738283063793012,h00,3201694301304624298,cM
p1,0.7,0.0905491497856755,0.0905491497856755,0.2197609826545278,0.1085000011393036,0.2752057320564629,0.0351353018858087,0.0529949746039041,0.1402158703061631,0.0099376253979606,0.0116083350180685,0.0116083350180685,0.7351660900617027,h00,3261894297314430348,cM
p1,0.8,0.0676716305934055,0.0676716305934055,0.2331451904427174,0.1015715162414208,0.2576319187998538,0.0387724490061318,0.0453732609069355,0.1200500861496004,0.0112716480329155,0.0067822529615701,0.0067822529615701,0.7168107125182351,h00,3261894297314430348,cM
p1,0.9,0.0510574450712375,0.0510574450712375,0.2461506080088665,0.0936065392608356,0.2374290865626404,0.0419555770742677,0.0375268759124282,0.0992898591849663,0.0124994810161478,0.0038011483951825,0.0038011483951825,0.699394333900718,h00,3261894297314430348,cM
p1,1.0,0.039702876463766,0.039702876463766,0.258540482777064,0.0858777405377259,0.2178253106347528,0.0447029834152086,0.0304530037631542,0.080573572456679,0.0135905456027497,0.0020847778422723,0.0020847778422723,0.6831659882049775,h00,3261894297314430348,cM
p1,1.1,0.0321071699075139,0.0321071699075139,0.2701594602194831,0.0788816072579535,0.2000799100761635,0.0470603509674512,0.0244702044617368,0.0647440826383454,0.0145407154043764,0.0011326678101693,0.0011326678101693,0.6682394734086893,h00,3261894297314430348,cM
p1,1.2,0.0270173872468354,0.0270173872468354,0.280920519482271,0.0727108811327069,0.184428120373064,0.0490788195553548,0.0195639578583376,0.0517629718335183,0.0153599273250488,0.0006138162228753,0.0006138162228753,0.6546407336373253,h00,3261894297314430348,cM
p1,1.3,0.0235601068970735,0.0235601068970735,0.2907912691781464,0.0673092451829978,0.1707270958547915,0.0508076155795597,0.0156018323588687,0.0412798481161734,0.0160632425918243,0.0003331008000582,0.0003331008000582,0.6423378726504694,h00,3261894297314430348,cM
p2,0.7,0.075759888982528,0.075759888982528,0.3485947534200918,0.0320906186282823,0.0397161121637157,0.0462605764595265,0.0504169800848106,0.1631918039587292,0.0066987366314524,0.0137872537983921,0.0137872537983921,0.598445933488929,h00,3261894297314430348,cM
p2,0.8,0.0505309960817695,0.0505309960817695,0.3639881830636428,0.0226717147980036,0.0280590529678262,0.0485057303492317,0.0455400665895396,0.1474060050135099,0.0071889752236205,0.0082393829379286,0.0082393829379286,0.5803171113635048,h00,3261894297314430348,cM
p2,0.9,0.0327641575087282,0.0327641575087282,0.3790668467097132,0.0158879178452862,0.0196632646600077,0.0507221308742672,0.0416606853822092,0.1348490605792562,0.0076164464203664,0.0047499338016198,0.0047499338016198,0.562594575995653,h00,3261894297314430348,cM
p2,1.0,0.0210935668476532,0.0210935668476532,0.3935631939818338,0.011270988520338,0.0139492432182401,0.0528408153335307,0.0388140124858341,0.1256348298883578,0.0080019309751615,0.0027038985398074,0.0027038985398074,0.5455940597094738,h00,3261894297314430348,cM
p2,1.1,0.0136616369370794,0.0136616369370794,0.4072883380321819,0.0081811856725408,0.0101252297927485,0.054819393555858,0.036762072972288,0.1189930256734587,0.0083588204754247,0.0015460052986464,0.0015460052986464,0.5295334479365353,h00,3261894297314430348,cM
p2,1.2,0.0089676801297703,0.0089676801297703,0.4201264210472948,0.0060988334194119,0.0075480611626385,0.0566358332986351,0.0352403719911224,0.1140675198660016,0.0086939670847404,0.0008999242744567,0.0008999242744567,0.5145437785693295,h00,3261894297314430348,cM
p2,1.3,0.0059897102261502,0.0059897102261502,0.4320211466113243,0.004667372395796,0.0057764509848961,0.058282151467555,0.0340453453435074,0.1101994072960898,0.0090102743493845,0.0005397650230914,0.0005397650230914,0.5006864275717362,h00,3261894297314430348,cM
p3,0.7,0.0524576626678894,0.0524576626678894,0.3033802612569665,0.0296548025802293,0.0333950479507087,0.0612191429951146,0.0473089924185103,0.2018517009856443,0.0044166527887231,0.013309833479604,0.013309833479604,0.6309839429591957,h00,3261894297314430348,cM
p3,0.8,0.0355248305435005,0.0355248305435005,0.3146759375029021,0.021626571096036,0.0243542467297703,0.0642717740424209,0.0408114109897823,0.174128686889738,0.0049501209980847,0.0078641372236648,0.0078641372236648,0.6161021674565923,h00,3261894297314430348,cM
p3,0.9,0.0236892750156524,0.0236892750156524,0.3258262774595282,0.0156477606843105,0.0176213521219712,0.0671992920214822,0.0344564134716114,0.1470140308122086,0.0054489031361519,0.0044580744416026,0.0044580744416026,0.6015255273828375,h00,3261894297314430348,cM
p3,1.0,0.0158834609025604,0.0158834609025604,0.3365396238770421,0.0114158820580132,0.0128557230383032,0.0699513433161941,0.0288299325957268,0.1230077124084346,0.0059088788520571,0.0024737564901159,0.0024737564901159,0.5876001539547064,h00,3261894297314430348,cM
p3,1.1,0.010837458917274,0.010837458917274,0.3466627719664,0.0084588166724743,0.0095256944509846,0.0725173049406605,0.0240632089220046,0.1026696914005531,0.0063325281461616,0.001360253185507,0.001360253185507,0.5744873949467778,h00,3261894297314430348,cM
p3,1.2,0.0075659392652557,0.0075659392652557,0.3561417870285167,0.0063756157761002,0.0071797474956084,0.0749039336562628,0.0200908769811334,0.0857210751195027,0.006723171227308,0.0007464551521404,0.0007464551521404,0.5622311080879125,h00,3261894297314430348,cM
p3,1.3,0.0054115910934757,0.0054115910934757,0.3649830933302264,0.0048820842223612,0.0054978425927492,0.0771223235429357,0.0167949205823986,0.0716583278182341,0.0070831589299403,0.0004105085603674,0.0004105085603674,0.5508114241968974,h00,3261894297314430348,cM
p1,0.7,0.0753133011884324,0.0754642296477279,0.1803382744843467,0.1028116874687862,0.2015272917714854,0.0338787450736821,0.0568902163821478,0.1262251675978905,0.0110778439634986,0.0137185453897209,0.0137185453897209,0.7747051364784725,h00,3283206090760178577,cM
p1,0.8,0.0520328359173285,0.0521371101376038,0.1908706000602109,0.093939291636962,0.1841359820134873,0.0372010805364199,0.0457877858189313,0.1015916497857538,0.0122329843482272,0.0078826798067432,0.0078826798067432,0.7596953350551419,h00,3283206090760178577,cM
p1,0.9,0.0357960947041907,0.0358678303649205,0.2013234285308009,0.0863355252569607,0.1692313881530863,0.0401958135052184,0.0362413657221998,0.0804105301961309,0.0132384614776545,0.0043693646253639,0.0043693646253639,0.7452422964863262,h00,3283206090760178577,cM
p1,1.0,0.0250459388480848,0.0250961311103054,0.2114129622226707,0.080223497378872,0.1572508394836853,0.042854853485186,0.0285221705020568,0.0632835658014385,0.0140894944472108,0.0024023175622022,0.0024023175622022,0.7316426898449324,h00,3283206090760178577,cM
p1,1.1,0.0180235540090778,0.0180596733557894,0.2209321827190519,0.0753928436290491,0.1477819883087338,0.0451969454008951,0.0224277096970417,0.0497614808903113,0.0148102695646658,0.0013437132988894,0.0013437132988894,0.719060602315387,h00,3283206090760178577,cM
p1,1.2,0.0133852603108948,0.0134120844798545,0.2297533539066442,0.0715384928195408,0.1402268464829247,0.0472514158560771,0.0176425839242778,0.0391444830819914,0.0154326797634834,0.0007836250030475,0.0007836250030475,0.7075625504737952,h00,3283206090760178577,cM
p1,1.3,0.0102446855884093,0.0102652160204502,0.2378188620572196,0.0684018972799448,0.1340786193694537,0.0490521045659364,0.0138818870125768,0.0308004368091549,0.0159846967654801,0.0004874123848009,0.0004874123848009,0.6971443366113638,h00,3283206090760178577,cM
p2,0.7,0.066680219237043,0.066680219237043,0.3362905306387157,0.0274902593212242,0.0330411770687791,0.0455813336063915,0.0247299806632168,0.0784293672462019,0.003315863823907,0.0133156716957297,0.0133156716957297,0.6148122719309858,h00,3283206090760178577,cM
p2,0.8,0.0428777332160892,0.0428777332160892,0.3514580835358272,0.017945215093343,0.0215687681410372,0.0481973794669492,0.0151569048359494,0.0480690410511539,0.0033610405643521,0.0075346934739085,0.0075346934739085,0.5969834964328713,h00,3283206090760178577,cM
p2,0.9,0.026931659403787,0.026931659403787,0.3669128693236999,0.011418323630012,0.0137239466706875,0.0509228253302107,0.0088566064385257,0.0280880947050388,0.0033905014906717,0.0040636312241519,0.0040636312241519,0.5787738038554177,h00,3283206090760178577,cM
p2,1.0,0.0168745335396189,0.0168745335396189,0.3821563838975853,0.0072153395634177,0.0086722831291078,0.0536418737113495,0.00502893377426,0.0159489042555104,0.0034084017874565,0.0021315938727652,0.0021315938727652,0.5607933406036086,h00,3283206090760178577,cM
p2,1.1,0.0106846375225977,0.0106846375225977,0.3967846635921292,0.0045782636437603,0.0055027207256735,0.0562603075405396,0.0028090893281323,0.0089088261549341,0.0034197836771103,0.001102748972951,0.001102748972951,0.5435352451902209,h00,3283206090760178577,cM
p2,1.2,0.0068823614902939,0.0068823614902939,0.4105216940522292,0.0029327924686464,0.0035249909478923,0.0587151719570549,0.0015549957036642,0.0049315578030496,0.0034295749288189,0.0005680166860911,0.0005680166860911,0.5273335590618968,h00,3283206090760178577,cM
p2,1.3,0.0045213005313486,0.0045213005313486,0.4232184618027898,0.0019005613460433,0.0022843285409174,0.0609751509222108,0.0008568125616001,0.0027173198382176,0.0034417793368432,0.0002934020842925,0.0002934020842925,0.5123646079381562,h00,3283206090760178577,cM
p3,0.7,0.0670643513020874,0.0670643513020874,0.3349200300155106,0.0368889741146058,0.0390773030875061,0.0698097051530894,0.0109577203262116,0.0393188788175828,0.0015333445103746,0.0149781830111053,0.0149781830111053,0.5937369203210253,h00,3283206090760178577,cM
p3,0.8,0.0435337044736177,0.0435337044736177,0.3461779718754393,0.0256021762033601,0.0271209493679662,0.0745506644555232,0.0063456994152008,0.0227698626074852,0.0014496047574772,0.0086583978681074,0.0086583978681074,0.5778217589115602,h00,3283206090760178577,cM
p3,0.9,0.0276320240245947,0.0276320240245947,0.3578020155239018,0.0175284806952439,0.018568305821233,0.0794296079813487,0.0035059532998331,0.0125801853699897,0.0013658673563301,0.004771502181791,0.004771502181791,0.5614025091384192,h00,3283206090760178577,cM
p3,1.0,0.0175171590866825,0.0175171590866825,0.3694212323854571,0.0120716221297307,0.0127877353069181,0.0842954718223118,0.0018833822869087,0.0067580187942018,0.0012838328603318,0.0025569612492331,0.0025569612492331,0.5449994629318992,h00,3283206090760178577,cM
p3,1.1,0.0112399892458231,0.0112399892458231,0.3807116698766069,0.0084588718910203,0.0089606693760808,0.0890269239671619,0.0009956626139867,0.0035726717325405,0.0012046238878339,0.0013503493585595,0.0013503493585595,0.5290567822683971,h00,3283206090760178577,cM
p3,1.2,0.0073535021896063,0.0073535021896063,0.3914294551128666,0.0060633452365745,0.0064230352082358,0.0935360989719748,0.0005216840249577,0.0018719250307309,0.0011288117487823,0.0007090111098431,0.0007090111098431,0.5139056341663761,h00,3283206090760178577,cM
p3,1.3,0.0049218506452028,0.0049218506452028,0.4014151150380625,0.004452658133724,0.0047167988704704,0.0977685952634946,0.0002720385540583,0.000976138341033,0.0010565791524647,0.0003724775872093,0.0003724775872093,0.4997597105459779,h00,3283206090760178577,cM
p1,0.7,0.090001488498281,0.090001488498281,0.254652730739653,0.0774110783740541,0.14839673127042,0.0429676513455489,0.1240008682172152,0.2562684609822449,0.015570545951111,0.0096394151261569,0.0096394151261569,0.6868090719636869,h00,3289373367234797345,cM
p1,0.8,0.0676200041846849,0.0676200041846849,0.2681214831093183,0.0681391417122945,0.1306224653377979,0.0471266570926095,0.12770019068921,0.2639137274243673,0.0167141774496112,0.0059975668363696,0.0059975668363696,0.6680376823484608,h00,3289373367234797345,cM
p1,0.9,0.0495445144455893,0.0495445144455893,0.2801159562552723,0.05804205147772,0.1112663832675661,0.0506781381319765,0.1263532865150929,0.2611301254645254,0.0175488981199708,0.0035658324483031,0.0035658324483031,0.6516570074927803,h00,3289373367234797345,cM
p1,1.0,0.0360348276808675,0.0360348276808675,0.2906610220513393,0.0482856911004343,0.0925634789869986,0.0536654742324732,0.121141221613097,0.2503585246670672,0.0181462946725119,0.0020609650654451,0.0020609650654451,0.6375272090436754,h00,3289373367234797345,cM
p1,1.1,0.0263927161982759,0.0263927161982759,0.29985069700736,0.0395726307962489,0.0758605768228487,0.0561719935935491,0.1136498293303505,0.2348763139493911,0.0185732410616395,0.0011763426584833,0.0011763426584833,0.6254040683374512,h00,3289373367234797345,cM
p1,1.2,0.0196370580630978,0.0196370580630978,0.3078105477345065,0.0321466578609217,0.0616250160574982,0.0582814049209527,0.1051615274531894,0.2173338234032581,0.0188819906243963,0.0006710391293684,0.0006710391293684,0.6150260567201443,h00,3289373367234797345,cM
