"pop","tau","unit",".y.","group1","group2","n1","n2","statistic","p","p.adj","p.adj.signif"
"European",1.1,"Mb","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,224,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000486,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000146,"***"
"European",1.1,"Mb","per_cM_nonzero_log","Short ROH","Long ROH",500,500,752,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000113,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000226,"***"
"European",1.1,"Mb","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"European",1.1,"Mb","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,14147,0.0000000000000000000000000000000000000000000000000076,0.0000000000000000000000000000000000000000000000000076,"***"
"European",1.1,"Mb","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"European",1.1,"Mb","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"European",1.1,"cM","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,46195,0.000000372,0.000000372,"***"
"European",1.1,"cM","per_cM_nonzero_log","Short ROH","Long ROH",500,500,14701,0.000000000000000000000000000000000000000000000000099,0.000000000000000000000000000000000000000000000000297,"***"
"European",1.1,"cM","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"European",1.1,"cM","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,20020,0.00000000000000000000000000000000000000113,0.00000000000000000000000000000000000000226,"***"
"European",1.1,"cM","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"European",1.1,"cM","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"European",1.2,"Mb","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,354,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000106,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000318,"***"
"European",1.2,"Mb","per_cM_nonzero_log","Short ROH","Long ROH",500,500,1156,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000124,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000248,"***"
"European",1.2,"Mb","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"European",1.2,"Mb","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,17860,0.000000000000000000000000000000000000000000129,0.000000000000000000000000000000000000000000129,"***"
"European",1.2,"Mb","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"European",1.2,"Mb","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"European",1.2,"cM","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,37201,0.00000000000000368,0.00000000000000368,"***"
"European",1.2,"cM","per_cM_nonzero_log","Short ROH","Long ROH",500,500,16070,0.0000000000000000000000000000000000000000000000497,0.000000000000000000000000000000000000000000000149,"***"
"European",1.2,"cM","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"European",1.2,"cM","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,25113,0.000000000000000000000000000000388,0.000000000000000000000000000000776,"***"
"European",1.2,"cM","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"European",1.2,"cM","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"European",1.3,"Mb","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,633,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000559,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000168,"***"
"European",1.3,"Mb","per_cM_nonzero_log","Short ROH","Long ROH",500,500,1845,0.000000000000000000000000000000000000000000000000000000000000000000000000000000705,0.00000000000000000000000000000000000000000000000000000000000000000000000000000141,"***"
"European",1.3,"Mb","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"European",1.3,"Mb","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,21562,0.000000000000000000000000000000000000564,0.000000000000000000000000000000000000564,"***"
"European",1.3,"Mb","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"European",1.3,"Mb","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"European",1.3,"cM","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,31920,0.00000000000000000000212,0.00000000000000000000212,"***"
"European",1.3,"cM","per_cM_nonzero_log","Short ROH","Long ROH",500,500,17784,0.000000000000000000000000000000000000000000093,0.000000000000000000000000000000000000000000279,"***"
"European",1.3,"cM","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"European",1.3,"cM","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,30036,0.00000000000000000000000663,0.0000000000000000000000133,"***"
"European",1.3,"cM","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"European",1.3,"cM","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",0.7,"Mb","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,607,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000479,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000958,"***"
"East Asian",0.7,"Mb","per_cM_nonzero_log","Short ROH","Long ROH",500,500,321,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000869,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000261,"***"
"East Asian",0.7,"Mb","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",0.7,"Mb","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,3757,0.0000000000000000000000000000000000000000000000000000000000000000000000000414,0.0000000000000000000000000000000000000000000000000000000000000000000000000414,"***"
"East Asian",0.7,"Mb","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",0.7,"Mb","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",0.7,"cM","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,125126,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000267,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000801,"***"
"East Asian",0.7,"cM","per_cM_nonzero_log","Short ROH","Long ROH",500,500,19601,0.000000000000000000000000000000000000000201,0.000000000000000000000000000000000000000201,"***"
"East Asian",0.7,"cM","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",0.7,"cM","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,3684,0.0000000000000000000000000000000000000000000000000000000000000000000000000274,0.0000000000000000000000000000000000000000000000000000000000000000000000000548,"***"
"East Asian",0.7,"cM","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",0.7,"cM","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125243,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000132,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",0.8,"Mb","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,497,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000249,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000498,"***"
"East Asian",0.8,"Mb","per_cM_nonzero_log","Short ROH","Long ROH",500,500,378,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000122,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000366,"***"
"East Asian",0.8,"Mb","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",0.8,"Mb","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,5112,0.0000000000000000000000000000000000000000000000000000000000000000000000802,0.0000000000000000000000000000000000000000000000000000000000000000000000802,"***"
"East Asian",0.8,"Mb","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",0.8,"Mb","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",0.8,"cM","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,123330,0.00000000000000000000000000000000000000000000000000000000000000000000000000000109,0.00000000000000000000000000000000000000000000000000000000000000000000000000000327,"***"
"East Asian",0.8,"cM","per_cM_nonzero_log","Short ROH","Long ROH",500,500,18369,0.00000000000000000000000000000000000000000114,0.00000000000000000000000000000000000000000114,"***"
"East Asian",0.8,"cM","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",0.8,"cM","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,5637,0.00000000000000000000000000000000000000000000000000000000000000000000144,0.00000000000000000000000000000000000000000000000000000000000000000000288,"***"
"East Asian",0.8,"cM","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",0.8,"cM","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125248,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000128,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",0.9,"Mb","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,452,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000019,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000057,"***"
"East Asian",0.9,"Mb","per_cM_nonzero_log","Short ROH","Long ROH",500,500,468,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000209,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000057,"***"
"East Asian",0.9,"Mb","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",0.9,"Mb","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,7125,0.00000000000000000000000000000000000000000000000000000000000000000444,0.00000000000000000000000000000000000000000000000000000000000000000444,"***"
"East Asian",0.9,"Mb","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",0.9,"Mb","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",0.9,"cM","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,115541,0.0000000000000000000000000000000000000000000000000000000000031,0.0000000000000000000000000000000000000000000000000000000000062,"***"
"East Asian",0.9,"cM","per_cM_nonzero_log","Short ROH","Long ROH",500,500,17917,0.000000000000000000000000000000000000000000165,0.000000000000000000000000000000000000000000165,"***"
"East Asian",0.9,"cM","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",0.9,"cM","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,8552,0.0000000000000000000000000000000000000000000000000000000000000081,0.0000000000000000000000000000000000000000000000000000000000000243,"***"
"East Asian",0.9,"cM","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",0.9,"cM","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125248,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000128,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1,"Mb","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,510,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000269,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000807,"***"
"East Asian",1,"Mb","per_cM_nonzero_log","Short ROH","Long ROH",500,500,658,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000648,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000013,"***"
"East Asian",1,"Mb","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1,"Mb","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,9719,0.00000000000000000000000000000000000000000000000000000000000326,0.00000000000000000000000000000000000000000000000000000000000326,"***"
"East Asian",1,"Mb","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1,"Mb","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1,"cM","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,101314,0.00000000000000000000000000000000515,0.00000000000000000000000000000000515,"***"
"East Asian",1,"cM","per_cM_nonzero_log","Short ROH","Long ROH",500,500,18212,0.000000000000000000000000000000000000000000584,0.00000000000000000000000000000000000000000117,"***"
"East Asian",1,"cM","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1,"cM","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,12386,0.00000000000000000000000000000000000000000000000000000179,0.00000000000000000000000000000000000000000000000000000537,"***"
"East Asian",1,"cM","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1,"cM","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1.1,"Mb","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,789,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000141,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000423,"***"
"East Asian",1.1,"Mb","per_cM_nonzero_log","Short ROH","Long ROH",500,500,975,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000425,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000085,"***"
"East Asian",1.1,"Mb","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1.1,"Mb","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,12800,0.0000000000000000000000000000000000000000000000000000131,0.0000000000000000000000000000000000000000000000000000131,"***"
"East Asian",1.1,"Mb","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1.1,"Mb","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1.1,"cM","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,84082,0.0000000000318,0.0000000000318,"***"
"East Asian",1.1,"cM","per_cM_nonzero_log","Short ROH","Long ROH",500,500,19073,0.0000000000000000000000000000000000000000223,0.0000000000000000000000000000000000000000446,"***"
"East Asian",1.1,"cM","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1.1,"cM","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,16838,0.0000000000000000000000000000000000000000000015,0.0000000000000000000000000000000000000000000045,"***"
"East Asian",1.1,"cM","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1.1,"cM","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1.2,"Mb","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,1275,0.000000000000000000000000000000000000000000000000000000000000000000000000000000025,0.000000000000000000000000000000000000000000000000000000000000000000000000000000075,"***"
"East Asian",1.2,"Mb","per_cM_nonzero_log","Short ROH","Long ROH",500,500,1468,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000777,0.000000000000000000000000000000000000000000000000000000000000000000000000000000155,"***"
"East Asian",1.2,"Mb","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1.2,"Mb","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,16151,0.0000000000000000000000000000000000000000000000714,0.0000000000000000000000000000000000000000000000714,"***"
"East Asian",1.2,"Mb","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1.2,"Mb","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1.2,"cM","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,68332,0.078,0.078,"ns"
"East Asian",1.2,"cM","per_cM_nonzero_log","Short ROH","Long ROH",500,500,20319,0.00000000000000000000000000000000000000384,0.0000000000000000000000000000000000000115,"***"
"East Asian",1.2,"cM","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1.2,"cM","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,21426,0.000000000000000000000000000000000000329,0.000000000000000000000000000000000000658,"***"
"East Asian",1.2,"cM","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1.2,"cM","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1.3,"Mb","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,1987,0.00000000000000000000000000000000000000000000000000000000000000000000000000000161,0.00000000000000000000000000000000000000000000000000000000000000000000000000000483,"***"
"East Asian",1.3,"Mb","per_cM_nonzero_log","Short ROH","Long ROH",500,500,2158,0.00000000000000000000000000000000000000000000000000000000000000000000000000000436,0.00000000000000000000000000000000000000000000000000000000000000000000000000000872,"***"
"East Asian",1.3,"Mb","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1.3,"Mb","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,19572,0.000000000000000000000000000000000000000179,0.000000000000000000000000000000000000000179,"***"
"East Asian",1.3,"Mb","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1.3,"Mb","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1.3,"cM","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,56702,0.067,0.067,"ns"
"East Asian",1.3,"cM","per_cM_nonzero_log","Short ROH","Long ROH",500,500,21977,0.00000000000000000000000000000000000289,0.00000000000000000000000000000000000867,"***"
"East Asian",1.3,"cM","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1.3,"cM","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,26170,0.0000000000000000000000000000168,0.0000000000000000000000000000336,"***"
"East Asian",1.3,"cM","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1.3,"cM","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
