hXX,simID,pop,class,length_Mb,length_cM
h00,1339284857137933822,p2,C,1.0898167124183007,1.8825575925925926
h00,1339284857137933822,p3,A,0.07425639754701942,0.05412859824092018
h00,1339284857137933822,p3,B,0.25760414679244353,0.36899251960156015
h00,1339284857137933822,p3,C,1.0393579053030304,1.7851421590909091
h00,1342378077608740105,p1,A,0.04080695751275449,0.024879430128663643
h00,1342378077608740105,p1,B,0.3188370876359723,0.39908765984422756
h00,1342378077608740105,p1,C,1.418026899691358,1.93242387345679
h00,1342378077608740105,p2,A,0.0699105962782415,0.049326967470093686
h00,1342378077608740105,p2,B,0.2528312794324447,0.36653057057177274
h00,1342378077608740105,p2,C,0.9602925901826485,1.6766126598173516
h00,1342378077608740105,p3,A,0.08013848846438312,0.057713042244757075
h00,1342378077608740105,p3,B,0.2510729124339743,0.3681622719852064
h00,1342378077608740105,p3,C,0.8727913053435115,1.5123044274809159
h00,1359395911007969527,p1,A,0.0410490484440189,0.024565717429867177
h00,1359395911007969527,p1,B,0.30389098655183777,0.4045039568272006
h00,1359395911007969527,p1,C,1.3004430013661201,1.9604812021857925
h00,1359395911007969527,p2,A,0.06955164557637457,0.048799697586293246
h00,1359395911007969527,p2,B,0.2569797021485668,0.3692465944437671
h00,1359395911007969527,p2,C,0.8573624525745257,1.5670851761517615
h00,1359395911007969527,p3,A,0.07656606129453278,0.055493707006708914
h00,1359395911007969527,p3,B,0.24881973976628544,0.3651216526727316
h00,1359395911007969527,p3,C,0.880927108384458,1.7386274233128836
h00,1364957052074976682,p1,A,0.0414875509395374,0.02549927746417742
h00,1364957052074976682,p1,B,0.31071437132852825,0.4065628470383511
h00,1364957052074976682,p1,C,1.2110042215053765,1.8071322365591398
h00,1364957052074976682,p2,A,0.06873069780237939,0.049676882169771605
h00,1364957052074976682,p2,B,0.25889528411316143,0.37090312822375987
h00,1364957052074976682,p2,C,0.8890939770992367,1.5360358396946565
h00,1364957052074976682,p3,A,0.07638570934790051,0.05656544024526224
h00,1364957052074976682,p3,B,0.2641868655952811,0.37267291232510974
h00,1364957052074976682,p3,C,0.9633751567901234,1.665727777777778
h00,1408911269877720474,p1,A,0.03983262167355881,0.02381558071689903
h00,1408911269877720474,p1,B,0.31175851241743074,0.4010599328173781
h00,1408911269877720474,p1,C,1.4903454257575757,2.232723181818182
h00,1408911269877720474,p2,A,0.06829690784020655,0.04648263308042324
h00,1408911269877720474,p2,B,0.2696111699283679,0.3708299190608266
h00,1408911269877720474,p2,C,0.9785414270833334,1.7682718055555555
h00,1408911269877720474,p3,A,0.07460102170814426,0.0529104049149891
h00,1408911269877720474,p3,B,0.2577336292928571,0.37294316210273115
h00,1408911269877720474,p3,C,0.8329383902439025,1.5700417022357722
h00,1445831990664690369,p1,A,0.03946427897502398,0.023841297947444204
h00,1445831990664690369,p1,B,0.2894977371949242,0.39699441791084633
h00,1445831990664690369,p1,C,1.2406947499999998,1.7774647321428572
h00,1445831990664690369,p2,A,0.06854327690819165,0.048644543806276114
h00,1445831990664690369,p2,B,0.25184397354484056,0.36641534118341795
h00,1445831990664690369,p2,C,1.0997846474358974,2.0423357875457873
h00,1445831990664690369,p3,A,0.07678975243091364,0.054859277109324096
h00,1445831990664690369,p3,B,0.2521336357987549,0.3707638442297225
h00,1445831990664690369,p3,C,0.9811409936868688,1.6336367045454547
h00,1457999149615807420,p1,A,0.04017222154817077,0.023849389033347115
h00,1457999149615807420,p1,B,0.30432418665133854,0.3917088730708837
h00,1457999149615807420,p1,C,1.356402979338843,1.8997605922865013
h00,1457999149615807420,p2,A,0.06941253578970533,0.04930085617958579
h00,1457999149615807420,p2,B,0.25299663727534716,0.36580623331479095
h00,1457999149615807420,p2,C,0.9344080151515152,1.7122416666666667
h00,1457999149615807420,p3,A,0.07887641097300492,0.05602831313733255
h00,1457999149615807420,p3,B,0.2608769512163785,0.3680170556301445
h00,1457999149615807420,p3,C,0.8857691725490197,1.7144322058823531
h00,1463814346912061226,p1,A,0.03997014787659993,0.02426358636955717
h00,1463814346912061226,p1,B,0.2981156692086496,0.3955814215090867
h00,1463814346912061226,p1,C,1.2521659498644986,1.9431617344173442
h00,1463814346912061226,p2,A,0.06910875513474914,0.04814695280500103
h00,1463814346912061226,p2,B,0.25468578925466884,0.36881837142027524
h00,1463814346912061226,p2,C,1.0139053993710692,1.8234583333333332
h00,1463814346912061226,p3,A,0.07818165949648267,0.056715332408094704
h00,1463814346912061226,p3,B,0.24552970986679876,0.36614463745246945
h00,1463814346912061226,p3,C,0.8910646656626505,1.681795612449799
h00,1471689743914301753,p1,A,0.0401301897668988,0.024152645951093954
h00,1471689743914301753,p1,B,0.3109804886558062,0.41424996710359235
h00,1471689743914301753,p1,C,1.502848748756219,2.0473124626865675
h00,1471689743914301753,p2,A,0.06788440784993834,0.047622572003911935
h00,1471689743914301753,p2,B,0.25162209079218495,0.3640282467912967
h00,1471689743914301753,p2,C,1.2702426707317072,1.8813730081300815
h00,1471689743914301753,p3,A,0.07421824287016472,0.05361214532881991
h00,1471689743914301753,p3,B,0.2572233880127491,0.36660553376209926
h00,1471689743914301753,p3,C,0.9609818061224491,1.6902316099773242
h00,1496704753167729159,p1,A,0.04048256154841293,0.02442201384319507
h00,1496704753167729159,p1,B,0.3175586736316083,0.39963834721484326
h00,1496704753167729159,p1,C,1.2549390774278215,1.7639145209973754
h00,1496704753167729159,p2,A,0.06877361569363433,0.0482430406805882
h00,1496704753167729159,p2,B,0.25014153334175715,0.36913519357076024
h00,1496704753167729159,p2,C,1.0482393714285714,1.6831931904761905
h00,1496704753167729159,p3,A,0.07697454910021201,0.05330978302814188
h00,1496704753167729159,p3,B,0.2554557148757382,0.36965309704506205
h00,1496704753167729159,p3,C,0.945156780651341,1.7456391379310345
h00,1509754406400523100,p1,A,0.040236352484998926,0.02423020420839142
h00,1509754406400523100,p1,B,0.30592546831162915,0.3985297849589277
h00,1509754406400523100,p1,C,1.4064555625,2.0114678125
h00,1509754406400523100,p2,A,0.06987981021459223,0.04896581435582897
h00,1509754406400523100,p2,B,0.25297228856613435,0.36760488679382464
h00,1509754406400523100,p2,C,1.0378568511904762,1.836325464285714
h00,1509754406400523100,p3,A,0.07580050842649451,0.05316131768539772
h00,1509754406400523100,p3,B,0.2552420702727403,0.37291132910203556
h00,1509754406400523100,p3,C,0.987103966302368,1.8361419672131147
h00,1513359600866312384,p1,A,0.03974621989245839,0.024429869055506315
h00,1513359600866312384,p1,B,0.31169008551381905,0.40552935550461733
h00,1513359600866312384,p1,C,1.4723483276836158,2.0543756355932206
h00,1513359600866312384,p2,A,0.06683066723862084,0.04795805308755135
h00,1513359600866312384,p2,B,0.25024394250692045,0.36712177562942744
h00,1513359600866312384,p2,C,1.1089405790754259,1.7158813746958639
h00,1513359600866312384,p3,A,0.07478922082371182,0.05282435480349624
h00,1513359600866312384,p3,B,0.24452932785045622,0.3662543758030793
h00,1513359600866312384,p3,C,0.8540102261904762,1.778295
h00,1517243854596332318,p1,A,0.040024606676687856,0.02422282770181568
h00,1517243854596332318,p1,B,0.2992383248693319,0.4022095669828305
