hXX,simID,pop,tau,subset_value,Total_V_G,Total_V_A,Total_V_D,Total_cov,Total_check,ROH_V_G,Non_ROH_V_G,ROH_cov,ROH_check
h00,6507577593214617596,p2,0.8,1.0,0.2763002031978639,0.0880043202666989,0.1811145369808511,0.0071813459503139,0.0,0.1775694001430657,0.0789202823480674,0.0099052603533653,0.0
h00,6507577593214617596,p2,0.9,1.0,0.1688809249943647,0.0504318231962103,0.1153543648308558,0.0030947369672985,2.775557561562892e-17,0.108811842522131,0.0515158450708599,0.0042766187006869,2.775557561562892e-17
h00,6507577593214617596,p2,1.0,1.0,0.0993455549678727,0.0279338674876844,0.0700581438845625,0.0013535435956257,-1.3877787807814457e-17,0.0636482998814946,0.0323914621792437,0.0016528964535671,0.0
h00,6507577593214617596,p2,1.1,1.0,0.0574003315753032,0.0152917396166779,0.0414519034119034,0.0006566885467217,-6.938893903907228e-18,0.0362905277247027,0.019970789695759,0.0005695070774207,0.0
h00,6507577593214617596,p2,1.2,1.0,0.0329882366069353,0.0083857680927328,0.0242362169451629,0.0003662515690395,6.938893903907228e-18,0.0204419727252442,0.012215559468457,0.000165352206617,1.3877787807814457e-17
h00,6507577593214617596,p2,1.3,1.0,0.0189853755310992,0.004637658172525,0.0141208780446053,0.0002268393139689,1.3877787807814457e-17,0.0114623017950003,0.0074621643770763,3.0454679511278517e-05,3.469446951953614e-18
h00,6507577593214617596,p3,0.7,1.0,1.3313223009833326,0.4273774887598348,0.8620490840160155,0.0418957282074815,-6.661338147750939e-16,1.1741089197879613,0.13257452084418,0.0123194301755954,-4.440892098500626e-16
h00,6507577593214617596,p3,0.8,1.0,1.461646821852159,0.4805911733958476,0.9503689646644604,0.0306866837918509,0.0,1.3635917570428666,0.0847320793639764,0.0066614927226576,-6.661338147750939e-16
h00,6507577593214617596,p3,0.9,1.0,1.6043624323272148,0.5522870690116521,1.032969003244724,0.0191063600708397,1.1102230246251563e-15,1.5465853994324117,0.0490207787585378,0.0043781270681326,2.220446049250313e-16
h00,6507577593214617596,p3,1.0,1.0,1.7499908323897968,0.6326930611856337,1.108564974747476,0.008732796456688,6.661338147750939e-16,1.7159058719683955,0.0264409507680927,0.0038220048266542,0.0
h00,6507577593214617596,p3,1.1,1.0,1.890496562101807,0.7135634692773668,1.1766551698251742,0.0002779229992671,1.1102230246251563e-15,1.8690323623817413,0.0136819544803947,0.0038911226198354,0.0
h00,6507577593214617596,p3,1.2,1.0,2.021062972799493,0.7899256589025652,1.2373322628546206,-0.0061949489576936,-8.881784197001252e-16,2.0059144272456937,0.006984098879396,0.0040822233372015,-4.440892098500626e-16
h00,6507577593214617596,p3,1.3,1.0,2.139540323006224,0.8594504984468032,1.2910113313436848,-0.0109215067842633,8.881784197001252e-16,2.127436272509436,0.0036357461748386,0.0042341521609745,4.440892098500626e-16
h00,6507597390382727529,p1,0.7,0.3,0.0950149997237405,0.0210537751231429,0.0754305122982433,-0.0014692876976457,2.775557561562892e-17,0.0759971394755184,0.0179056128498459,0.0005561236991881,1.3877787807814457e-17
h00,6507597390382727529,p1,0.8,0.3,0.0718987845277198,0.0145851174539465,0.0583051014574787,-0.0009914343837054,-2.775557561562892e-17,0.0615390483454315,0.0099804597092874,0.0001896382365004,0.0
h00,6507597390382727529,p1,0.9,0.3,0.0523834148599514,0.0097234298122518,0.0432886195350537,-0.000628634487354,2.0816681711721685e-17,0.0471107861307604,0.0051995224938245,3.6553117683248326e-05,0.0
h00,6507597390382727529,p1,1.0,0.3,0.0373964449992236,0.0063582186161756,0.0314215971344192,-0.0003833707513712,0.0,0.0348286974778859,0.0025889489851135,-1.060073188792381e-05,0.0
h00,6507597390382727529,p1,1.1,0.3,0.0264655154162531,0.0041369993385824,0.022554693050283,-0.0002261769726122,6.938893903907228e-18,0.0252470419141249,0.0012518367703403,-1.6681634106092936e-05,-1.0408340855860844e-17
h00,6507597390382727529,p1,1.2,0.3,0.0186859057644625,0.0027020106384706,0.0161120975456537,-0.0001282024196618,3.469446951953614e-18,0.0181143218775735,0.0005939874547344,-1.1201783922689542e-05,0.0
h00,6507597390382727529,p1,1.3,0.3,0.0132017912756837,0.0017793680571643,0.0114909771164256,-6.855389790619176e-05,-5.204170427930421e-18,0.0129330695737313,0.000278500402505,-4.889350276321692e-06,-3.469446951953614e-18
h00,6507597390382727529,p2,0.7,0.3,0.1808985895278285,0.0656622997585678,0.1162296449639428,-0.0009933551946821,-5.551115123125783e-17,0.1697709952302581,0.0061768028402201,0.002475395728675,-2.775557561562892e-17
h00,6507597390382727529,p2,0.8,0.3,0.1497052607166996,0.0567365835047226,0.0947110610838075,-0.0017423838718304,0.0,0.1437197346814474,0.0029233773165905,0.0015310743593308,0.0
h00,6507597390382727529,p2,0.9,0.3,0.1210758495114008,0.0482799772070268,0.0745373326327999,-0.0017414603284259,-5.551115123125783e-17,0.1178729201095948,0.0013316610397261,0.0009356341810398,-4.163336342344337e-17
h00,6507597390382727529,p2,1.0,0.3,0.0970456642777338,0.0405805117841514,0.0578824125326447,-0.0014172600390624,-2.775557561562892e-17,0.0952902760525452,0.0006100246686009,0.0005726817782938,-1.3877787807814457e-17
h00,6507597390382727529,p2,1.1,0.3,0.0777215464773099,0.0338238556750588,0.0449334423006487,-0.0010357514983977,-2.775557561562892e-17,0.0767230160617401,0.0002909085657117,0.000353810924929,-1.3877787807814457e-17
h00,6507597390382727529,p2,1.2,0.3,0.0624214626916204,0.0280441352747634,0.0350867551284071,-0.0007094277115501,2.0816681711721685e-17,0.061830103514564,0.0001476283094313,0.0002218654338125,2.0816681711721685e-17
h00,6507597390382727529,p2,1.3,0.3,0.0503257696472765,0.0231762663814905,0.0276148649713086,-0.0004653617055226,-1.3877787807814457e-17,0.0499614307483934,8.042408780560097e-05,0.0001419574055387,0.0
h00,6507597390382727529,p3,0.7,0.3,0.21867983761734,0.0540001459654425,0.1670602573259677,-0.0023805656740702,-2.775557561562892e-17,0.1770585513841343,0.0390914718471844,0.0012649071930106,0.0
h00,6507597390382727529,p3,0.8,0.3,0.1746469105911436,0.0405033098662779,0.1370472682444185,-0.0029036675195528,0.0,0.1373667806043423,0.0364042149970287,0.0004379574948862,-2.775557561562892e-17
h00,6507597390382727529,p3,0.9,0.3,0.132392756949695,0.0291512739409719,0.1059655086473978,-0.0027240256386748,-8.326672684688674e-17,0.1009131476983169,0.0314348393277576,2.238496181016089e-05,-8.326672684688674e-17
h00,6507597390382727529,p3,1.0,0.3,0.09730065311645,0.020564239568365,0.0790071234182245,-0.0022707098701395,-1.3877787807814457e-17,0.0718979196805084,0.0256705708186955,-0.0001339186913769,0.0
h00,6507597390382727529,p3,1.1,0.3,0.0703123147257395,0.0144030234703137,0.0576920952846041,-0.0017828040291784,-2.775557561562892e-17,0.0504800734863152,0.0201582254863933,-0.0001629921234845,-1.3877787807814457e-17
h00,6507597390382727529,p3,1.2,0.3,0.0503718218608469,0.0100809742784333,0.0416463301692994,-0.0013554825868858,6.938893903907228e-18,0.0352543206497407,0.0154028061878197,-0.0001426524883568,-6.938893903907228e-18
h00,6507597390382727529,p3,1.3,0.3,0.0359369075983444,0.0070703249115749,0.0298784983129734,-0.0010119156262039,1.3877787807814457e-17,0.0246132221979701,0.0115435484660298,-0.0001099315328277,0.0
h00,6507597390382727529,p1,0.7,1.0,1.194614314231144,0.3907185401205411,0.791849910415639,0.0120458636949646,8.881784197001252e-16,1.176182205886368,0.0439606873616979,-0.012764289508461,-2.220446049250313e-16
h00,6507597390382727529,p1,0.8,1.0,1.337309614666008,0.4537837608522825,0.8564470111424902,0.027078842671235,-2.220446049250313e-16,1.329694861679139,0.0241431115153727,-0.0082641792642517,2.220446049250313e-16
h00,6507597390382727529,p1,0.9,1.0,1.434742343822242,0.5016858245922434,0.8950631329885982,0.0379933862413992,-1.1102230246251563e-15,1.4306990901373395,0.012528173788163,-0.0042424600516304,-2.220446049250313e-16
h00,6507597390382727529,p1,1.0,1.0,1.49487768728458,0.53439003355523,0.9155576734505132,0.0449299802788357,-1.1102230246251563e-15,1.4908542667065976,0.006340887110702,-0.0011587332663599,-2.220446049250313e-16
h00,6507597390382727529,p1,1.1,1.0,1.5287895862585767,0.5548388180431032,0.9250914801307958,0.048859288084676,-1.7763568394002505e-15,1.523531187673962,0.0032362021436515,0.0010110982204815,-2.220446049250313e-16
h00,6507597390382727529,p1,1.2,1.0,1.545484570764821,0.5662996388147054,0.9284110860457856,0.0507738459043311,8.881784197001252e-16,1.538819035291716,0.0017343271252437,0.002465604173931,8.881784197001252e-16
h00,6507597390382727529,p1,1.3,1.0,1.5511440881200471,0.5714504050872635,0.9282723286632508,0.0514213543695327,-2.220446049250313e-16,1.5432935750669323,0.0010243744936262,0.0034130692797442,-2.220446049250313e-16
h00,6507597390382727529,p2,0.7,1.0,0.7871941286059285,0.2550127752470308,0.5069177532486301,0.0252636001102674,-1.1102230246251563e-16,0.6941884150620315,0.0894306978336457,0.0017875078551254,-2.220446049250313e-16
h00,6507597390382727529,p2,0.8,1.0,0.7799402553321517,0.2449792512425042,0.5110995310993907,0.0238614729902567,0.0,0.7221043604401797,0.0570724473278216,0.0003817237820752,1.1102230246251563e-16
h00,6507597390382727529,p2,0.9,1.0,0.7764266575766453,0.2412134692508166,0.5134934453601661,0.0217197429656626,0.0,0.7417638005137329,0.03496010941728,-0.0001486261771839,-1.1102230246251563e-16
h00,6507597390382727529,p2,1.0,1.0,0.7772296442809169,0.2412571171404342,0.5164458240147907,0.0195267031256915,-4.440892098500626e-16,0.7564680822820572,0.0211870020447384,-0.0002127200229394,-2.220446049250313e-16
h00,6507597390382727529,p2,1.1,1.0,0.781775550001502,0.2433006241895252,0.5209425296269957,0.0175323961849807,-4.440892098500626e-16,0.7689711173913102,0.0129644124125928,-7.998990120039172e-05,2.220446049250313e-16
h00,6507597390382727529,p2,1.2,1.0,0.7892967814531643,0.2463376827817931,0.5271976670117899,0.0157614316595807,-4.440892098500626e-16,0.7809726646976107,0.0081025195580814,0.000110798598736,1.1102230246251563e-16
h00,6507597390382727529,p2,1.3,1.0,0.7991182281514544,0.2498792650859179,0.5350669355308487,0.0141720275346879,2.220446049250313e-16,0.7933194563902299,0.0052005936650895,0.0002990890480674,0.0
h00,6507597390382727529,p3,0.7,1.0,0.9104901522754564,0.2210135888543954,0.7078889821419948,-0.018412418720934,-1.1102230246251563e-16,0.7965938551152543,0.1074101395209431,0.0032430788196295,0.0
h00,6507597390382727529,p3,0.8,1.0,0.8406682872618958,0.1809954647490885,0.6717484276509099,-0.012075605138103,-4.440892098500626e-16,0.7608214829065414,0.0753539330434855,0.0022464356559344,0.0
h00,6507597390382727529,p3,0.9,1.0,0.7767469536266596,0.1510065891348821,0.6306649302248254,-0.0049245657330479,0.0,0.7219701777163684,0.0520854454129033,0.001345665248694,2.220446049250313e-16
h00,6507597390382727529,p3,1.0,1.0,0.7273606474572832,0.1308191842995627,0.5955604692249867,0.0009809939327336,-1.1102230246251563e-16,0.6896421398126642,0.0361343060788475,0.0007921007828857,-1.1102230246251563e-16
h00,6507597390382727529,p3,1.1,1.0,0.6923482667652037,0.1180579671178559,0.569247357247025,0.0050429424003227,1.1102230246251563e-16,0.6659355055050366,0.0253336735730344,0.0005395438435664,3.3306690738754696e-16
h00,6507597390382727529,p3,1.2,1.0,0.6685043322033744,0.1102992698085965,0.5507798165018238,0.0074252458929542,2.220446049250313e-16,0.6496136932202146,0.0179479646208283,0.0004713371811657,1.1102230246251563e-16
h00,6507597390382727529,p3,1.3,1.0,0.6524644638011149,0.1057178462851738,0.5382147014771204,0.0085319160388209,1.1102230246251563e-16,0.6386623595370363,0.0128157040737733,0.0004932000951524,-3.3306690738754696e-16
h00,6519849540173404995,p1,0.7,0.3,0.3605750872318133,0.0724033360534794,0.2913087087344104,-0.0031369575560766,-5.551115123125783e-17,0.3476161535833451,0.009714724641425,0.0016221045035215,0.0
h00,6519849540173404995,p1,0.8,0.3,0.4609557871645096,0.0938180616587107,0.369727208102995,-0.0025894825971961,-5.551115123125783e-17,0.4516839997628704,0.0065884985165234,0.0013416444425579,2.7755575615628914e-16
h00,6519849540173404995,p1,0.9,0.3,0.5299096520797324,0.1092827068586702,0.422688078163579,-0.0020611329425166,2.220446049250313e-16,0.5238052772064364,0.0040154572161627,0.0010444588285665,0.0
h00,6519849540173404995,p1,1.0,0.3,0.5657362224295619,0.1180465550046134,0.4493228404505024,-0.001633173025554,0.0,0.5617402437367772,0.0022943834682824,0.0008507976122511,1.1102230246251563e-16
h00,6519849540173404995,p1,1.1,0.3,0.5759363212238106,0.121424667229329,0.4558278009559245,-0.0013161469614432,-2.220446049250313e-16,0.5731484703008991,0.0012752732381763,0.0007562888423675,0.0
h00,6519849540173404995,p1,1.2,0.3,0.5688246328941675,0.1210407370773535,0.4488718495116179,-0.001087953694804,-2.220446049250313e-16,0.5666754836887764,0.0007101355946823,0.0007195068053543,-1.1102230246251563e-16
h00,6519849540173404995,p1,1.3,0.3,0.550799056886014,0.1181944635952602,0.4335258293769728,-0.0009212360862189,0.0,0.5489803224470976,0.000406289286291,0.0007062225763126,0.0
h00,6519849540173404995,p2,0.7,0.3,0.1208065475141854,0.0303057409817557,0.0868678258780184,0.0036329806544112,-2.775557561562892e-17,0.1143163435508079,0.0043758015112607,0.0010572012260583,-2.775557561562892e-17
h00,6519849540173404995,p2,0.8,0.3,0.0955497633380586,0.0211685030427935,0.0711980189359669,0.0031832413592981,-2.775557561562892e-17,0.0920401266039547,0.0019384087273342,0.0007856140033848,-1.3877787807814457e-17
h00,6519849540173404995,p2,0.9,0.3,0.069625859977312,0.0137424958966836,0.0534553857464957,0.0024279783341326,-1.3877787807814457e-17,0.0677874070249486,0.0007799030962355,0.0005292749280639,0.0
h00,6519849540173404995,p2,1.0,0.3,0.0485384556971273,0.0086449059307789,0.0382122641643392,0.0016812856020091,6.938893903907228e-18,0.0475648866490042,0.0003016617439825,0.0003359536520702,1.3877787807814457e-17
h00,6519849540173404995,p2,1.1,0.3,0.0332313042791827,0.0054287635878508,0.0267094345903444,0.0010931061009874,-6.938893903907228e-18,0.0326999277572637,0.0001175423545906,0.0002069170836641,0.0
h00,6519849540173404995,p2,1.2,0.3,0.0226583840402084,0.0034574840576124,0.0185183650256656,0.0006825349569303,3.469446951953614e-18,0.0223586111674623,4.774298476413162e-05,0.0001260149439909,3.469446951953614e-18
h00,6519849540173404995,p2,1.3,0.3,0.0154802508940793,0.0022460238045458,0.0128189262398464,0.0004153008496869,-1.734723475976807e-18,0.0153060794614174,2.0695067000919384e-05,7.673818283048389e-05,-3.469446951953614e-18
h00,6519849540173404995,p3,0.7,0.3,0.2266772643643175,0.1005463349124351,0.1204513515521928,0.0056795778996895,0.0,0.1482421867682381,0.0649135435809851,0.0067607670075471,0.0
h00,6519849540173404995,p3,0.8,0.3,0.1741083305466409,0.069390164225089,0.1003235580056579,0.0043946083158938,0.0,0.1237057051265851,0.0418047980916203,0.0042989136642176,0.0
h00,6519849540173404995,p3,0.9,0.3,0.122650744323583,0.0433312874438907,0.0763880539260185,0.0029314029536738,-2.775557561562892e-17,0.0942892396363562,0.0234598520522159,0.0024508263175054,-2.775557561562892e-17
h00,6519849540173404995,p3,1.0,0.3,0.0828031160985691,0.0258295163904396,0.0552047293636752,0.0017688703444542,-1.3877787807814457e-17,0.0681675056438236,0.0120016225244092,0.0013169939651681,-1.3877787807814457e-17
h00,6519849540173404995,p3,1.1,0.3,0.0551139062520907,0.0152951705904101,0.0388182864680418,0.0010004491936387,-6.938893903907228e-18,0.0479345288412176,0.0057902334613089,0.000694571974782,-2.0816681711721685e-17
h00,6519849540173404995,p3,1.2,0.3,0.0366527798216414,0.009205785511084,0.0269050862084268,0.0005419081021306,0.0,0.033221112768602,0.0026921435672273,0.000369761742906,-6.938893903907228e-18
h00,6519849540173404995,p3,1.3,0.3,0.0244579095387984,0.0056829780777971,0.0184905605392917,0.0002843709217095,6.938893903907228e-18,0.0228309625275862,0.0012225247725038,0.0002022111193542,1.0408340855860844e-17
h00,6519849540173404995,p1,0.7,1.0,1.205964216865278,0.2491364868612332,0.8973923803778593,0.059435349626186,6.661338147750939e-16,1.060375897590596,0.1103671842007193,0.017610567536981,-2.220446049250313e-16
h00,6519849540173404995,p1,0.8,1.0,1.4668607289418023,0.294581259009662,1.1142887563951804,0.0579907135369596,-2.220446049250313e-16,1.3439453627725493,0.0945751247857392,0.0141701206917567,-2.220446049250313e-16
h00,6519849540173404995,p1,0.9,1.0,1.6733906744424112,0.3339297483851078,1.288059288480558,0.051401637576745,-4.440892098500626e-16,1.5719243981198183,0.08068160000333,0.0103923381596312,-2.220446049250313e-16
h00,6519849540173404995,p1,1.0,1.0,1.824964549765376,0.3642106346458199,1.417218794800784,0.0435351203187696,-2.664535259100376e-15,1.7422810844089869,0.0678951358888008,0.0073941647337935,-1.1102230246251563e-15
h00,6519849540173404995,p1,1.1,1.0,1.936093396418852,0.3866830788709237,1.5128544352427455,0.0365558823051797,-3.1086244689504387e-15,1.8691975881578176,0.0561621862354094,0.0053668110128118,-1.3322676295501878e-15
h00,6519849540173404995,p1,1.2,1.0,2.020729835575242,0.4035840114142207,1.5860398560437596,0.0311059681172615,-4.440892098500626e-16,1.966795868872955,0.0457104733362232,0.0041117466830319,0.0
h00,6519849540173404995,p1,1.3,1.0,2.088423225715039,0.4167751361450723,1.644550966785992,0.0270971227839739,-4.440892098500626e-16,2.0449552122958377,0.0367066472437757,0.0033806830877126,-4.440892098500626e-16
h00,6519849540173404995,p2,0.7,1.0,0.5797858066921965,0.153227987309898,0.4074465354345504,0.019111283947748,1.1102230246251563e-16,0.4365217948884676,0.1404563938578323,0.0014038089729483,0.0
h00,6519849540173404995,p2,0.8,1.0,0.4900706989538134,0.1146709612364407,0.3606416202239118,0.0147581174934609,1.1102230246251563e-16,0.3836599943783668,0.1088497103366058,-0.0012195028805795,5.551115123125783e-17
h00,6519849540173404995,p2,0.9,1.0,0.3817373295001722,0.0808653298603811,0.2904759425478647,0.0103960570919265,1.1102230246251563e-16,0.306718619376343,0.0793829494838858,-0.0021821196800282,0.0
h00,6519849540173404995,p2,1.0,1.0,0.2826595214531918,0.0554289774868145,0.2201096061462598,0.0071209378201172,-5.551115123125783e-17,0.2308015592654954,0.0561047771032067,-0.0021234074577552,5.551115123125783e-17
h00,6519849540173404995,p2,1.1,1.0,0.2034346377057812,0.0376561844325362,0.1608558510594559,0.004922602213789,-2.775557561562892e-17,0.1676405161054161,0.0391546134405133,-0.0016802459200741,0.0
h00,6519849540173404995,p2,1.2,1.0,0.1441225707897106,0.0255782268562398,0.1150704957088607,0.00347384822461,0.0,0.1193005874216067,0.027220094989975,-0.0011990558109355,2.775557561562892e-17
h00,6519849540173404995,p2,1.3,1.0,0.101158507407254,0.0174183434913274,0.0812463139565532,0.0024938499593733,-1.3877787807814457e-17,0.0838619571499116,0.01890997978885,-0.0008067147657538,-1.3877787807814457e-17
h00,6519849540173404995,p3,0.7,1.0,0.8743771603491706,0.2864155503268328,0.5575509519546668,0.0304106580676707,-3.3306690738754696e-16,0.624377069960693,0.1510640265622845,0.0494680319130964,-2.220446049250313e-16
h00,6519849540173404995,p3,0.8,1.0,0.8933776017686148,0.2620717171539454,0.6136732559333996,0.0176326286812699,2.220446049250313e-16,0.7063161991020629,0.1016371548032854,0.0427121239316333,2.220446049250313e-16
h00,6519849540173404995,p3,0.9,1.0,0.8904702762351465,0.2408454448277585,0.6413050505791298,0.0083197808282583,1.1102230246251563e-16,0.7603806420091201,0.0614953437343201,0.034297145245853,-1.1102230246251563e-16
h00,6519849540173404995,p3,1.0,1.0,0.8769340622860603,0.225417003658163,0.6487317420295066,0.0027853165983903,-3.3306690738754696e-16,0.7894127348105598,0.0350375655802425,0.026241880947629,1.1102230246251563e-16
h00,6519849540173404995,p3,1.1,1.0,0.8582235985878979,0.2142573820700572,0.6440285569999482,-6.234048210780988e-05,-2.220446049250313e-16,0.799772175280639,0.0194974344817891,0.0194769944127348,-1.1102230246251563e-16
h00,6519849540173404995,p3,1.2,1.0,0.8362119995927797,0.2052853777068163,0.6322475482263057,-0.001320926340342,2.220446049250313e-16,0.7969961041138207,0.0108698440993724,0.0141730256897934,3.3306690738754696e-16
h00,6519849540173404995,p3,1.3,1.0,0.8115759311564201,0.1971393194899804,0.6161552504617798,-0.0017186387953394,6.661338147750939e-16,0.7850477598026159,0.0061806390080891,0.0101737661728574,-1.1102230246251563e-16
h00,6533009675320697226,p1,0.7,0.3,0.4264433833395163,0.0626114531949691,0.3621926112577084,0.0016393188868389,2.7755575615628914e-16,0.4052411035365257,0.0188604775737115,0.0011709011146395,1.1102230246251563e-16
h00,6533009675320697226,p1,0.8,0.3,0.4265136414370383,0.0587851103471337,0.3621591288802632,0.0055694022096413,-5.551115123125783e-17,0.4124146895657157,0.0115847245943862,0.0012571136384681,5.551115123125783e-17
h00,6533009675320697226,p1,0.9,0.3,0.4104572522406547,0.0548226761222673,0.3473148259543083,0.0083197501640792,2.220446049250313e-16,0.4008704370458599,0.0072073759543318,0.0011897196202314,5.551115123125783e-17
h00,6533009675320697226,p1,1.0,0.3,0.3851692326084518,0.0505282942918172,0.3246871965067195,0.0099537418099147,-3.3306690738754696e-16,0.3785218221499468,0.004520057601495,0.0010636764285049,-1.6653345369377348e-16
h00,6533009675320697226,p1,1.1,0.3,0.3555990036082032,0.0460936088832038,0.2988302460766749,0.0106751486483244,0.0,0.3509056143095,0.0028363836854456,0.0009285028066285,-2.220446049250313e-16
h00,6533009675320697226,p1,1.2,0.3,0.3248238766948164,0.0417433591876797,0.2723613633583853,0.0107191541487515,5.551115123125783e-17,0.3214440225708831,0.0017725471156723,0.0008036535041304,-1.1102230246251563e-16
h00,6533009675320697226,p1,1.3,0.3,0.2946213911314964,0.0376292941989096,0.2466914299938202,0.0103006669387662,-1.1102230246251563e-16,0.2921309736736698,0.0011016087141741,0.0006944043718262,0.0
h00,6533009675320697226,p2,0.7,0.3,0.3361836222343741,0.0920502166762441,0.2441223428061939,1.1062751936002557e-05,5.551115123125783e-17,0.3013160097709343,0.0388176405191796,-0.0019750140278699,0.0
h00,6533009675320697226,p2,0.8,0.3,0.3332307099321088,0.0881230495598526,0.2449851444853839,0.0001225158868721,-5.551115123125783e-17,0.3095775642778602,0.0267413403285963,-0.0015440973371738,5.551115123125783e-17
h00,6533009675320697226,p2,0.9,0.3,0.3216602680809625,0.0844819100290458,0.2368707205339579,0.0003076375179588,1.6653345369377348e-16,0.3058764470897273,0.0179309902260523,-0.0010735846174085,1.1102230246251563e-16
h00,6533009675320697226,p2,1.0,0.3,0.3051070406070612,0.0807160739325665,0.2238932632114188,0.0004977034630759,1.6653345369377348e-16,0.294692174371144,0.0117738409670727,-0.0006794873655777,1.1102230246251563e-16
h00,6533009675320697226,p2,1.1,0.3,0.2859824384704953,0.0767235265630552,0.2086004731978424,0.0006584387095977,1.1102230246251563e-16,0.279147506315157,0.0076018708692609,-0.0003834693569612,1.6653345369377348e-16
h00,6533009675320697226,p2,1.2,0.3,0.2657598466074653,0.0725296796506918,0.1924533374463186,0.0007768295104547,0.0,0.2612624288123595,0.0048443322947481,-0.0001734572498212,0.0
h00,6533009675320697226,p2,1.3,0.3,0.2453469093188236,0.0682017824091957,0.1762933107716053,0.0008518161380225,8.326672684688674e-17,0.242348667688971,0.0030587895340193,-3.02739520833498e-05,8.326672684688674e-17
h00,6533009675320697226,p3,0.7,0.3,0.0755555977570067,0.0171078457200941,0.0584415240608306,6.227976081893154e-06,0.0,0.0664314486847511,0.0141704708821034,-0.0025231609049238,-1.3877787807814457e-17
h00,6533009675320697226,p3,0.8,0.3,0.0573374365711102,0.00999353893735,0.0473956591620498,-5.176152828970355e-05,0.0,0.0526817668872424,0.0073196351827565,-0.0013319827494443,0.0
h00,6533009675320697226,p3,0.9,0.3,0.043215860897964,0.0060542181370621,0.0372437861606101,-8.214339970827339e-05,2.0816681711721685e-17,0.0407703343333352,0.0037831767284768,-0.000668825081924,6.938893903907228e-18
h00,6533009675320697226,p3,1.0,0.3,0.0325634324897164,0.0038464127784737,0.0288067243877453,-8.970467650258124e-05,1.3877787807814457e-17,0.0312278796982637,0.0019859835249546,-0.0003252153667509,1.3877787807814457e-17
h00,6533009675320697226,p3,1.1,0.3,0.0245888159161706,0.0025578684157124,0.0221143608972766,-8.341339681844516e-05,-1.3877787807814457e-17,0.0238351380522676,0.0010620911224048,-0.0001542066292509,6.938893903907228e-18
h00,6533009675320697226,p3,1.2,0.3,0.0186121303841931,0.0017669504602175,0.0169160761928507,-7.089626887520264e-05,6.938893903907228e-18,0.0181772726309295,0.0005771093445211,-7.112579562880906e-05,0.0
h00,6533009675320697226,p3,1.3,0.3,0.0141144137175263,0.0012568703039058,0.0129144819534995,-5.693853987906032e-05,-1.214306433183765e-17,0.0138600047643453,0.0003173205563444,-3.1455801581707345e-05,1.734723475976807e-18
h00,6533009675320697226,p1,0.7,1.0,1.5426592786688131,0.2958314354616811,1.2330077566941704,0.0138200865129613,-2.220446049250313e-16,1.42070012912751,0.092655884160641,0.0146516326903311,2.220446049250313e-16
h00,6533009675320697226,p1,0.8,1.0,1.6002554898250658,0.2964938856843214,1.2900619356493863,0.0136996684913582,2.220446049250313e-16,1.5118391269452212,0.060720361998632,0.0138480004406062,-2.220446049250313e-16
h00,6533009675320697226,p1,0.9,1.0,1.6261156793043987,0.3025814225987173,1.3115272397981106,0.0120070169075709,2.220446049250313e-16,1.5588894914752702,0.0419169994396045,0.0126545941947617,-4.440892098500626e-16
h00,6533009675320697226,p1,1.0,1.0,1.633543310641009,0.3104030228637449,1.3138596252967931,0.0092806624804711,-2.220446049250313e-16,1.5806841529158655,0.0303743110352646,0.0112424233449397,4.440892098500626e-16
h00,6533009675320697226,p1,1.1,1.0,1.632155178513372,0.3183804125565316,1.3077901029924577,0.0059846629643818,-6.661338147750939e-16,1.589852540101074,0.0227739511161643,0.0097643436480668,2.220446049250313e-16
h00,6533009675320697226,p1,1.2,1.0,1.627812695500748,0.3259570220364742,1.2993357822946423,0.0025198911696306,-8.881784197001252e-16,1.5937026198553212,0.01742417467966,0.0083429504828832,-4.440892098500626e-16
h00,6533009675320697226,p1,1.3,1.0,1.6236890147271823,0.3329724658235425,1.291520972002973,-0.0008044230993339,-4.440892098500626e-16,1.596095462050261,0.0134731679404991,0.0070601923682112,2.220446049250313e-16
h00,6533009675320697226,p2,0.7,1.0,0.6737227056621649,0.1984634358110624,0.4981354578642875,-0.0228761880131853,-2.220446049250313e-16,0.5772993774479466,0.0946876960603663,0.0008678160769259,0.0
h00,6533009675320697226,p2,0.8,1.0,0.5898176008313549,0.1575995190094646,0.4466288961841372,-0.014410814362247,-1.1102230246251563e-16,0.534001839338583,0.0577004944896962,-0.0009423664984621,0.0
h00,6533009675320697226,p2,0.9,1.0,0.5191553233403894,0.130507513249002,0.3968933235800848,-0.0082455134886971,2.220446049250313e-16,0.4868221922431517,0.034928032400179,-0.0012974506514707,-1.1102230246251563e-16
h00,6533009675320697226,p2,1.0,1.0,0.4595308758153757,0.1120799341922922,0.3515368984104304,-0.0040859567873468,0.0,0.4405409196915427,0.0211584779689866,-0.0010842609225768,5.551115123125783e-17
h00,6533009675320697226,p2,1.1,1.0,0.4082814491827697,0.0987797731648714,0.310932074684313,-0.0014303986664146,1.1102230246251563e-16,0.3969222553342512,0.0128383342616402,-0.0007395702065609,-5.551115123125783e-17
h00,6533009675320697226,p2,1.2,1.0,0.3634492643366613,0.0884972707465564,0.2747714490181541,0.0001805445719503,-3.3306690738754696e-16,0.3565124750453036,0.0077965343534841,-0.0004298725310633,-2.220446049250313e-16
