hXX,simID,pop,tau,Total_V_G,less_than_0_001_V_G,between_0_001_and_0_01_V_G,more_than_0_01_V_G,Covariance,Sum_Check (%)
h05,1565019962701827065,European,1.0,1.9187052361423107e-05,1.6601025858329772e-05,2.4662890893726963e-06,7.172349956009086e-07,-2.9874879094013336e-07,100.00000000000003
h05,1565019962701827065,European,1.1,1.0555179391219213e-05,9.557859368479744e-06,1.0554216530482305e-06,2.2695946341157746e-07,-1.4253054686016856e-07,100.00000000000001
h05,1565019962701827065,European,1.2,5.946361358797838e-06,5.5529072917602765e-06,4.559178994754956e-07,7.312024479755775e-08,-6.779203861774583e-08,100.0
h05,1565019962701827065,European,1.3,3.4065379350610054e-06,3.248609512318489e-06,1.9845169837367938e-07,2.3904701053602083e-08,-3.221398834238299e-08,99.99999999999997
h05,1565019962701827065,East Asian,0.7,0.00022532810117000942,0.00019212943259349556,1.550180865319528e-05,2.1014245772881138e-05,-1.6586929247812867e-06,100.0
h05,1565019962701827065,East Asian,0.8,0.00013512608905603838,0.00012467783276988366,5.689314850828304e-06,6.483884830471082e-06,-8.624716975723687e-07,99.99999999999996
h05,1565019962701827065,East Asian,0.9,8.688692253327268e-05,8.357033567830923e-05,2.1324019814209703e-06,2.075700305807337e-06,-4.4575771613245326e-07,99.99999999999994
h05,1565019962701827065,East Asian,1.0,5.841001378540691e-05,5.737378233280644e-05,8.137202544242151e-07,6.805765306327642e-07,-2.290326662282585e-07,100.0
h05,1565019962701827065,East Asian,1.1,4.039735066136753e-05,4.0089799341901076e-05,3.153990123922344e-07,2.2670494474741793e-07,-1.1727631883660843e-07,99.99999999999994
h05,1565019962701827065,East Asian,1.2,2.8460133206903317e-05,2.8379788898302113e-05,1.239361981085392e-07,7.63409180576495e-08,-5.996640378249052e-08,100.00000000000001
h05,1565019962701827065,East Asian,1.3,2.0299656578246934e-05,2.0285772493013885e-05,4.929226001045839e-08,2.590751687577669e-08,-3.065784582659504e-08,99.99999999999999
h05,1574986924920696886,African,0.7,0.00015121923141205645,9.452847731777846e-05,4.974683751094037e-05,9.398093793911652e-06,-1.2270886052870308e-06,100.0
h05,1574986924920696886,African,0.8,7.995916509379397e-05,5.54961913739406e-05,2.3073574766135085e-05,2.2078318429719525e-06,-4.0921644462683347e-07,100.0
h05,1574986924920696886,African,0.9,4.4580083708863466e-05,3.3331898306049124e-05,1.1060457753460953e-05,5.415694487564228e-07,-1.7692089970151528e-07,99.99999999999999
h05,1574986924920696886,African,1.0,2.5766075535227657e-05,2.038091227314616e-05,5.435564036971935e-06,1.3760581531983518e-07,-9.400329510514104e-08,99.99999999999997
h05,1574986924920696886,African,1.1,1.5288980919043678e-05,1.2640168747084588e-05,2.722412175233423e-06,3.59716913266313e-08,-5.478584730048261e-08,100.0
h05,1574986924920696886,African,1.2,9.257301878948227e-06,7.929340542930958e-06,1.3835884556517926e-06,9.61925536643993e-09,-3.262318750048185e-08,100.0
h05,1574986924920696886,African,1.3,5.69576405373778e-06,5.020571686579559e-06,7.112322690627445e-07,2.618921154574505e-09,-1.9329411529548474e-08,100.00000000000001
h05,1574986924920696886,European,0.7,0.00014848382587244566,9.115409805511871e-05,5.0470193212783266e-05,6.4430115806988454e-06,2.082615119224145e-07,99.99999999999999
h05,1574986924920696886,European,0.8,7.841144295336574e-05,5.3774127873250566e-05,2.3335316370008115e-05,1.5348506767295202e-06,-1.1642598331123477e-07,99.99999999999999
h05,1574986924920696886,European,0.9,4.416673391196075e-05,3.298336890032102e-05,1.1082236877747962e-05,3.8144625642385475e-07,-1.4015906126604253e-07,100.0
h05,1574986924920696886,European,1.0,2.6126714866446184e-05,2.0867918425562366e-05,5.363905246266261e-06,9.771782722362834e-08,-1.0141331630303578e-07,100.0
h05,1574986924920696886,European,1.1,1.60576533889727e-05,1.3527230957379646e-05,2.6315982981532197e-06,2.557736021078699e-08,-6.337661338547638e-08,100.00000000000003
h05,1574986924920696886,European,1.2,1.0171462772647854e-05,8.935220569635156e-06,1.303851417921995e-06,6.799065698396442e-09,-3.7204140303845315e-08,100.00000000000001
h05,1574986924920696886,European,1.3,6.598093884723948e-06,5.98793789559518e-06,6.507301381398799e-07,1.8281781390400205e-09,-2.120116357507596e-08,100.0
h05,1574986924920696886,East Asian,0.7,0.00024361677996411445,0.00021390070045129212,2.4762830300391522e-05,1.0500221547214559e-05,-2.7734861673918757e-06,100.0
h05,1574986924920696886,East Asian,0.8,0.00015299450640503945,0.000143206727425358,9.356771339075951e-06,3.09844981407455e-06,-1.3337210867345214e-06,100.0
h05,1574986924920696886,East Asian,0.9,0.00010395543557920091,0.00010065661885186353,3.616831370933211e-06,9.416488897953906e-07,-6.298317666956236e-07,99.99999999999997
h05,1574986924920696886,East Asian,1.0,7.456376825097598e-05,7.344690878819364e-05,1.4245541199357755e-06,2.9116196123272255e-07,-2.994283091930858e-07,99.99999999999997
h05,1574986924920696886,East Asian,1.1,5.547395928344478e-05,5.510261778082405e-05,5.699119612471893e-07,9.097286102521452e-08,-1.4477165982582803e-07,100.00000000000003
h05,1574986924920696886,East Asian,1.2,4.229826452854432e-05,4.2181507093672996e-05,2.3099554334263417e-07,2.8612886509887698e-08,-7.142549749059867e-08,100.0
h05,1574986924920696886,East Asian,1.3,3.279081267115011e-05,3.2759027077655306e-05,9.465720908742773e-08,9.039396595163862e-09,-3.59555060938894e-08,100.00000000000001
h05,1580349572671575590,African,0.7,0.00020790683382817464,0.00017817969061846516,2.932484339284734e-05,5.058064458468231e-06,-2.3278823208030313e-06,100.00000000000003
h05,1580349572671575590,African,0.8,0.00014539507522301696,0.00013445873560203586,1.2025346062157503e-05,1.0669337738501379e-06,-1.0779701075132424e-06,100.00000000000003
h05,1580349572671575590,African,0.9,0.00010734338477417586,0.0001030346812404481,5.123847534390952e-06,2.315948697152634e-07,-5.233694351892287e-07,100.0
h05,1580349572671575590,African,1.0,8.152711043078167e-05,7.97463976045173e-05,2.256161131664316e-06,5.141717863986894e-08,-2.634327420199125e-07,99.99999999999996
h05,1580349572671575590,African,1.1,6.28983338288067e-05,6.213821221220754e-05,1.0210686292207506e-06,1.1620654242510826e-08,-1.362838334320451e-07,100.00000000000003
h05,1580349572671575590,African,1.2,4.897871759385321e-05,4.864762879755974e-05,4.7252031651859717e-07,2.663917645553584e-09,-7.204771893533675e-08,100.00000000000001
h05,1580349572671575590,African,1.3,3.836496653216349e-05,3.821933173776996e-05,2.225792339937673e-07,6.176849805734072e-10,-3.8781062290407464e-08,99.99999999999999
h05,1580349572671575590,European,0.7,0.00012480447625758486,9.679508726887297e-05,1.8988572839153962e-05,9.220568036422092e-06,-9.987594343208137e-08,99.99999999999999
h05,1580349572671575590,European,0.8,6.099979396142416e-05,5.146039792149051e-05,7.311881060064431e-06,2.479457986981025e-06,-1.2597150355589436e-07,100.00000000000001
h05,1580349572671575590,European,0.9,3.121978914235262e-05,2.778896288164017e-05,2.900569272517944e-06,7.031351700517958e-07,-8.643909092864263e-08,100.00000000000001
h05,1580349572671575590,European,1.0,1.6476693771438433e-05,1.5195426080714587e-05,1.1778728508802516e-06,2.0621098860451037e-07,-5.1408074380459734e-08,99.99999999999997
h05,1580349572671575590,European,1.1,8.886319088942055e-06,8.394838200648177e-06,4.870996895601217e-07,6.175256723851004e-08,-2.868568425237682e-08,100.00000000000001
h05,1580349572671575590,European,1.2,4.869963235808741e-06,4.677768628603114e-06,2.0428772462455828e-07,1.8736414515484452e-08,-1.5414765967207594e-08,100.00000000000001
h05,1580349572671575590,European,1.3,2.7018451606283274e-06,2.6256516864346045e-06,8.661047722614061e-08,5.732877409909526e-09,-8.07494022116387e-09,100.0
h05,1580349572671575590,East Asian,0.7,0.00013143681159451189,9.3893554204108e-05,2.665004987509914e-05,1.803421039222442e-05,-3.570501438459841e-06,100.0
h05,1580349572671575590,East Asian,0.8,6.77469753634253e-05,5.564881327018745e-05,1.0219410348544598e-05,4.833985400054616e-06,-1.4776168276806666e-06,100.00000000000004
h05,1580349572671575590,East Asian,0.9,3.8543484418811725e-05,3.445272473091971e-05,4.001328372170149e-06,1.340085883747823e-06,-6.253272840129743e-07,100.00000000000001
h05,1580349572671575590,East Asian,1.0,2.3437168052339073e-05,2.2000754016650457e-05,1.59814685399472e-06,3.807889419089234e-07,-2.7126088010751323e-07,100.00000000000003
h05,1580349572671575590,East Asian,1.1,1.4869254303148258e-05,1.4349627321789275e-05,6.504014450291644e-07,1.1025795981248497e-07,-1.2051621174133432e-07,99.99999999999999
h05,1580349572671575590,East Asian,1.2,9.684944422712768e-06,9.49262742889002e-06,2.6935059603943267e-07,3.240064316670544e-08,-5.471712269169619e-08,99.99999999999999
h05,1580349572671575590,East Asian,1.3,6.411036685386425e-06,6.33871276999362e-06,1.1333338570700128e-07,9.634576591165672e-09,-2.5322023452680265e-08,100.00000000000001
h05,1598982521497360455,African,0.7,0.00020210424309728483,0.00017049689597096305,1.3051349683682071e-05,2.015588466735964e-05,-7.999436123599691e-07,100.0
h05,1598982521497360455,African,0.8,0.00012584052308802906,0.000116884521082445,4.847607355028858e-06,4.912637961135348e-06,-4.021216552901014e-07,99.99999999999996
h05,1598982521497360455,African,0.9,8.502161675089833e-05,8.235701551307226e-05,1.860183083506876e-06,1.2427810793067797e-06,-2.1918146249379076e-07,100.0
h05,1598982521497360455,African,1.0,6.0088517054972586e-05,5.927018495968413e-05,7.3261655680046e-07,3.2443894618409944e-07,-1.1936170384805792e-07,99.99999999999997
h05,1598982521497360455,African,1.1,4.361896213675627e-05,4.33652582636532e-05,2.9456310312719136e-07,8.691855761843418e-08,-6.388889382129076e-08,99.99999999999996
h05,1598982521497360455,African,1.2,3.221945540277425e-05,3.2142678245316774e-05,1.203918833147477e-07,2.3778078067041822e-08,-3.369640196215926e-08,99.99999999999996
h05,1598982521497360455,African,1.3,2.4091174872045935e-05,2.406994222485457e-05,4.9847340992045834e-08,6.614654424105099e-09,-1.7614674112388455e-08,100.00000000000003
h05,1598982521497360455,European,0.7,0.00015042059540748003,0.00011051825216338971,2.4879698638344273e-05,2.032685079487463e-05,-2.652103094564294e-06,100.0
h05,1598982521497360455,European,0.8,7.575664186385506e-05,6.264544748932216e-05,9.842504106781504e-06,4.958720415272403e-06,-8.45015073760501e-07,100.0
h05,1598982521497360455,European,0.9,4.08848787455589e-05,3.6203036459210805e-05,4.010299508706828e-06,1.243945324703571e-06,-2.8620127353115305e-07,99.99999999999999
h05,1598982521497360455,European,1.0,2.3008009355778966e-05,2.1224257439888995e-05,1.6743397284575718e-06,3.1932052901733447e-07,-1.049541707924715e-07,99.99999999999997
h05,1598982521497360455,European,1.1,1.3292347547453945e-05,1.2579899061817983e-05,7.133686001733588e-07,8.350151430181311e-08,-4.2210814419604584e-08,100.0
h05,1598982521497360455,European,1.2,7.814819327803403e-06,7.520731379511128e-06,3.091265606549042e-07,2.215737564036621e-08,-1.8597994001497796e-08,100.0
h05,1598982521497360455,European,1.3,4.651711620645962e-06,4.52756590958949e-06,1.3587439191722673e-07,5.947120015842665e-09,-8.837900438298792e-09,99.99999999999997
h05,1598982521497360455,East Asian,0.7,0.00023305204186753535,0.0001860961791960198,3.197970634638766e-05,1.074257840276669e-05,2.116788961180627e-06,100.00000000000001
h05,1598982521497360455,East Asian,0.8,0.00012253047176102278,0.00010528616510175393,1.3811093094930369e-05,2.3809700761456063e-06,5.26121744096416e-07,99.99999999999997
h05,1598982521497360455,East Asian,0.9,6.741904258046488e-05,6.060093786593122e-05,6.1650598103098025e-06,5.43285449408822e-07,5.487972740752223e-08,100.0
h05,1598982521497360455,East Asian,1.0,3.820095000604955e-05,3.535572892702099e-05,2.8225593324129427e-06,1.2733159115278713e-07,-5.23349222685845e-08,99.99999999999999
h05,1598982521497360455,East Asian,1.1,2.2090065676033754e-05,2.0855430631904413e-05,1.3170305950517363e-06,3.057432777919201e-08,-5.648493935078848e-08,100.00000000000003
h05,1598982521497360455,East Asian,1.2,1.296804187806736e-05,1.2416908091441535e-05,6.23246595816246e-07,7.500115591326449e-09,-3.9806462390874915e-08,99.99999999999999
h05,1598982521497360455,East Asian,1.3,7.70416280790291e-06,7.453044239030748e-06,2.980159637735317e-07,1.8741484998750657e-09,-2.43857717006236e-08,99.99999999999997
h05,1603482522434575725,African,0.7,0.00019074649245182627,0.00016641030238140976,1.1383726028925772e-05,1.781548871735608e-05,-2.4315123379326694e-06,100.0
h05,1603482522434575725,African,0.8,0.00012226730164858254,0.00011589869425867214,3.5613717068898504e-06,4.957882315767279e-06,-1.0753233163733969e-06,99.99999999999993
h05,1603482522434575725,African,0.9,8.482303599283322e-05,8.31896086338639e-05,1.1442398640985664e-06,1.4361581058083505e-06,-4.734853054687889e-07,100.00000000000003
h05,1603482522434575725,African,1.0,6.143529835083618e-05,6.105118334127564e-05,3.760792196161332e-07,4.295680316352235e-07,-2.1076612084539093e-07,100.00000000000007
h05,1603482522434575725,African,1.1,4.559846150589967e-05,4.553163217942622e-05,1.2599414521138221e-07,1.3177063227994366e-07,-9.546772550892777e-08,100.00000000000006
h05,1603482522434575725,African,1.2,3.435131526827647e-05,3.435536120273287e-05,4.2890171479825405e-08,4.12229777200947e-08,-4.4079541828150966e-08,100.00000000000007
h05,1603482522434575725,African,1.3,2.6129799956697092e-05,2.6143367816587867e-05,1.4795235167296541e-08,1.3094178996578138e-08,-2.072863702732766e-08,99.99999999999997
h05,1603482522434575725,European,0.7,0.00013403481117063576,0.00010552413859082283,3.0191841957080484e-05,5.850308992410492e-06,-3.7657391848390273e-06,100.0
h05,1603482522434575725,European,0.8,7.844547979428195e-05,6.865963725833003e-05,1.1224930143804993e-05,1.390613937600117e-06,-1.4148507727265854e-06,100.00000000000001
h05,1603482522434575725,European,0.9,4.975067496690251e-05,4.628496343728011e-05,4.2392662675510025e-06,3.426576123931765e-07,-5.581061751608899e-07,99.99999999999999
h05,1603482522434575725,European,1.0,3.322097212175926e-05,3.19746980945468e-05,1.6219093244743232e-06,8.696565270167779e-08,-2.3130047498176176e-07,100.00000000000007
h05,1603482522434575725,European,1.1,2.2915798907414324e-05,2.24669236689723e-05,6.273301932750684e-07,2.2597166139383097e-08,-1.0052606048621786e-07,99.99999999999997
h05,1603482522434575725,European,1.2,1.613479079694873e-05,1.5975121434745847e-05,2.4491573858690584e-07,5.98010276077439e-09,-4.5613239572399256e-08,100.0
h05,1603482522434575725,European,1.3,1.1510640982274421e-05,1.1455587464278493e-05,9.639631385899698e-08,1.6049138253322635e-09,-2.1473854844199143e-08,100.00000000000001
h05,1603482522434575725,East Asian,0.7,9.267001965546124e-05,4.94809955026208e-05,7.080085346069538e-06,2.8579727309560036e-05,3.764605748605434e-06,100.0
h05,1603482522434575725,East Asian,0.8,3.980677662036464e-05,2.5378615604416083e-05,2.3139174354695966e-06,9.150390766495942e-06,1.4819264069915048e-06,99.99999999999997
h05,1603482522434575725,East Asian,0.9,1.8498855595139264e-05,1.353999905251605e-05,7.760231382688101e-07,2.993523991483811e-06,5.94654706435295e-07,99.99999999999997
h05,1603482522434575725,East Asian,1.0,9.208973736629183e-06,7.466186847945413e-06,2.661804493486162e-07,9.929296380728387e-07,2.4183840063115556e-07,99.99999999999997
h05,1603482522434575725,East Asian,1.1,4.852883896395715e-06,4.2289684094920395e-06,9.309044297718688e-08,3.323230439119564e-07,9.925100000726572e-08,99.99999999999999
h05,1603482522434575725,East Asian,1.2,2.673906749162454e-06,2.446960934489338e-06,3.3099855905817664e-08,1.1189635311948089e-07,4.0974802823908826e-08,100.00000000000003
h05,1603482522434575725,East Asian,1.3,1.5233333354288894e-06,1.439611613074613e-06,1.1935292256586509e-08,3.783313388073646e-08,1.6976648108476456e-08,99.99999999999996
h05,1604681021256874423,African,0.7,0.0001287626168968591,8.264822458759606e-05,3.5775450423426715e-05,1.4115437896389801e-05,-1.8882480052767252e-06,100.00000000000004
h05,1604681021256874423,African,0.8,6.395108352584325e-05,4.763757713786532e-05,1.4221439333000685e-05,3.5584407874567243e-06,-7.331868662397383e-07,100.0
h05,1604681021256874423,African,0.9,3.406612058966566e-05,2.800948098353727e-05,5.761323931699907e-06,9.331947166273022e-07,-3.1893952109940824e-07,100.0
h05,1604681021256874423,African,1.0,1.9049684173291175e-05,1.6728078147305213e-05,2.3689765778789383e-06,2.5295867289617246e-07,-1.5016461239457454e-07,100.0
h05,1604681021256874423,African,1.1,1.1026311926781462e-05,1.0117903730531284e-05,9.856711694739917e-07,7.047589673203541e-08,-7.386943497792549e-08,99.99999999999999
h05,1604681021256874423,African,1.2,6.5446295053576586e-06,6.184642247282561e-06,4.140357723802581e-07,2.008143373579636e-08,-3.706497402047979e-08,99.99999999999997
h05,1604681021256874423,African,1.3,3.958044441050008e-06,3.814389611377222e-06,1.7527848480363368e-07,5.827300859262799e-09,-1.8725477995055618e-08,99.99999999999997
h05,1604681021256874423,European,0.7,0.00010400366246388682,6.866295091862425e-05,1.7984965037250187e-05,1.5788128259983663e-05,7.838091240143642e-07,100.00000000000001
h05,1604681021256874423,European,0.8,5.075867872836201e-05,3.8150316562099565e-05,7.268662963072147e-06,4.554159937820016e-06,3.9276963268514497e-07,100.00000000000003
h05,1604681021256874423,European,0.9,2.6476433467534512e-05,2.1670551131095047e-05,3.0246150504481202e-06,1.3774752213639495e-06,2.0189603231369805e-07,100.0
h05,1604681021256874423,European,1.0,1.4439566259920623e-05,1.25124308593163e-05,1.2902028094727287e-06,4.320858296563758e-07,1.0242338073761079e-07,100.00000000000001
h05,1604681021256874423,European,1.1,8.116334949902929e-06,7.313595982608995e-06,5.619431567870274e-07,1.3933683049655379e-07,5.0729490005176306e-08,100.0
h05,1604681021256874423,European,1.2,4.658776347452631e-06,4.314854122170975e-06,2.490141488891333e-07,4.588563558774388e-08,2.4511220402389445e-08,100.0
h05,1604681021256874423,European,1.3,2.7145176884907084e-06,2.5640951680247825e-06,1.1191893810496938e-07,1.5355459449821818e-08,1.157406145556757e-08,100.0
h05,1604681021256874423,East Asian,0.7,0.00010334962719383131,6.695299332924926e-05,2.4832218227128404e-05,1.3390913304079764e-05,-9.132488333130699e-07,99.99999999999999
h05,1604681021256874423,East Asian,0.8,4.833136918556461e-05,3.617522972566301e-05,9.140177473986632e-06,3.7764705697542575e-06,-3.802542919196458e-07,100.0
h05,1604681021256874423,East Asian,0.9,2.4241829032933808e-05,2.003574005292573e-05,3.4554304208260386e-06,1.1152207334136867e-06,-1.822810871158281e-07,99.99999999999996
h05,1604681021256874423,East Asian,1.0,1.2811602016401263e-05,1.1316749671030321e-05,1.3375983221638797e-06,3.399972167248884e-07,-9.137159675891315e-08,99.99999999999999
h05,1604681021256874423,East Asian,1.1,7.037962161345769e-06,6.494925423403944e-06,5.289078457395553e-07,1.0592205649376304e-07,-4.5896582145745554e-08,100.00000000000004
h05,1604681021256874423,East Asian,1.2,3.978657955130354e-06,3.7775792915641824e-06,2.1320440696829596e-07,3.3484759016410493e-08,-2.2805251209267846e-08,100.0
h05,1604681021256874423,East Asian,1.3,2.2979544241899265e-06,2.2221844010267545e-06,8.746036256835717e-08,1.069108965883342e-08,-1.1190714532009419e-08,99.99999999999999
h05,1615819314104942434,African,0.7,0.00013603474534680724,7.214885194785168e-05,6.056601160850174e-05,7.957980268198034e-06,-2.3190492388721016e-06,100.0
h05,1615819314104942434,African,0.8,7.208513335301769e-05,4.677078078340377e-05,2.5679091050697742e-05,1.9467396716504336e-06,-1.155739076367125e-06,100.00000000000003
h05,1615819314104942434,African,0.9,4.161164563624501e-05,3.106950693310843e-05,1.1180335664788004e-05,4.895352084403338e-07,-5.638660850458843e-07,99.99999999999996
h05,1615819314104942434,African,1.0,2.553301109429103e-05,2.098726676124832e-05,4.9706392129475875e-06,1.257967382885913e-07,-2.7534580909673363e-07,100.0
h05,1615819314104942434,African,1.1,1.6351304115888617e-05,1.4343688241136804e-05,2.2464798550871947e-06,3.288900506990098e-08,-1.3587649270264372e-07,99.99999999999996
h05,1615819314104942434,African,1.2,1.078721201319251e-05,9.886092322742897e-06,1.0284459332675189e-06,8.719332021907367e-09,-6.802278741990468e-08,100.00000000000004
h05,1615819314104942434,African,1.3,7.265200864336992e-06,6.85643421789632e-06,4.7559446512187617e-07,2.3381363877066097e-09,-3.458297753445458e-08,100.00000000000003
h05,1615819314104942434,European,0.7,0.00017327683965126013,0.00015747260978633796,8.868047286348057e-06,2.653732762528187e-06,2.141224908023004e-06,100.00000000000003
h05,1615819314104942434,European,0.8,0.00010407120623377794,9.903131109605988e-05,2.983498863383244e-06,5.266302252113036e-07,7.648830245617667e-07,100.00000000000003
h05,1615819314104942434,European,0.9,6.576900264756167e-05,6.407923266747465e-05,1.0330255862201855e-06,1.0835252378888844e-07,2.74195935038969e-07,100.0
h05,1615819314104942434,European,1.0,4.3008800321078525e-05,4.2425108863703826e-05,3.657603543316744e-07,2.312122984127571e-08,9.740493660087507e-08,100.0
h05,1615819314104942434,European,1.1,2.882236673595836e-05,2.8617938972214794e-05,1.317658239193333e-07,5.111734923518672e-09,3.3775102450352697e-08,99.99999999999997
h05,1615819314104942434,European,1.2,1.9673576488113143e-05,1.9601973206964467e-05,4.8114596322669976e-08,1.1678097326205278e-09,1.1160437546694224e-08,100.00000000000001
h05,1615819314104942434,European,1.3,1.3621241997432058e-05,1.3596519786993415e-05,1.7757796602484964e-08,2.7462028405691206e-10,3.3448967760498867e-09,99.99999999999999
h05,1615819314104942434,East Asian,0.7,9.40286162172878e-05,7.309300040877753e-05,1.622666227410428e-05,5.878361742589363e-06,-5.847041040916875e-07,100.0
h05,1615819314104942434,East Asian,0.8,4.505693174399673e-05,3.815904569838848e-05,6.164994392488917e-06,1.390513925186085e-06,-3.2881113603336816e-07,100.00000000000003
h05,1615819314104942434,East Asian,0.9,2.258426506903143e-05,2.019059042703987e-05,2.385233967508121e-06,3.434013971871946e-07,-1.6748036135187602e-07,99.99999999999999
h05,1615819314104942434,East Asian,1.0,1.1655227452943649e-05,1.0794431993407255e-05,9.361022713504326e-07,8.812012478875271e-08,-8.17134683013966e-08,99.99999999999999
h05,1615819314104942434,East Asian,1.1,6.1358007739057195e-06,5.8188906684240754e-06,3.715775404489813e-07,2.337308111483545e-08,-3.902025804108665e-08,99.99999999999999
h05,1615819314104942434,East Asian,1.2,3.2765562717178676e-06,3.158160865035212e-06,1.4885373448237553e-07,6.374078268359094e-09,-1.8416203034039008e-08,100.00000000000001
h05,1615819314104942434,East Asian,1.3,1.7685549996847919e-06,1.7239641389691853e-06,6.007947859158738e-08,1.7783065139556093e-09,-8.63346219496841e-09,100.0
h05,1619664180015500196,African,0.7,9.872473542569803e-05,6.192256206427557e-05,2.2867162904665814e-05,1.1183849213814598e-05,1.3755806214710226e-06,100.0
h05,1619664180015500196,African,0.8,4.349829567312795e-05,3.151012615781252e-05,8.145038208220505e-06,3.0499296604565607e-06,3.9660082331918315e-07,100.0
h05,1619664180015500196,African,0.9,2.029613525663791e-05,1.622637016945288e-05,2.975883020806431e-06,8.912634211018762e-07,1.0130932263835837e-07,99.99999999999996
h05,1619664180015500196,African,1.0,9.863162815988504e-06,8.439124528018197e-06,1.1110806598642913e-06,2.7424991738456797e-07,1.9353855360723588e-08,100.00000000000001
h05,1619664180015500196,African,1.1,4.935958117195022e-06,4.42597929166664e-06,4.227740497625092e-07,8.761686631664545e-08,-2.060452753862961e-10,99.99999999999999
h05,1619664180015500196,African,1.2,2.523960654199821e-06,2.3378896843764942e-06,1.6361669306265722e-07,2.8763139384531007e-08,-3.154431311930668e-09,100.0
h05,1619664180015500196,African,1.3,1.3114806935168864e-06,1.242527791531318e-06,6.430003462176066e-08,9.632585930112519e-09,-2.4898592831523125e-09,99.99999999999999
h05,1619664180015500196,European,0.7,8.65731423009647e-05,4.444123565248322e-05,3.3678454141672813e-05,7.920534476488052e-06,2.6645901516030225e-07,100.00000000000001
h05,1619664180015500196,European,0.8,3.527817416964938e-05,2.0426799996953398e-05,1.3120807981655807e-05,1.8932659914581067e-06,-8.134990020895978e-08,100.00000000000003
h05,1619664180015500196,European,0.9,1.5025053789829468e-05,9.541550528188751e-06,5.210140360146275e-06,4.758129340915873e-07,-1.012250162985719e-07,100.00000000000003
h05,1619664180015500196,European,1.0,6.615293045662408e-06,4.5167222604207595e-06,2.1040932923662987e-06,1.2527880162925642e-07,-6.540065437695323e-08,100.00000000000001
h05,1619664180015500196,European,1.1,2.9886624171546096e-06,2.1621012005663852e-06,8.627671366194477e-07,3.4367443049137e-08,-3.52866815401805e-08,99.99999999999999
h05,1619664180015500196,European,1.2,1.378240731411442e-06,1.0448153787632718e-06,3.587256451187798e-07,9.758516357860706e-09,-1.7529404414235088e-08,100.00000000000001
h05,1619664180015500196,European,1.3,6.462794359068913e-07,5.090091245670243e-07,1.5107163714975916e-07,2.8489006294845694e-09,-8.325113219688427e-09,99.99999999999999
h05,1619664180015500196,East Asian,0.7,0.00011625593271118756,9.572506249755201e-05,2.067922189833153e-05,3.862565543067637e-06,-2.005458613881837e-06,99.99999999999997
h05,1619664180015500196,East Asian,0.8,6.506353455205667e-05,5.810028702012085e-05,8.020972459473663e-06,7.47316557799862e-07,-9.02520742668846e-07,100.0
h05,1619664180015500196,East Asian,0.9,3.8653071993078156e-05,3.6162410840849903e-05,3.15580274771491e-06,1.4704034013599115e-07,-4.060909678113212e-07,100.00000000000003
h05,1619664180015500196,East Asian,1.0,2.380564638119024e-05,2.28883863678266e-05,1.255722491435663e-06,2.933226669012056e-08,-1.8389737238106463e-07,100.00000000000006
h05,1619664180015500196,East Asian,1.1,1.4991099817766666e-05,1.464912049516745e-05,5.043062278339482e-07,5.9196971476757206e-09,-8.412330119120167e-08,100.00000000000001
h05,1619664180015500196,East Asian,1.2,9.573126951413369e-06,9.445696963432775e-06,2.0411152021365506e-07,1.2066878657488894e-09,-3.8944110049401936e-08,100.00000000000006
h05,1619664180015500196,East Asian,1.3,6.16787062101595e-06,6.120974739087543e-06,8.316059199441971e-08,2.4812529250682307e-10,-1.8256417679260187e-08,99.99999999999997
h05,1623295449045941515,African,0.7,0.000155436281561303,7.653897515421448e-05,7.431717628538347e-05,6.906879664163183e-06,-1.1633747712290784e-06,99.99999999999996
h05,1623295449045941515,African,0.8,7.916417401703523e-05,4.1758218908551126e-05,3.68235200611268e-05,1.685478952886179e-06,-5.515219527644442e-07,99.99999999999999
h05,1623295449045941515,African,0.9,4.217357250151897e-05,2.319530491212734e-05,1.9108879031986744e-05,4.2859339853637514e-07,-2.7960242056575007e-07,99.99999999999997
h05,1623295449045941515,African,1.0,2.3203282535665915e-05,1.3089225683042364e-05,1.0298017687475215e-05,1.1258194987533242e-07,-1.4827139236350047e-07,99.99999999999997
h05,1623295449045941515,African,1.1,1.3081079329047113e-05,7.492006380511706e-06,5.720219535673527e-06,3.0337522580326806e-08,-8.074205485922675e-08,99.99999999999994
h05,1623295449045941515,African,1.2,7.516908800042812e-06,4.344135594267257e-06,3.253696921833139e-06,8.34229796174189e-09,-4.46330070096633e-08,99.99999999999999
h05,1623295449045941515,African,1.3,4.3862520616046455e-06,2.5488742298714333e-06,1.8848275809068278e-06,2.3317194369671905e-09,-2.48907343052918e-08,99.99999999999997
h05,1623295449045941515,European,0.7,0.0003085654163670954,0.00027625368798554886,1.3139388179764593e-05,2.253066757175699e-05,-1.6791636849874531e-06,100.00000000000006
h05,1623295449045941515,European,0.8,0.00020904324478820914,0.00019901545274406132,5.1566208953937585e-06,6.907946752465623e-06,-1.0183878018557984e-06,99.99999999999999
h05,1623295449045941515,European,0.9,0.00015251403691802983,0.0001493982782454406,2.102318759408583e-06,2.160204017822894e-06,-5.733820523211139e-07,100.0
h05,1623295449045941515,European,1.0,0.00011660489855707621,0.0001156573099819423,8.856136337091253e-07,6.857865021620365e-07,-3.119057803686302e-07,100.0
