hXX,simID,pop,tau,Total_V_G,less_than_0_001_V_G,between_0_001_and_0_01_V_G,more_than_0_01_V_G,Covariance,Sum_Check (%)
h00,103568543989312214,European,1.3,4.0843495117810336e-06,0.0,2.464501473664193e-06,1.6537059779647823e-06,-1.69289699239704e-08,100.00000000000003
h00,103568543989312214,East Asian,0.7,0.00022698662771397792,0.0,4.4739533923032116e-05,0.0001803731201351228,9.369868279115035e-07,100.0
h00,103568543989312214,East Asian,0.8,9.387603487838102e-05,0.0,2.451084873184837e-05,6.912253552823416e-05,1.213253091492321e-07,99.99999999999999
h00,103568543989312214,East Asian,0.9,4.2243057960191587e-05,0.0,1.3514419817298036e-05,2.880446206793883e-05,-3.7911962522632825e-08,100.00000000000003
h00,103568543989312214,East Asian,1.0,2.0078746376552868e-05,0.0,7.491168491441021e-06,1.268289449824161e-05,-4.7658306564881085e-08,100.0
h00,103568543989312214,East Asian,1.1,9.89501611301227e-06,0.0,4.170719779134705e-06,5.789040768739786e-06,-3.23722174311117e-08,99.99999999999996
h00,103568543989312214,East Asian,1.2,5.00098541026638e-06,0.0,2.3304211594473867e-06,2.70812290633756e-06,-1.8779327759284566e-08,99.99999999999996
h00,103568543989312214,East Asian,1.3,2.575411094812859e-06,0.0,1.305949286700622e-06,1.2898479068441838e-06,-1.0193049365974112e-08,99.99999999999994
h00,1059344429161942577,African,0.7,0.0004403959313883146,0.0,8.01268737398442e-08,0.0004405706004364891,-1.2739796095719064e-07,99.99999999999999
h00,1059344429161942577,African,0.8,0.00020019261232328588,0.0,1.8862505104264723e-08,0.0002002469959968086,-3.662308931348917e-08,100.00000000000001
h00,1059344429161942577,African,0.9,9.636689730906617e-05,0.0,4.4403841333383975e-09,9.638414629630793e-05,-1.084468568754983e-08,100.00000000000001
h00,1059344429161942577,African,1.0,4.826866975564789e-05,0.0,1.0453018378320004e-09,4.827420541988491e-05,-3.29048303742134e-09,100.00000000000003
h00,1059344429161942577,African,1.1,2.487503333104748e-05,0.0,2.4607238909158695e-10,2.487682626497048e-05,-1.019503156045478e-09,100.0
h00,1059344429161942577,African,1.2,1.3092819971243046e-05,0.0,5.792740286272539e-11,1.3093405542782593e-05,-3.21749471203671e-10,100.00000000000003
h00,1059344429161942577,African,1.3,7.00353942412811e-06,0.0,1.3636572615107765e-11,7.003732234255045e-06,-1.0322334977475877e-10,100.00000000000001
h00,1059344429161942577,European,0.7,0.0002787895514385557,0.0,4.719662652850018e-06,0.00027646543276299877,-1.1977719886465329e-06,100.0
h00,1059344429161942577,European,0.8,9.977339516882532e-05,0.0,1.6741548443364553e-06,9.894021857610569e-05,-4.20489125808418e-07,99.99999999999999
h00,1059344429161942577,European,0.9,3.837075702608114e-05,0.0,5.973650805576913e-07,3.807431603160348e-05,-1.5046204304001594e-07,100.00000000000001
h00,1059344429161942577,European,1.0,1.5579746952128315e-05,0.0,2.143580468688279e-07,1.5474610887791007e-05,-5.461099126576062e-08,100.0
h00,1059344429161942577,European,1.1,6.58022578906813e-06,0.0,7.733551528510588e-08,6.542973156766051e-06,-2.0041441491513247e-08,100.0
h00,1059344429161942577,European,1.2,2.8589020691426887e-06,0.0,2.804330957105059e-08,2.845703443113929e-06,-7.422341771145204e-09,100.00000000000003
h00,1059344429161942577,European,1.3,1.2677181660886102e-06,0.0,1.0217716631615063e-08,1.2630425827218884e-06,-2.7710666324466167e-09,99.99999999999999
h00,1059344429161942577,East Asian,0.7,0.0004267573259057468,0.0,0.0001558303559187014,0.0002311143862430737,1.990629187198574e-05,99.99999999999994
h00,1059344429161942577,East Asian,0.8,0.00020748076409524312,0.0,0.00010702062183167483,7.692378816526411e-05,1.176817704915205e-05,99.99999999999996
h00,1059344429161942577,East Asian,0.9,0.00011504331935718058,0.0,7.376219721536165e-05,2.7798565676992387e-05,6.741278232413263e-06,99.99999999999999
h00,1059344429161942577,East Asian,1.0,6.922840112976708e-05,0.0,5.094425572113037e-05,1.070372554832465e-05,3.7902099301560196e-06,99.99999999999999
h00,1059344429161942577,East Asian,1.1,4.375393284632865e-05,0.0,3.522656381948955e-05,4.314878651574628e-06,2.1062451876322495e-06,100.00000000000006
h00,1059344429161942577,East Asian,1.2,2.8494138538367568e-05,0.0,2.437468647367401e-05,1.7962692823322567e-06,1.1615913911806503e-06,100.0
h00,1059344429161942577,East Asian,1.3,1.8911857117179002e-05,0.0,1.68723346285903e-05,7.648007419682328e-07,6.373608733102383e-07,100.00000000000003
h00,1061286463616756465,African,0.7,0.0006637231493822255,0.0,0.00013098176516213532,0.0005329915036228381,-1.2505970137390616e-07,100.00000000000001
h00,1061286463616756465,African,0.8,0.00036165646641755944,0.0,7.888678144103722e-05,0.0002828806103915016,-5.546270748968159e-08,100.00000000000001
h00,1061286463616756465,African,0.9,0.00021013013461518483,0.0,4.784006130080269e-05,0.00016250204389742015,-1.0598529151904643e-07,99.99999999999996
h00,1061286463616756465,African,1.0,0.00012730803799057612,0.0,2.9185953793461088e-05,9.836235804960844e-05,-1.201369262467099e-07,99.99999999999997
h00,1061286463616756465,African,1.1,7.933034514565513e-05,0.0,1.789819927034486e-05,6.164203350266588e-05,-1.049438136777955e-07,100.00000000000004
h00,1061286463616756465,African,1.2,5.0415621297493776e-05,0.0,1.102558990552059e-05,3.955064627283097e-05,-8.030744042890403e-08,99.99999999999994
h00,1061286463616756465,African,1.3,3.2501991182836375e-05,0.0,6.818580407020139e-06,2.5797434885652826e-05,-5.701205491829294e-08,100.00000000000001
h00,1061286463616756465,European,0.7,0.00024262615084029072,0.0,0.0,0.00024262615084029072,0.0,100.0
h00,1061286463616756465,European,0.8,8.225476245390851e-05,0.0,0.0,8.22547624539085e-05,0.0,99.99999999999997
h00,1061286463616756465,European,0.9,2.9701086134905065e-05,0.0,0.0,2.970108613490506e-05,0.0,99.99999999999999
h00,1061286463616756465,European,1.0,1.1354995550247934e-05,0.0,0.0,1.1354995550247936e-05,0.0,100.00000000000001
h00,1061286463616756465,European,1.1,4.561753780728054e-06,0.0,0.0,4.561753780728053e-06,0.0,99.99999999999999
h00,1061286463616756465,European,1.2,1.909545004528977e-06,0.0,0.0,1.909545004528977e-06,0.0,100.0
h00,1061286463616756465,European,1.3,8.259033686586849e-07,0.0,0.0,8.259033686586849e-07,0.0,100.0
h00,1061286463616756465,East Asian,0.7,0.0002641319012376805,0.0,3.563368142806734e-06,0.0002613587030831939,-3.9508499416011657e-07,99.99999999999999
h00,1061286463616756465,East Asian,0.8,9.804188530926995e-05,0.0,1.4294079222056577e-06,9.692229441225614e-05,-1.5490851259593175e-07,99.99999999999999
h00,1061286463616756465,East Asian,0.9,4.040814401561082e-05,0.0,5.751828684467397e-07,3.9954921456234405e-05,-6.09801545351659e-08,99.99999999999999
h00,1061286463616756465,East Asian,1.0,1.816707787051828e-05,0.0,2.3184787861215606e-07,1.7983532236136383e-05,-2.4151122115130467e-08,100.0
h00,1061286463616756465,East Asian,1.1,8.720593080657345e-06,0.0,9.354330687370481e-08,8.646323012730672e-06,-9.636619473519015e-09,99.99999999999991
h00,1061286463616756465,East Asian,1.2,4.3832877027540835e-06,0.0,3.776151934794854e-08,4.3532835668998465e-06,-3.878691746855197e-09,100.00000000000001
h00,1061286463616756465,East Asian,1.3,2.2728024511079e-06,0.0,1.5247933142412735e-08,2.2607077096583243e-06,-1.5765958464182896e-09,100.00000000000003
h00,1077681494354284445,African,0.7,0.0008764075003750045,0.0,5.758785856500465e-06,0.0008737899091767554,-1.5705973291256256e-06,100.00000000000001
h00,1077681494354284445,African,0.8,0.0005629306111436838,0.0,2.1424825562509255e-06,0.0005620819489849755,-6.46910198771186e-07,100.00000000000004
h00,1077681494354284445,African,0.9,0.00038916941513631045,0.0,7.990669211881258e-07,0.00038890111396056764,-2.6538287272268046e-07,99.99999999999999
h00,1077681494354284445,African,1.0,0.00028119840448609905,0.0,2.9861189480526786e-07,0.0002811212126425493,-1.1071002562773703e-07,100.00000000000001
h00,1077681494354284445,African,1.1,0.0002089831191504519,0.0,1.1177984520250257e-07,0.0002089663258467099,-4.749327073025032e-08,100.00000000000001
h00,1077681494354284445,African,1.2,0.00015830245322540212,0.0,4.190609327033771e-08,0.00015830266133393602,-2.1057100902046606e-08,100.0000000000001
h00,1077681494354284445,African,1.3,0.00012154412741344534,0.0,1.573257266111823e-08,0.0001215477056541759,-9.655406695833389e-09,100.00000000000001
h00,1077681494354284445,European,0.7,0.00019407355714639346,0.0,3.46912993978341e-06,0.0001919326313614201,-6.641020774050613e-07,99.99999999999999
h00,1077681494354284445,European,0.8,5.882101367417277e-05,0.0,1.2167080552659353e-06,5.7992400878108015e-05,-1.9404762960058895e-07,100.00000000000001
h00,1077681494354284445,European,0.9,1.8715981372581794e-05,0.0,4.2925340094884113e-07,1.840578661718099e-05,-5.9529322774018555e-08,100.0
h00,1077681494354284445,European,1.0,6.212686603980171e-06,0.0,1.521211503305022e-07,6.098667416952516e-06,-1.9050981651423384e-08,100.00000000000001
h00,1077681494354284445,European,1.1,2.1394057677252665e-06,0.0,5.4095257709895754e-08,2.0979328270836335e-06,-6.311158534131475e-09,100.0
h00,1077681494354284445,European,1.2,7.605593456665016e-07,0.0,1.9287798695783947e-08,7.455677787695532e-07,-2.148115899417672e-09,100.00000000000001
h00,1077681494354284445,European,1.3,2.7796483367426066e-07,0.0,6.891351430400765e-09,2.725663733158411e-07,-7.464455359905824e-10,100.0
h00,1077681494354284445,East Asian,0.7,0.0003377261812384798,0.0,5.141873901329997e-05,0.00029353478316355156,-3.6136704691858354e-06,100.00000000000001
h00,1077681494354284445,East Asian,0.8,0.00015407099843980872,0.0,3.0466046451073432e-05,0.0001265404399728765,-1.46774399207065e-06,99.99999999999997
h00,1077681494354284445,East Asian,0.9,7.748929383106744e-05,0.0,1.8055546396619223e-05,6.0651051549790064e-05,-6.086520576709227e-07,100.0
h00,1077681494354284445,East Asian,1.0,4.142343515873116e-05,0.0,1.0701331875804768e-05,3.12417704389583e-05,-2.598335780159536e-07,100.0
h00,1077681494354284445,East Asian,1.1,2.297588638349547e-05,0.0,6.342715953354712e-06,1.686266395048449e-05,-1.14746760171864e-07,100.0
h00,1077681494354284445,East Asian,1.2,1.3034599576802276e-05,0.0,3.759374760865774e-06,9.380294397334468e-06,-5.2534790698984154e-08,99.99999999999999
h00,1077681494354284445,East Asian,1.3,7.501022786077748e-06,0.0,2.2282126717135368e-06,5.322678367835336e-06,-2.4934126735562505e-08,100.0
h00,1125400568553395400,African,0.7,0.0006535465157900931,0.0,5.306301922012459e-05,0.0005940525016901203,3.2154974399240593e-06,99.99999999999999
h00,1125400568553395400,African,0.8,0.000391079425075607,0.0,3.116466780052491e-05,0.00035811108573216484,9.018357714586681e-07,100.00000000000003
h00,1125400568553395400,African,0.9,0.0002483627824138746,0.0,1.8387332240404522e-05,0.0002296076829945906,1.838835894397504e-07,100.0
h00,1125400568553395400,African,1.0,0.0001633313552581771,0.0,1.0876135451858006e-05,0.0001524839097235287,-1.4344958604802077e-08,100.0
h00,1125400568553395400,African,1.1,0.00010972778314680334,0.0,6.442357303720536e-06,0.00010339077763288977,-5.2675894903505025e-08,99.99999999999996
h00,1125400568553395400,African,1.2,7.473188283842282e-05,0.0,3.819094971454974e-06,7.100800049051569e-05,-4.7606311773923634e-08,100.0
h00,1125400568553395400,African,1.3,5.136843358475976e-05,0.0,2.265015861114886e-06,4.91727596585172e-05,-3.4670967436163886e-08,100.0
h00,1125400568553395400,European,0.7,0.00025848818938427266,0.0,8.010479878832635e-05,0.00015045501397610697,1.3964188309919665e-05,100.0
h00,1125400568553395400,European,0.8,0.00011070811897607306,0.0,4.97788948563917e-05,4.986668544275197e-05,5.531269338464694e-06,100.0
h00,1125400568553395400,European,0.9,5.3218399573171585e-05,0.0,3.108775278039084e-05,1.7742298824839717e-05,2.1941739839705264e-06,100.00000000000006
h00,1125400568553395400,European,1.0,2.791574042598335e-05,0.0,1.9470977469306462e-05,6.7049770709819105e-06,8.698929428474919e-07,100.00000000000003
h00,1125400568553395400,European,1.1,1.5568607619108844e-05,0.0,1.2215739350561391e-05,2.6648133421122575e-06,3.4402746321760133e-07,100.00000000000004
h00,1125400568553395400,European,1.2,9.046553453464845e-06,0.0,7.671544515229921e-06,1.1041124875090745e-06,1.3544822536292824e-07,100.00000000000007
h00,1125400568553395400,European,1.3,5.399879444464332e-06,0.0,4.8205877889144e-06,4.7337833217906065e-07,5.295666168543516e-08,99.99999999999999
h00,1125400568553395400,East Asian,0.7,0.00011862945963483665,0.0,5.019519482022353e-08,0.00011874984617681886,-8.529086840120994e-08,100.00000000000001
h00,1125400568553395400,East Asian,0.8,4.471315684775646e-05,0.0,1.015721690050117e-08,4.4742763160466116e-05,-1.988176480508136e-08,100.0
h00,1125400568553395400,East Asian,0.9,1.808862426838861e-05,0.0,2.0617507420611457e-09,1.809614334960815e-05,-4.790415980801877e-09,99.99999999999996
h00,1125400568553395400,East Asian,1.0,7.717892406609788e-06,0.0,4.1972600892915433e-10,7.71985275761552e-06,-1.1900385073322064e-09,99.99999999999996
h00,1125400568553395400,East Asian,1.1,3.432279506256629e-06,0.0,8.568034183685863e-11,3.4328017084785544e-06,-3.039412818803535e-10,100.00000000000004
h00,1125400568553395400,East Asian,1.2,1.5781201508941634e-06,0.0,1.7534715824493708e-11,1.578261780701028e-06,-7.95822613447397e-11,99.99999999999997
h00,1125400568553395400,East Asian,1.3,7.457337848044162e-07,0.0,3.596961694682092e-12,7.457727961313535e-07,-2.1304144315911373e-11,100.00000000000003
h00,1125644244035275340,African,0.7,0.0004829858370721266,0.0,0.0001306941437222196,0.00035703458840364113,-2.371447526867101e-06,100.0
h00,1125644244035275340,African,0.8,0.00024459855811918043,0.0,8.555129516363393e-05,0.00016174506877784963,-1.3489029111515731e-06,99.99999999999999
h00,1125644244035275340,African,0.9,0.00013250462238179397,0.0,5.6431575830367596e-05,7.760189389919787e-05,-7.644236738857408e-07,100.00000000000003
h00,1125644244035275340,African,1.0,7.523168718804505e-05,0.0,3.7413601303619434e-05,3.8681528204761015e-05,-4.317211601677067e-07,100.0
h00,1125644244035275340,African,1.1,4.419925662047947e-05,0.0,2.489010115583857e-05,1.9795660526785485e-05,-2.4325253107229287e-07,99.99999999999999
h00,1125644244035275340,African,1.2,2.6647124710150634e-05,0.0,1.6597212924496404e-05,1.032378070421367e-05,-1.3693445927972726e-07,99.99999999999993
h00,1125644244035275340,African,1.3,1.639084747434584e-05,0.0,1.1084941941474661e-05,5.4601624324932865e-06,-7.712844981105185e-08,100.00000000000001
h00,1125644244035275340,European,0.7,0.0006020486961044143,0.0,1.6216993240421055e-12,0.0006020482784432747,2.0801972002261575e-10,99.99999999999997
h00,1125644244035275340,European,0.8,0.000338348610632993,0.0,8.151687589143365e-14,0.0003383485832442015,1.3653637262660972e-11,99.99999999999997
h00,1125644244035275340,European,0.9,0.00020888783420204202,0.0,4.097554310213725e-15,0.0002088878343904688,-9.626215203380119e-14,100.00000000000001
h00,1125644244035275340,European,1.0,0.0001362768820760938,0.0,2.0596902348800007e-16,0.0001362768826503095,-2.872108154099034e-13,100.00000000000003
h00,1125644244035275340,European,1.1,9.180186801023892e-05,0.0,1.0353307223007221e-17,9.180186816992209e-05,-7.984674416647689e-14,100.00000000000003
h00,1125644244035275340,European,1.2,6.303746327436908e-05,0.0,5.204227734769999e-19,6.303746330895632e-05,-1.7293881050417662e-14,100.0
h00,1125644244035275340,European,1.3,4.3806966894094934e-05,0.0,2.615974367607174e-20,4.3806966900936216e-05,-3.420645834909939e-15,100.00000000000004
h00,1125644244035275340,East Asian,0.7,0.00034747484162731516,0.0,8.893916969453556e-05,0.0002668757875176605,-4.170057792440451e-06,100.0
h00,1125644244035275340,East Asian,0.8,0.0001724211357178316,0.0,5.7005443094885585e-05,0.00011917320120174287,-1.878754289398418e-06,100.00000000000001
h00,1125644244035275340,East Asian,0.9,9.330177210432307e-05,0.0,3.653997866036384e-05,5.847869056514472e-05,-8.584485605927451e-07,99.99999999999999
h00,1125644244035275340,East Asian,1.0,5.320977289227538e-05,0.0,2.342217693522181e-05,3.058729551850113e-05,-3.998497807237843e-07,99.99999999999999
h00,1125644244035275340,East Asian,1.1,3.129906024418154e-05,0.0,1.5013695354846452e-05,1.6666680973583962e-05,-1.9065804212444296e-07,99.99999999999997
h00,1125644244035275340,East Asian,1.2,1.875561299357102e-05,0.0,9.623831317338192e-06,9.318468764329971e-06,-9.334354404857053e-08,100.00000000000001
h00,1125644244035275340,East Asian,1.3,1.1370963138620225e-05,0.0,6.1689073370777265e-06,5.296040989512967e-06,-4.699259398523252e-08,100.00000000000003
h00,1133874929495765677,African,0.7,0.0005307387336583459,0.0,1.1798827611698985e-06,0.0005296743524962452,-5.775079953468515e-08,99.99999999999999
h00,1133874929495765677,African,0.8,0.00032621293990705213,0.0,4.073341054589703e-07,0.0003258883418925584,-4.136804548263977e-08,99.99999999999999
h00,1133874929495765677,African,0.9,0.00021763023624268973,0.0,1.4071628768737328e-07,0.00021753468307908336,-2.2581562040418615e-08,100.00000000000007
h00,1133874929495765677,African,1.0,0.00015245493679831492,0.0,4.862404949841536e-08,0.00015242872702299196,-1.120713708771697e-08,100.00000000000003
h00,1133874929495765677,African,1.1,0.00011001308887339025,0.0,1.680361675128961e-08,0.00011000697628048316,-5.345511922118895e-09,99.99999999999997
h00,1133874929495765677,African,1.2,8.085915667389515e-05,0.0,5.807267828235776e-09,8.085837400935673e-05,-2.5123016449155278e-09,99.99999999999999
h00,1133874929495765677,African,1.3,6.012405054871369e-05,0.0,2.007000535290171e-09,6.012440075361499e-05,-1.178602718289815e-09,100.00000000000001
h00,1133874929495765677,European,0.7,0.00030333589237821864,0.0,1.7882256399270691e-06,0.000302791333010283,-6.21833135995712e-07,100.0
h00,1133874929495765677,European,0.8,0.00011856126819636444,0.0,6.560046759523698e-07,0.00011834284423511405,-2.1879035735099652e-07,100.0
h00,1133874929495765677,European,0.9,4.872882072082376e-05,0.0,2.4065315095746266e-07,4.8644165051250306e-05,-7.799874069200971e-08,99.99999999999999
h00,1133874929495765677,European,1.0,2.0844995661499197e-05,0.0,8.828281441999999e-08,2.0813014333489025e-05,-2.8150743204915093e-08,100.0
h00,1133874929495765677,European,1.1,9.219804493494712e-06,0.0,3.2386259190488534e-08,9.207980347694103e-06,-1.0281056694941362e-08,99.99999999999997
h00,1133874929495765677,European,1.2,4.196430639529315e-06,0.0,1.1880792329111453e-08,4.192146255657099e-06,-3.798204228447684e-09,100.0
h00,1133874929495765677,European,1.3,1.9578809443690974e-06,0.0,4.358429466559952e-09,1.956360319089153e-06,-1.4189020933079672e-09,99.99999999999997
h00,1133874929495765677,East Asian,0.7,0.0005285327503945291,2.2782274789291037e-13,2.5667930570619355e-05,0.0004929264733027656,4.969173146660821e-06,100.00000000000003
h00,1133874929495765677,East Asian,0.8,0.00021977121928661608,8.651803957223154e-15,1.3777064545190011e-05,0.00020168778909831486,2.153182817229738e-06,100.00000000000003
h00,1133874929495765677,East Asian,0.9,9.551027702890184e-05,3.2856118366813945e-16,7.394733555169964e-06,8.624990701598567e-05,9.328182287088203e-07,99.99999999999999
h00,1133874929495765677,East Asian,1.0,4.301516169966779e-05,1.2477450014720001e-17,3.969066427220003e-06,3.823911480231796e-05,4.0349023505867283e-07,99.99999999999999
h00,1133874929495765677,East Asian,1.1,1.9966739580057723e-05,4.738440406493228e-19,2.1303659132749967e-06,1.74883237845554e-05,1.7402494111342872e-07,100.00000000000003
