pop,category,len>0_score!=0,len>0_score==0,len==0_score==0,hXX,simID
p2,A,500,0,0,h00,6533009675320697226
p2,B,443,57,0,h00,6533009675320697226
p2,C,46,70,384,h00,6533009675320697226
p2,Non-ROH,500,0,0,h00,6533009675320697226
p3,A,500,0,0,h00,6533009675320697226
p3,B,472,28,0,h00,6533009675320697226
p3,C,46,118,336,h00,6533009675320697226
p3,Non-ROH,500,0,0,h00,6533009675320697226
p1,A,500,0,0,h00,6545518064646104054
p1,B,269,213,18,h00,6545518064646104054
p1,C,61,77,362,h00,6545518064646104054
p1,Non-ROH,500,0,0,h00,6545518064646104054
p2,A,500,0,0,h00,6545518064646104054
p2,B,443,57,0,h00,6545518064646104054
p2,C,46,68,386,h00,6545518064646104054
p2,Non-ROH,500,0,0,h00,6545518064646104054
p3,A,500,0,0,h00,6545518064646104054
p3,B,472,28,0,h00,6545518064646104054
p3,C,51,121,328,h00,6545518064646104054
p3,Non-ROH,500,0,0,h00,6545518064646104054
p1,A,500,0,0,h00,6549234978829928161
p1,B,212,270,18,h00,6549234978829928161
p1,C,49,86,365,h00,6549234978829928161
p1,Non-ROH,500,0,0,h00,6549234978829928161
p2,A,500,0,0,h00,6549234978829928161
p2,B,408,92,0,h00,6549234978829928161
p2,C,27,116,357,h00,6549234978829928161
p2,Non-ROH,500,0,0,h00,6549234978829928161
p3,A,500,0,0,h00,6549234978829928161
p3,B,451,49,0,h00,6549234978829928161
p3,C,34,84,382,h00,6549234978829928161
p3,Non-ROH,500,0,0,h00,6549234978829928161
p1,A,500,0,0,h00,65804915343391885
p1,B,240,245,15,h00,65804915343391885
p1,C,53,73,374,h00,65804915343391885
p1,Non-ROH,500,0,0,h00,65804915343391885
p2,A,500,0,0,h00,65804915343391885
p2,B,410,90,0,h00,65804915343391885
p2,C,19,137,344,h00,65804915343391885
p2,Non-ROH,500,0,0,h00,65804915343391885
p3,A,500,0,0,h00,65804915343391885
p3,B,457,43,0,h00,65804915343391885
p3,C,30,97,373,h00,65804915343391885
p3,Non-ROH,500,0,0,h00,65804915343391885
p1,A,500,0,0,h00,6602777850808966930
p1,B,234,251,15,h00,6602777850808966930
p1,C,52,72,376,h00,6602777850808966930
p1,Non-ROH,500,0,0,h00,6602777850808966930
p2,A,500,0,0,h00,6602777850808966930
p2,B,409,91,0,h00,6602777850808966930
p2,C,41,129,330,h00,6602777850808966930
p2,Non-ROH,500,0,0,h00,6602777850808966930
p3,A,500,0,0,h00,6602777850808966930
p3,B,465,35,0,h00,6602777850808966930
p3,C,40,94,366,h00,6602777850808966930
p3,Non-ROH,500,0,0,h00,6602777850808966930
p1,A,500,0,0,h00,6614165815480497416
p1,B,261,220,19,h00,6614165815480497416
p1,C,88,37,375,h00,6614165815480497416
p1,Non-ROH,500,0,0,h00,6614165815480497416
p2,A,500,0,0,h00,6614165815480497416
p2,B,442,58,0,h00,6614165815480497416
p2,C,79,36,385,h00,6614165815480497416
p2,Non-ROH,500,0,0,h00,6614165815480497416
p3,A,500,0,0,h00,6614165815480497416
p3,B,477,23,0,h00,6614165815480497416
p3,C,135,65,300,h00,6614165815480497416
p3,Non-ROH,500,0,0,h00,6614165815480497416
p1,A,500,0,0,h00,6641123762054388865
p1,B,232,260,8,h00,6641123762054388865
p1,C,61,74,365,h00,6641123762054388865
p1,Non-ROH,500,0,0,h00,6641123762054388865
p2,A,500,0,0,h00,6641123762054388865
p2,B,402,98,0,h00,6641123762054388865
p2,C,44,101,355,h00,6641123762054388865
p2,Non-ROH,500,0,0,h00,6641123762054388865
p3,A,500,0,0,h00,6641123762054388865
p3,B,447,53,0,h00,6641123762054388865
p3,C,49,124,327,h00,6641123762054388865
p3,Non-ROH,500,0,0,h00,6641123762054388865
p1,A,500,0,0,h00,6644732085938357553
p1,B,284,208,8,h00,6644732085938357553
p1,C,56,82,362,h00,6644732085938357553
p1,Non-ROH,500,0,0,h00,6644732085938357553
p2,A,500,0,0,h00,6644732085938357553
p2,B,458,42,0,h00,6644732085938357553
p2,C,40,111,349,h00,6644732085938357553
p2,Non-ROH,500,0,0,h00,6644732085938357553
p3,A,500,0,0,h00,6644732085938357553
p3,B,474,26,0,h00,6644732085938357553
p3,C,57,118,325,h00,6644732085938357553
p3,Non-ROH,500,0,0,h00,6644732085938357553
p1,A,499,1,0,h00,6709291199667742986
p1,B,241,248,11,h00,6709291199667742986
p1,C,52,70,378,h00,6709291199667742986
p1,Non-ROH,500,0,0,h00,6709291199667742986
p2,A,500,0,0,h00,6709291199667742986
p2,B,390,110,0,h00,6709291199667742986
p2,C,32,141,327,h00,6709291199667742986
p2,Non-ROH,500,0,0,h00,6709291199667742986
p3,A,500,0,0,h00,6709291199667742986
p3,B,434,66,0,h00,6709291199667742986
p3,C,46,98,356,h00,6709291199667742986
p3,Non-ROH,500,0,0,h00,6709291199667742986
p1,A,499,1,0,h00,6709723214742769548
p1,B,266,224,10,h00,6709723214742769548
p1,C,92,71,337,h00,6709723214742769548
p1,Non-ROH,500,0,0,h00,6709723214742769548
p2,A,500,0,0,h00,6709723214742769548
p2,B,410,90,0,h00,6709723214742769548
p2,C,69,73,358,h00,6709723214742769548
p2,Non-ROH,500,0,0,h00,6709723214742769548
p3,A,500,0,0,h00,6709723214742769548
p3,B,477,23,0,h00,6709723214742769548
p3,C,53,104,343,h00,6709723214742769548
p3,Non-ROH,500,0,0,h00,6709723214742769548
p1,A,500,0,0,h00,6724469538051210294
p1,B,247,238,15,h00,6724469538051210294
p1,C,59,66,375,h00,6724469538051210294
p1,Non-ROH,500,0,0,h00,6724469538051210294
p2,A,500,0,0,h00,6724469538051210294
p2,B,412,88,0,h00,6724469538051210294
p2,C,30,93,377,h00,6724469538051210294
p2,Non-ROH,500,0,0,h00,6724469538051210294
p3,A,500,0,0,h00,6724469538051210294
p3,B,457,43,0,h00,6724469538051210294
p3,C,63,77,360,h00,6724469538051210294
p3,Non-ROH,500,0,0,h00,6724469538051210294
p1,A,500,0,0,h00,6733800802724055226
p1,B,206,276,18,h00,6733800802724055226
p1,C,51,83,366,h00,6733800802724055226
p1,Non-ROH,500,0,0,h00,6733800802724055226
p2,A,500,0,0,h00,6733800802724055226
p2,B,391,109,0,h00,6733800802724055226
p2,C,30,140,330,h00,6733800802724055226
p2,Non-ROH,500,0,0,h00,6733800802724055226
p3,A,500,0,0,h00,6733800802724055226
p3,B,428,72,0,h00,6733800802724055226
p3,C,38,78,384,h00,6733800802724055226
p3,Non-ROH,500,0,0,h00,6733800802724055226
p1,A,496,4,0,h00,6750357892348545913
p1,B,221,262,17,h00,6750357892348545913
p1,C,46,69,385,h00,6750357892348545913
p1,Non-ROH,500,0,0,h00,6750357892348545913
p2,A,499,1,0,h00,6750357892348545913
p2,B,383,117,0,h00,6750357892348545913
p2,C,44,100,356,h00,6750357892348545913
p2,Non-ROH,500,0,0,h00,6750357892348545913
p3,A,500,0,0,h00,6750357892348545913
p3,B,427,73,0,h00,6750357892348545913
p3,C,33,113,354,h00,6750357892348545913
p3,Non-ROH,500,0,0,h00,6750357892348545913
p1,A,499,1,0,h00,6754384401860353323
p1,B,236,251,13,h00,6754384401860353323
p1,C,59,58,383,h00,6754384401860353323
p1,Non-ROH,500,0,0,h00,6754384401860353323
p2,A,500,0,0,h00,6754384401860353323
p2,B,409,91,0,h00,6754384401860353323
p2,C,46,94,360,h00,6754384401860353323
p2,Non-ROH,500,0,0,h00,6754384401860353323
p3,A,500,0,0,h00,6754384401860353323
p3,B,453,47,0,h00,6754384401860353323
p3,C,27,129,344,h00,6754384401860353323
p3,Non-ROH,500,0,0,h00,6754384401860353323
p1,A,500,0,0,h00,6766964616649572140
p1,B,241,248,11,h00,6766964616649572140
p1,C,60,59,381,h00,6766964616649572140
p1,Non-ROH,500,0,0,h00,6766964616649572140
p2,A,500,0,0,h00,6766964616649572140
p2,B,406,94,0,h00,6766964616649572140
p2,C,47,119,334,h00,6766964616649572140
p2,Non-ROH,500,0,0,h00,6766964616649572140
p3,A,500,0,0,h00,6766964616649572140
p3,B,460,40,0,h00,6766964616649572140
p3,C,41,89,370,h00,6766964616649572140
p3,Non-ROH,500,0,0,h00,6766964616649572140
p1,A,496,4,0,h00,6834843990915817588
p1,B,240,242,18,h00,6834843990915817588
p1,C,69,52,379,h00,6834843990915817588
p1,Non-ROH,500,0,0,h00,6834843990915817588
p2,A,500,0,0,h00,6834843990915817588
p2,B,391,109,0,h00,6834843990915817588
p2,C,69,65,366,h00,6834843990915817588
p2,Non-ROH,500,0,0,h00,6834843990915817588
p3,A,500,0,0,h00,6834843990915817588
p3,B,463,37,0,h00,6834843990915817588
p3,C,79,69,352,h00,6834843990915817588
p3,Non-ROH,500,0,0,h00,6834843990915817588
p1,A,500,0,0,h00,6862383775158143891
p1,B,249,236,15,h00,6862383775158143891
p1,C,50,73,377,h00,6862383775158143891
p1,Non-ROH,500,0,0,h00,6862383775158143891
p2,A,500,0,0,h00,6862383775158143891
p2,B,418,82,0,h00,6862383775158143891
p2,C,38,80,382,h00,6862383775158143891
p2,Non-ROH,500,0,0,h00,6862383775158143891
p3,A,500,0,0,h00,6862383775158143891
p3,B,434,66,0,h00,6862383775158143891
p3,C,34,116,350,h00,6862383775158143891
p3,Non-ROH,500,0,0,h00,6862383775158143891
p1,A,499,1,0,h00,6891911174446481591
p1,B,256,229,15,h00,6891911174446481591
p1,C,60,58,382,h00,6891911174446481591
p1,Non-ROH,500,0,0,h00,6891911174446481591
p2,A,500,0,0,h00,6891911174446481591
p2,B,408,92,0,h00,6891911174446481591
p2,C,37,66,397,h00,6891911174446481591
p2,Non-ROH,500,0,0,h00,6891911174446481591
p3,A,500,0,0,h00,6891911174446481591
p3,B,454,46,0,h00,6891911174446481591
p3,C,45,79,376,h00,6891911174446481591
p3,Non-ROH,500,0,0,h00,6891911174446481591
p1,A,499,1,0,h00,6893047363033742713
p1,B,210,276,14,h00,6893047363033742713
p1,C,53,58,389,h00,6893047363033742713
p1,Non-ROH,500,0,0,h00,6893047363033742713
p2,A,500,0,0,h00,6893047363033742713
p2,B,397,103,0,h00,6893047363033742713
p2,C,45,84,371,h00,6893047363033742713
p2,Non-ROH,500,0,0,h00,6893047363033742713
p3,A,500,0,0,h00,6893047363033742713
p3,B,441,59,0,h00,6893047363033742713
p3,C,32,115,353,h00,6893047363033742713
p3,Non-ROH,500,0,0,h00,6893047363033742713
p1,A,500,0,0,h00,6921980969079321895
p1,B,280,207,13,h00,6921980969079321895
p1,C,56,73,371,h00,6921980969079321895
p1,Non-ROH,500,0,0,h00,6921980969079321895
p2,A,500,0,0,h00,6921980969079321895
p2,B,408,92,0,h00,6921980969079321895
p2,C,34,73,393,h00,6921980969079321895
p2,Non-ROH,500,0,0,h00,6921980969079321895
p3,A,500,0,0,h00,6921980969079321895
p3,B,467,33,0,h00,6921980969079321895
p3,C,42,98,360,h00,6921980969079321895
p3,Non-ROH,500,0,0,h00,6921980969079321895
p1,A,500,0,0,h00,692328224564536655
p1,B,204,286,10,h00,692328224564536655
p1,C,55,76,369,h00,692328224564536655
p1,Non-ROH,500,0,0,h00,692328224564536655
p2,A,500,0,0,h00,692328224564536655
p2,B,414,86,0,h00,692328224564536655
p2,C,30,77,393,h00,692328224564536655
p2,Non-ROH,500,0,0,h00,692328224564536655
p3,A,500,0,0,h00,692328224564536655
p3,B,456,44,0,h00,692328224564536655
p3,C,34,135,331,h00,692328224564536655
p3,Non-ROH,500,0,0,h00,692328224564536655
p1,A,500,0,0,h00,6971492208501631548
p1,B,243,243,14,h00,6971492208501631548
p1,C,58,66,376,h00,6971492208501631548
p1,Non-ROH,500,0,0,h00,6971492208501631548
p2,A,500,0,0,h00,6971492208501631548
p2,B,423,77,0,h00,6971492208501631548
p2,C,30,115,355,h00,6971492208501631548
p2,Non-ROH,500,0,0,h00,6971492208501631548
p3,A,500,0,0,h00,6971492208501631548
p3,B,462,38,0,h00,6971492208501631548
p3,C,34,84,382,h00,6971492208501631548
p3,Non-ROH,500,0,0,h00,6971492208501631548
p1,A,500,0,0,h00,6972189440130738959
p1,B,269,217,14,h00,6972189440130738959
p1,C,50,57,393,h00,6972189440130738959
p1,Non-ROH,500,0,0,h00,6972189440130738959
p2,A,500,0,0,h00,6972189440130738959
p2,B,411,89,0,h00,6972189440130738959
p2,C,42,121,337,h00,6972189440130738959
p2,Non-ROH,500,0,0,h00,6972189440130738959
p3,A,500,0,0,h00,6972189440130738959
p3,B,456,44,0,h00,6972189440130738959
p3,C,31,143,326,h00,6972189440130738959
p3,Non-ROH,500,0,0,h00,6972189440130738959
p1,A,500,0,0,h00,7012783120457334628
p1,B,235,249,16,h00,7012783120457334628
p1,C,61,67,372,h00,7012783120457334628
p1,Non-ROH,500,0,0,h00,7012783120457334628
p2,A,500,0,0,h00,7012783120457334628
p2,B,403,97,0,h00,7012783120457334628
p2,C,31,98,371,h00,7012783120457334628
p2,Non-ROH,500,0,0,h00,7012783120457334628
p3,A,500,0,0,h00,7012783120457334628
p3,B,462,38,0,h00,7012783120457334628
p3,C,38,112,350,h00,7012783120457334628
p3,Non-ROH,500,0,0,h00,7012783120457334628
p1,A,500,0,0,h00,7012939089339419601
p1,B,202,282,16,h00,7012939089339419601
p1,C,62,78,360,h00,7012939089339419601
p1,Non-ROH,500,0,0,h00,7012939089339419601
p2,A,500,0,0,h00,7012939089339419601
p2,B,426,74,0,h00,7012939089339419601
p2,C,44,127,329,h00,7012939089339419601
p2,Non-ROH,500,0,0,h00,7012939089339419601
p3,A,500,0,0,h00,7012939089339419601
p3,B,468,32,0,h00,7012939089339419601
p3,C,44,125,331,h00,7012939089339419601
p3,Non-ROH,500,0,0,h00,7012939089339419601
p1,A,500,0,0,h00,7028234984784962488
p1,B,201,285,14,h00,7028234984784962488
p1,C,60,83,357,h00,7028234984784962488
p1,Non-ROH,500,0,0,h00,7028234984784962488
p2,A,500,0,0,h00,7028234984784962488
p2,B,394,106,0,h00,7028234984784962488
p2,C,44,123,333,h00,7028234984784962488
p2,Non-ROH,500,0,0,h00,7028234984784962488
p3,A,500,0,0,h00,7028234984784962488
p3,B,449,51,0,h00,7028234984784962488
p3,C,19,85,396,h00,7028234984784962488
p3,Non-ROH,500,0,0,h00,7028234984784962488
p1,A,499,1,0,h00,7056730645515222111
p1,B,232,258,10,h00,7056730645515222111
p1,C,54,76,370,h00,7056730645515222111
p1,Non-ROH,500,0,0,h00,7056730645515222111
p2,A,500,0,0,h00,7056730645515222111
p2,B,418,82,0,h00,7056730645515222111
p2,C,38,84,378,h00,7056730645515222111
p2,Non-ROH,500,0,0,h00,7056730645515222111
p3,A,500,0,0,h00,7056730645515222111
p3,B,439,61,0,h00,7056730645515222111
p3,C,35,79,386,h00,7056730645515222111
p3,Non-ROH,500,0,0,h00,7056730645515222111
p1,A,500,0,0,h00,7070626102030733824
p1,B,263,225,12,h00,7070626102030733824
p1,C,72,62,366,h00,7070626102030733824
p1,Non-ROH,500,0,0,h00,7070626102030733824
p2,A,500,0,0,h00,7070626102030733824
p2,B,410,90,0,h00,7070626102030733824
p2,C,51,81,368,h00,7070626102030733824
p2,Non-ROH,500,0,0,h00,7070626102030733824
p3,A,500,0,0,h00,7070626102030733824
p3,B,462,38,0,h00,7070626102030733824
p3,C,41,83,376,h00,7070626102030733824
p3,Non-ROH,500,0,0,h00,7070626102030733824
p1,A,500,0,0,h00,7084127401146040401
p1,B,219,260,21,h00,7084127401146040401
p1,C,59,65,376,h00,7084127401146040401
p1,Non-ROH,500,0,0,h00,7084127401146040401
p2,A,500,0,0,h00,7084127401146040401
p2,B,405,95,0,h00,7084127401146040401
p2,C,80,85,335,h00,7084127401146040401
p2,Non-ROH,500,0,0,h00,7084127401146040401
p3,A,500,0,0,h00,7084127401146040401
p3,B,443,57,0,h00,7084127401146040401
p3,C,115,44,341,h00,7084127401146040401
p3,Non-ROH,500,0,0,h00,7084127401146040401
p1,A,500,0,0,h00,7086230366887684684
p1,B,240,247,13,h00,7086230366887684684
p1,C,49,81,370,h00,7086230366887684684
p1,Non-ROH,500,0,0,h00,7086230366887684684
p2,A,500,0,0,h00,7086230366887684684
p2,B,411,89,0,h00,7086230366887684684
p2,C,41,110,349,h00,7086230366887684684
p2,Non-ROH,500,0,0,h00,7086230366887684684
p3,A,500,0,0,h00,7086230366887684684
p3,B,473,27,0,h00,7086230366887684684
p3,C,48,94,358,h00,7086230366887684684
p3,Non-ROH,500,0,0,h00,7086230366887684684
p1,A,499,1,0,h00,7088973757696078623
p1,B,228,250,22,h00,7088973757696078623
p1,C,57,68,375,h00,7088973757696078623
p1,Non-ROH,500,0,0,h00,7088973757696078623
p2,A,500,0,0,h00,7088973757696078623
p2,B,412,88,0,h00,7088973757696078623
p2,C,38,119,343,h00,7088973757696078623
p2,Non-ROH,500,0,0,h00,7088973757696078623
p3,A,500,0,0,h00,7088973757696078623
p3,B,440,60,0,h00,7088973757696078623
p3,C,26,110,364,h00,7088973757696078623
p3,Non-ROH,500,0,0,h00,7088973757696078623
p1,A,497,3,0,h00,7091619324623027029
p1,B,181,308,11,h00,7091619324623027029
p1,C,62,73,365,h00,7091619324623027029
p1,Non-ROH,500,0,0,h00,7091619324623027029
p2,A,500,0,0,h00,7091619324623027029
p2,B,383,117,0,h00,7091619324623027029
p2,C,36,125,339,h00,7091619324623027029
p2,Non-ROH,500,0,0,h00,7091619324623027029
p3,A,500,0,0,h00,7091619324623027029
p3,B,436,64,0,h00,7091619324623027029
p3,C,34,95,371,h00,7091619324623027029
p3,Non-ROH,500,0,0,h00,7091619324623027029
p1,A,500,0,0,h00,7137250607531919798
p1,B,232,245,23,h00,7137250607531919798
p1,C,56,70,374,h00,7137250607531919798
p1,Non-ROH,500,0,0,h00,7137250607531919798
p2,A,499,1,0,h00,7137250607531919798
p2,B,402,97,1,h00,7137250607531919798
p2,C,45,95,360,h00,7137250607531919798
p2,Non-ROH,500,0,0,h00,7137250607531919798
p3,A,500,0,0,h00,7137250607531919798
p3,B,439,61,0,h00,7137250607531919798
p3,C,35,121,344,h00,7137250607531919798
p3,Non-ROH,500,0,0,h00,7137250607531919798
p1,A,499,1,0,h00,7157296070022791018
p1,B,217,264,19,h00,7157296070022791018
p1,C,64,78,358,h00,7157296070022791018
p1,Non-ROH,500,0,0,h00,7157296070022791018
p2,A,500,0,0,h00,7157296070022791018
p2,B,411,88,1,h00,7157296070022791018
p2,C,35,112,353,h00,7157296070022791018
p2,Non-ROH,500,0,0,h00,7157296070022791018
p3,A,500,0,0,h00,7157296070022791018
p3,B,454,46,0,h00,7157296070022791018
p3,C,34,115,351,h00,7157296070022791018
p3,Non-ROH,500,0,0,h00,7157296070022791018
p1,A,499,1,0,h00,7163536301884147900
p1,B,244,246,10,h00,7163536301884147900
p1,C,47,67,386,h00,7163536301884147900
p1,Non-ROH,500,0,0,h00,7163536301884147900
p2,A,500,0,0,h00,7163536301884147900
p2,B,419,81,0,h00,7163536301884147900
p2,C,49,78,373,h00,7163536301884147900
p2,Non-ROH,500,0,0,h00,7163536301884147900
p3,A,500,0,0,h00,7163536301884147900
p3,B,464,36,0,h00,7163536301884147900
p3,C,50,168,282,h00,7163536301884147900
p3,Non-ROH,500,0,0,h00,7163536301884147900
p1,A,499,1,0,h00,7187639259049034522
p1,B,254,236,10,h00,7187639259049034522
p1,C,57,72,371,h00,7187639259049034522
p1,Non-ROH,500,0,0,h00,7187639259049034522
p2,A,500,0,0,h00,7187639259049034522
p2,B,433,67,0,h00,7187639259049034522
p2,C,40,74,386,h00,7187639259049034522
p2,Non-ROH,500,0,0,h00,7187639259049034522
p3,A,500,0,0,h00,7187639259049034522
p3,B,458,42,0,h00,7187639259049034522
p3,C,46,57,397,h00,7187639259049034522
p3,Non-ROH,500,0,0,h00,7187639259049034522
p1,A,500,0,0,h00,7207347963926256778
p1,B,223,264,13,h00,7207347963926256778
p1,C,57,63,380,h00,7207347963926256778
p1,Non-ROH,500,0,0,h00,7207347963926256778
p2,A,500,0,0,h00,7207347963926256778
p2,B,411,89,0,h00,7207347963926256778
p2,C,32,139,329,h00,7207347963926256778
p2,Non-ROH,500,0,0,h00,7207347963926256778
p3,A,500,0,0,h00,7207347963926256778
p3,B,446,54,0,h00,7207347963926256778
p3,C,39,128,333,h00,7207347963926256778
p3,Non-ROH,500,0,0,h00,7207347963926256778
p1,A,499,1,0,h00,7253817427040050467
p1,B,195,295,10,h00,7253817427040050467
p1,C,58,61,381,h00,7253817427040050467
p1,Non-ROH,500,0,0,h00,7253817427040050467
p2,A,499,0,1,h00,7253817427040050467
p2,B,422,77,1,h00,7253817427040050467
p2,C,45,95,360,h00,7253817427040050467
p2,Non-ROH,499,0,0,h00,7253817427040050467
p3,A,500,0,0,h00,7253817427040050467
p3,B,444,56,0,h00,7253817427040050467
p3,C,48,112,340,h00,7253817427040050467
p3,Non-ROH,500,0,0,h00,7253817427040050467
p1,A,500,0,0,h00,7276188519562630070
p1,B,212,276,12,h00,7276188519562630070
p1,C,59,85,356,h00,7276188519562630070
p1,Non-ROH,500,0,0,h00,7276188519562630070
p2,A,500,0,0,h00,7276188519562630070
p2,B,369,131,0,h00,7276188519562630070
p2,C,45,105,350,h00,7276188519562630070
p2,Non-ROH,500,0,0,h00,7276188519562630070
p3,A,500,0,0,h00,7276188519562630070
p3,B,433,67,0,h00,7276188519562630070
p3,C,43,96,361,h00,7276188519562630070
p3,Non-ROH,500,0,0,h00,7276188519562630070
p1,A,499,1,0,h00,7282223881640676299
p1,B,194,292,14,h00,7282223881640676299
p1,C,62,79,359,h00,7282223881640676299
p1,Non-ROH,500,0,0,h00,7282223881640676299
p2,A,500,0,0,h00,7282223881640676299
p2,B,396,104,0,h00,7282223881640676299
p2,C,34,128,338,h00,7282223881640676299
p2,Non-ROH,500,0,0,h00,7282223881640676299
p3,A,500,0,0,h00,7282223881640676299
p3,B,437,63,0,h00,7282223881640676299
p3,C,54,92,354,h00,7282223881640676299
p3,Non-ROH,500,0,0,h00,7282223881640676299
p1,A,499,1,0,h00,7304884061984682152
p1,B,249,238,13,h00,7304884061984682152
p1,C,56,85,359,h00,7304884061984682152
p1,Non-ROH,500,0,0,h00,7304884061984682152
p2,A,500,0,0,h00,7304884061984682152
p2,B,416,84,0,h00,7304884061984682152
p2,C,46,124,330,h00,7304884061984682152
p2,Non-ROH,500,0,0,h00,7304884061984682152
p3,A,500,0,0,h00,7304884061984682152
p3,B,449,51,0,h00,7304884061984682152
p3,C,40,87,373,h00,7304884061984682152
p3,Non-ROH,500,0,0,h00,7304884061984682152
p1,A,500,0,0,h00,731778787169459261
p1,B,228,260,12,h00,731778787169459261
p1,C,51,89,360,h00,731778787169459261
p1,Non-ROH,500,0,0,h00,731778787169459261
p2,A,500,0,0,h00,731778787169459261
p2,B,448,52,0,h00,731778787169459261
p2,C,44,143,313,h00,731778787169459261
p2,Non-ROH,500,0,0,h00,731778787169459261
p3,A,500,0,0,h00,731778787169459261
p3,B,468,32,0,h00,731778787169459261
p3,C,42,101,357,h00,731778787169459261
p3,Non-ROH,500,0,0,h00,731778787169459261
p1,A,500,0,0,h00,7330341303108867477
p1,B,210,276,14,h00,7330341303108867477
p1,C,45,59,396,h00,7330341303108867477
p1,Non-ROH,500,0,0,h00,7330341303108867477
p2,A,500,0,0,h00,7330341303108867477
p2,B,369,131,0,h00,7330341303108867477
p2,C,55,109,336,h00,7330341303108867477
p2,Non-ROH,500,0,0,h00,7330341303108867477
p3,A,500,0,0,h00,7330341303108867477
p3,B,447,53,0,h00,7330341303108867477
p3,C,31,88,381,h00,7330341303108867477
p3,Non-ROH,500,0,0,h00,7330341303108867477
p1,A,498,2,0,h00,7331702996590870865
p1,B,232,257,11,h00,7331702996590870865
p1,C,56,71,373,h00,7331702996590870865
p1,Non-ROH,500,0,0,h00,7331702996590870865
p2,A,500,0,0,h00,7331702996590870865
p2,B,405,95,0,h00,7331702996590870865
p2,C,51,117,332,h00,7331702996590870865
p2,Non-ROH,500,0,0,h00,7331702996590870865
p3,A,500,0,0,h00,7331702996590870865
p3,B,424,76,0,h00,7331702996590870865
p3,C,46,146,308,h00,7331702996590870865
p3,Non-ROH,500,0,0,h00,7331702996590870865
p1,A,500,0,0,h00,7336963978818366824
p1,B,225,260,15,h00,7336963978818366824
p1,C,63,72,365,h00,7336963978818366824
p1,Non-ROH,500,0,0,h00,7336963978818366824
p2,A,500,0,0,h00,7336963978818366824
p2,B,404,96,0,h00,7336963978818366824
p2,C,38,75,387,h00,7336963978818366824
p2,Non-ROH,500,0,0,h00,7336963978818366824
p3,A,500,0,0,h00,7336963978818366824
p3,B,444,56,0,h00,7336963978818366824
p3,C,28,125,347,h00,7336963978818366824
p3,Non-ROH,500,0,0,h00,7336963978818366824
p1,A,500,0,0,h00,7337409826029250569
p1,B,225,260,15,h00,7337409826029250569
p1,C,69,64,367,h00,7337409826029250569
p1,Non-ROH,500,0,0,h00,7337409826029250569
p2,A,500,0,0,h00,7337409826029250569
p2,B,424,76,0,h00,7337409826029250569
p2,C,40,84,376,h00,7337409826029250569
p2,Non-ROH,500,0,0,h00,7337409826029250569
p3,A,500,0,0,h00,7337409826029250569
p3,B,448,52,0,h00,7337409826029250569
p3,C,42,62,396,h00,7337409826029250569
p3,Non-ROH,500,0,0,h00,7337409826029250569
p1,A,499,1,0,h00,7344156821422071061
p1,B,224,260,16,h00,7344156821422071061
p1,C,42,74,384,h00,7344156821422071061
p1,Non-ROH,500,0,0,h00,7344156821422071061
p2,A,500,0,0,h00,7344156821422071061
p2,B,423,77,0,h00,7344156821422071061
p2,C,30,82,388,h00,7344156821422071061
p2,Non-ROH,500,0,0,h00,7344156821422071061
p3,A,500,0,0,h00,7344156821422071061
p3,B,462,38,0,h00,7344156821422071061
p3,C,48,102,350,h00,7344156821422071061
p3,Non-ROH,500,0,0,h00,7344156821422071061
p1,A,500,0,0,h00,7351765613849292698
p1,B,237,248,15,h00,7351765613849292698
p1,C,53,81,366,h00,7351765613849292698
p1,Non-ROH,500,0,0,h00,7351765613849292698
p2,A,500,0,0,h00,7351765613849292698
p2,B,456,44,0,h00,7351765613849292698
p2,C,47,170,283,h00,7351765613849292698
p2,Non-ROH,500,0,0,h00,7351765613849292698
p3,A,500,0,0,h00,7351765613849292698
p3,B,472,28,0,h00,7351765613849292698
p3,C,62,111,327,h00,7351765613849292698
p3,Non-ROH,500,0,0,h00,7351765613849292698
p1,A,500,0,0,h00,7380331902355262973
p1,B,244,249,7,h00,7380331902355262973
p1,C,56,74,370,h00,7380331902355262973
p1,Non-ROH,500,0,0,h00,7380331902355262973
p2,A,500,0,0,h00,7380331902355262973
p2,B,415,85,0,h00,7380331902355262973
p2,C,45,103,352,h00,7380331902355262973
p2,Non-ROH,500,0,0,h00,7380331902355262973
p3,A,500,0,0,h00,7380331902355262973
p3,B,448,52,0,h00,7380331902355262973
p3,C,43,116,341,h00,7380331902355262973
p3,Non-ROH,500,0,0,h00,7380331902355262973
p1,A,499,1,0,h00,7381613772574883665
p1,B,231,256,13,h00,7381613772574883665
p1,C,92,31,377,h00,7381613772574883665
p1,Non-ROH,500,0,0,h00,7381613772574883665
p2,A,500,0,0,h00,7381613772574883665
p2,B,409,91,0,h00,7381613772574883665
p2,C,72,37,391,h00,7381613772574883665
p2,Non-ROH,500,0,0,h00,7381613772574883665
p3,A,500,0,0,h00,7381613772574883665
p3,B,435,65,0,h00,7381613772574883665
p3,C,113,31,356,h00,7381613772574883665
p3,Non-ROH,500,0,0,h00,7381613772574883665
p1,A,500,0,0,h00,7385212419273013375
p1,B,252,234,14,h00,7385212419273013375
p1,C,50,59,391,h00,7385212419273013375
p1,Non-ROH,500,0,0,h00,7385212419273013375
p2,A,500,0,0,h00,7385212419273013375
p2,B,415,85,0,h00,7385212419273013375
