pop,category,len>0_score!=0,len>0_score==0,len==0_score==0,hXX,simID
p2,C,12,157,331,h10,3916530029150230865
p2,Non-ROH,500,0,0,h10,3916530029150230865
p3,A,498,2,0,h10,3916530029150230865
p3,B,297,202,1,h10,3916530029150230865
p3,C,15,117,368,h10,3916530029150230865
p3,Non-ROH,500,0,0,h10,3916530029150230865
p1,A,472,28,0,h10,3938124145422105887
p1,B,95,386,19,h10,3938124145422105887
p1,C,39,108,353,h10,3938124145422105887
p1,Non-ROH,500,0,0,h10,3938124145422105887
p2,A,492,8,0,h10,3938124145422105887
p2,B,217,283,0,h10,3938124145422105887
p2,C,34,148,318,h10,3938124145422105887
p2,Non-ROH,500,0,0,h10,3938124145422105887
p3,A,497,3,0,h10,3938124145422105887
p3,B,295,205,0,h10,3938124145422105887
p3,C,14,104,382,h10,3938124145422105887
p3,Non-ROH,500,0,0,h10,3938124145422105887
p1,A,452,48,0,h10,3948790931757877940
p1,B,104,389,7,h10,3948790931757877940
p1,C,29,95,376,h10,3948790931757877940
p1,Non-ROH,500,0,0,h10,3948790931757877940
p2,A,492,8,0,h10,3948790931757877940
p2,B,256,244,0,h10,3948790931757877940
p2,C,10,153,337,h10,3948790931757877940
p2,Non-ROH,500,0,0,h10,3948790931757877940
p3,A,499,1,0,h10,3948790931757877940
p3,B,325,175,0,h10,3948790931757877940
p3,C,23,123,354,h10,3948790931757877940
p3,Non-ROH,500,0,0,h10,3948790931757877940
p1,A,464,36,0,h10,3954792011518871870
p1,B,82,400,18,h10,3954792011518871870
p1,C,21,99,380,h10,3954792011518871870
p1,Non-ROH,500,0,0,h10,3954792011518871870
p2,A,495,5,0,h10,3954792011518871870
p2,B,195,305,0,h10,3954792011518871870
p2,C,20,143,337,h10,3954792011518871870
p2,Non-ROH,500,0,0,h10,3954792011518871870
p3,A,497,3,0,h10,3954792011518871870
p3,B,252,248,0,h10,3954792011518871870
p3,C,14,154,332,h10,3954792011518871870
p3,Non-ROH,500,0,0,h10,3954792011518871870
p1,A,460,40,0,h10,3971930751344835335
p1,B,97,388,15,h10,3971930751344835335
p1,C,28,110,362,h10,3971930751344835335
p1,Non-ROH,500,0,0,h10,3971930751344835335
p2,A,495,5,0,h10,3971930751344835335
p2,B,224,276,0,h10,3971930751344835335
p2,C,13,113,374,h10,3971930751344835335
p2,Non-ROH,500,0,0,h10,3971930751344835335
p3,A,497,3,0,h10,3971930751344835335
p3,B,251,249,0,h10,3971930751344835335
p3,C,26,92,382,h10,3971930751344835335
p3,Non-ROH,500,0,0,h10,3971930751344835335
p1,A,450,50,0,h10,404187056829021925
p1,B,100,388,12,h10,404187056829021925
p1,C,28,91,381,h10,404187056829021925
p1,Non-ROH,500,0,0,h10,404187056829021925
p2,A,494,6,0,h10,404187056829021925
p2,B,221,279,0,h10,404187056829021925
p2,C,9,117,374,h10,404187056829021925
p2,Non-ROH,500,0,0,h10,404187056829021925
p3,A,489,11,0,h10,404187056829021925
p3,B,241,259,0,h10,404187056829021925
p3,C,11,113,376,h10,404187056829021925
p3,Non-ROH,500,0,0,h10,404187056829021925
p1,A,444,56,0,h10,4046471832101842570
p1,B,110,374,16,h10,4046471832101842570
p1,C,24,111,365,h10,4046471832101842570
p1,Non-ROH,500,0,0,h10,4046471832101842570
p2,A,497,3,0,h10,4046471832101842570
p2,B,211,289,0,h10,4046471832101842570
p2,C,24,134,342,h10,4046471832101842570
p2,Non-ROH,500,0,0,h10,4046471832101842570
p3,A,497,3,0,h10,4046471832101842570
p3,B,273,227,0,h10,4046471832101842570
p3,C,13,123,364,h10,4046471832101842570
p3,Non-ROH,500,0,0,h10,4046471832101842570
p1,A,403,97,0,h10,4058745851736216057
p1,B,62,424,14,h10,4058745851736216057
p1,C,16,112,372,h10,4058745851736216057
p1,Non-ROH,500,0,0,h10,4058745851736216057
p2,A,469,31,0,h10,4058745851736216057
p2,B,137,363,0,h10,4058745851736216057
p2,C,10,120,370,h10,4058745851736216057
p2,Non-ROH,500,0,0,h10,4058745851736216057
p3,A,490,10,0,h10,4058745851736216057
p3,B,214,286,0,h10,4058745851736216057
p3,C,13,165,322,h10,4058745851736216057
p3,Non-ROH,500,0,0,h10,4058745851736216057
p1,A,335,165,0,h10,4090144998140291029
p1,B,43,428,29,h10,4090144998140291029
p1,C,15,110,375,h10,4090144998140291029
p1,Non-ROH,500,0,0,h10,4090144998140291029
p2,A,460,40,0,h10,4090144998140291029
p2,B,125,375,0,h10,4090144998140291029
p2,C,6,148,346,h10,4090144998140291029
p2,Non-ROH,500,0,0,h10,4090144998140291029
p3,A,444,56,0,h10,4090144998140291029
p3,B,152,348,0,h10,4090144998140291029
p3,C,4,135,361,h10,4090144998140291029
p3,Non-ROH,500,0,0,h10,4090144998140291029
p1,A,442,58,0,h10,413304926230838406
p1,B,96,385,19,h10,413304926230838406
p1,C,48,88,364,h10,413304926230838406
p1,Non-ROH,500,0,0,h10,413304926230838406
p2,A,493,7,0,h10,413304926230838406
p2,B,222,278,0,h10,413304926230838406
p2,C,30,97,373,h10,413304926230838406
p2,Non-ROH,500,0,0,h10,413304926230838406
p3,A,499,1,0,h10,413304926230838406
p3,B,267,233,0,h10,413304926230838406
p3,C,16,134,350,h10,413304926230838406
p3,Non-ROH,500,0,0,h10,413304926230838406
p1,A,450,50,0,h10,4157312116037548159
p1,B,91,389,20,h10,4157312116037548159
p1,C,28,108,364,h10,4157312116037548159
p1,Non-ROH,500,0,0,h10,4157312116037548159
p2,A,495,5,0,h10,4157312116037548159
p2,B,195,305,0,h10,4157312116037548159
p2,C,13,85,402,h10,4157312116037548159
p2,Non-ROH,500,0,0,h10,4157312116037548159
p3,A,498,2,0,h10,4157312116037548159
p3,B,221,279,0,h10,4157312116037548159
p3,C,15,111,374,h10,4157312116037548159
p3,Non-ROH,500,0,0,h10,4157312116037548159
p1,A,432,68,0,h10,4177140041642262334
p1,B,82,405,13,h10,4177140041642262334
p1,C,22,112,366,h10,4177140041642262334
p1,Non-ROH,500,0,0,h10,4177140041642262334
p2,A,492,8,0,h10,4177140041642262334
p2,B,204,296,0,h10,4177140041642262334
p2,C,19,105,376,h10,4177140041642262334
p2,Non-ROH,500,0,0,h10,4177140041642262334
p3,A,499,1,0,h10,4177140041642262334
p3,B,292,208,0,h10,4177140041642262334
p3,C,16,118,366,h10,4177140041642262334
p3,Non-ROH,500,0,0,h10,4177140041642262334
p1,A,403,97,0,h10,4188532059663769285
p1,B,68,419,13,h10,4188532059663769285
p1,C,17,136,347,h10,4188532059663769285
p1,Non-ROH,500,0,0,h10,4188532059663769285
p2,A,480,20,0,h10,4188532059663769285
p2,B,134,366,0,h10,4188532059663769285
p2,C,12,94,394,h10,4188532059663769285
p2,Non-ROH,500,0,0,h10,4188532059663769285
p3,A,482,18,0,h10,4188532059663769285
p3,B,184,316,0,h10,4188532059663769285
p3,C,11,103,386,h10,4188532059663769285
p3,Non-ROH,500,0,0,h10,4188532059663769285
p1,A,460,40,0,h10,4194406875143932514
p1,B,82,404,14,h10,4194406875143932514
p1,C,25,113,362,h10,4194406875143932514
p1,Non-ROH,500,0,0,h10,4194406875143932514
p2,A,499,1,0,h10,4194406875143932514
p2,B,205,295,0,h10,4194406875143932514
p2,C,19,96,385,h10,4194406875143932514
p2,Non-ROH,500,0,0,h10,4194406875143932514
p3,A,499,1,0,h10,4194406875143932514
p3,B,263,237,0,h10,4194406875143932514
p3,C,10,87,403,h10,4194406875143932514
p3,Non-ROH,500,0,0,h10,4194406875143932514
p1,A,448,52,0,h10,4195727619608596429
p1,B,104,382,14,h10,4195727619608596429
p1,C,30,94,376,h10,4195727619608596429
p1,Non-ROH,500,0,0,h10,4195727619608596429
p2,A,491,9,0,h10,4195727619608596429
p2,B,216,284,0,h10,4195727619608596429
p2,C,16,152,332,h10,4195727619608596429
p2,Non-ROH,500,0,0,h10,4195727619608596429
p3,A,491,9,0,h10,4195727619608596429
p3,B,261,239,0,h10,4195727619608596429
p3,C,9,122,369,h10,4195727619608596429
p3,Non-ROH,500,0,0,h10,4195727619608596429
p1,A,431,69,0,h10,42166289132561572
p1,B,60,422,18,h10,42166289132561572
p1,C,22,92,386,h10,42166289132561572
p1,Non-ROH,500,0,0,h10,42166289132561572
p2,A,496,4,0,h10,42166289132561572
p2,B,169,331,0,h10,42166289132561572
p2,C,13,141,346,h10,42166289132561572
p2,Non-ROH,500,0,0,h10,42166289132561572
p3,A,499,1,0,h10,42166289132561572
p3,B,230,270,0,h10,42166289132561572
p3,C,6,130,364,h10,42166289132561572
p3,Non-ROH,500,0,0,h10,42166289132561572
p1,A,468,32,0,h10,4244901996051818562
p1,B,113,376,11,h10,4244901996051818562
p1,C,29,98,373,h10,4244901996051818562
p1,Non-ROH,500,0,0,h10,4244901996051818562
p2,A,499,1,0,h10,4244901996051818562
p2,B,223,277,0,h10,4244901996051818562
p2,C,29,86,385,h10,4244901996051818562
p2,Non-ROH,500,0,0,h10,4244901996051818562
p3,A,500,0,0,h10,4244901996051818562
p3,B,330,170,0,h10,4244901996051818562
p3,C,24,121,355,h10,4244901996051818562
p3,Non-ROH,500,0,0,h10,4244901996051818562
p1,A,462,38,0,h10,4278457999579394267
p1,B,122,364,14,h10,4278457999579394267
p1,C,25,111,364,h10,4278457999579394267
p1,Non-ROH,500,0,0,h10,4278457999579394267
p2,A,497,3,0,h10,4278457999579394267
p2,B,277,223,0,h10,4278457999579394267
p2,C,15,159,326,h10,4278457999579394267
p2,Non-ROH,500,0,0,h10,4278457999579394267
p3,A,498,2,0,h10,4278457999579394267
p3,B,323,177,0,h10,4278457999579394267
p3,C,15,200,285,h10,4278457999579394267
p3,Non-ROH,500,0,0,h10,4278457999579394267
p1,A,398,102,0,h10,433204020074094804
p1,B,75,414,11,h10,433204020074094804
p1,C,28,94,378,h10,433204020074094804
p1,Non-ROH,500,0,0,h10,433204020074094804
p2,A,471,29,0,h10,433204020074094804
p2,B,184,316,0,h10,433204020074094804
p2,C,13,101,386,h10,433204020074094804
p2,Non-ROH,500,0,0,h10,433204020074094804
p3,A,476,24,0,h10,433204020074094804
p3,B,213,287,0,h10,433204020074094804
p3,C,10,170,320,h10,433204020074094804
p3,Non-ROH,500,0,0,h10,433204020074094804
p1,A,427,73,0,h10,4345349737809629597
p1,B,84,399,17,h10,4345349737809629597
p1,C,25,111,364,h10,4345349737809629597
p1,Non-ROH,500,0,0,h10,4345349737809629597
p2,A,494,6,0,h10,4345349737809629597
p2,B,186,314,0,h10,4345349737809629597
p2,C,35,138,327,h10,4345349737809629597
p2,Non-ROH,500,0,0,h10,4345349737809629597
p3,A,500,0,0,h10,4345349737809629597
p3,B,253,247,0,h10,4345349737809629597
p3,C,18,203,279,h10,4345349737809629597
p3,Non-ROH,500,0,0,h10,4345349737809629597
p1,A,458,42,0,h10,4361793046382718442
p1,B,131,358,11,h10,4361793046382718442
p1,C,42,109,349,h10,4361793046382718442
p1,Non-ROH,500,0,0,h10,4361793046382718442
p2,A,497,3,0,h10,4361793046382718442
p2,B,316,184,0,h10,4361793046382718442
p2,C,25,153,322,h10,4361793046382718442
p2,Non-ROH,500,0,0,h10,4361793046382718442
p3,A,497,3,0,h10,4361793046382718442
p3,B,296,204,0,h10,4361793046382718442
p3,C,12,181,307,h10,4361793046382718442
p3,Non-ROH,500,0,0,h10,4361793046382718442
p1,A,463,37,0,h10,4365375339386103969
p1,B,110,376,14,h10,4365375339386103969
p1,C,42,93,365,h10,4365375339386103969
p1,Non-ROH,500,0,0,h10,4365375339386103969
p2,A,495,5,0,h10,4365375339386103969
p2,B,307,193,0,h10,4365375339386103969
p2,C,19,96,385,h10,4365375339386103969
p2,Non-ROH,500,0,0,h10,4365375339386103969
p3,A,495,5,0,h10,4365375339386103969
p3,B,295,205,0,h10,4365375339386103969
p3,C,14,120,366,h10,4365375339386103969
p3,Non-ROH,500,0,0,h10,4365375339386103969
p1,A,412,88,0,h10,4399065134072947773
p1,B,67,419,14,h10,4399065134072947773
p1,C,21,106,373,h10,4399065134072947773
p1,Non-ROH,500,0,0,h10,4399065134072947773
p2,A,497,3,0,h10,4399065134072947773
p2,B,242,258,0,h10,4399065134072947773
p2,C,19,124,357,h10,4399065134072947773
p2,Non-ROH,500,0,0,h10,4399065134072947773
p3,A,499,1,0,h10,4399065134072947773
p3,B,305,195,0,h10,4399065134072947773
p3,C,11,146,343,h10,4399065134072947773
p3,Non-ROH,500,0,0,h10,4399065134072947773
p1,A,427,73,0,h10,4423263171116527435
p1,B,69,409,22,h10,4423263171116527435
p1,C,25,105,370,h10,4423263171116527435
p1,Non-ROH,500,0,0,h10,4423263171116527435
p2,A,490,10,0,h10,4423263171116527435
p2,B,162,338,0,h10,4423263171116527435
p2,C,8,108,384,h10,4423263171116527435
p2,Non-ROH,500,0,0,h10,4423263171116527435
p3,A,494,6,0,h10,4423263171116527435
p3,B,225,275,0,h10,4423263171116527435
p3,C,22,107,371,h10,4423263171116527435
p3,Non-ROH,500,0,0,h10,4423263171116527435
p1,A,381,119,0,h10,4438783225372010719
p1,B,69,415,16,h10,4438783225372010719
p1,C,31,95,374,h10,4438783225372010719
p1,Non-ROH,500,0,0,h10,4438783225372010719
p2,A,476,24,0,h10,4438783225372010719
p2,B,155,345,0,h10,4438783225372010719
p2,C,12,137,351,h10,4438783225372010719
p2,Non-ROH,500,0,0,h10,4438783225372010719
p3,A,488,12,0,h10,4438783225372010719
p3,B,221,279,0,h10,4438783225372010719
p3,C,9,115,376,h10,4438783225372010719
p3,Non-ROH,500,0,0,h10,4438783225372010719
p1,A,388,112,0,h10,4443744613238794199
p1,B,99,386,15,h10,4443744613238794199
p1,C,18,96,386,h10,4443744613238794199
p1,Non-ROH,500,0,0,h10,4443744613238794199
p2,A,474,26,0,h10,4443744613238794199
p2,B,191,309,0,h10,4443744613238794199
p2,C,18,120,362,h10,4443744613238794199
p2,Non-ROH,500,0,0,h10,4443744613238794199
p3,A,475,25,0,h10,4443744613238794199
p3,B,274,226,0,h10,4443744613238794199
p3,C,11,134,355,h10,4443744613238794199
p3,Non-ROH,500,0,0,h10,4443744613238794199
p1,A,453,47,0,h10,4473068787800223782
p1,B,98,387,15,h10,4473068787800223782
p1,C,29,91,380,h10,4473068787800223782
p1,Non-ROH,500,0,0,h10,4473068787800223782
p2,A,482,18,0,h10,4473068787800223782
p2,B,215,285,0,h10,4473068787800223782
p2,C,11,167,322,h10,4473068787800223782
p2,Non-ROH,500,0,0,h10,4473068787800223782
p3,A,490,10,0,h10,4473068787800223782
p3,B,272,228,0,h10,4473068787800223782
p3,C,14,127,359,h10,4473068787800223782
p3,Non-ROH,500,0,0,h10,4473068787800223782
p1,A,417,83,0,h10,4476948680415221754
p1,B,72,420,8,h10,4476948680415221754
p1,C,20,111,369,h10,4476948680415221754
p1,Non-ROH,500,0,0,h10,4476948680415221754
p2,A,465,35,0,h10,4476948680415221754
p2,B,166,334,0,h10,4476948680415221754
p2,C,16,182,302,h10,4476948680415221754
p2,Non-ROH,500,0,0,h10,4476948680415221754
p3,A,454,46,0,h10,4476948680415221754
p3,B,257,243,0,h10,4476948680415221754
p3,C,10,133,357,h10,4476948680415221754
p3,Non-ROH,500,0,0,h10,4476948680415221754
p1,A,471,29,0,h10,448319367688946302
p1,B,141,345,14,h10,448319367688946302
p1,C,44,83,373,h10,448319367688946302
p1,Non-ROH,500,0,0,h10,448319367688946302
p2,A,497,3,0,h10,448319367688946302
p2,B,296,204,0,h10,448319367688946302
p2,C,41,132,327,h10,448319367688946302
p2,Non-ROH,500,0,0,h10,448319367688946302
p3,A,498,2,0,h10,448319367688946302
p3,B,369,131,0,h10,448319367688946302
p3,C,25,172,303,h10,448319367688946302
p3,Non-ROH,500,0,0,h10,448319367688946302
p1,A,434,66,0,h10,4494227658266820746
p1,B,106,372,22,h10,4494227658266820746
p1,C,33,96,371,h10,4494227658266820746
p1,Non-ROH,500,0,0,h10,4494227658266820746
p2,A,482,18,0,h10,4494227658266820746
p2,B,247,253,0,h10,4494227658266820746
p2,C,27,98,375,h10,4494227658266820746
p2,Non-ROH,500,0,0,h10,4494227658266820746
p3,A,494,6,0,h10,4494227658266820746
p3,B,287,213,0,h10,4494227658266820746
p3,C,18,142,340,h10,4494227658266820746
p3,Non-ROH,500,0,0,h10,4494227658266820746
p1,A,389,111,0,h10,4498646663778846355
p1,B,76,405,19,h10,4498646663778846355
p1,C,11,110,379,h10,4498646663778846355
p1,Non-ROH,500,0,0,h10,4498646663778846355
p2,A,479,21,0,h10,4498646663778846355
p2,B,184,316,0,h10,4498646663778846355
p2,C,13,143,344,h10,4498646663778846355
p2,Non-ROH,500,0,0,h10,4498646663778846355
p3,A,475,25,0,h10,4498646663778846355
p3,B,264,236,0,h10,4498646663778846355
p3,C,15,125,360,h10,4498646663778846355
p3,Non-ROH,500,0,0,h10,4498646663778846355
p1,A,454,46,0,h10,450063676179171794
p1,B,109,379,12,h10,450063676179171794
p1,C,26,104,370,h10,450063676179171794
p1,Non-ROH,500,0,0,h10,450063676179171794
p2,A,485,15,0,h10,450063676179171794
p2,B,230,270,0,h10,450063676179171794
p2,C,15,81,404,h10,450063676179171794
p2,Non-ROH,500,0,0,h10,450063676179171794
p3,A,490,10,0,h10,450063676179171794
p3,B,242,258,0,h10,450063676179171794
p3,C,22,178,300,h10,450063676179171794
p3,Non-ROH,500,0,0,h10,450063676179171794
p1,A,416,84,0,h10,4514687463963706410
p1,B,87,396,17,h10,4514687463963706410
p1,C,18,104,378,h10,4514687463963706410
p1,Non-ROH,500,0,0,h10,4514687463963706410
p2,A,491,9,0,h10,4514687463963706410
p2,B,226,274,0,h10,4514687463963706410
p2,C,20,94,386,h10,4514687463963706410
p2,Non-ROH,500,0,0,h10,4514687463963706410
p3,A,495,5,0,h10,4514687463963706410
p3,B,289,211,0,h10,4514687463963706410
p3,C,14,107,379,h10,4514687463963706410
p3,Non-ROH,500,0,0,h10,4514687463963706410
p1,A,425,75,0,h10,4553298222200008364
p1,B,76,411,13,h10,4553298222200008364
p1,C,33,92,375,h10,4553298222200008364
p1,Non-ROH,500,0,0,h10,4553298222200008364
p2,A,497,3,0,h10,4553298222200008364
p2,B,225,275,0,h10,4553298222200008364
p2,C,26,90,384,h10,4553298222200008364
p2,Non-ROH,500,0,0,h10,4553298222200008364
p3,A,492,8,0,h10,4553298222200008364
p3,B,219,281,0,h10,4553298222200008364
p3,C,18,125,357,h10,4553298222200008364
p3,Non-ROH,500,0,0,h10,4553298222200008364
p1,A,414,86,0,h10,4574202581484452387
p1,B,60,429,11,h10,4574202581484452387
p1,C,12,114,374,h10,4574202581484452387
p1,Non-ROH,500,0,0,h10,4574202581484452387
p2,A,463,37,0,h10,4574202581484452387
p2,B,136,364,0,h10,4574202581484452387
p2,C,10,119,371,h10,4574202581484452387
p2,Non-ROH,500,0,0,h10,4574202581484452387
p3,A,488,12,0,h10,4574202581484452387
p3,B,242,258,0,h10,4574202581484452387
p3,C,16,148,336,h10,4574202581484452387
p3,Non-ROH,500,0,0,h10,4574202581484452387
p1,A,475,25,0,h10,4594924353409803531
p1,B,113,368,19,h10,4594924353409803531
p1,C,28,94,378,h10,4594924353409803531
p1,Non-ROH,500,0,0,h10,4594924353409803531
p2,A,498,2,0,h10,4594924353409803531
p2,B,198,302,0,h10,4594924353409803531
p2,C,18,142,340,h10,4594924353409803531
p2,Non-ROH,500,0,0,h10,4594924353409803531
p3,A,498,2,0,h10,4594924353409803531
p3,B,305,195,0,h10,4594924353409803531
p3,C,14,164,322,h10,4594924353409803531
p3,Non-ROH,500,0,0,h10,4594924353409803531
p1,A,474,26,0,h10,4615420545380417451
p1,B,124,354,22,h10,4615420545380417451
p1,C,42,96,362,h10,4615420545380417451
p1,Non-ROH,500,0,0,h10,4615420545380417451
p2,A,500,0,0,h10,4615420545380417451
p2,B,236,264,0,h10,4615420545380417451
p2,C,24,87,389,h10,4615420545380417451
p2,Non-ROH,500,0,0,h10,4615420545380417451
p3,A,499,1,0,h10,4615420545380417451
p3,B,340,160,0,h10,4615420545380417451
p3,C,18,140,342,h10,4615420545380417451
p3,Non-ROH,500,0,0,h10,4615420545380417451
p1,A,455,45,0,h10,4619991974135121451
p1,B,90,402,8,h10,4619991974135121451
p1,C,27,109,364,h10,4619991974135121451
p1,Non-ROH,500,0,0,h10,4619991974135121451
p2,A,494,6,0,h10,4619991974135121451
p2,B,195,305,0,h10,4619991974135121451
p2,C,15,108,377,h10,4619991974135121451
p2,Non-ROH,500,0,0,h10,4619991974135121451
p3,A,489,11,0,h10,4619991974135121451
p3,B,205,295,0,h10,4619991974135121451
p3,C,13,126,361,h10,4619991974135121451
p3,Non-ROH,500,0,0,h10,4619991974135121451
p1,A,360,140,0,h10,4620390927830805090
p1,B,63,427,10,h10,4620390927830805090
p1,C,22,118,360,h10,4620390927830805090
p1,Non-ROH,500,0,0,h10,4620390927830805090
p2,A,469,31,0,h10,4620390927830805090
p2,B,142,358,0,h10,4620390927830805090
p2,C,12,151,337,h10,4620390927830805090
p2,Non-ROH,500,0,0,h10,4620390927830805090
p3,A,485,15,0,h10,4620390927830805090
p3,B,174,326,0,h10,4620390927830805090
p3,C,6,183,311,h10,4620390927830805090
p3,Non-ROH,500,0,0,h10,4620390927830805090
p1,A,435,65,0,h10,4659460054176917637
p1,B,73,412,15,h10,4659460054176917637
p1,C,14,111,375,h10,4659460054176917637
p1,Non-ROH,500,0,0,h10,4659460054176917637
p2,A,496,4,0,h10,4659460054176917637
p2,B,226,274,0,h10,4659460054176917637
p2,C,18,102,380,h10,4659460054176917637
p2,Non-ROH,500,0,0,h10,4659460054176917637
p3,A,490,10,0,h10,4659460054176917637
p3,B,209,291,0,h10,4659460054176917637
p3,C,27,184,289,h10,4659460054176917637
p3,Non-ROH,500,0,0,h10,4659460054176917637
p1,A,420,80,0,h10,4686093148506042527
p1,B,69,414,17,h10,4686093148506042527
p1,C,14,114,372,h10,4686093148506042527
p1,Non-ROH,500,0,0,h10,4686093148506042527
p2,A,487,13,0,h10,4686093148506042527
p2,B,179,321,0,h10,4686093148506042527
p2,C,11,121,368,h10,4686093148506042527
p2,Non-ROH,500,0,0,h10,4686093148506042527
p3,A,497,3,0,h10,4686093148506042527
p3,B,239,261,0,h10,4686093148506042527
p3,C,19,171,310,h10,4686093148506042527
p3,Non-ROH,500,0,0,h10,4686093148506042527
p1,A,472,28,0,h10,470364510336656344
p1,B,109,379,12,h10,470364510336656344
p1,C,24,108,368,h10,470364510336656344
p1,Non-ROH,500,0,0,h10,470364510336656344
p2,A,494,6,0,h10,470364510336656344
p2,B,225,275,0,h10,470364510336656344
p2,C,33,125,342,h10,470364510336656344
p2,Non-ROH,500,0,0,h10,470364510336656344
p3,A,500,0,0,h10,470364510336656344
p3,B,293,207,0,h10,470364510336656344
p3,C,36,80,384,h10,470364510336656344
p3,Non-ROH,500,0,0,h10,470364510336656344
p1,A,417,83,0,h10,4710513113243944819
p1,B,103,384,13,h10,4710513113243944819
p1,C,24,98,378,h10,4710513113243944819
p1,Non-ROH,500,0,0,h10,4710513113243944819
p2,A,484,16,0,h10,4710513113243944819
p2,B,231,269,0,h10,4710513113243944819
p2,C,12,146,342,h10,4710513113243944819
p2,Non-ROH,500,0,0,h10,4710513113243944819
p3,A,494,6,0,h10,4710513113243944819
p3,B,301,199,0,h10,4710513113243944819
p3,C,17,111,372,h10,4710513113243944819
p3,Non-ROH,500,0,0,h10,4710513113243944819
p1,A,451,49,0,h10,4730877321784219845
p1,B,86,400,14,h10,4730877321784219845
p1,C,27,92,381,h10,4730877321784219845
p1,Non-ROH,500,0,0,h10,4730877321784219845
p2,A,487,13,0,h10,4730877321784219845
p2,B,229,271,0,h10,4730877321784219845
p2,C,12,96,392,h10,4730877321784219845
p2,Non-ROH,500,0,0,h10,4730877321784219845
p3,A,492,8,0,h10,4730877321784219845
p3,B,271,228,1,h10,4730877321784219845
p3,C,13,170,317,h10,4730877321784219845
p3,Non-ROH,500,0,0,h10,4730877321784219845
p1,A,443,57,0,h10,474035048815352913
p1,B,78,407,15,h10,474035048815352913
p1,C,19,109,372,h10,474035048815352913
p1,Non-ROH,500,0,0,h10,474035048815352913
p2,A,485,15,0,h10,474035048815352913
p2,B,198,302,0,h10,474035048815352913
p2,C,24,136,340,h10,474035048815352913
p2,Non-ROH,500,0,0,h10,474035048815352913
p3,A,485,15,0,h10,474035048815352913
p3,B,264,236,0,h10,474035048815352913
p3,C,11,112,377,h10,474035048815352913
p3,Non-ROH,500,0,0,h10,474035048815352913
p1,A,455,45,0,h10,4756977248518332605
p1,B,91,399,10,h10,4756977248518332605
p1,C,43,108,349,h10,4756977248518332605
p1,Non-ROH,500,0,0,h10,4756977248518332605
p2,A,489,11,0,h10,4756977248518332605
p2,B,227,273,0,h10,4756977248518332605
p2,C,31,149,320,h10,4756977248518332605
p2,Non-ROH,500,0,0,h10,4756977248518332605
p3,A,498,2,0,h10,4756977248518332605
p3,B,242,258,0,h10,4756977248518332605
p3,C,41,112,347,h10,4756977248518332605
p3,Non-ROH,500,0,0,h10,4756977248518332605
p1,A,456,44,0,h10,4762515350250062894
p1,B,85,397,18,h10,4762515350250062894
p1,C,20,98,382,h10,4762515350250062894
p1,Non-ROH,500,0,0,h10,4762515350250062894
p2,A,484,16,0,h10,4762515350250062894
p2,B,188,312,0,h10,4762515350250062894
p2,C,14,117,369,h10,4762515350250062894
p2,Non-ROH,500,0,0,h10,4762515350250062894
p3,A,497,3,0,h10,4762515350250062894
p3,B,230,270,0,h10,4762515350250062894
p3,C,13,110,377,h10,4762515350250062894
p3,Non-ROH,500,0,0,h10,4762515350250062894
p1,A,446,54,0,h10,4795502238501318052
p1,B,84,403,13,h10,4795502238501318052
p1,C,24,84,392,h10,4795502238501318052
p1,Non-ROH,500,0,0,h10,4795502238501318052
p2,A,481,19,0,h10,4795502238501318052
p2,B,156,344,0,h10,4795502238501318052
p2,C,10,127,363,h10,4795502238501318052
p2,Non-ROH,500,0,0,h10,4795502238501318052
p3,A,489,11,0,h10,4795502238501318052
p3,B,177,323,0,h10,4795502238501318052
p3,C,12,152,336,h10,4795502238501318052
p3,Non-ROH,500,0,0,h10,4795502238501318052
p1,A,465,35,0,h10,4795977977712072574
p1,B,66,418,16,h10,4795977977712072574
p1,C,29,120,351,h10,4795977977712072574
p1,Non-ROH,500,0,0,h10,4795977977712072574
p2,A,494,6,0,h10,4795977977712072574
p2,B,169,331,0,h10,4795977977712072574
p2,C,13,105,382,h10,4795977977712072574
p2,Non-ROH,500,0,0,h10,4795977977712072574
p3,A,495,5,0,h10,4795977977712072574
p3,B,201,299,0,h10,4795977977712072574
p3,C,9,156,335,h10,4795977977712072574
p3,Non-ROH,500,0,0,h10,4795977977712072574
p1,A,465,35,0,h10,4797634794137905999
p1,B,113,378,9,h10,4797634794137905999
p1,C,31,93,376,h10,4797634794137905999
p1,Non-ROH,500,0,0,h10,4797634794137905999
p2,A,488,12,0,h10,4797634794137905999
p2,B,190,310,0,h10,4797634794137905999
p2,C,20,113,367,h10,4797634794137905999
p2,Non-ROH,500,0,0,h10,4797634794137905999
p3,A,493,7,0,h10,4797634794137905999
p3,B,233,267,0,h10,4797634794137905999
p3,C,25,115,360,h10,4797634794137905999
p3,Non-ROH,500,0,0,h10,4797634794137905999
p1,A,484,16,0,h10,4830906885164551185
p1,B,134,356,10,h10,4830906885164551185
p1,C,34,114,352,h10,4830906885164551185
p1,Non-ROH,500,0,0,h10,4830906885164551185
p2,A,497,3,0,h10,4830906885164551185
p2,B,295,205,0,h10,4830906885164551185
p2,C,20,105,375,h10,4830906885164551185
p2,Non-ROH,500,0,0,h10,4830906885164551185
p3,A,499,1,0,h10,4830906885164551185
p3,B,349,151,0,h10,4830906885164551185
