pop,category,len>0_score!=0,len>0_score==0,len==0_score==0,hXX,simID
p3,C,24,119,357,h00,7399684465983197950
p3,Non-ROH,500,0,0,h00,7399684465983197950
p1,A,441,59,0,h00,7413841783320754802
p1,B,93,395,12,h00,7413841783320754802
p1,C,42,106,352,h00,7413841783320754802
p1,Non-ROH,500,0,0,h00,7413841783320754802
p2,A,494,6,0,h00,7413841783320754802
p2,B,226,274,0,h00,7413841783320754802
p2,C,19,172,309,h00,7413841783320754802
p2,Non-ROH,500,0,0,h00,7413841783320754802
p3,A,495,5,0,h00,7413841783320754802
p3,B,272,228,0,h00,7413841783320754802
p3,C,11,121,368,h00,7413841783320754802
p3,Non-ROH,500,0,0,h00,7413841783320754802
p1,A,431,69,0,h00,7414523646869633419
p1,B,96,391,13,h00,7414523646869633419
p1,C,24,93,383,h00,7414523646869633419
p1,Non-ROH,500,0,0,h00,7414523646869633419
p2,A,478,22,0,h00,7414523646869633419
p2,B,223,277,0,h00,7414523646869633419
p2,C,20,126,354,h00,7414523646869633419
p2,Non-ROH,500,0,0,h00,7414523646869633419
p3,A,488,12,0,h00,7414523646869633419
p3,B,224,276,0,h00,7414523646869633419
p3,C,8,126,366,h00,7414523646869633419
p3,Non-ROH,500,0,0,h00,7414523646869633419
p1,A,449,51,0,h00,7439394794247071750
p1,B,120,366,14,h00,7439394794247071750
p1,C,25,98,377,h00,7439394794247071750
p1,Non-ROH,500,0,0,h00,7439394794247071750
p2,A,494,6,0,h00,7439394794247071750
p2,B,238,262,0,h00,7439394794247071750
p2,C,27,167,306,h00,7439394794247071750
p2,Non-ROH,500,0,0,h00,7439394794247071750
p3,A,496,4,0,h00,7439394794247071750
p3,B,310,190,0,h00,7439394794247071750
p3,C,16,131,353,h00,7439394794247071750
p3,Non-ROH,500,0,0,h00,7439394794247071750
p1,A,484,16,0,h00,7473469869254133156
p1,B,139,349,12,h00,7473469869254133156
p1,C,29,99,372,h00,7473469869254133156
p1,Non-ROH,500,0,0,h00,7473469869254133156
p2,A,498,2,0,h00,7473469869254133156
p2,B,245,255,0,h00,7473469869254133156
p2,C,24,104,372,h00,7473469869254133156
p2,Non-ROH,500,0,0,h00,7473469869254133156
p3,A,500,0,0,h00,7473469869254133156
p3,B,344,156,0,h00,7473469869254133156
p3,C,23,153,324,h00,7473469869254133156
p3,Non-ROH,500,0,0,h00,7473469869254133156
p1,A,473,27,0,h00,7489332420735831496
p1,B,146,337,17,h00,7489332420735831496
p1,C,36,101,363,h00,7489332420735831496
p1,Non-ROH,500,0,0,h00,7489332420735831496
p2,A,498,2,0,h00,7489332420735831496
p2,B,281,219,0,h00,7489332420735831496
p2,C,27,106,367,h00,7489332420735831496
p2,Non-ROH,500,0,0,h00,7489332420735831496
p3,A,499,1,0,h00,7489332420735831496
p3,B,300,200,0,h00,7489332420735831496
p3,C,15,146,339,h00,7489332420735831496
p3,Non-ROH,500,0,0,h00,7489332420735831496
p1,A,462,38,0,h00,7492281159528610269
p1,B,162,318,20,h00,7492281159528610269
p1,C,26,112,362,h00,7492281159528610269
p1,Non-ROH,500,0,0,h00,7492281159528610269
p2,A,498,2,0,h00,7492281159528610269
p2,B,279,221,0,h00,7492281159528610269
p2,C,19,101,380,h00,7492281159528610269
p2,Non-ROH,500,0,0,h00,7492281159528610269
p3,A,498,2,0,h00,7492281159528610269
p3,B,362,138,0,h00,7492281159528610269
p3,C,18,192,290,h00,7492281159528610269
p3,Non-ROH,500,0,0,h00,7492281159528610269
p1,A,483,17,0,h00,7510017443374212299
p1,B,109,374,17,h00,7510017443374212299
p1,C,33,108,359,h00,7510017443374212299
p1,Non-ROH,500,0,0,h00,7510017443374212299
p2,A,500,0,0,h00,7510017443374212299
p2,B,286,214,0,h00,7510017443374212299
p2,C,22,121,357,h00,7510017443374212299
p2,Non-ROH,500,0,0,h00,7510017443374212299
p3,A,499,1,0,h00,7510017443374212299
p3,B,320,180,0,h00,7510017443374212299
p3,C,17,160,323,h00,7510017443374212299
p3,Non-ROH,500,0,0,h00,7510017443374212299
p1,A,459,41,0,h00,7575364469277083538
p1,B,111,370,19,h00,7575364469277083538
p1,C,30,94,376,h00,7575364469277083538
p1,Non-ROH,500,0,0,h00,7575364469277083538
p2,A,499,1,0,h00,7575364469277083538
p2,B,259,241,0,h00,7575364469277083538
p2,C,22,131,347,h00,7575364469277083538
p2,Non-ROH,500,0,0,h00,7575364469277083538
p3,A,500,0,0,h00,7575364469277083538
p3,B,322,178,0,h00,7575364469277083538
p3,C,21,139,340,h00,7575364469277083538
p3,Non-ROH,500,0,0,h00,7575364469277083538
p1,A,453,47,0,h00,7596600659096589567
p1,B,101,384,15,h00,7596600659096589567
p1,C,30,120,350,h00,7596600659096589567
p1,Non-ROH,500,0,0,h00,7596600659096589567
p2,A,497,3,0,h00,7596600659096589567
p2,B,266,234,0,h00,7596600659096589567
p2,C,17,77,406,h00,7596600659096589567
p2,Non-ROH,500,0,0,h00,7596600659096589567
p3,A,495,5,0,h00,7596600659096589567
p3,B,295,205,0,h00,7596600659096589567
p3,C,12,121,367,h00,7596600659096589567
p3,Non-ROH,500,0,0,h00,7596600659096589567
p1,A,444,56,0,h00,7640468002792745424
p1,B,87,389,24,h00,7640468002792745424
p1,C,24,90,386,h00,7640468002792745424
p1,Non-ROH,500,0,0,h00,7640468002792745424
p2,A,497,3,0,h00,7640468002792745424
p2,B,214,286,0,h00,7640468002792745424
p2,C,16,121,363,h00,7640468002792745424
p2,Non-ROH,500,0,0,h00,7640468002792745424
p3,A,486,14,0,h00,7640468002792745424
p3,B,225,275,0,h00,7640468002792745424
p3,C,14,133,353,h00,7640468002792745424
p3,Non-ROH,500,0,0,h00,7640468002792745424
p1,A,474,26,0,h00,7640924825233081351
p1,B,124,358,18,h00,7640924825233081351
p1,C,49,86,365,h00,7640924825233081351
p1,Non-ROH,500,0,0,h00,7640924825233081351
p2,A,497,3,0,h00,7640924825233081351
p2,B,260,240,0,h00,7640924825233081351
p2,C,67,97,336,h00,7640924825233081351
p2,Non-ROH,500,0,0,h00,7640924825233081351
p3,A,499,1,0,h00,7640924825233081351
p3,B,314,186,0,h00,7640924825233081351
p3,C,72,112,316,h00,7640924825233081351
p3,Non-ROH,500,0,0,h00,7640924825233081351
p1,A,439,61,0,h00,7669602547746765903
p1,B,64,428,8,h00,7669602547746765903
p1,C,22,125,353,h00,7669602547746765903
p1,Non-ROH,500,0,0,h00,7669602547746765903
p2,A,480,20,0,h00,7669602547746765903
p2,B,152,348,0,h00,7669602547746765903
p2,C,18,146,336,h00,7669602547746765903
p2,Non-ROH,500,0,0,h00,7669602547746765903
p3,A,484,16,0,h00,7669602547746765903
p3,B,206,294,0,h00,7669602547746765903
p3,C,15,97,388,h00,7669602547746765903
p3,Non-ROH,500,0,0,h00,7669602547746765903
p1,A,474,26,0,h00,7670967728798457551
p1,B,104,387,9,h00,7670967728798457551
p1,C,32,99,369,h00,7670967728798457551
p1,Non-ROH,500,0,0,h00,7670967728798457551
p2,A,496,4,0,h00,7670967728798457551
p2,B,227,273,0,h00,7670967728798457551
p2,C,30,106,364,h00,7670967728798457551
p2,Non-ROH,500,0,0,h00,7670967728798457551
p3,A,500,0,0,h00,7670967728798457551
p3,B,296,204,0,h00,7670967728798457551
p3,C,25,186,289,h00,7670967728798457551
p3,Non-ROH,500,0,0,h00,7670967728798457551
p1,A,408,92,0,h00,7681282347561624791
p1,B,98,390,12,h00,7681282347561624791
p1,C,22,89,389,h00,7681282347561624791
p1,Non-ROH,500,0,0,h00,7681282347561624791
p2,A,499,1,0,h00,7681282347561624791
p2,B,199,301,0,h00,7681282347561624791
p2,C,21,116,363,h00,7681282347561624791
p2,Non-ROH,500,0,0,h00,7681282347561624791
p3,A,500,0,0,h00,7681282347561624791
p3,B,270,230,0,h00,7681282347561624791
p3,C,11,151,338,h00,7681282347561624791
p3,Non-ROH,500,0,0,h00,7681282347561624791
p1,A,459,41,0,h00,7689060740259911737
p1,B,100,387,13,h00,7689060740259911737
p1,C,55,58,387,h00,7689060740259911737
p1,Non-ROH,500,0,0,h00,7689060740259911737
p2,A,499,1,0,h00,7689060740259911737
p2,B,217,283,0,h00,7689060740259911737
p2,C,81,59,360,h00,7689060740259911737
p2,Non-ROH,500,0,0,h00,7689060740259911737
p3,A,500,0,0,h00,7689060740259911737
p3,B,285,215,0,h00,7689060740259911737
p3,C,163,49,288,h00,7689060740259911737
p3,Non-ROH,500,0,0,h00,7689060740259911737
p1,A,466,34,0,h00,7694801790239217915
p1,B,104,383,13,h00,7694801790239217915
p1,C,35,83,382,h00,7694801790239217915
p1,Non-ROH,500,0,0,h00,7694801790239217915
p2,A,497,3,0,h00,7694801790239217915
p2,B,298,202,0,h00,7694801790239217915
p2,C,17,127,356,h00,7694801790239217915
p2,Non-ROH,500,0,0,h00,7694801790239217915
p3,A,499,1,0,h00,7694801790239217915
p3,B,311,189,0,h00,7694801790239217915
p3,C,20,87,393,h00,7694801790239217915
p3,Non-ROH,500,0,0,h00,7694801790239217915
p1,A,468,32,0,h00,7702412575777826027
p1,B,139,346,15,h00,7702412575777826027
p1,C,32,97,371,h00,7702412575777826027
p1,Non-ROH,500,0,0,h00,7702412575777826027
p2,A,498,2,0,h00,7702412575777826027
p2,B,240,260,0,h00,7702412575777826027
p2,C,28,114,358,h00,7702412575777826027
p2,Non-ROH,500,0,0,h00,7702412575777826027
p3,A,500,0,0,h00,7702412575777826027
p3,B,291,209,0,h00,7702412575777826027
p3,C,29,82,389,h00,7702412575777826027
p3,Non-ROH,500,0,0,h00,7702412575777826027
p1,A,444,56,0,h00,7705097774128820863
p1,B,90,393,17,h00,7705097774128820863
p1,C,33,106,361,h00,7705097774128820863
p1,Non-ROH,500,0,0,h00,7705097774128820863
p2,A,490,10,0,h00,7705097774128820863
p2,B,224,276,0,h00,7705097774128820863
p2,C,20,114,366,h00,7705097774128820863
p2,Non-ROH,500,0,0,h00,7705097774128820863
p3,A,500,0,0,h00,7705097774128820863
p3,B,294,206,0,h00,7705097774128820863
p3,C,17,127,356,h00,7705097774128820863
p3,Non-ROH,500,0,0,h00,7705097774128820863
p1,A,470,30,0,h00,7754204663126548307
p1,B,94,387,19,h00,7754204663126548307
p1,C,29,93,378,h00,7754204663126548307
p1,Non-ROH,500,0,0,h00,7754204663126548307
p2,A,497,3,0,h00,7754204663126548307
p2,B,222,278,0,h00,7754204663126548307
p2,C,14,127,359,h00,7754204663126548307
p2,Non-ROH,500,0,0,h00,7754204663126548307
p3,A,500,0,0,h00,7754204663126548307
p3,B,274,226,0,h00,7754204663126548307
p3,C,13,109,378,h00,7754204663126548307
p3,Non-ROH,500,0,0,h00,7754204663126548307
p1,A,475,25,0,h00,7755256581793677928
p1,B,124,359,17,h00,7755256581793677928
p1,C,29,98,373,h00,7755256581793677928
p1,Non-ROH,500,0,0,h00,7755256581793677928
p2,A,500,0,0,h00,7755256581793677928
p2,B,244,256,0,h00,7755256581793677928
p2,C,18,121,361,h00,7755256581793677928
p2,Non-ROH,500,0,0,h00,7755256581793677928
p3,A,497,3,0,h00,7755256581793677928
p3,B,259,241,0,h00,7755256581793677928
p3,C,17,93,390,h00,7755256581793677928
p3,Non-ROH,500,0,0,h00,7755256581793677928
p1,A,451,49,0,h00,7761268545753577354
p1,B,86,395,19,h00,7761268545753577354
p1,C,25,91,384,h00,7761268545753577354
p1,Non-ROH,500,0,0,h00,7761268545753577354
p2,A,496,4,0,h00,7761268545753577354
p2,B,225,275,0,h00,7761268545753577354
p2,C,15,84,401,h00,7761268545753577354
p2,Non-ROH,500,0,0,h00,7761268545753577354
p3,A,488,12,0,h00,7761268545753577354
p3,B,288,212,0,h00,7761268545753577354
p3,C,17,122,361,h00,7761268545753577354
p3,Non-ROH,500,0,0,h00,7761268545753577354
p1,A,463,37,0,h00,7774033729568193838
p1,B,137,351,12,h00,7774033729568193838
p1,C,31,85,384,h00,7774033729568193838
p1,Non-ROH,500,0,0,h00,7774033729568193838
p2,A,499,1,0,h00,7774033729568193838
p2,B,288,212,0,h00,7774033729568193838
p2,C,28,109,363,h00,7774033729568193838
p2,Non-ROH,500,0,0,h00,7774033729568193838
p3,A,500,0,0,h00,7774033729568193838
p3,B,331,169,0,h00,7774033729568193838
p3,C,26,98,376,h00,7774033729568193838
p3,Non-ROH,500,0,0,h00,7774033729568193838
p1,A,459,41,0,h00,7788896702398618105
p1,B,116,372,12,h00,7788896702398618105
p1,C,28,86,386,h00,7788896702398618105
p1,Non-ROH,500,0,0,h00,7788896702398618105
p2,A,493,7,0,h00,7788896702398618105
p2,B,231,269,0,h00,7788896702398618105
p2,C,15,177,308,h00,7788896702398618105
p2,Non-ROH,500,0,0,h00,7788896702398618105
p3,A,499,1,0,h00,7788896702398618105
p3,B,300,200,0,h00,7788896702398618105
p3,C,9,149,342,h00,7788896702398618105
p3,Non-ROH,500,0,0,h00,7788896702398618105
p1,A,481,19,0,h00,7800683719019325863
p1,B,115,378,7,h00,7800683719019325863
p1,C,25,110,365,h00,7800683719019325863
p1,Non-ROH,500,0,0,h00,7800683719019325863
p2,A,493,7,0,h00,7800683719019325863
p2,B,243,257,0,h00,7800683719019325863
p2,C,19,144,337,h00,7800683719019325863
p2,Non-ROH,500,0,0,h00,7800683719019325863
p3,A,497,3,0,h00,7800683719019325863
p3,B,291,208,1,h00,7800683719019325863
p3,C,21,150,329,h00,7800683719019325863
p3,Non-ROH,500,0,0,h00,7800683719019325863
p1,A,451,49,0,h00,7825142619493849787
p1,B,85,396,19,h00,7825142619493849787
p1,C,27,103,370,h00,7825142619493849787
p1,Non-ROH,500,0,0,h00,7825142619493849787
p2,A,479,21,0,h00,7825142619493849787
p2,B,209,291,0,h00,7825142619493849787
p2,C,15,193,292,h00,7825142619493849787
p2,Non-ROH,500,0,0,h00,7825142619493849787
p3,A,492,8,0,h00,7825142619493849787
p3,B,281,219,0,h00,7825142619493849787
p3,C,12,172,316,h00,7825142619493849787
p3,Non-ROH,500,0,0,h00,7825142619493849787
p1,A,479,21,0,h00,7844115379435679961
p1,B,129,361,10,h00,7844115379435679961
p1,C,29,102,369,h00,7844115379435679961
p1,Non-ROH,500,0,0,h00,7844115379435679961
p2,A,499,1,0,h00,7844115379435679961
p2,B,283,217,0,h00,7844115379435679961
p2,C,21,100,379,h00,7844115379435679961
p2,Non-ROH,500,0,0,h00,7844115379435679961
p3,A,500,0,0,h00,7844115379435679961
p3,B,377,123,0,h00,7844115379435679961
p3,C,20,117,363,h00,7844115379435679961
p3,Non-ROH,500,0,0,h00,7844115379435679961
p1,A,432,68,0,h00,7845649049148242428
p1,B,96,393,11,h00,7845649049148242428
p1,C,33,93,374,h00,7845649049148242428
p1,Non-ROH,500,0,0,h00,7845649049148242428
p2,A,491,9,0,h00,7845649049148242428
p2,B,198,302,0,h00,7845649049148242428
p2,C,15,106,379,h00,7845649049148242428
p2,Non-ROH,500,0,0,h00,7845649049148242428
p3,A,489,11,0,h00,7845649049148242428
p3,B,242,258,0,h00,7845649049148242428
p3,C,15,125,360,h00,7845649049148242428
p3,Non-ROH,500,0,0,h00,7845649049148242428
p1,A,457,43,0,h00,7872656261944607829
p1,B,128,362,10,h00,7872656261944607829
p1,C,35,88,377,h00,7872656261944607829
p1,Non-ROH,500,0,0,h00,7872656261944607829
p2,A,495,5,0,h00,7872656261944607829
p2,B,235,265,0,h00,7872656261944607829
p2,C,19,127,354,h00,7872656261944607829
p2,Non-ROH,500,0,0,h00,7872656261944607829
p3,A,497,3,0,h00,7872656261944607829
p3,B,275,225,0,h00,7872656261944607829
p3,C,22,109,369,h00,7872656261944607829
p3,Non-ROH,500,0,0,h00,7872656261944607829
p1,A,461,39,0,h00,7899557489426013408
p1,B,154,326,20,h00,7899557489426013408
p1,C,23,90,387,h00,7899557489426013408
p1,Non-ROH,500,0,0,h00,7899557489426013408
p2,A,495,5,0,h00,7899557489426013408
p2,B,255,245,0,h00,7899557489426013408
p2,C,19,114,367,h00,7899557489426013408
p2,Non-ROH,500,0,0,h00,7899557489426013408
p3,A,498,2,0,h00,7899557489426013408
p3,B,311,189,0,h00,7899557489426013408
p3,C,19,125,356,h00,7899557489426013408
p3,Non-ROH,500,0,0,h00,7899557489426013408
p1,A,467,33,0,h00,7912128486606305112
p1,B,107,377,16,h00,7912128486606305112
p1,C,33,104,363,h00,7912128486606305112
p1,Non-ROH,500,0,0,h00,7912128486606305112
p2,A,499,1,0,h00,7912128486606305112
p2,B,237,263,0,h00,7912128486606305112
p2,C,16,154,330,h00,7912128486606305112
p2,Non-ROH,500,0,0,h00,7912128486606305112
p3,A,500,0,0,h00,7912128486606305112
p3,B,331,169,0,h00,7912128486606305112
p3,C,20,95,385,h00,7912128486606305112
p3,Non-ROH,500,0,0,h00,7912128486606305112
p1,A,438,62,0,h00,7918121088649361103
p1,B,93,398,9,h00,7918121088649361103
p1,C,25,119,356,h00,7918121088649361103
p1,Non-ROH,500,0,0,h00,7918121088649361103
p2,A,493,7,0,h00,7918121088649361103
p2,B,192,308,0,h00,7918121088649361103
p2,C,13,130,357,h00,7918121088649361103
p2,Non-ROH,500,0,0,h00,7918121088649361103
p3,A,497,3,0,h00,7918121088649361103
p3,B,264,236,0,h00,7918121088649361103
p3,C,13,108,379,h00,7918121088649361103
p3,Non-ROH,500,0,0,h00,7918121088649361103
p1,A,441,59,0,h00,7919405651962967992
p1,B,72,410,18,h00,7919405651962967992
p1,C,21,89,390,h00,7919405651962967992
p1,Non-ROH,500,0,0,h00,7919405651962967992
p2,A,496,4,0,h00,7919405651962967992
p2,B,223,277,0,h00,7919405651962967992
p2,C,16,111,373,h00,7919405651962967992
p2,Non-ROH,500,0,0,h00,7919405651962967992
p3,A,493,7,0,h00,7919405651962967992
p3,B,301,199,0,h00,7919405651962967992
p3,C,20,151,329,h00,7919405651962967992
p3,Non-ROH,500,0,0,h00,7919405651962967992
p1,A,367,133,0,h00,7935763740681700891
p1,B,82,405,13,h00,7935763740681700891
p1,C,18,86,396,h00,7935763740681700891
p1,Non-ROH,500,0,0,h00,7935763740681700891
p2,A,480,20,0,h00,7935763740681700891
p2,B,239,261,0,h00,7935763740681700891
p2,C,22,103,375,h00,7935763740681700891
p2,Non-ROH,500,0,0,h00,7935763740681700891
p3,A,482,18,0,h00,7935763740681700891
p3,B,228,272,0,h00,7935763740681700891
p3,C,20,115,365,h00,7935763740681700891
p3,Non-ROH,500,0,0,h00,7935763740681700891
p1,A,441,59,0,h00,7944209325752561383
p1,B,76,403,21,h00,7944209325752561383
p1,C,21,96,383,h00,7944209325752561383
p1,Non-ROH,500,0,0,h00,7944209325752561383
p2,A,486,14,0,h00,7944209325752561383
p2,B,156,344,0,h00,7944209325752561383
p2,C,12,136,352,h00,7944209325752561383
p2,Non-ROH,500,0,0,h00,7944209325752561383
p3,A,487,13,0,h00,7944209325752561383
p3,B,237,263,0,h00,7944209325752561383
p3,C,10,124,366,h00,7944209325752561383
p3,Non-ROH,500,0,0,h00,7944209325752561383
p1,A,450,50,0,h00,7987663683338581749
p1,B,119,369,12,h00,7987663683338581749
p1,C,26,121,353,h00,7987663683338581749
p1,Non-ROH,500,0,0,h00,7987663683338581749
p2,A,488,12,0,h00,7987663683338581749
p2,B,247,253,0,h00,7987663683338581749
p2,C,14,126,360,h00,7987663683338581749
p2,Non-ROH,500,0,0,h00,7987663683338581749
p3,A,497,3,0,h00,7987663683338581749
p3,B,258,242,0,h00,7987663683338581749
p3,C,18,114,368,h00,7987663683338581749
p3,Non-ROH,500,0,0,h00,7987663683338581749
p1,A,444,56,0,h00,8014274278194106210
p1,B,96,387,17,h00,8014274278194106210
p1,C,23,107,370,h00,8014274278194106210
p1,Non-ROH,500,0,0,h00,8014274278194106210
p2,A,482,18,0,h00,8014274278194106210
p2,B,232,267,1,h00,8014274278194106210
p2,C,16,104,380,h00,8014274278194106210
p2,Non-ROH,500,0,0,h00,8014274278194106210
p3,A,496,4,0,h00,8014274278194106210
p3,B,257,243,0,h00,8014274278194106210
p3,C,9,139,352,h00,8014274278194106210
p3,Non-ROH,500,0,0,h00,8014274278194106210
p1,A,457,43,0,h00,8021517949117524351
p1,B,106,381,13,h00,8021517949117524351
p1,C,38,77,385,h00,8021517949117524351
p1,Non-ROH,500,0,0,h00,8021517949117524351
p2,A,495,5,0,h00,8021517949117524351
p2,B,227,273,0,h00,8021517949117524351
p2,C,21,115,364,h00,8021517949117524351
p2,Non-ROH,500,0,0,h00,8021517949117524351
p3,A,493,7,0,h00,8021517949117524351
p3,B,234,266,0,h00,8021517949117524351
p3,C,21,140,339,h00,8021517949117524351
p3,Non-ROH,500,0,0,h00,8021517949117524351
p1,A,444,56,0,h00,8061281235594563954
p1,B,115,371,14,h00,8061281235594563954
p1,C,41,88,371,h00,8061281235594563954
p1,Non-ROH,500,0,0,h00,8061281235594563954
p2,A,498,2,0,h00,8061281235594563954
p2,B,269,231,0,h00,8061281235594563954
p2,C,24,104,372,h00,8061281235594563954
p2,Non-ROH,500,0,0,h00,8061281235594563954
p3,A,499,1,0,h00,8061281235594563954
p3,B,290,210,0,h00,8061281235594563954
p3,C,32,155,313,h00,8061281235594563954
p3,Non-ROH,500,0,0,h00,8061281235594563954
p1,A,445,55,0,h00,807106994577424742
p1,B,99,385,16,h00,807106994577424742
p1,C,40,84,376,h00,807106994577424742
p1,Non-ROH,500,0,0,h00,807106994577424742
p2,A,494,6,0,h00,807106994577424742
p2,B,217,283,0,h00,807106994577424742
p2,C,28,108,364,h00,807106994577424742
p2,Non-ROH,500,0,0,h00,807106994577424742
p3,A,494,6,0,h00,807106994577424742
p3,B,241,259,0,h00,807106994577424742
p3,C,19,117,364,h00,807106994577424742
p3,Non-ROH,500,0,0,h00,807106994577424742
p1,A,472,28,0,h00,8073559371014580251
p1,B,145,341,14,h00,8073559371014580251
p1,C,26,97,377,h00,8073559371014580251
p1,Non-ROH,500,0,0,h00,8073559371014580251
p2,A,497,3,0,h00,8073559371014580251
p2,B,246,254,0,h00,8073559371014580251
p2,C,15,192,293,h00,8073559371014580251
p2,Non-ROH,500,0,0,h00,8073559371014580251
p3,A,500,0,0,h00,8073559371014580251
p3,B,389,111,0,h00,8073559371014580251
p3,C,24,132,344,h00,8073559371014580251
p3,Non-ROH,500,0,0,h00,8073559371014580251
p1,A,475,25,0,h00,8085227859060869184
p1,B,100,382,18,h00,8085227859060869184
p1,C,45,104,351,h00,8085227859060869184
p1,Non-ROH,500,0,0,h00,8085227859060869184
p2,A,496,4,0,h00,8085227859060869184
p2,B,255,245,0,h00,8085227859060869184
p2,C,17,96,387,h00,8085227859060869184
p2,Non-ROH,500,0,0,h00,8085227859060869184
p3,A,499,1,0,h00,8085227859060869184
p3,B,328,172,0,h00,8085227859060869184
p3,C,23,126,351,h00,8085227859060869184
p3,Non-ROH,500,0,0,h00,8085227859060869184
p1,A,442,58,0,h00,8102853888876117400
p1,B,121,364,15,h00,8102853888876117400
p1,C,20,101,379,h00,8102853888876117400
p1,Non-ROH,500,0,0,h00,8102853888876117400
p2,A,487,13,0,h00,8102853888876117400
p2,B,217,283,0,h00,8102853888876117400
p2,C,15,149,336,h00,8102853888876117400
p2,Non-ROH,500,0,0,h00,8102853888876117400
p3,A,486,14,0,h00,8102853888876117400
p3,B,278,222,0,h00,8102853888876117400
p3,C,26,124,350,h00,8102853888876117400
p3,Non-ROH,500,0,0,h00,8102853888876117400
p1,A,407,93,0,h00,810515107963077594
p1,B,102,388,10,h00,810515107963077594
p1,C,20,103,377,h00,810515107963077594
p1,Non-ROH,500,0,0,h00,810515107963077594
p2,A,478,22,0,h00,810515107963077594
p2,B,193,307,0,h00,810515107963077594
p2,C,16,153,331,h00,810515107963077594
p2,Non-ROH,500,0,0,h00,810515107963077594
p3,A,493,7,0,h00,810515107963077594
p3,B,299,201,0,h00,810515107963077594
p3,C,16,97,387,h00,810515107963077594
p3,Non-ROH,500,0,0,h00,810515107963077594
p1,A,440,60,0,h00,810614871690771956
p1,B,140,342,18,h00,810614871690771956
p1,C,23,104,373,h00,810614871690771956
p1,Non-ROH,500,0,0,h00,810614871690771956
p2,A,488,12,0,h00,810614871690771956
p2,B,263,237,0,h00,810614871690771956
p2,C,22,144,334,h00,810614871690771956
p2,Non-ROH,500,0,0,h00,810614871690771956
p3,A,493,7,0,h00,810614871690771956
p3,B,289,211,0,h00,810614871690771956
p3,C,23,156,321,h00,810614871690771956
p3,Non-ROH,500,0,0,h00,810614871690771956
p1,A,425,75,0,h00,8141761060821422002
p1,B,86,400,14,h00,8141761060821422002
p1,C,29,105,366,h00,8141761060821422002
p1,Non-ROH,500,0,0,h00,8141761060821422002
p2,A,490,10,0,h00,8141761060821422002
p2,B,202,298,0,h00,8141761060821422002
p2,C,26,111,363,h00,8141761060821422002
p2,Non-ROH,500,0,0,h00,8141761060821422002
p3,A,489,11,0,h00,8141761060821422002
p3,B,271,229,0,h00,8141761060821422002
p3,C,15,229,256,h00,8141761060821422002
p3,Non-ROH,500,0,0,h00,8141761060821422002
p1,A,433,67,0,h00,818472327660073236
p1,B,118,370,12,h00,818472327660073236
p1,C,21,99,380,h00,818472327660073236
p1,Non-ROH,500,0,0,h00,818472327660073236
p2,A,496,4,0,h00,818472327660073236
p2,B,224,276,0,h00,818472327660073236
p2,C,9,142,349,h00,818472327660073236
p2,Non-ROH,500,0,0,h00,818472327660073236
p3,A,498,2,0,h00,818472327660073236
p3,B,286,214,0,h00,818472327660073236
p3,C,19,128,353,h00,818472327660073236
p3,Non-ROH,500,0,0,h00,818472327660073236
p1,A,428,72,0,h00,8189701162810878588
p1,B,108,384,8,h00,8189701162810878588
p1,C,29,104,367,h00,8189701162810878588
p1,Non-ROH,500,0,0,h00,8189701162810878588
p2,A,495,5,0,h00,8189701162810878588
p2,B,258,242,0,h00,8189701162810878588
p2,C,29,110,361,h00,8189701162810878588
p2,Non-ROH,500,0,0,h00,8189701162810878588
p3,A,498,2,0,h00,8189701162810878588
p3,B,284,216,0,h00,8189701162810878588
p3,C,13,98,389,h00,8189701162810878588
p3,Non-ROH,500,0,0,h00,8189701162810878588
p1,A,395,105,0,h00,819516485579700465
p1,B,96,389,15,h00,819516485579700465
p1,C,25,107,368,h00,819516485579700465
p1,Non-ROH,500,0,0,h00,819516485579700465
p2,A,492,8,0,h00,819516485579700465
p2,B,171,329,0,h00,819516485579700465
p2,C,13,135,352,h00,819516485579700465
p2,Non-ROH,500,0,0,h00,819516485579700465
p3,A,489,11,0,h00,819516485579700465
p3,B,245,255,0,h00,819516485579700465
p3,C,18,126,356,h00,819516485579700465
p3,Non-ROH,500,0,0,h00,819516485579700465
p1,A,479,21,0,h00,8222179486658101296
p1,B,135,352,13,h00,8222179486658101296
p1,C,27,100,373,h00,8222179486658101296
p1,Non-ROH,500,0,0,h00,8222179486658101296
p2,A,500,0,0,h00,8222179486658101296
p2,B,248,252,0,h00,8222179486658101296
p2,C,23,106,371,h00,8222179486658101296
p2,Non-ROH,500,0,0,h00,8222179486658101296
p3,A,500,0,0,h00,8222179486658101296
p3,B,336,164,0,h00,8222179486658101296
p3,C,20,163,317,h00,8222179486658101296
p3,Non-ROH,500,0,0,h00,8222179486658101296
p1,A,456,44,0,h00,8232276829008192175
p1,B,107,378,15,h00,8232276829008192175
p1,C,31,115,354,h00,8232276829008192175
p1,Non-ROH,500,0,0,h00,8232276829008192175
p2,A,494,6,0,h00,8232276829008192175
p2,B,269,230,1,h00,8232276829008192175
p2,C,16,118,366,h00,8232276829008192175
p2,Non-ROH,500,0,0,h00,8232276829008192175
p3,A,498,2,0,h00,8232276829008192175
p3,B,301,199,0,h00,8232276829008192175
p3,C,22,115,363,h00,8232276829008192175
p3,Non-ROH,500,0,0,h00,8232276829008192175
p1,A,472,28,0,h00,8245785795119165813
