pop,tau,A_per_cM_mean_all,A_per_cM_mean_nonzero,A_proportion_mean,B_per_cM_mean_all,B_per_cM_mean_nonzero,B_proportion_mean,C_per_cM_mean_all,C_per_cM_mean_nonzero,C_proportion_mean,Non-ROH_per_cM_mean_all,Non-ROH_per_cM_mean_nonzero,Non-ROH_proportion_mean,hXX,simID,ROH_caller
p3,0.7,0.049296890183274,0.049296890183274,0.3735382274985308,0.028478589516071,0.0304909951992195,0.0886961096180174,0.0048598890539538,0.0136450731130242,0.0024125584159617,0.0078184468864937,0.0078184468864937,0.5353531044674901,h00,1760919415129066732,GARLIC
p3,0.8,0.0336475378940709,0.0336475378940709,0.3945346070341537,0.0200050251365526,0.0214186564631184,0.0922921650300844,0.0028108093510903,0.007891887793446,0.0024952608504977,0.004378503675874,0.004378503675874,0.5106779670852641,h00,1760919415129066732,GARLIC
p3,0.9,0.0229279037962349,0.0229279037962349,0.4147511400648502,0.014285902077938,0.0152953983703833,0.095504555939001,0.0016062513579068,0.0045098595818154,0.0025937457170745,0.0024063986543115,0.0024063986543115,0.4871505582790741,h00,1760919415129066732,GARLIC
p3,1.0,0.0158357695259344,0.0158357695259344,0.4336426380228567,0.0105352956702789,0.0112797598182858,0.0983654130397889,0.0009185840070618,0.0025791012505966,0.0027026464559179,0.0013253760265556,0.0013253760265556,0.4652893024814365,h00,1760919415129066732,GARLIC
p3,1.1,0.0111812873181961,0.0111812873181961,0.4509154429550351,0.0080626637520475,0.0086324023041194,0.1009075118629441,0.0005289232728539,0.0014850538045514,0.0028169612475477,0.000743311489883,0.000743311489883,0.4453600839344729,h00,1760919415129066732,GARLIC
p3,1.2,0.0081007444203123,0.0081007444203123,0.4664637129099147,0.0063863319434015,0.0068376145004299,0.1031598781039879,0.0003071540553873,0.0008623940785875,0.0029322546504098,0.0004299244740827,0.0004299244740827,0.4274441543356876,h00,1760919415129066732,GARLIC
p3,1.3,0.0060255846286747,0.0060255846286747,0.4803084726047792,0.005202862390477,0.0055705164780268,0.1051485156121597,0.0001797898587242,0.0005047946033412,0.0030448921580126,0.0002591590951884,0.0002591590951884,0.4114981196250484,h00,1760919415129066732,GARLIC
p1,0.7,0.0633841811350472,0.0636387360793646,0.1773482222451262,0.0696592018348011,0.1504145597140838,0.0353153663038861,0.1129358385895345,0.2133232506691208,0.0144836983852504,0.0108851532395591,0.0108851532395591,0.7728527130657371,h00,1776755804422427172,GARLIC
p1,0.8,0.0463252148449386,0.0465112598844765,0.186158751302173,0.0599230145490483,0.1293912880528124,0.0392852777500006,0.1019183313828434,0.1925124037231486,0.0158367845296647,0.0065349180787106,0.0065349180787106,0.7587191864181616,h00,1776755804422427172,GARLIC
p1,0.9,0.0344035365071367,0.0345417033204184,0.1947229471069165,0.0515142791362899,0.1112343726482721,0.0429819862194039,0.0913250136116166,0.1725028034886091,0.0170071352639842,0.0038149208986002,0.0038149208986002,0.7452879314096952,h00,1776755804422427172,GARLIC
p1,1.0,0.026392660103042,0.0264986547219297,0.2029311609502022,0.0445350938428313,0.0961642734305385,0.0463766336619403,0.0817123727881479,0.1543455930442794,0.0180134409053496,0.0021983364946757,0.0021983364946757,0.7326787644825077,h00,1776755804422427172,GARLIC
p1,1.1,0.0210809607263834,0.0211656232192605,0.2107007553661162,0.0388278694233606,0.083840709197345,0.0494695701254957,0.0732366257090842,0.1383358485616035,0.0188818573796891,0.0012649576285374,0.0012649576285374,0.7209478171286988,h00,1776755804422427172,GARLIC
p1,1.2,0.0175322954787775,0.0176027063039935,0.2179802722734849,0.0341468698081214,0.0737330640104569,0.0522730938021531,0.0658227201895237,0.1243318048024336,0.0196358571065779,0.0007329163734545,0.0007329163734545,0.7101107768177841,h00,1776755804422427172,GARLIC
p1,1.3,0.0151062911212015,0.0151669589570296,0.2247500492203454,0.0302593920736045,0.0653388643005266,0.0548048419910796,0.0593174062134346,0.1120439895142653,0.0202942092788643,0.0004302810597351,0.0004302810597351,0.7001508995097105,h00,1776755804422427172,GARLIC
p2,0.7,0.0615752784352201,0.0615752784352201,0.3276641628002226,0.0451984580652234,0.0562169876433126,0.0652487613784775,0.0325230400324062,0.121366466462394,0.0050067932008829,0.0117976671589658,0.0117976671589658,0.6020802826204169,h00,1776755804422427172,GARLIC
p2,0.8,0.0438715821678925,0.0438715821678925,0.3436213797169927,0.0372872884875266,0.0463772244869734,0.0697520525007798,0.0289272049919724,0.1079478625310189,0.0053627027523173,0.0073361800227703,0.0073361800227703,0.58126386502991,h00,1776755804422427172,GARLIC
p2,0.9,0.0310119369757512,0.0310119369757512,0.359068582073928,0.0312965327100441,0.03892603570901,0.0738276317438949,0.0259914350841389,0.0969924284847137,0.0056484650192906,0.0044575595869834,0.0044575595869834,0.5614553211628863,h00,1776755804422427172,GARLIC
p2,1.0,0.0221084840749148,0.0221084840749148,0.3736959551753033,0.0269985433660497,0.0335802778184697,0.07745897430729,0.0236700219466797,0.0883295940937071,0.0058801354064239,0.0026850152638097,0.0026850152638097,0.5429649351109826,h00,1776755804422427172,GARLIC
p2,1.1,0.0160950171022866,0.0160950171022866,0.3872784399126686,0.0240202833579382,0.0298759743257937,0.0806716941050108,0.0218336775259832,0.0814768941823278,0.0060724436390737,0.0016200548601913,0.0016200548601913,0.5259774223432466,h00,1776755804422427172,GARLIC
p2,1.2,0.0120651391986354,0.0120651391986354,0.3996822302598543,0.0220020856306898,0.0273657781476241,0.0835074381403688,0.020341828100237,0.0759097487642991,0.0062358547186375,0.0009855160241346,0.0009855160241346,0.5105744768811393,h00,1776755804422427172,GARLIC
p2,1.3,0.0093561198853354,0.0093561198853354,0.4108572630287107,0.0206589763832144,0.0256952442577293,0.086010750452949,0.019079069681805,0.0711975039345409,0.0063771790135112,0.0006066392187411,0.0006066392187411,0.4967548075048289,h00,1776755804422427172,GARLIC
p3,0.7,0.0597097922228881,0.0597097922228881,0.3363739361918417,0.0351601123465515,0.0388939295868933,0.0732667663580168,0.0161849550438504,0.0910981755325294,0.0070224840971066,0.0120683991972877,0.0120683991972877,0.5833368133530347,h00,1776755804422427172,GARLIC
p3,0.8,0.0433841685753144,0.0433841685753144,0.3496372997880894,0.0282027278850608,0.0311977078374566,0.0784504893356982,0.0118843027995449,0.0668916471860103,0.0075433236062048,0.0075740050292592,0.0075740050292592,0.5643688872700076,h00,1776755804422427172,GARLIC
p3,0.9,0.0315624655809998,0.0315624655809998,0.3623784514250492,0.0227126035350011,0.0251245614325234,0.0832303648938164,0.0086082087518563,0.0484519178318773,0.0080226392062508,0.0046645955185243,0.0046645955185243,0.5463685444748835,h00,1776755804422427172,GARLIC
p3,1.0,0.0233321567528089,0.0233321567528089,0.3743207948462193,0.0185160582011982,0.0204823652668121,0.0875349257013843,0.0062324219661313,0.0350796322093677,0.0084499861599852,0.0028656647190932,0.0028656647190932,0.5296942932924112,h00,1776755804422427172,GARLIC
p3,1.1,0.017691890825057,0.017691890825057,0.3853054221009027,0.0153339427976496,0.0169623261035947,0.0913530814311616,0.0045489632488267,0.0256041645719674,0.0088238022149197,0.0017787211136758,0.0017787211136758,0.5145176942530159,h00,1776755804422427172,GARLIC
p3,1.2,0.0138190282458672,0.0138190282458672,0.3952680385725776,0.0128979161020557,0.0142676063075838,0.0947036603369592,0.0033612017515926,0.0189187641446786,0.0091476942257678,0.0011258312526906,0.0011258312526906,0.5008806068646952,h00,1776755804422427172,GARLIC
p3,1.3,0.0111235555352404,0.0111235555352404,0.4042137011976164,0.0109964192130739,0.0121641805454358,0.0976204505693331,0.002517086721331,0.0141676024029203,0.009427385632723,0.0007313964073638,0.0007313964073638,0.4887384626003275,h00,1776755804422427172,GARLIC
p1,0.7,0.0693268994279462,0.0696053207107893,0.2226347844107613,0.1233906463737769,0.2764864483560558,0.0408368202339607,0.1323024403464066,0.2995526951239395,0.0142662754892569,0.0084598615459777,0.0084598615459777,0.722262119866021,h00,1788482744701747849,GARLIC
p1,0.8,0.0512076154716762,0.0514132685458597,0.2324738737458539,0.1280629591662382,0.2869558899836077,0.0443472000675113,0.1244240135886077,0.2817147477477912,0.0157450026809828,0.0050861649923622,0.0050861649923622,0.7074339235056519,h00,1788482744701747849,GARLIC
p1,0.9,0.0371346783390527,0.0372838135934264,0.2413172915001709,0.1313388659753619,0.2942963478336814,0.0475154024006617,0.1116682480198113,0.2528337691014596,0.017087162086417,0.002914131299446,0.002914131299446,0.6940801440127503,h00,1788482744701747849,GARLIC
p1,1.0,0.0268934467624706,0.0270014525727616,0.2490915166914299,0.133701683280212,0.2995908088315862,0.0503402059227079,0.097046229872396,0.2197273129186325,0.0182883614193028,0.0016227817786871,0.0016227817786871,0.6822799159665592,h00,1788482744701747849,GARLIC
p1,1.1,0.019638356632564,0.0197172255347028,0.2558199778057682,0.1354082880493162,0.3034148676660604,0.0528445468729948,0.0825237133985963,0.1868461435439917,0.0193543898976365,0.0008906164048864,0.0008906164048864,0.6719810854236004,h00,1788482744701747849,GARLIC
p1,1.2,0.0145188209824418,0.0145771295004436,0.2615797579885925,0.1365738266996667,0.3060265376048087,0.0550617373917529,0.0691449484363256,0.15655460023319,0.0202959967620519,0.0004862527591923,0.0004862527591923,0.6630625078576025,h00,1788482744701747849,GARLIC
p1,1.3,0.0108780911645415,0.0109217782776521,0.2664723028315685,0.1372831581163745,0.3076159654089132,0.0570274039563909,0.0573618303670829,0.1298758423405652,0.0211257667048586,0.0002657972218667,0.0002657972218667,0.6553745265071819,h00,1788482744701747849,GARLIC
p2,0.7,0.0603763546499581,0.0603763546499581,0.3746477731640635,0.0392106161128197,0.0491361104170672,0.0722241946423278,0.0207865305301592,0.1154010832881252,0.0051215393498185,0.0088068190228101,0.0088068190228101,0.5480064928437901,h00,1788482744701747849,GARLIC
p2,0.8,0.0405841314671939,0.0405841314671939,0.3884261321884487,0.0287344726916534,0.0360081111424229,0.0771028768063027,0.0169310291006435,0.0939964029380554,0.0055956906094313,0.0052131991453799,0.0052131991453799,0.5288753003958172,h00,1788482744701747849,GARLIC
p2,0.9,0.0262330303089548,0.0262330303089548,0.4013480484668002,0.0205038668026565,0.0256940686750081,0.0818051733709456,0.0133588022961237,0.0741643851612387,0.0060240925094402,0.0029273755906113,0.0029273755906113,0.5108226856528139,h00,1788482744701747849,GARLIC
p2,1.0,0.0166400894081122,0.0166400894081122,0.4132706013629121,0.0145004001880593,0.018170927553959,0.0861839030923654,0.0103200080000346,0.0572938375174335,0.0063909038019136,0.0015893791576536,0.0015893791576536,0.4941545917428088,h00,1788482744701747849,GARLIC
p2,1.1,0.0105072877288059,0.0105072877288059,0.424108885248435,0.0102807137493554,0.0128830999365356,0.0901475197260936,0.0078577554652429,0.0436240906863485,0.0066943070200238,0.000845672744345,0.000845672744345,0.4790492880054476,h00,1788482744701747849,GARLIC
p2,1.2,0.0066680856308323,0.0066680856308323,0.4338373881042089,0.0073571721315576,0.0092195139493203,0.093657340202855,0.0059198754452549,0.0328655154029671,0.0069411967281237,0.0004449786402973,0.0004449786402973,0.4655640749648123,h00,1788482744701747849,GARLIC
p2,1.3,0.0042804918218711,0.0042804918218711,0.4424805406683366,0.0053351619794219,0.0066856666408796,0.0967154826758863,0.0044242964639121,0.0245624734720639,0.0071418032677738,0.0002330086400332,0.0002330086400332,0.4536621733880032,h00,1788482744701747849,GARLIC
p3,0.7,0.06759678879836,0.06759678879836,0.4200274969009169,0.048687443940191,0.0560915252767177,0.1006766269568252,0.0283906815920789,0.14857790033188,0.0054734055499997,0.0087475698438367,0.0087475698438367,0.4738224705922581,h00,1788482744701747849,GARLIC
p3,0.8,0.0468080685436313,0.0468080685436313,0.4347804166441429,0.0375084813411168,0.0432125361072775,0.1078719461904421,0.0245620978094093,0.1285416452025755,0.0058829968910985,0.0051935277073362,0.0051935277073362,0.4514646402743164,h00,1788482744701747849,GARLIC
p3,0.9,0.0314150230763559,0.0314150230763559,0.4483072442641937,0.0282451754374344,0.0325405246975051,0.1144979146430578,0.0207530134548909,0.1086074370805961,0.0062084390310695,0.0029300965051947,0.0029300965051947,0.4309864020616789,h00,1788482744701747849,GARLIC
p3,1.0,0.0208928935345474,0.0208928935345474,0.4605740539350034,0.0211751402086404,0.0243953228210143,0.1204784618883689,0.0173045655568428,0.0905605597474774,0.0064558020228578,0.0016010314075555,0.0016010314075555,0.4124916821537697,h00,1788482744701747849,GARLIC
p3,1.1,0.0139869295659702,0.0139869295659702,0.47159122448671,0.0159767102063239,0.0184063481639677,0.1257955526337747,0.014322372800148,0.0749537509874416,0.0066365025908492,0.0008586485646782,0.0008586485646782,0.3959767202886659,h00,1788482744701747849,GARLIC
p3,1.2,0.0095204590090564,0.0095204590090564,0.4814078743516322,0.0121919534092473,0.0140460292733264,0.1304669509788519,0.0118000250556278,0.0617534644577856,0.0067629446102146,0.0004560314431019,0.0004560314431019,0.3813622300593011,h00,1788482744701747849,GARLIC
p3,1.3,0.006626344856829,0.006626344856829,0.4901016563937279,0.0094224721754595,0.0108553826906216,0.1345327954620623,0.0096928627155268,0.0507259815445907,0.0068467964870421,0.0002413160760372,0.0002413160760372,0.3685187516571676,h00,1788482744701747849,GARLIC
p1,0.7,0.0537470714215922,0.0537470714215922,0.1909029192745438,0.0600974329433937,0.1284383190781379,0.0276024302527359,0.0748128493362527,0.1550666331696874,0.0110245587841318,0.0085641291991788,0.0085641291991788,0.7704700916885883,h00,1789806920600214380,GARLIC
p1,0.8,0.0344931674893674,0.0344931674893674,0.2021799440394596,0.0509935866972742,0.108981868914971,0.0295856121752019,0.0690629011691354,0.1431485587869353,0.0120124577267376,0.0045000084559746,0.0045000084559746,0.7562219860586008,h00,1789806920600214380,GARLIC
p1,0.9,0.0222030146521827,0.0222030146521827,0.212657218584325,0.0438151753548604,0.0936403968867149,0.0312760895104353,0.0658249160209989,0.1364370986617069,0.0129453050666723,0.0023054444993749,0.0023054444993749,0.7431213868385671,h00,1789806920600214380,GARLIC
p1,1.0,0.0145144991332861,0.0145144991332861,0.2221127303126822,0.0380933852616534,0.0814119693866311,0.0327067381618475,0.0643888471159263,0.1334605194766473,0.0138020606261698,0.0011695153976099,0.0011695153976099,0.7313784708993004,h00,1789806920600214380,GARLIC
p1,1.1,0.0096877719907486,0.0096877719907486,0.2304828449159528,0.0334112358945531,0.0714054289250847,0.0339177199170903,0.064091952043719,0.1328451369633448,0.0145695702057674,0.0005932176715687,0.0005932176715687,0.7210298649611894,h00,1789806920600214380,GARLIC
p1,1.2,0.0066093944554162,0.0066093944554162,0.237803789919292,0.029475133050923,0.0629933153256451,0.0349466151220942,0.0644446029107477,0.1335760860331863,0.0152446988615052,0.0003028634535872,0.0003028634535872,0.7120048960971084,h00,1789806920600214380,GARLIC
p1,1.3,0.0046043639480097,0.0046043639480097,0.244164708074672,0.0260956062879719,0.0557706983942055,0.0358256626425571,0.0651225801068159,0.134981347857764,0.0158319097227096,0.0001564281196926,0.0001564281196926,0.7041777195600611,h00,1789806920600214380,GARLIC
p2,0.7,0.047524902688489,0.047524902688489,0.2974543209062545,0.0333502273084181,0.0408703766034536,0.0607935525366455,0.1207569328099091,0.4005595820036012,0.0112737244910349,0.0090124439679605,0.0090124439679605,0.630478402066065,h00,1789806920600214380,GARLIC
p2,0.8,0.0307544080625059,0.0307544080625059,0.3138891939318664,0.0222361481408103,0.0272501815451107,0.0657575851768905,0.1140764382668674,0.3783998927876577,0.0125430265131337,0.0047638247277385,0.0047638247277385,0.6078101943781093,h00,1789806920600214380,GARLIC
p2,0.9,0.0199480417510079,0.0199480417510079,0.329564078619288,0.0146758751855684,0.0179851411587848,0.0704493153095931,0.1053589921319188,0.349483486096121,0.0135809773379105,0.0024582938300659,0.0024582938300659,0.5864056287332082,h00,1789806920600214380,GARLIC
p2,1.0,0.0131290898837765,0.0131290898837765,0.3440700862063447,0.0097063667360947,0.0118950572746259,0.0747773156148003,0.0959736263582939,0.3183515410909263,0.0144395012770853,0.0012595831906437,0.0012595831906437,0.5667130969017695,h00,1789806920600214380,GARLIC
p2,1.1,0.0088180214094395,0.0088180214094395,0.3572450832256288,0.0064739140165048,0.0079337181574813,0.0787049537391473,0.0866667383406977,0.2874799125447536,0.0151643178428766,0.0006485738530416,0.0006485738530416,0.5488856451923471,h00,1789806920600214380,GARLIC
p2,1.2,0.0060548565709027,0.0060548565709027,0.3690874795491701,0.0043667702444805,0.0053514341231379,0.0822327613485374,0.0778132314987045,0.2581121825322883,0.0157878703118931,0.0003388490159273,0.0003388490159273,0.5328918887903992,h00,1789806920600214380,GARLIC
p2,1.3,0.004250091768151,0.004250091768151,0.3796808227183938,0.0029816174810254,0.0036539429914527,0.0853820107029417,0.0695904723377658,0.2308366887301502,0.01633167078939,0.000181184788565,0.000181184788565,0.5186054957892744,h00,1789806920600214380,GARLIC
p3,0.7,0.0352421427090492,0.0352421427090492,0.2800792670011085,0.0368108611688503,0.0415472473689055,0.0855931435561778,0.0152326943016874,0.0589778676808925,0.0048731150439137,0.0097347937914942,0.0097347937914942,0.6294544743987999,h00,1789806920600214380,GARLIC
p3,0.8,0.0208747626725081,0.0208747626725081,0.2873259281790166,0.027559211195719,0.0311052045098409,0.0936195786608079,0.0101324080858425,0.0392306056656979,0.0052592239939816,0.0051824998856335,0.0051824998856335,0.6137952691661938,h00,1789806920600214380,GARLIC
p3,0.9,0.0122943783061257,0.0122943783061257,0.294822587871291,0.0209325293245373,0.0236258795988005,0.1010837255745517,0.0067158956096775,0.0260025701810593,0.0055825987342255,0.0026888598422777,0.0026888598422777,0.5985110878199316,h00,1789806920600214380,GARLIC
p3,1.0,0.0072991578307806,0.0072991578307806,0.3022986183638509,0.0162401603122421,0.01832975204542,0.1078038526971878,0.0044872236258855,0.0173736094233002,0.0058444296211126,0.0013805059035856,0.0013805059035856,0.5840530993178485,h00,1789806920600214380,GARLIC
p3,1.1,0.0043982889255395,0.0043982889255395,0.3095609914419088,0.0128805602938467,0.0145378784354928,0.1137200108057879,0.0030377784013321,0.011761654835927,0.0060527362943676,0.0007080180078033,0.0007080180078033,0.5706662614579356,h00,1789806920600214380,GARLIC
p3,1.2,0.0026969472935302,0.0026969472935302,0.3164878633400334,0.0104219921537255,0.0117629708281326,0.1188543933197567,0.0020867621450186,0.0080795149717389,0.0062163997772918,0.0003649145409205,0.0003649145409205,0.5584413435629181,h00,1789806920600214380,GARLIC
p3,1.3,0.0016833586871688,0.0016833586871688,0.3230121935562748,0.008576069383627,0.009679536550369,0.1232744755548108,0.0014541250436995,0.0056300738871442,0.0063431931735098,0.0001897979626271,0.0001897979626271,0.5473701377154044,h00,1789806920600214380,GARLIC
p1,0.7,0.0706274378087108,0.0706274378087108,0.2152141397486343,0.054040393778307,0.1101329544089548,0.0342362151156236,0.0953099388684557,0.2139977872706835,0.0108026026472881,0.0092213439443443,0.0092213439443443,0.7397470424884539,h00,1816372852695257818,GARLIC
p1,0.8,0.0511920283357122,0.0511920283357122,0.2303774817424951,0.0417504483749489,0.0850863568147694,0.0374641955778261,0.0958070850949176,0.2151140212508528,0.0118157188270521,0.0052867256785589,0.0052867256785589,0.7203426038526266,h00,1816372852695257818,GARLIC
p1,0.9,0.0371504909756153,0.0371504909756153,0.2450031153507478,0.0322289460412348,0.065681776109352,0.040547406263979,0.0954931508528969,0.2144091500282025,0.0126841075845373,0.0029363302622895,0.0029363302622895,0.7017653708007358,h00,1816372852695257818,GARLIC
p1,1.0,0.0272838624540865,0.0272838624540865,0.2588112521717303,0.0250565384429328,0.0510645910039517,0.043402926875488,0.0941596473293818,0.2114150572112534,0.0134148298028913,0.0016034156434082,0.0016034156434082,0.6843709911498903,h00,1816372852695257818,GARLIC
p1,1.1,0.0204289515295108,0.0204289515295108,0.2716497345392626,0.0197372756829247,0.0402240681639351,0.0459839091110713,0.0919698303330763,0.2064982982950204,0.0140244186341592,0.0008736038340563,0.0008736038340563,0.6683419377155067,h00,1816372852695257818,GARLIC
p1,1.2,0.0156446250341704,0.0156446250341704,0.2834530399302893,0.0158032710511306,0.0322066663193928,0.0482747107944501,0.0891863265152938,0.2002485444399993,0.0145327807651981,0.0004813737287075,0.0004813737287075,0.6537394685100624,h00,1816372852695257818,GARLIC
p1,1.3,0.0122503304914239,0.0122503304914239,0.2942130353148827,0.0128726888180964,0.0262342139204243,0.0502827843164756,0.0860402748415549,0.1931847680404725,0.0149592173280001,0.0002715244208666,0.0002715244208666,0.6405449630406415,h00,1816372852695257818,GARLIC
p2,0.7,0.0568199114544201,0.0568199114544201,0.3150652105401735,0.0519498561155809,0.0643250079446027,0.0759429428251067,0.0291241760191586,0.0902139110837353,0.0054974725440946,0.0106696094609709,0.0106696094609709,0.603494374090625,h00,1816372852695257818,GARLIC
p2,0.8,0.041258559988432,0.041258559988432,0.3350089308341073,0.0422978095167002,0.0523737145132343,0.0814700873148312,0.0215719897592344,0.0668205536444578,0.0057148462187634,0.0063607295418473,0.0063607295418473,0.577806135632298,h00,1816372852695257818,GARLIC
p2,0.9,0.0295474855411402,0.0295474855411402,0.3536781829221473,0.0348018170484014,0.0430920761964077,0.0864329348386492,0.0156295905348933,0.0484136097056451,0.005907253856036,0.003698742009444,0.003698742009444,0.5539816283831672,h00,1816372852695257818,GARLIC
p2,1.0,0.0210090398190143,0.0210090398190143,0.3704476292281057,0.0291910543380045,0.0361447546269585,0.0907950962735322,0.0111496552002449,0.0345367368397832,0.0060772189895178,0.0021274384637936,0.0021274384637936,0.5326800555088441,h00,1816372852695257818,GARLIC
p2,1.1,0.0149173701439541,0.0149173701439541,0.3850859651941992,0.025103925268757,0.031084016647915,0.0945757177905471,0.0078782310063633,0.0244033009221499,0.006227478266939,0.0012262281757069,0.0012262281757069,0.5141108387483146,h00,1816372852695257818,GARLIC
p2,1.2,0.0106187915719533,0.0106187915719533,0.3976353228750823,0.0221771060633651,0.0274599898898739,0.0978240666118405,0.005537665940024,0.0171532579117819,0.006360602631651,0.0007157648003934,0.0007157648003934,0.4981800078814261,h00,1816372852695257818,GARLIC
p2,1.3,0.007594213983769,0.007594213983769,0.4082857142002839,0.0201015815785417,0.0248900476617675,0.1006013483760583,0.0038825894640526,0.012026557608163,0.006478898400886,0.0004264004581931,0.0004264004581931,0.4846340390227717,h00,1816372852695257818,GARLIC
p3,0.7,0.0497992989436455,0.0497992989436455,0.3255236413830048,0.0451049175945149,0.0484999113919515,0.1095239919998266,0.039471744263709,0.1123941192593748,0.0103193651979492,0.0090932786982292,0.0090932786982292,0.5546330014192192,h00,1816372852695257818,GARLIC
p3,0.8,0.0362362772674675,0.0362362772674675,0.3471825619847642,0.0340724952792151,0.0366370916980807,0.1163935957430201,0.0328451132521481,0.0935250682434048,0.0112421922172364,0.0052060601723216,0.0052060601723216,0.5251816500549792,h00,1816372852695257818,GARLIC
p3,0.9,0.0263081768001738,0.0263081768001738,0.3677940659939355,0.0258096827998487,0.0277523470966116,0.1226528120724015,0.0273762057452687,0.0779525858509348,0.0120200740086857,0.0028863410797129,0.0028863410797129,0.4975330479249771,h00,1816372852695257818,GARLIC
p3,1.0,0.0192689639024282,0.0192689639024282,0.3867200983287918,0.0197936893825962,0.0212835369705335,0.1282483034384467,0.0229839766756173,0.0654458996865036,0.0126663656566849,0.0015715045738979,0.0015715045738979,0.4723652325760765,h00,1816372852695257818,GARLIC
p3,1.1,0.0143775614486039,0.0143775614486039,0.4036644950047479,0.0154723620617961,0.0166369484535442,0.1331774419697918,0.0194828766755011,0.0554766657878676,0.0132019998209388,0.0008517948083784,0.0008517948083784,0.4499560632045215,h00,1816372852695257818,GARLIC
p3,1.2,0.0110064640793073,0.0110064640793073,0.4185793366933377,0.0123648489864004,0.0132955365445165,0.1374707104551793,0.0166689053914621,0.0474640017926379,0.0136473902966444,0.000465154971195,0.000465154971195,0.4303025625548384,h00,1816372852695257818,GARLIC
p3,1.3,0.0086812548948457,0.0086812548948457,0.4315676614511921,0.0101020609141268,0.0108624310904589,0.1411794673434711,0.0143688000928837,0.0409145494170249,0.0140198832518375,0.0002585267565466,0.0002585267565466,0.4132329879534992,h00,1816372852695257818,GARLIC
p1,0.7,0.0691942983404997,0.0691942983404997,0.2303468578055703,0.1177874622917009,0.2360636692402138,0.0467256441945222,0.0707495178601169,0.1514481866693128,0.0158160345109477,0.0085646926733937,0.0085646926733937,0.7071114634889596,h00,1818297040266038161,GARLIC
p1,0.8,0.0407043189139733,0.0407043189139733,0.2450832017319343,0.0934215095480968,0.1872306602146504,0.0511189901120819,0.0516571133191811,0.110578508198872,0.0175898622605841,0.0040782431453899,0.0040782431453899,0.6862079458953996,h00,1818297040266038161,GARLIC
p1,0.9,0.0232382875635598,0.0232382875635598,0.2595762507580155,0.073085913676183,0.1464750884049643,0.0548722286283159,0.0360870660649335,0.0772488757952483,0.0191075242268999,0.0018251084788161,0.0018251084788161,0.6664439963867687,h00,1818297040266038161,GARLIC
p1,1.0,0.0134751389873977,0.0134751389873977,0.2734923454722812,0.0585247851720872,0.1172924117764238,0.0580559120596113,0.0250304962927632,0.0535809061266963,0.0203681578881012,0.0008049425707735,0.0008049425707735,0.6480835845800063,h00,1818297040266038161,GARLIC
p1,1.1,0.0080739151217405,0.0080739151217405,0.286609311423013,0.0485073029479525,0.0972158810118718,0.0607737421546216,0.0174596920107878,0.0373746532105928,0.0213963872934611,0.0003576645382825,0.0003576645382825,0.6312205591289042,h00,1818297040266038161,GARLIC
p1,1.2,0.0050175096768212,0.0050175096768212,0.2987980734264139,0.0416278592806793,0.0834284482679174,0.0631208977620723,0.0122845246956751,0.0262965606766795,0.0222243900565518,0.0001619489409178,0.0001619489409178,0.615856638754962,h00,1818297040266038161,GARLIC
p1,1.3,0.0032277112803128,0.0032277112803128,0.3100013467231691,0.036862122513485,0.0738771998921713,0.0651716931996348,0.0087173771462854,0.0186606354537673,0.0228846624842735,7.530165934175512e-05,7.530165934175512e-05,0.6019422975929224,h00,1818297040266038161,GARLIC
p2,0.7,0.0618658345742472,0.0618658345742472,0.3557345437941048,0.0296233116885123,0.0348509549276615,0.0564202436494104,0.0195931259194224,0.0606019941228646,0.0045314332657819,0.0108373447111961,0.0108373447111961,0.5833137792907027,h00,1818297040266038161,GARLIC
p2,0.8,0.0337788905226674,0.0337788905226674,0.3720961789543676,0.0164118588178723,0.0193080691974968,0.0594060835725851,0.010301306426547,0.0318621803425756,0.0046832619593701,0.0053162564806157,0.0053162564806157,0.563814475513677,h00,1818297040266038161,GARLIC
p2,0.9,0.0174403650709949,0.0174403650709949,0.3883755468694726,0.0086136759072955,0.0101337363615241,0.0621813637322371,0.0050694236624851,0.01567984528164,0.0048265024159317,0.0024470099714049,0.0024470099714049,0.5446165869823585,h00,1818297040266038161,GARLIC
p2,1.0,0.0089040737465007,0.0089040737465007,0.4043215520743378,0.0044816347849356,0.0052725115116889,0.0646743757271541,0.0024420415280922,0.0075532912380526,0.0049622226744098,0.0011052368995751,0.0011052368995751,0.526041849524098,h00,1818297040266038161,GARLIC
p2,1.1,0.0045792208125018,0.0045792208125018,0.4197405977511517,0.0023557233972556,0.0027714392908889,0.0668524497314077,0.0011730708155048,0.0036283353130731,0.0050913907711926,0.0004991262589665,0.0004991262589665,0.5083155617462479,h00,1818297040266038161,GARLIC
p2,1.2,0.0023891907115144,0.0023891907115144,0.4344961345748329,0.0012599253331834,0.0014822650978628,0.0687153840169111,0.0005658790506256,0.001750277063563,0.0052148335243647,0.0002270743871007,0.0002270743871007,0.4915736478838911,h00,1818297040266038161,GARLIC
p2,1.3,0.0012680880992349,0.0012680880992349,0.4485000237552488,0.0006872382378846,0.0008085155739819,0.0702841478993975,0.0002748374641404,0.0008500786681552,0.005333258948428,0.0001044251574894,0.0001044251574894,0.4758825693969255,h00,1818297040266038161,GARLIC
