pop,tau,A_per_cM_mean_all,A_per_cM_mean_nonzero,A_proportion_mean,B_per_cM_mean_all,B_per_cM_mean_nonzero,B_proportion_mean,C_per_cM_mean_all,C_per_cM_mean_nonzero,C_proportion_mean,Non-ROH_per_cM_mean_all,Non-ROH_per_cM_mean_nonzero,Non-ROH_proportion_mean,hXX,simID
p2,0.7,0.047417921818489785,0.047417921818489785,0.3565889118236868,0.02840364189794946,0.050720789103481184,0.028937416860297126,0.01251984678931246,0.037559540367937384,0.001999411247261838,0.010799218508434284,0.010799218508434284,0.6124742600687543,h00,103568543989312214
p2,0.8,0.03244326850970375,0.03244326850970375,0.37273327604895673,0.02390932062562755,0.04269521540290634,0.03043052621867048,0.007504671917203522,0.022514015751610567,0.0019279134088788315,0.006446680094244184,0.006446680094244184,0.594908284323494,h00,103568543989312214
p2,0.9,0.022220965078678625,0.022220965078678625,0.38809945436043075,0.02075577359632193,0.037063881422003446,0.0316930662693482,0.004379797589537115,0.013139392768611344,0.0018499039013193715,0.003796779480442713,0.003796779480442713,0.5783575754689017,h00,103568543989312214
p2,1.0,0.01545667548045382,0.01545667548045382,0.4024013250617097,0.018593077640345443,0.03320192435775972,0.032745476517310294,0.002519472421126945,0.007558417263380836,0.0017686450972045303,0.0022397083079390566,0.0022397083079390566,0.5630845533237755,h00,103568543989312214
p2,1.1,0.011013597182311916,0.011013597182311916,0.4154956505687332,0.017097808248243942,0.030531800443292754,0.03361622553264164,0.0014390172376963996,0.0043170517130891985,0.0016866682596700308,0.0013368379855354356,0.0013368379855354356,0.5492014556389552,h00,103568543989312214
p2,1.2,0.008073303657078102,0.008073303657078102,0.4273396056562478,0.016031190117970114,0.028627125210660916,0.03433367213717461,0.000819330602932222,0.002457991808796666,0.001605731833886366,0.0008128552540645788,0.0008128552540645788,0.5367209903726912,h00,103568543989312214
p2,1.3,0.006095480557961376,0.006095480557961376,0.4379568195059763,0.015234043966537698,0.027203649940245888,0.034923331858725884,0.0004660362839085748,0.0013981088517257244,0.0015269584537763443,0.000505766902431073,0.000505766902431073,0.5255928901815214,h00,103568543989312214
p3,0.7,0.04839398895493168,0.04839398895493168,0.42555202140241827,0.024028666964660904,0.033559590732766625,0.04183511602918769,0.029396656988454072,0.0783910853025442,0.0042261524467317475,0.010400874130626061,0.010400874130626061,0.5283867101216622,h00,103568543989312214
p3,0.8,0.03276823613796202,0.03276823613796202,0.44345364120975606,0.019028044682134246,0.02657548139962884,0.04410418216228644,0.01934424258179989,0.05158464688479971,0.004432573858225721,0.006097488268701951,0.006097488268701951,0.5080096027697318,h00,103568543989312214
p3,0.9,0.022103637809284565,0.022103637809284565,0.46014270338292673,0.015504353892954894,0.021654125548819684,0.046085099169086874,0.012541768919027012,0.03344471711740537,0.004635472744887255,0.00349847985102846,0.00349847985102846,0.4891367247030991,h00,103568543989312214
p3,1.0,0.015069062607581996,0.015069062607581996,0.47544857995078565,0.013072848736572303,0.01825816862649763,0.04778839390389656,0.008098223576519716,0.02159526287071924,0.004831164950007165,0.0019894533310241907,0.0019894533310241907,0.47193186119531066,h00,103568543989312214
p3,1.1,0.01047269028461681,0.01047269028461681,0.4893389606936155,0.011375904322151728,0.01588813452814487,0.04923719716899023,0.005236773588823993,0.013964729570197315,0.005016834715254985,0.0011296933833756626,0.0011296933833756626,0.45640700742213924,h00,103568543989312214
p3,1.2,0.007450730451883194,0.007450730451883194,0.5018586160340532,0.010149678213475993,0.014175528231111722,0.0504570872761527,0.003399149926795968,0.009064399804789246,0.005190644189227959,0.0006432118495630599,0.0006432118495630599,0.4424936525005661,h00,103568543989312214
p3,1.3,0.005432223500523653,0.005432223500523653,0.5130913721011341,0.009219111487695966,0.012875854033094923,0.05147351836705749,0.0022158617164507468,0.005908964577201992,0.005351668624280055,0.0003680530553605798,0.0003680530553605798,0.4300834409075283,h00,103568543989312214
p1,0.7,0.0885047169562839,0.08868208111852094,0.16820351373521975,0.06118365125917949,0.17481043216908426,0.02173300335112355,0.0735197826162152,0.15776120019729512,0.01149234184024316,0.012433849002517313,0.012433849002517313,0.7985711410734136,h00,1059344429161942577
p1,0.8,0.07317781840617132,0.07332446734085303,0.1802538212808416,0.05350111576968052,0.15286033077051578,0.023816234192102173,0.06595750460267623,0.1415338119599094,0.01282131758573011,0.008018425935463983,0.008018425935463983,0.7831086269413261,h00,1059344429161942577
p1,0.9,0.05936113067655604,0.059480090858272584,0.19147264852621032,0.04567172188910822,0.13049063396888064,0.02575685867433205,0.05657600683624594,0.12140268133611108,0.01399131780286051,0.004930215029979067,0.004930215029979067,0.7687791749965972,h00,1059344429161942577
p1,1.0,0.04796371419560991,0.048059833863336586,0.2017142512553006,0.03858197036032883,0.11023420102951094,0.02752151361218578,0.04714304869616586,0.10116112532718924,0.014999890447122854,0.0029532951232729035,0.0029532951232729035,0.7557643446853908,h00,1059344429161942577
p1,1.1,0.038991880154825555,0.039070020195215986,0.21096368174969618,0.03257637121121343,0.09307534631775266,0.029093657053635504,0.03865241370830215,0.08294163774906503,0.01586299046363023,0.0017548714504305386,0.0017548714504305386,0.744079670733038,h00,1059344429161942577
p1,1.2,0.03202444710380422,0.03208862435250924,0.21927364251297035,0.027631105439292574,0.07894601554083593,0.030470783245416574,0.03142728290052008,0.06743771122403268,0.016603400161729964,0.0010475688006927873,0.0010475688006927873,0.733652174079883,h00,1059344429161942577
p1,1.3,0.026587958996561488,0.026641241479520527,0.22672384371395288,0.02358854815467804,0.06739585187050869,0.03166151647998234,0.0254517818466099,0.05461528187918374,0.017243711871280796,0.0006337039860776681,0.0006337039860776681,0.7243709279347841,h00,1059344429161942577
p2,0.7,0.06238085875812372,0.06238085875812372,0.37959647397114393,0.03723694429618173,0.06420162809686505,0.0386885411140032,0.054637779204456574,0.1490121251030634,0.004867809033782503,0.013093153017714371,0.013093153017714371,0.5768471758810704,h00,1059344429161942577
p2,0.8,0.045070460475683034,0.045070460475683034,0.3942201437315195,0.03036068372995569,0.05234600643095808,0.04140980858043615,0.048304849851890715,0.13174049959606557,0.005561260148335205,0.008598760701911567,0.008598760701911567,0.5588087875397091,h00,1059344429161942577
