hXX,replicate,pop,A_0,A_1,A_2,A_nan,B_0,B_1,B_2,B_nan,C_0,C_1,C_2,C_nan,NONE_0,NONE_1,NONE_2,NONE_nan
h00,892849211236969083,p3,0,0,500,0,0,77,423,0,389,80,31,0,0,0,500,0
h00,8937232098722504595,p1,0,0,500,0,12,251,237,0,368,69,63,0,0,0,500,0
h00,8937232098722504595,p2,0,0,500,0,0,80,420,0,335,128,37,0,0,0,500,0
h00,8937232098722504595,p3,0,0,500,0,0,41,459,0,323,140,37,0,0,0,500,0
h00,8961844850661227179,p1,0,0,500,0,21,255,224,0,362,79,59,0,0,0,500,0
h00,8961844850661227179,p2,0,0,500,0,0,93,407,0,379,80,41,0,0,0,500,0
h00,8961844850661227179,p3,0,0,500,0,0,44,456,0,378,83,39,0,0,0,500,0
h00,8969014853050447058,p1,0,0,500,0,13,237,250,0,383,55,62,0,0,0,500,0
h00,8969014853050447058,p2,0,0,500,0,0,70,430,0,377,77,46,0,0,0,500,0
h00,8969014853050447058,p3,0,0,500,0,0,35,465,0,343,124,33,0,0,0,500,0
h00,8970040591604040971,p1,0,2,498,0,17,231,252,0,363,77,60,0,0,0,500,0
h00,8970040591604040971,p2,0,0,500,0,0,83,417,0,366,94,40,0,0,0,500,0
h00,8970040591604040971,p3,0,0,500,0,0,43,457,0,350,108,42,0,0,0,500,0
h00,8977154241724772450,p1,0,0,500,0,21,235,244,0,395,54,51,0,0,0,500,0
h00,8977154241724772450,p2,0,0,500,0,0,69,431,0,363,91,46,0,0,0,500,0
h00,8977154241724772450,p3,0,0,500,0,0,18,482,0,341,99,60,0,0,0,500,0
h00,8981014070999155818,p1,0,0,500,0,18,264,218,0,376,71,53,0,0,0,500,0
h00,8981014070999155818,p2,0,0,500,0,0,104,396,0,354,117,29,0,0,0,500,0
h00,8981014070999155818,p3,0,0,500,0,0,27,473,0,377,91,32,0,0,0,500,0
h00,8987739109041825911,p1,0,4,496,0,19,247,234,0,372,80,48,0,0,0,500,0
h00,8987739109041825911,p2,0,0,500,0,0,115,385,0,371,84,45,0,0,0,500,0
h00,8987739109041825911,p3,0,0,500,0,0,71,429,0,366,101,33,0,0,0,500,0
h00,8988768191470560045,p1,0,0,500,0,17,230,253,0,380,62,58,0,0,0,500,0
h00,8988768191470560045,p2,0,0,500,0,0,74,426,0,319,133,48,0,0,0,500,0
h00,8988768191470560045,p3,0,0,500,0,0,28,472,0,364,99,37,0,0,0,500,0
h00,9045931849552291715,p1,0,0,500,0,12,250,238,0,377,68,55,0,0,0,500,0
h00,9045931849552291715,p2,0,0,500,0,0,107,393,0,382,77,41,0,0,0,500,0
h00,9045931849552291715,p3,0,0,500,0,0,41,459,0,333,121,46,0,0,0,500,0
h00,9046417628191875030,p1,0,0,500,0,12,234,254,0,347,89,64,0,0,0,500,0
h00,9046417628191875030,p2,0,0,500,0,0,84,416,0,377,73,50,0,0,0,500,0
h00,9046417628191875030,p3,0,0,500,0,0,32,468,0,364,82,54,0,0,0,500,0
h00,9063079763754185006,p1,0,0,500,0,10,273,217,0,375,76,49,0,0,0,500,0
h00,9063079763754185006,p2,0,0,500,0,0,116,384,0,339,134,27,0,0,0,500,0
h00,9063079763754185006,p3,0,0,500,0,0,62,438,0,391,86,23,0,0,0,500,0
h00,9084112811632084047,p1,0,0,500,0,11,208,281,0,364,71,65,0,0,0,500,0
h00,9084112811632084047,p2,0,0,500,0,0,84,416,0,382,73,45,0,0,0,500,0
h00,9084112811632084047,p3,0,0,500,0,0,40,460,0,360,65,75,0,0,0,500,0
h00,9113704351732084032,p1,0,0,500,0,21,229,250,0,386,71,43,0,0,0,500,0
h00,9113704351732084032,p2,0,0,500,0,0,96,404,0,392,85,23,0,0,0,500,0
h00,9113704351732084032,p3,0,0,500,0,0,55,445,0,372,97,31,0,0,0,500,0
h00,9120897301394250832,p1,0,0,500,0,11,219,270,0,373,68,59,0,0,0,500,0
h00,9120897301394250832,p2,0,0,500,0,0,54,446,0,366,87,47,0,0,0,500,0
h00,9120897301394250832,p3,0,0,500,0,0,38,462,0,358,93,49,0,0,0,500,0
h00,9131753557599879226,p1,0,0,500,0,14,251,235,0,366,72,62,0,0,0,500,0
h00,9131753557599879226,p2,0,0,500,0,0,67,433,0,350,113,37,0,0,0,500,0
h00,9131753557599879226,p3,0,0,500,0,0,34,466,0,383,78,39,0,0,0,500,0
h00,913400200492355452,p1,0,0,500,0,18,232,250,0,357,86,57,0,0,0,500,0
h00,913400200492355452,p2,0,0,500,0,0,105,395,0,377,88,35,0,0,0,500,0
h00,913400200492355452,p3,0,0,500,0,0,41,459,0,382,73,45,0,0,0,500,0
h00,9147380939632197605,p1,0,1,499,0,11,228,261,0,369,48,83,0,0,0,500,0
h00,9147380939632197605,p2,0,0,500,0,1,77,422,0,382,40,78,0,0,0,500,0
h00,9147380939632197605,p3,0,0,500,0,0,40,460,0,357,42,101,0,0,0,500,0
h00,9160051777519494854,p1,0,0,500,0,13,240,247,0,362,85,53,0,0,0,500,0
h00,9160051777519494854,p2,0,0,500,0,0,106,394,0,372,85,43,0,0,0,500,0
h00,9160051777519494854,p3,0,0,500,0,0,38,462,0,326,136,38,0,0,0,500,0
h00,916465942571193031,p1,0,3,497,0,18,272,210,0,382,77,41,0,0,0,500,0
h00,916465942571193031,p2,0,0,500,0,0,93,407,0,370,88,42,0,0,0,500,0
h00,916465942571193031,p3,0,0,500,0,0,39,461,0,378,81,41,0,0,0,500,0
h00,9169805848763918647,p1,0,2,498,0,13,266,221,0,385,66,49,0,0,0,500,0
h00,9169805848763918647,p2,0,0,500,0,0,95,405,0,348,120,32,0,0,0,500,0
h00,9169805848763918647,p3,0,0,500,0,0,36,464,0,360,110,30,0,0,0,500,0
h00,918088812864975177,p1,0,0,500,0,17,247,236,0,369,67,64,0,0,0,500,0
h00,918088812864975177,p2,0,0,500,0,0,89,411,0,366,89,45,0,0,0,500,0
h00,918088812864975177,p3,0,0,500,0,0,52,448,0,340,119,41,0,0,0,500,0
h00,9199449143051999835,p1,0,1,499,0,23,251,226,0,386,35,79,0,0,0,500,0
h00,9199449143051999835,p2,0,0,500,0,0,100,400,0,338,34,128,0,0,0,500,0
h00,9199449143051999835,p3,0,0,500,0,0,53,447,0,344,44,112,0,0,0,500,0
h00,9222986121209035511,p1,0,1,499,0,18,236,246,0,367,78,55,0,0,0,500,0
h00,9222986121209035511,p2,0,0,500,0,0,55,445,0,349,109,42,0,0,0,500,0
h00,9222986121209035511,p3,0,0,500,0,0,38,462,0,386,81,33,0,0,0,500,0
h00,940373528300762006,p1,0,0,500,0,18,217,265,0,360,73,67,0,0,0,500,0
h00,940373528300762006,p2,0,0,500,0,0,65,435,0,405,59,36,0,0,0,500,0
h00,940373528300762006,p3,0,0,500,0,0,29,471,0,370,90,40,0,0,0,500,0
h00,947506197669724471,p1,0,0,500,0,14,233,253,0,372,76,52,0,0,0,500,0
h00,947506197669724471,p2,0,0,500,0,0,60,440,0,386,60,54,0,0,0,500,0
h00,947506197669724471,p3,0,0,500,0,0,28,472,0,371,74,55,0,0,0,500,0
h00,970080044080034050,p1,0,1,499,0,22,249,229,0,373,63,64,0,0,0,500,0
h00,970080044080034050,p2,0,0,500,0,0,52,448,0,376,84,40,0,0,0,500,0
h00,970080044080034050,p3,0,0,500,0,0,42,458,0,336,131,33,0,0,0,500,0
h00,973586120252853667,p1,0,0,500,0,12,198,290,0,375,67,58,0,0,0,500,0
h00,973586120252853667,p2,0,0,500,0,0,64,436,0,362,79,59,0,0,0,500,0
h00,973586120252853667,p3,0,0,500,0,0,28,472,0,376,80,44,0,0,0,500,0
h00,983308728926166689,p1,0,0,500,0,14,229,257,0,376,60,64,0,0,0,500,0
h00,983308728926166689,p2,0,0,500,0,0,52,448,0,359,85,56,0,0,0,500,0
h00,983308728926166689,p3,0,0,500,0,1,43,456,0,350,104,46,0,0,0,500,0
h00,991512821208445178,p1,0,0,500,0,9,241,250,0,372,63,65,0,0,0,500,0
h00,991512821208445178,p2,0,0,500,0,0,75,425,0,379,81,40,0,0,0,500,0
h00,991512821208445178,p3,0,0,500,0,0,42,458,0,395,77,28,0,0,0,500,0
h00,998901623164914020,p1,0,1,499,0,11,272,217,0,367,65,68,0,0,0,500,0
h00,998901623164914020,p2,0,0,500,0,0,92,408,0,394,66,40,0,0,0,500,0
h00,998901623164914020,p3,0,0,500,0,0,29,471,0,371,84,45,0,0,0,500,0
h05,1016222860425175782,p1,0,0,500,0,16,259,225,0,366,90,44,0,0,0,500,0
h05,1016222860425175782,p2,0,0,500,0,0,98,402,0,365,100,35,0,0,0,500,0
h05,1016222860425175782,p3,0,0,500,0,0,62,438,0,362,103,35,0,0,0,500,0
h05,1044925868286936893,p1,0,0,500,0,21,258,221,0,365,78,57,0,0,0,500,0
h05,1044925868286936893,p2,0,0,500,0,0,97,403,0,383,81,36,0,0,0,500,0
h05,1044925868286936893,p3,0,0,500,0,0,45,455,0,379,76,45,0,0,0,500,0
h05,1068320408325871245,p1,0,0,500,0,18,269,213,0,379,72,49,0,0,0,500,0
h05,1068320408325871245,p2,0,0,500,0,0,90,410,0,356,100,44,0,0,0,500,0
h05,1068320408325871245,p3,0,0,500,0,0,51,449,0,390,71,39,0,0,0,500,0
h05,1075596764364027174,p1,0,0,500,0,13,299,188,0,361,90,49,0,0,0,500,0
h05,1075596764364027174,p2,0,0,500,0,0,91,409,0,384,79,37,0,0,0,500,0
h05,1075596764364027174,p3,0,0,500,0,0,45,455,0,367,102,31,0,0,0,500,0
h05,1102172386766988392,p1,0,0,500,0,7,227,266,0,388,65,47,0,0,0,500,0
h05,1102172386766988392,p2,0,0,500,0,0,108,392,0,298,115,87,0,0,0,500,0
h05,1102172386766988392,p3,0,0,500,0,0,26,474,0,365,63,72,0,0,0,500,0
h05,1119248656264676339,p1,0,1,499,0,14,311,175,0,362,92,46,0,0,0,500,0
h05,1119248656264676339,p2,0,0,500,0,0,108,392,0,381,90,29,0,0,0,500,0
h05,1119248656264676339,p3,0,0,500,0,0,83,417,0,338,135,27,0,0,0,500,0
h05,1141794509654982754,p1,0,0,500,0,20,278,202,0,387,74,39,0,0,0,500,0
h05,1141794509654982754,p2,0,0,500,0,0,139,361,0,398,66,36,0,0,0,500,0
h05,1141794509654982754,p3,0,0,500,0,0,79,421,0,359,91,50,0,0,0,500,0
h05,1167661324597895153,p1,0,1,499,0,19,260,221,0,373,69,58,0,0,0,500,0
h05,1167661324597895153,p2,0,0,500,0,0,111,389,0,310,153,37,0,0,0,500,0
h05,1167661324597895153,p3,0,0,500,0,0,36,464,0,289,168,43,0,0,0,500,0
h05,1185190056737090375,p1,0,0,500,0,18,251,231,0,359,82,59,0,0,0,500,0
h05,1185190056737090375,p2,0,0,500,0,0,61,439,0,375,89,36,0,0,0,500,0
h05,1185190056737090375,p3,0,0,500,0,0,36,464,0,340,127,33,0,0,0,500,0
h05,1230162842297416335,p1,0,0,500,0,8,246,246,0,379,68,53,0,0,0,500,0
h05,1230162842297416335,p2,0,0,500,0,0,72,428,0,329,115,56,0,0,0,500,0
h05,1230162842297416335,p3,0,0,500,0,0,45,455,0,325,131,44,0,0,0,500,0
h05,1237229632974671180,p1,0,1,499,0,18,257,225,0,370,75,55,0,0,0,500,0
h05,1237229632974671180,p2,0,0,500,0,0,108,392,0,385,71,44,0,0,0,500,0
h05,1237229632974671180,p3,0,0,500,0,0,50,450,0,359,108,33,0,0,0,500,0
h05,1273077629472787725,p1,0,0,500,0,8,250,242,0,391,68,41,0,0,0,500,0
h05,1273077629472787725,p2,0,0,500,0,0,89,411,0,369,94,37,0,0,0,500,0
h05,1273077629472787725,p3,0,0,500,0,0,70,430,0,337,131,32,0,0,0,500,0
h05,1288620110985989366,p1,0,0,500,0,10,242,248,0,360,79,61,0,0,0,500,0
h05,1288620110985989366,p2,0,0,500,0,0,64,436,0,367,99,34,0,0,0,500,0
h05,1288620110985989366,p3,0,0,500,0,0,49,451,0,361,92,47,0,0,0,500,0
h05,1293082097569055036,p1,0,0,500,0,17,287,196,0,347,89,64,0,0,0,500,0
h05,1293082097569055036,p2,0,0,500,0,0,97,403,0,367,89,44,0,0,0,500,0
h05,1293082097569055036,p3,0,0,500,0,0,48,452,0,312,146,42,0,0,0,500,0
h05,130100008647773760,p1,0,0,500,0,13,272,215,0,379,39,82,0,0,0,500,0
h05,130100008647773760,p2,0,0,500,0,1,90,409,0,341,57,102,0,0,0,500,0
h05,130100008647773760,p3,0,0,500,0,0,47,453,0,346,55,99,0,0,0,500,0
h05,1310092479884381886,p1,0,1,499,0,19,278,203,0,382,65,53,0,0,0,500,0
h05,1310092479884381886,p2,0,0,500,0,0,108,392,0,370,73,57,0,0,0,500,0
h05,1310092479884381886,p3,0,0,500,0,0,62,438,0,356,101,43,0,0,0,500,0
h05,13140534111571587,p1,0,0,500,0,12,233,255,0,380,75,45,0,0,0,500,0
h05,13140534111571587,p2,0,0,500,0,0,85,415,0,378,84,38,0,0,0,500,0
h05,13140534111571587,p3,0,0,500,0,0,32,468,0,357,103,40,0,0,0,500,0
h05,1326687900884774118,p1,0,0,500,0,12,269,219,0,385,78,37,0,0,0,500,0
h05,1326687900884774118,p2,0,0,500,0,0,90,410,0,376,88,36,0,0,0,500,0
h05,1326687900884774118,p3,0,0,500,0,0,61,439,0,347,114,39,0,0,0,500,0
h05,1364472538958108470,p1,0,0,500,0,13,273,214,0,366,61,73,0,0,0,500,0
h05,1364472538958108470,p2,0,0,500,0,0,128,372,0,391,42,67,0,0,0,500,0
h05,1364472538958108470,p3,0,0,500,0,0,101,399,0,362,76,62,0,0,0,500,0
h05,1405442266060743962,p1,0,0,500,0,12,260,228,0,369,74,57,0,0,0,500,0
h05,1405442266060743962,p2,0,0,500,0,0,96,404,0,356,95,49,0,0,0,500,0
h05,1405442266060743962,p3,0,0,500,0,0,47,453,0,375,72,53,0,0,0,500,0
h05,1406115186973936958,p1,0,0,500,0,11,271,218,0,388,61,51,0,0,0,500,0
h05,1406115186973936958,p2,0,0,500,0,0,91,409,0,387,66,47,0,0,0,500,0
h05,1406115186973936958,p3,0,0,500,0,0,30,470,0,346,111,43,0,0,0,500,0
h05,1410871317181049370,p1,0,0,500,0,13,253,234,0,385,62,53,0,0,0,500,0
h05,1410871317181049370,p2,0,0,500,0,0,101,399,0,370,92,38,0,0,0,500,0
h05,1410871317181049370,p3,0,0,500,0,0,60,440,0,338,138,24,0,0,0,500,0
h05,1445287144514026263,p1,0,0,500,0,17,236,247,0,380,70,50,0,0,0,500,0
h05,1445287144514026263,p2,0,0,500,0,0,45,455,0,375,78,47,0,0,0,500,0
h05,1445287144514026263,p3,0,0,500,0,0,49,451,0,381,84,35,0,0,0,500,0
h05,1453620472743434751,p1,0,1,499,0,10,267,223,0,375,70,55,0,0,0,500,0
h05,1453620472743434751,p2,0,0,500,0,0,110,390,0,377,85,38,0,0,0,500,0
h05,1453620472743434751,p3,0,0,500,0,0,58,442,0,366,98,36,0,0,0,500,0
h05,1455876525285143988,p1,0,0,500,0,14,234,252,0,379,67,54,0,0,0,500,0
h05,1455876525285143988,p2,0,0,500,0,0,81,419,0,339,115,46,0,0,0,500,0
h05,1455876525285143988,p3,0,0,500,0,0,22,478,0,366,91,43,0,0,0,500,0
h05,1471122461657744917,p1,0,0,500,0,21,241,238,0,372,62,66,0,0,0,500,0
h05,1471122461657744917,p2,0,0,500,0,0,53,447,0,376,68,56,0,0,0,500,0
h05,1471122461657744917,p3,0,0,500,0,0,33,467,0,352,87,61,0,0,0,500,0
h05,1479147959489444654,p1,0,0,500,0,22,241,237,0,366,78,56,0,0,0,500,0
h05,1479147959489444654,p2,0,0,500,0,0,74,426,0,309,107,84,0,0,0,500,0
h05,1479147959489444654,p3,0,0,500,0,0,28,472,0,344,107,49,0,0,0,500,0
h05,1484155497122323042,p1,0,0,500,0,17,234,249,0,367,74,59,0,0,0,500,0
h05,1484155497122323042,p2,0,0,500,0,0,81,419,0,359,94,47,0,0,0,500,0
h05,1484155497122323042,p3,0,0,500,0,0,51,449,0,381,83,36,0,0,0,500,0
h05,1487709032117485537,p1,0,0,500,0,11,238,251,0,351,90,59,0,0,0,500,0
h05,1487709032117485537,p2,0,0,500,0,0,94,406,0,343,114,43,0,0,0,500,0
h05,1487709032117485537,p3,0,0,500,0,0,73,427,0,290,160,50,0,0,0,500,0
h05,1519488294889118655,p1,0,0,500,0,22,249,229,0,369,45,86,0,0,0,500,0
h05,1519488294889118655,p2,0,0,500,0,1,88,411,0,356,45,99,0,0,0,500,0
h05,1519488294889118655,p3,0,0,500,0,0,43,457,0,343,42,115,0,0,0,500,0
h05,1533005286116646433,p1,0,1,499,0,10,305,185,0,378,79,43,0,0,0,500,0
h05,1533005286116646433,p2,0,0,500,0,0,97,403,0,364,103,33,0,0,0,500,0
h05,1533005286116646433,p3,0,0,500,0,0,61,439,0,367,97,36,0,0,0,500,0
h05,154290695271280531,p1,0,1,499,0,9,230,261,0,376,65,59,0,0,0,500,0
h05,154290695271280531,p2,0,0,500,0,0,82,418,0,320,131,49,0,0,0,500,0
h05,154290695271280531,p3,0,0,500,0,0,51,449,0,379,89,32,0,0,0,500,0
h05,1565019962701827065,p1,0,0,500,0,10,203,287,0,369,60,71,0,0,0,500,0
h05,1565019962701827065,p2,0,0,500,0,0,52,448,0,374,89,37,0,0,0,500,0
h05,1565019962701827065,p3,0,0,500,0,0,29,471,0,344,127,29,0,0,0,500,0
h05,1574986924920696886,p1,0,1,499,0,14,267,219,0,360,90,50,0,0,0,500,0
h05,1574986924920696886,p2,0,0,500,0,0,98,402,0,383,83,34,0,0,0,500,0
h05,1574986924920696886,p3,0,0,500,0,0,57,443,0,384,90,26,0,0,0,500,0
h05,1580349572671575590,p1,0,0,500,0,20,265,215,0,361,72,67,0,0,0,500,0
h05,1580349572671575590,p2,0,0,500,0,0,72,428,0,368,86,46,0,0,0,500,0
h05,1580349572671575590,p3,0,0,500,0,0,35,465,0,376,80,44,0,0,0,500,0
h05,1598982521497360455,p1,0,0,500,0,17,228,255,0,354,77,69,0,0,0,500,0
h05,1598982521497360455,p2,0,0,500,0,0,65,435,0,315,136,49,0,0,0,500,0
h05,1598982521497360455,p3,0,0,500,0,0,32,468,0,272,196,32,0,0,0,500,0
h05,1603482522434575725,p1,0,1,499,0,18,246,236,0,372,77,51,0,0,0,500,0
h05,1603482522434575725,p2,0,0,500,0,0,63,437,0,353,108,39,0,0,0,500,0
h05,1603482522434575725,p3,0,0,500,0,0,41,459,0,364,93,43,0,0,0,500,0
h05,1604681021256874423,p1,0,0,500,0,12,297,191,0,366,91,43,0,0,0,500,0
h05,1604681021256874423,p2,0,0,500,0,0,143,357,0,371,101,28,0,0,0,500,0
h05,1604681021256874423,p3,0,0,500,0,0,78,422,0,332,143,25,0,0,0,500,0
h05,1615819314104942434,p1,0,0,500,0,24,289,187,0,373,77,50,0,0,0,500,0
h05,1615819314104942434,p2,0,0,500,0,1,109,390,0,389,80,31,0,0,0,500,0
h05,1615819314104942434,p3,0,0,500,0,0,63,437,0,315,157,28,0,0,0,500,0
h05,1619664180015500196,p1,0,0,500,0,11,280,209,0,395,58,47,0,0,0,500,0
h05,1619664180015500196,p2,0,0,500,0,0,75,425,0,367,98,35,0,0,0,500,0
h05,1619664180015500196,p3,0,0,500,0,0,44,456,0,303,142,55,0,0,0,500,0
h05,1623295449045941515,p1,0,0,500,0,16,261,223,0,353,86,61,0,0,0,500,0
h05,1623295449045941515,p2,0,0,500,0,0,99,401,0,396,74,30,0,0,0,500,0
h05,1623295449045941515,p3,0,0,500,0,0,73,427,0,386,90,24,0,0,0,500,0
h05,1634236169178787339,p1,0,1,499,0,17,279,204,0,379,81,40,0,0,0,500,0
h05,1634236169178787339,p2,0,0,500,0,0,115,385,0,371,93,36,0,0,0,500,0
h05,1634236169178787339,p3,0,0,500,0,0,74,426,0,335,127,38,0,0,0,500,0
h05,1655396935501401630,p1,0,1,499,0,19,255,226,0,371,82,47,0,0,0,500,0
h05,1655396935501401630,p2,0,0,500,0,0,146,354,0,324,134,42,0,0,0,500,0
h05,1655396935501401630,p3,0,0,500,0,0,65,435,0,382,87,31,0,0,0,500,0
h05,1658739413120076468,p1,0,0,500,0,17,266,217,0,389,63,48,0,0,0,500,0
h05,1658739413120076468,p2,0,0,500,0,0,93,407,0,382,76,42,0,0,0,500,0
h05,1658739413120076468,p3,0,0,500,0,0,31,469,0,360,104,36,0,0,0,500,0
h05,1672594961519705124,p1,0,0,500,0,14,246,240,0,365,72,63,0,0,0,500,0
h05,1672594961519705124,p2,0,0,500,0,0,68,432,0,354,106,40,0,0,0,500,0
h05,1672594961519705124,p3,0,0,500,0,0,39,461,0,372,95,33,0,0,0,500,0
h05,1763285806016433646,p1,0,0,500,0,17,238,245,0,370,79,51,0,0,0,500,0
h05,1763285806016433646,p2,0,0,500,0,0,87,413,0,344,123,33,0,0,0,500,0
h05,1763285806016433646,p3,0,0,500,0,0,46,454,0,373,98,29,0,0,0,500,0
h05,1786475875956838267,p1,0,0,500,0,11,244,245,0,345,90,65,0,0,0,500,0
h05,1786475875956838267,p2,0,0,500,0,0,81,419,0,332,131,37,0,0,0,500,0
h05,1786475875956838267,p3,0,0,500,0,0,42,458,0,367,98,35,0,0,0,500,0
h05,1792714074386981780,p1,0,1,499,0,15,243,242,0,373,71,56,0,0,0,500,0
h05,1792714074386981780,p2,0,0,500,0,0,79,421,0,370,83,47,0,0,0,500,0
h05,1792714074386981780,p3,0,0,500,0,0,47,453,0,384,78,38,0,0,0,500,0
h05,1817791909450168358,p1,0,0,500,0,17,279,204,0,368,86,46,0,0,0,500,0
h05,1817791909450168358,p2,0,0,500,0,0,114,386,0,342,121,37,0,0,0,500,0
h05,1817791909450168358,p3,0,0,500,0,0,57,443,0,377,86,37,0,0,0,500,0
h05,1827693092105995524,p1,0,0,500,0,22,286,192,0,379,74,47,0,0,0,500,0
h05,1827693092105995524,p2,0,0,500,0,0,122,378,0,366,100,34,0,0,0,500,0
h05,1827693092105995524,p3,0,0,500,0,0,96,404,0,337,135,28,0,0,0,500,0
h05,1831696679398629868,p1,0,1,499,0,15,251,234,0,381,70,49,0,0,0,500,0
h05,1831696679398629868,p2,0,0,500,0,0,86,414,0,300,148,52,0,0,0,500,0
h05,1831696679398629868,p3,0,0,500,0,0,38,462,0,343,114,43,0,0,0,500,0
h05,1831757781164456331,p1,0,1,499,0,13,245,242,0,382,61,57,0,0,0,500,0
h05,1831757781164456331,p2,0,0,500,0,1,91,408,0,379,84,37,0,0,0,500,0
h05,1831757781164456331,p3,0,0,500,0,0,57,443,0,385,87,28,0,0,0,500,0
h05,1835493084086831041,p1,0,4,496,0,12,265,223,0,355,50,95,0,0,0,500,0
h05,1835493084086831041,p2,0,0,500,0,0,95,405,0,363,47,90,0,0,0,500,0
h05,1835493084086831041,p3,0,0,500,0,0,49,451,0,273,91,136,0,0,0,500,0
h05,1835603583948599021,p1,0,0,500,0,15,298,187,0,362,85,53,0,0,0,500,0
h05,1835603583948599021,p2,0,0,500,0,0,102,398,0,349,110,41,0,0,0,500,0
h05,1835603583948599021,p3,0,0,500,0,0,71,429,0,307,158,35,0,0,0,500,0
h05,1850311416494250713,p1,0,0,500,0,16,257,227,0,357,80,63,0,0,0,500,0
h05,1850311416494250713,p2,0,0,500,0,0,84,416,0,359,93,48,0,0,0,500,0
h05,1850311416494250713,p3,0,0,500,0,0,34,466,0,327,135,38,0,0,0,500,0
h05,1872782207674529856,p1,0,2,498,0,16,277,207,0,369,75,56,0,0,0,500,0
h05,1872782207674529856,p2,0,0,500,0,0,122,378,0,340,126,34,0,0,0,500,0
h05,1872782207674529856,p3,0,0,500,0,0,65,435,0,327,136,37,0,0,0,500,0
h05,1890430071228034980,p1,0,0,500,0,15,204,281,0,368,78,54,0,0,0,500,0
h05,1890430071228034980,p2,0,0,500,0,0,37,463,0,394,67,39,0,0,0,500,0
h05,1890430071228034980,p3,0,0,500,0,0,16,484,0,331,116,53,0,0,0,500,0
h05,1894195556906630430,p1,0,0,500,0,10,310,180,0,390,65,45,0,0,0,500,0
h05,1894195556906630430,p2,0,0,500,0,0,137,363,0,365,98,37,0,0,0,500,0
h05,1894195556906630430,p3,0,0,500,0,0,83,417,0,338,135,27,0,0,0,500,0
h05,1912308451502797870,p1,0,0,500,0,23,255,222,0,383,86,31,0,0,0,500,0
h05,1912308451502797870,p2,0,0,500,0,0,111,389,0,298,171,31,0,0,0,500,0
h05,1912308451502797870,p3,0,0,500,0,0,49,451,0,333,131,36,0,0,0,500,0
h05,1955415757962736301,p1,0,0,500,0,23,259,218,0,365,74,61,0,0,0,500,0
h05,1955415757962736301,p2,0,0,500,0,0,96,404,0,330,134,36,0,0,0,500,0
h05,1955415757962736301,p3,0,0,500,0,0,71,429,0,387,78,35,0,0,0,500,0
h05,1982907247669806159,p1,0,1,499,0,8,290,202,0,386,74,40,0,0,0,500,0
h05,1982907247669806159,p2,0,0,500,0,0,124,376,0,364,82,54,0,0,0,500,0
h05,1982907247669806159,p3,0,0,500,0,0,45,455,0,328,132,40,0,0,0,500,0
h05,2015925084329406584,p1,0,1,499,0,9,266,225,0,363,93,44,0,0,0,500,0
h05,2015925084329406584,p2,0,0,500,0,0,89,411,0,352,117,31,0,0,0,500,0
h05,2015925084329406584,p3,0,0,500,0,0,55,445,0,383,92,25,0,0,0,500,0
h05,2022156699881960729,p1,0,1,499,0,20,246,234,0,367,79,54,0,0,0,500,0
h05,2022156699881960729,p2,0,0,500,0,0,83,417,0,341,124,35,0,0,0,500,0
h05,2022156699881960729,p3,0,0,500,0,0,41,459,0,373,104,23,0,0,0,500,0
h05,2033317270591491129,p1,0,1,499,0,13,272,215,0,392,63,45,0,0,0,500,0
h05,2033317270591491129,p2,0,0,500,0,0,152,348,0,383,78,39,0,0,0,500,0
h05,2033317270591491129,p3,0,0,500,0,0,63,437,0,304,158,38,0,0,0,500,0
h05,2049443784227955374,p1,0,0,500,0,10,258,232,0,355,75,70,0,0,0,500,0
h05,2049443784227955374,p2,0,0,500,0,0,65,435,0,382,76,42,0,0,0,500,0
h05,2049443784227955374,p3,0,0,500,0,0,46,454,0,376,70,54,0,0,0,500,0
h05,2051787133214203401,p1,0,1,499,0,13,240,247,0,367,82,51,0,0,0,500,0
h05,2051787133214203401,p2,0,0,500,0,0,86,414,0,379,52,69,0,0,0,500,0
h05,2051787133214203401,p3,0,0,500,0,0,48,452,0,318,147,35,0,0,0,500,0
h05,2071198562187270285,p1,0,2,498,0,16,251,233,0,374,70,56,0,0,0,500,0
h05,2071198562187270285,p2,0,0,500,0,1,83,416,0,346,112,42,0,0,0,500,0
h05,2071198562187270285,p3,0,0,500,0,0,38,462,0,360,106,34,0,0,0,500,0
h05,2084407245631035981,p1,0,1,499,0,13,299,188,0,366,88,46,0,0,0,500,0
h05,2084407245631035981,p2,0,0,500,0,0,135,365,0,383,81,36,0,0,0,500,0
h05,2084407245631035981,p3,0,0,500,0,0,91,409,0,368,104,28,0,0,0,500,0
h05,2109796282722423065,p1,0,0,500,0,16,237,247,0,371,70,59,0,0,0,500,0
h05,2109796282722423065,p2,0,0,500,0,0,87,413,0,374,86,40,0,0,0,500,0
h05,2109796282722423065,p3,0,0,500,0,0,69,431,0,300,146,54,0,0,0,500,0
h05,2111044634361609688,p1,0,1,499,0,11,270,219,0,395,59,46,0,0,0,500,0
h05,2111044634361609688,p2,0,0,500,0,0,101,399,0,393,74,33,0,0,0,500,0
h05,2111044634361609688,p3,0,0,500,0,0,86,414,0,340,126,34,0,0,0,500,0
h05,2134373124147706442,p1,0,1,499,0,14,241,245,0,385,58,57,0,0,0,500,0
h05,2134373124147706442,p2,0,0,500,0,0,72,428,0,323,142,35,0,0,0,500,0
