hXX,replicate,pop,A_0,A_1,A_2,A_nan,B_0,B_1,B_2,B_nan,C_0,C_1,C_2,C_nan,NONE_0,NONE_1,NONE_2,NONE_nan
h10,2589666695797247849,p1,0,0,500,0,14,39,447,0,369,15,116,0,0,0,500,0
h10,2589666695797247849,p2,0,0,500,0,0,4,496,0,382,17,101,0,0,0,500,0
h10,2589666695797247849,p3,0,0,500,0,0,0,500,0,369,29,102,0,0,0,500,0
h10,2592575050671657058,p1,0,0,500,0,20,49,431,0,388,11,101,0,0,0,500,0
h10,2592575050671657058,p2,0,0,500,0,0,3,497,0,371,11,118,0,0,0,500,0
h10,2592575050671657058,p3,0,0,500,0,1,0,499,0,378,5,117,0,0,0,500,0
h10,2608944351480602300,p1,0,0,500,0,8,46,446,0,357,18,125,0,0,0,500,0
h10,2608944351480602300,p2,0,0,500,0,0,1,499,0,336,21,143,0,0,0,500,0
h10,2608944351480602300,p3,0,0,500,0,0,0,500,0,318,16,166,0,0,0,500,0
h10,2615303255337001889,p1,0,0,500,0,13,51,436,0,368,21,111,0,0,0,500,0
h10,2615303255337001889,p2,0,0,500,0,0,0,500,0,358,10,132,0,0,0,500,0
h10,2615303255337001889,p3,0,0,500,0,0,0,500,0,336,21,143,0,0,0,500,0
h10,2627987376296409316,p1,0,0,500,0,11,51,438,0,382,9,109,0,0,0,500,0
h10,2627987376296409316,p2,0,0,500,0,0,1,499,0,367,8,125,0,0,0,500,0
h10,2627987376296409316,p3,0,0,500,0,0,1,499,0,347,6,147,0,0,0,500,0
h10,2634635786269550136,p1,0,0,500,0,14,74,412,0,374,40,86,0,0,0,500,0
h10,2634635786269550136,p2,0,0,500,0,0,0,500,0,373,60,67,0,0,0,500,0
h10,2634635786269550136,p3,0,0,500,0,0,0,500,0,341,83,76,0,0,0,500,0
h10,2640645837997350044,p1,0,0,500,0,17,44,439,0,343,18,139,0,0,0,500,0
h10,2640645837997350044,p2,0,0,500,0,0,0,500,0,353,32,115,0,0,0,500,0
h10,2640645837997350044,p3,0,0,500,0,0,0,500,0,374,20,106,0,0,0,500,0
h10,26572078936003951,p1,0,0,500,0,18,53,429,0,363,13,124,0,0,0,500,0
h10,26572078936003951,p2,0,0,500,0,0,2,498,0,328,24,148,0,0,0,500,0
h10,26572078936003951,p3,0,0,500,0,0,1,499,0,368,7,125,0,0,0,500,0
h10,2673334396525110524,p1,0,0,500,0,18,49,433,0,374,17,109,0,0,0,500,0
h10,2673334396525110524,p2,0,0,500,0,0,1,499,0,355,6,139,0,0,0,500,0
h10,2673334396525110524,p3,0,0,500,0,0,0,500,0,376,6,118,0,0,0,500,0
h10,2678601504428787096,p1,0,0,500,0,17,65,418,0,377,27,96,0,0,0,500,0
h10,2678601504428787096,p2,0,0,500,0,1,3,496,0,366,63,71,0,0,0,500,0
h10,2678601504428787096,p3,0,0,500,0,0,0,500,0,312,119,69,0,0,0,500,0
h10,2680246031557722019,p1,0,0,500,0,15,56,429,0,349,44,107,0,0,0,500,0
h10,2680246031557722019,p2,0,0,500,0,0,0,500,0,329,109,62,0,0,0,500,0
h10,2680246031557722019,p3,0,0,500,0,0,0,500,0,377,53,70,0,0,0,500,0
h10,2683736121873444619,p1,0,0,500,0,10,50,440,0,366,26,108,0,0,0,500,0
h10,2683736121873444619,p2,0,0,500,0,0,2,498,0,335,30,135,0,0,0,500,0
h10,2683736121873444619,p3,0,0,500,0,0,1,499,0,337,39,124,0,0,0,500,0
h10,2683925884209795121,p1,0,0,500,0,14,49,437,0,376,15,109,0,0,0,500,0
h10,2683925884209795121,p2,0,0,500,0,0,0,500,0,328,41,131,0,0,0,500,0
h10,2683925884209795121,p3,0,0,500,0,0,0,500,0,377,7,116,0,0,0,500,0
h10,2692003651916499146,p1,0,0,500,0,11,57,432,0,381,13,106,0,0,0,500,0
h10,2692003651916499146,p2,0,0,500,0,0,1,499,0,300,22,178,0,0,0,500,0
h10,2692003651916499146,p3,0,0,500,0,0,0,500,0,323,9,168,0,0,0,500,0
h10,2693217448839198223,p1,0,0,500,0,9,54,437,0,364,43,93,0,0,0,500,0
h10,2693217448839198223,p2,0,0,500,0,0,0,500,0,393,39,68,0,0,0,500,0
h10,2693217448839198223,p3,0,0,500,0,0,0,500,0,337,88,75,0,0,0,500,0
h10,2700233424834892782,p1,0,0,500,0,11,46,443,0,374,30,96,0,0,0,500,0
h10,2700233424834892782,p2,0,0,500,0,0,0,500,0,328,55,117,0,0,0,500,0
h10,2700233424834892782,p3,0,0,500,0,0,0,500,0,304,47,149,0,0,0,500,0
h10,2701110544888040191,p1,0,0,500,0,17,43,440,0,378,6,116,0,0,0,500,0
h10,2701110544888040191,p2,0,0,500,0,0,0,500,0,388,16,96,0,0,0,500,0
h10,2701110544888040191,p3,0,0,500,0,0,0,500,0,374,6,120,0,0,0,500,0
h10,2719693331215119480,p1,0,0,500,0,12,62,426,0,373,39,88,0,0,0,500,0
h10,2719693331215119480,p2,0,0,500,0,0,2,498,0,398,41,61,0,0,0,500,0
h10,2719693331215119480,p3,0,0,500,0,0,0,500,0,351,75,74,0,0,0,500,0
h10,2724964245490892322,p1,0,0,500,0,15,52,433,0,371,10,119,0,0,0,500,0
h10,2724964245490892322,p2,0,0,500,0,0,1,499,0,380,9,111,0,0,0,500,0
h10,2724964245490892322,p3,0,0,500,0,0,0,500,0,374,21,105,0,0,0,500,0
h10,2733825921183942051,p1,0,0,500,0,14,58,428,0,363,16,121,0,0,0,500,0
h10,2733825921183942051,p2,0,0,500,0,0,2,498,0,353,27,120,0,0,0,500,0
h10,2733825921183942051,p3,0,0,500,0,0,0,500,0,335,15,150,0,0,0,500,0
h10,2741311680829526052,p1,0,0,500,0,14,46,440,0,368,27,105,0,0,0,500,0
h10,2741311680829526052,p2,0,0,500,0,0,0,500,0,404,3,93,0,0,0,500,0
h10,2741311680829526052,p3,0,0,500,0,0,0,500,0,374,27,99,0,0,0,500,0
h10,2778977508188489553,p1,0,0,500,0,11,43,446,0,367,12,121,0,0,0,500,0
h10,2778977508188489553,p2,0,0,500,0,0,1,499,0,316,4,180,0,0,0,500,0
h10,2778977508188489553,p3,0,0,500,0,0,1,499,0,282,7,211,0,0,0,500,0
h10,282000006729790948,p1,0,0,500,0,22,48,430,0,347,11,142,0,0,0,500,0
h10,282000006729790948,p2,0,0,500,0,0,2,498,0,329,20,151,0,0,0,500,0
h10,282000006729790948,p3,0,0,500,0,0,0,500,0,346,5,149,0,0,0,500,0
h10,2876466854622737300,p1,0,0,500,0,18,52,430,0,385,13,102,0,0,0,500,0
h10,2876466854622737300,p2,0,0,500,0,0,1,499,0,335,12,153,0,0,0,500,0
h10,2876466854622737300,p3,0,0,500,0,0,0,500,0,301,4,195,0,0,0,500,0
h10,2882196157522119301,p1,0,0,500,0,14,54,432,0,357,33,110,0,0,0,500,0
h10,2882196157522119301,p2,0,0,500,0,0,0,500,0,392,18,90,0,0,0,500,0
h10,2882196157522119301,p3,0,0,500,0,0,0,500,0,384,50,66,0,0,0,500,0
h10,2918504161726419167,p1,0,0,500,0,19,52,429,0,378,25,97,0,0,0,500,0
h10,2918504161726419167,p2,0,0,500,0,0,0,500,0,327,47,126,0,0,0,500,0
h10,2918504161726419167,p3,0,0,500,0,0,0,500,0,327,56,117,0,0,0,500,0
h10,293327602814131482,p1,0,0,500,0,12,45,443,0,379,7,114,0,0,0,500,0
h10,293327602814131482,p2,0,0,500,0,0,0,500,0,368,23,109,0,0,0,500,0
h10,293327602814131482,p3,0,0,500,0,0,0,500,0,410,10,80,0,0,0,500,0
h10,2933850206923310489,p1,0,0,500,0,16,50,434,0,375,43,82,0,0,0,500,0
h10,2933850206923310489,p2,0,0,500,0,0,2,498,0,341,94,65,0,0,0,500,0
h10,2933850206923310489,p3,0,0,500,0,0,0,500,0,299,128,73,0,0,0,500,0
h10,2948163112851511947,p1,0,0,500,0,10,44,446,0,376,21,103,0,0,0,500,0
h10,2948163112851511947,p2,0,0,500,0,0,1,499,0,362,19,119,0,0,0,500,0
h10,2948163112851511947,p3,0,0,500,0,0,0,500,0,374,21,105,0,0,0,500,0
h10,2964995880732550197,p1,0,0,500,0,16,44,440,0,377,31,92,0,0,0,500,0
h10,2964995880732550197,p2,0,0,500,0,0,2,498,0,334,101,65,0,0,0,500,0
h10,2964995880732550197,p3,0,0,500,0,0,1,499,0,353,82,65,0,0,0,500,0
h10,2981467198318407553,p1,0,0,500,0,16,52,432,0,374,16,110,0,0,0,500,0
h10,2981467198318407553,p2,0,0,500,0,0,0,500,0,314,55,131,0,0,0,500,0
h10,2981467198318407553,p3,0,0,500,0,0,0,500,0,315,70,115,0,0,0,500,0
h10,2993820833564648610,p1,0,0,500,0,17,64,419,0,377,29,94,0,0,0,500,0
h10,2993820833564648610,p2,0,0,500,0,0,3,497,0,348,66,86,0,0,0,500,0
h10,2993820833564648610,p3,0,0,500,0,0,0,500,0,357,52,91,0,0,0,500,0
h10,3015445553629977739,p1,0,0,500,0,11,50,439,0,372,8,120,0,0,0,500,0
h10,3015445553629977739,p2,0,0,500,0,0,3,497,0,375,12,113,0,0,0,500,0
h10,3015445553629977739,p3,0,0,500,0,0,0,500,0,334,10,156,0,0,0,500,0
h10,3022082044499067502,p1,0,0,500,0,22,44,434,0,367,38,95,0,0,0,500,0
h10,3022082044499067502,p2,0,0,500,0,0,0,500,0,373,37,90,0,0,0,500,0
h10,3022082044499067502,p3,0,0,500,0,0,0,500,0,344,64,92,0,0,0,500,0
h10,3036786816992325347,p1,0,0,500,0,19,42,439,0,391,9,100,0,0,0,500,0
h10,3036786816992325347,p2,0,0,500,0,0,1,499,0,388,7,105,0,0,0,500,0
h10,3036786816992325347,p3,0,0,500,0,0,0,500,0,375,9,116,0,0,0,500,0
h10,30421535319184460,p1,0,0,500,0,12,59,429,0,369,42,89,0,0,0,500,0
h10,30421535319184460,p2,0,0,500,0,0,3,497,0,305,128,67,0,0,0,500,0
h10,30421535319184460,p3,0,0,500,0,0,0,500,0,337,92,71,0,0,0,500,0
h10,30426964758616093,p1,0,0,500,0,12,45,443,0,384,8,108,0,0,0,500,0
h10,30426964758616093,p2,0,0,500,0,0,1,499,0,372,7,121,0,0,0,500,0
h10,30426964758616093,p3,0,0,500,0,0,0,500,0,298,5,197,0,0,0,500,0
h10,3051763574395870744,p1,0,0,500,0,15,57,428,0,358,14,128,0,0,0,500,0
h10,3051763574395870744,p2,0,0,500,0,0,1,499,0,344,8,148,0,0,0,500,0
h10,3051763574395870744,p3,0,0,500,0,0,0,500,0,333,6,161,0,0,0,500,0
h10,3080594008690481032,p1,0,0,500,0,18,53,429,0,375,7,118,0,0,0,500,0
h10,3080594008690481032,p2,0,0,500,0,0,1,499,0,405,6,89,0,0,0,500,0
h10,3080594008690481032,p3,0,0,500,0,0,0,500,0,354,11,135,0,0,0,500,0
h10,3110634309294556210,p1,0,0,500,0,19,47,434,0,369,9,122,0,0,0,500,0
h10,3110634309294556210,p2,0,0,500,0,0,2,498,0,337,3,160,0,0,0,500,0
h10,3110634309294556210,p3,0,0,500,0,0,0,500,0,398,5,97,0,0,0,500,0
h10,3144453090301631355,p1,0,0,500,0,17,55,428,0,359,9,132,0,0,0,500,0
h10,3144453090301631355,p2,0,0,500,0,0,0,500,0,392,7,101,0,0,0,500,0
h10,3144453090301631355,p3,0,0,500,0,0,1,499,0,376,11,113,0,0,0,500,0
h10,314990335271014427,p1,0,0,500,0,17,45,438,0,370,26,104,0,0,0,500,0
h10,314990335271014427,p2,0,0,500,0,0,0,500,0,365,32,103,0,0,0,500,0
h10,314990335271014427,p3,0,0,500,0,0,0,500,0,314,63,123,0,0,0,500,0
h10,3177396057719697434,p1,0,0,500,0,12,52,436,0,389,7,104,0,0,0,500,0
h10,3177396057719697434,p2,0,0,500,0,0,2,498,0,340,14,146,0,0,0,500,0
h10,3177396057719697434,p3,0,0,500,0,0,0,500,0,288,36,176,0,0,0,500,0
h10,3194283932650524706,p1,0,0,500,0,11,47,442,0,382,12,106,0,0,0,500,0
h10,3194283932650524706,p2,0,0,500,0,0,0,500,0,378,6,116,0,0,0,500,0
h10,3194283932650524706,p3,0,0,500,0,0,0,500,0,362,7,131,0,0,0,500,0
h10,3213470343179578591,p1,0,0,500,0,16,55,429,0,376,12,112,0,0,0,500,0
h10,3213470343179578591,p2,0,0,500,0,0,1,499,0,360,13,127,0,0,0,500,0
h10,3213470343179578591,p3,0,0,500,0,0,0,500,0,359,5,136,0,0,0,500,0
h10,3227493857604512410,p1,0,0,500,0,12,36,452,0,381,13,106,0,0,0,500,0
h10,3227493857604512410,p2,0,0,500,0,0,1,499,0,350,15,135,0,0,0,500,0
h10,3227493857604512410,p3,0,0,500,0,0,0,500,0,307,21,172,0,0,0,500,0
h10,3231053329382936729,p1,0,0,500,0,11,50,439,0,378,27,95,0,0,0,500,0
h10,3231053329382936729,p2,0,0,500,0,0,0,500,0,343,82,75,0,0,0,500,0
h10,3231053329382936729,p3,0,0,500,0,0,0,500,0,349,80,71,0,0,0,500,0
h10,3233926439603110354,p1,0,0,500,0,11,57,432,0,374,11,115,0,0,0,500,0
h10,3233926439603110354,p2,0,0,500,0,0,0,500,0,359,24,117,0,0,0,500,0
h10,3233926439603110354,p3,0,0,500,0,0,0,500,0,325,15,160,0,0,0,500,0
h10,3247278440354634060,p1,0,0,500,0,16,57,427,0,363,13,124,0,0,0,500,0
h10,3247278440354634060,p2,0,0,500,0,0,0,500,0,351,6,143,0,0,0,500,0
h10,3247278440354634060,p3,0,0,500,0,0,0,500,0,310,14,176,0,0,0,500,0
h10,3259279647590401931,p1,0,0,500,0,15,38,447,0,385,8,107,0,0,0,500,0
h10,3259279647590401931,p2,0,0,500,0,0,0,500,0,370,26,104,0,0,0,500,0
h10,3259279647590401931,p3,0,0,500,0,0,0,500,0,323,53,124,0,0,0,500,0
h10,3302071645020837928,p1,0,0,500,0,12,46,442,0,352,25,123,0,0,0,500,0
h10,3302071645020837928,p2,0,0,500,0,0,2,498,0,335,54,111,0,0,0,500,0
h10,3302071645020837928,p3,0,0,500,0,0,0,500,0,396,16,88,0,0,0,500,0
h10,3328402514371753017,p1,0,0,500,0,13,49,438,0,376,32,92,0,0,0,500,0
h10,3328402514371753017,p2,0,0,500,0,2,1,497,0,350,42,108,0,0,0,500,0
h10,3328402514371753017,p3,0,0,500,0,0,0,500,0,336,38,126,0,0,0,500,0
h10,340979323962834709,p1,0,0,500,0,17,51,432,0,384,10,106,0,0,0,500,0
h10,340979323962834709,p2,0,0,500,0,0,0,500,0,374,21,105,0,0,0,500,0
h10,340979323962834709,p3,0,0,500,0,0,0,500,0,374,6,120,0,0,0,500,0
h10,342566792181413855,p1,0,0,500,0,12,60,428,0,352,32,116,0,0,0,500,0
h10,342566792181413855,p2,0,0,500,0,0,1,499,0,380,5,115,0,0,0,500,0
h10,342566792181413855,p3,0,0,500,0,0,0,500,0,301,6,193,0,0,0,500,0
h10,3442639218023726317,p1,0,0,500,0,17,44,439,0,393,27,80,0,0,0,500,0
h10,3442639218023726317,p2,0,0,500,0,0,0,500,0,357,33,110,0,0,0,500,0
h10,3442639218023726317,p3,0,0,500,0,0,1,499,0,378,50,72,0,0,0,500,0
h10,345072202720539208,p1,0,0,500,0,12,60,428,0,373,10,117,0,0,0,500,0
h10,345072202720539208,p2,0,0,500,0,0,1,499,0,372,20,108,0,0,0,500,0
h10,345072202720539208,p3,0,0,500,0,0,0,500,0,352,20,128,0,0,0,500,0
h10,345290825526112128,p1,0,0,500,0,15,49,436,0,386,12,102,0,0,0,500,0
h10,345290825526112128,p2,0,0,500,0,1,1,498,0,353,12,135,0,0,0,500,0
h10,345290825526112128,p3,0,0,500,0,0,0,500,0,391,14,95,0,0,0,500,0
h10,3478593587835989243,p1,0,0,500,0,18,57,425,0,368,11,121,0,0,0,500,0
h10,3478593587835989243,p2,0,0,500,0,0,1,499,0,363,10,127,0,0,0,500,0
h10,3478593587835989243,p3,0,0,500,0,0,0,500,0,374,8,118,0,0,0,500,0
h10,3492466372648127952,p1,0,0,500,0,24,37,439,0,368,10,122,0,0,0,500,0
h10,3492466372648127952,p2,0,0,500,0,0,1,499,0,379,21,100,0,0,0,500,0
h10,3492466372648127952,p3,0,0,500,0,0,0,500,0,394,11,95,0,0,0,500,0
h10,3510427881162541047,p1,0,0,500,0,10,40,450,0,393,8,99,0,0,0,500,0
h10,3510427881162541047,p2,0,0,500,0,0,1,499,0,347,15,138,0,0,0,500,0
h10,3510427881162541047,p3,0,0,500,0,0,0,500,0,357,9,134,0,0,0,500,0
h10,3515310703773236102,p1,0,0,500,0,14,54,432,0,369,21,110,0,0,0,500,0
h10,3515310703773236102,p2,0,0,500,0,0,2,498,0,381,11,108,0,0,0,500,0
h10,3515310703773236102,p3,0,0,500,0,0,0,500,0,346,17,137,0,0,0,500,0
h10,3525202916451603638,p1,0,0,500,0,14,54,432,0,393,13,94,0,0,0,500,0
h10,3525202916451603638,p2,0,0,500,0,0,0,500,0,382,19,99,0,0,0,500,0
h10,3525202916451603638,p3,0,0,500,0,0,0,500,0,308,30,162,0,0,0,500,0
h10,3535825091353232225,p1,0,0,500,0,18,56,426,0,380,14,106,0,0,0,500,0
h10,3535825091353232225,p2,0,0,500,0,0,0,500,0,361,16,123,0,0,0,500,0
h10,3535825091353232225,p3,0,0,500,0,0,0,500,0,366,15,119,0,0,0,500,0
h10,3549830803760933217,p1,0,0,500,0,13,47,440,0,381,11,108,0,0,0,500,0
h10,3549830803760933217,p2,0,0,500,0,0,2,498,0,351,10,139,0,0,0,500,0
h10,3549830803760933217,p3,0,0,500,0,0,0,500,0,333,62,105,0,0,0,500,0
h10,3570967265604779907,p1,0,0,500,0,16,57,427,0,356,25,119,0,0,0,500,0
h10,3570967265604779907,p2,0,0,500,0,0,1,499,0,357,14,129,0,0,0,500,0
h10,3570967265604779907,p3,0,0,500,0,0,0,500,0,357,28,115,0,0,0,500,0
h10,359694017906808707,p1,0,0,500,0,14,57,429,0,369,13,118,0,0,0,500,0
h10,359694017906808707,p2,0,0,500,0,0,2,498,0,350,9,141,0,0,0,500,0
h10,359694017906808707,p3,0,0,500,0,0,0,500,0,338,22,140,0,0,0,500,0
h10,3597153204059771281,p1,0,0,500,0,13,58,429,0,365,8,127,0,0,0,500,0
h10,3597153204059771281,p2,0,0,500,0,0,0,500,0,356,9,135,0,0,0,500,0
h10,3597153204059771281,p3,0,0,500,0,0,0,500,0,350,17,133,0,0,0,500,0
h10,3604425597620500274,p1,0,0,500,0,12,57,431,0,372,11,117,0,0,0,500,0
h10,3604425597620500274,p2,0,0,500,0,0,0,500,0,302,99,99,0,0,0,500,0
h10,3604425597620500274,p3,0,0,500,0,0,0,500,0,313,51,136,0,0,0,500,0
h10,3607617081739144586,p1,0,0,500,0,16,45,439,0,365,24,111,0,0,0,500,0
h10,3607617081739144586,p2,0,0,500,0,0,0,500,0,347,65,88,0,0,0,500,0
h10,3607617081739144586,p3,0,0,500,0,0,0,500,0,380,13,107,0,0,0,500,0
h10,3616519850239724504,p1,0,0,500,0,18,56,426,0,360,15,125,0,0,0,500,0
h10,3616519850239724504,p2,0,0,500,0,0,0,500,0,370,23,107,0,0,0,500,0
h10,3616519850239724504,p3,0,0,500,0,0,0,500,0,381,11,108,0,0,0,500,0
h10,362852213953116869,p1,0,0,500,0,16,47,437,0,376,9,115,0,0,0,500,0
h10,362852213953116869,p2,0,0,500,0,0,1,499,0,332,11,157,0,0,0,500,0
h10,362852213953116869,p3,0,0,500,0,0,0,500,0,349,10,141,0,0,0,500,0
h10,363126182234890510,p1,0,0,500,0,19,47,434,0,353,18,129,0,0,0,500,0
h10,363126182234890510,p2,0,0,500,0,0,1,499,0,341,69,90,0,0,0,500,0
h10,363126182234890510,p3,0,0,500,0,0,0,500,0,306,43,151,0,0,0,500,0
h10,3652918838938183809,p1,0,0,500,0,14,45,441,0,376,5,119,0,0,0,500,0
h10,3652918838938183809,p2,0,0,500,0,0,1,499,0,385,12,103,0,0,0,500,0
h10,3652918838938183809,p3,0,0,500,0,0,0,500,0,392,11,97,0,0,0,500,0
h10,3665964007175483442,p1,0,0,500,0,9,49,442,0,388,23,89,0,0,0,500,0
h10,3665964007175483442,p2,0,0,500,0,0,2,498,0,362,68,70,0,0,0,500,0
h10,3665964007175483442,p3,0,0,500,0,0,0,500,0,349,56,95,0,0,0,500,0
h10,3694111826312185667,p1,0,0,500,0,17,50,433,0,368,29,103,0,0,0,500,0
h10,3694111826312185667,p2,0,0,500,0,0,2,498,0,328,72,100,0,0,0,500,0
h10,3694111826312185667,p3,0,0,500,0,0,0,500,0,386,12,102,0,0,0,500,0
h10,370979875412372043,p1,0,0,500,0,16,42,442,0,387,11,102,0,0,0,500,0
h10,370979875412372043,p2,0,0,500,0,0,1,499,0,293,10,197,0,0,0,500,0
h10,370979875412372043,p3,0,0,500,0,0,0,500,0,384,9,107,0,0,0,500,0
h10,3743949025601524074,p1,0,0,500,0,18,52,430,0,363,13,124,0,0,0,500,0
h10,3743949025601524074,p2,0,0,500,0,0,0,500,0,305,46,149,0,0,0,500,0
h10,3743949025601524074,p3,0,0,500,0,0,1,499,0,335,32,133,0,0,0,500,0
h10,3762068953909526468,p1,0,0,500,0,11,58,431,0,391,29,80,0,0,0,500,0
h10,3762068953909526468,p2,0,0,500,0,0,0,500,0,378,41,81,0,0,0,500,0
h10,3762068953909526468,p3,0,0,500,0,0,0,500,0,381,42,77,0,0,0,500,0
h10,3767282456917893649,p1,0,0,500,0,14,61,425,0,387,11,102,0,0,0,500,0
h10,3767282456917893649,p2,0,0,500,0,0,1,499,0,380,7,113,0,0,0,500,0
h10,3767282456917893649,p3,0,0,500,0,0,0,500,0,378,12,110,0,0,0,500,0
h10,3773869745490374435,p1,0,0,500,0,8,48,444,0,380,13,107,0,0,0,500,0
h10,3773869745490374435,p2,0,0,500,0,0,0,500,0,381,9,110,0,0,0,500,0
h10,3773869745490374435,p3,0,0,500,0,0,1,499,0,383,8,109,0,0,0,500,0
h10,3792675460443327982,p1,0,0,500,0,8,51,441,0,373,25,102,0,0,0,500,0
h10,3792675460443327982,p2,0,0,500,0,0,1,499,0,358,57,85,0,0,0,500,0
h10,3792675460443327982,p3,0,0,500,0,0,0,500,0,370,53,77,0,0,0,500,0
h10,3794599103920556640,p1,0,0,500,0,15,58,427,0,383,7,110,0,0,0,500,0
h10,3794599103920556640,p2,0,0,500,0,0,0,500,0,394,7,99,0,0,0,500,0
h10,3794599103920556640,p3,0,0,500,0,0,0,500,0,322,39,139,0,0,0,500,0
h10,3809849392544341668,p1,0,0,500,0,10,64,426,0,368,14,118,0,0,0,500,0
h10,3809849392544341668,p2,0,0,500,0,0,2,498,0,365,16,119,0,0,0,500,0
h10,3809849392544341668,p3,0,0,500,0,0,0,500,0,349,11,140,0,0,0,500,0
h10,3814054020251346733,p1,0,0,500,0,12,38,450,0,373,9,118,0,0,0,500,0
h10,3814054020251346733,p2,0,0,500,0,0,0,500,0,349,24,127,0,0,0,500,0
h10,3814054020251346733,p3,0,0,500,0,0,0,500,0,337,6,157,0,0,0,500,0
h10,3818319660638604125,p1,0,0,500,0,10,42,448,0,373,11,116,0,0,0,500,0
h10,3818319660638604125,p2,0,0,500,0,0,2,498,0,318,64,118,0,0,0,500,0
h10,3818319660638604125,p3,0,0,500,0,0,0,500,0,364,58,78,0,0,0,500,0
h10,3874096620129047923,p1,0,0,500,0,12,57,431,0,375,51,74,0,0,0,500,0
h10,3874096620129047923,p2,0,0,500,0,0,0,500,0,387,48,65,0,0,0,500,0
h10,3874096620129047923,p3,0,0,500,0,1,0,499,0,364,69,67,0,0,0,500,0
h10,3913324801739798008,p1,0,0,500,0,13,45,442,0,365,13,122,0,0,0,500,0
h10,3913324801739798008,p2,0,0,500,0,0,0,500,0,374,8,118,0,0,0,500,0
h10,3913324801739798008,p3,0,0,500,0,0,0,500,0,332,9,159,0,0,0,500,0
h10,3916530029150230865,p1,0,0,500,0,17,58,425,0,341,12,147,0,0,0,500,0
h10,3916530029150230865,p2,0,0,500,0,0,1,499,0,331,15,154,0,0,0,500,0
h10,3916530029150230865,p3,0,0,500,0,1,0,499,0,368,9,123,0,0,0,500,0
h10,3938124145422105887,p1,0,0,500,0,19,44,437,0,353,24,123,0,0,0,500,0
h10,3938124145422105887,p2,0,0,500,0,0,2,498,0,318,98,84,0,0,0,500,0
h10,3938124145422105887,p3,0,0,500,0,0,0,500,0,382,55,63,0,0,0,500,0
h10,3948790931757877940,p1,0,0,500,0,7,59,434,0,376,11,113,0,0,0,500,0
h10,3948790931757877940,p2,0,0,500,0,0,1,499,0,337,16,147,0,0,0,500,0
h10,3948790931757877940,p3,0,0,500,0,0,0,500,0,354,11,135,0,0,0,500,0
h10,3954792011518871870,p1,0,0,500,0,18,45,437,0,380,11,109,0,0,0,500,0
h10,3954792011518871870,p2,0,0,500,0,0,0,500,0,337,14,149,0,0,0,500,0
h10,3954792011518871870,p3,0,0,500,0,0,0,500,0,332,8,160,0,0,0,500,0
h10,3971930751344835335,p1,0,0,500,0,15,61,424,0,362,42,96,0,0,0,500,0
h10,3971930751344835335,p2,0,0,500,0,0,2,498,0,374,65,61,0,0,0,500,0
h10,3971930751344835335,p3,0,0,500,0,0,0,500,0,382,44,74,0,0,0,500,0
h10,404187056829021925,p1,0,0,500,0,12,47,441,0,381,22,97,0,0,0,500,0
h10,404187056829021925,p2,0,0,500,0,0,0,500,0,374,41,85,0,0,0,500,0
h10,404187056829021925,p3,0,0,500,0,0,0,500,0,376,45,79,0,0,0,500,0
h10,4046471832101842570,p1,0,0,500,0,16,47,437,0,365,29,106,0,0,0,500,0
h10,4046471832101842570,p2,0,0,500,0,0,1,499,0,342,56,102,0,0,0,500,0
h10,4046471832101842570,p3,0,0,500,0,0,0,500,0,364,63,73,0,0,0,500,0
h10,4058745851736216057,p1,0,0,500,0,14,62,424,0,372,13,115,0,0,0,500,0
h10,4058745851736216057,p2,0,0,500,0,0,2,498,0,370,18,112,0,0,0,500,0
h10,4058745851736216057,p3,0,0,500,0,0,0,500,0,322,13,165,0,0,0,500,0
h10,4090144998140291029,p1,0,0,500,0,29,33,438,0,375,7,118,0,0,0,500,0
h10,4090144998140291029,p2,0,0,500,0,0,0,500,0,346,5,149,0,0,0,500,0
h10,4090144998140291029,p3,0,0,500,0,0,0,500,0,361,5,134,0,0,0,500,0
h10,413304926230838406,p1,0,0,500,0,19,45,436,0,364,28,108,0,0,0,500,0
h10,413304926230838406,p2,0,0,500,0,0,0,500,0,373,30,97,0,0,0,500,0
h10,413304926230838406,p3,0,0,500,0,0,0,500,0,350,66,84,0,0,0,500,0
h10,4157312116037548159,p1,0,0,500,0,20,50,430,0,364,41,95,0,0,0,500,0
h10,4157312116037548159,p2,0,0,500,0,0,0,500,0,402,36,62,0,0,0,500,0
h10,4157312116037548159,p3,0,0,500,0,0,0,500,0,374,49,77,0,0,0,500,0
h10,4177140041642262334,p1,0,0,500,0,13,54,433,0,366,11,123,0,0,0,500,0
h10,4177140041642262334,p2,0,0,500,0,0,1,499,0,376,10,114,0,0,0,500,0
h10,4177140041642262334,p3,0,0,500,0,0,0,500,0,366,23,111,0,0,0,500,0
h10,4188532059663769285,p1,0,0,500,0,13,50,437,0,347,5,148,0,0,0,500,0
h10,4188532059663769285,p2,0,0,500,0,0,1,499,0,394,8,98,0,0,0,500,0
h10,4188532059663769285,p3,0,0,500,0,0,0,500,0,386,5,109,0,0,0,500,0
h10,4194406875143932514,p1,0,0,500,0,14,41,445,0,362,11,127,0,0,0,500,0
h10,4194406875143932514,p2,0,0,500,0,0,0,500,0,385,12,103,0,0,0,500,0
h10,4194406875143932514,p3,0,0,500,0,0,0,500,0,403,7,90,0,0,0,500,0
