hXX,replicate,pop,A_0,A_1,A_2,A_nan,B_0,B_1,B_2,B_nan,C_0,C_1,C_2,C_nan,NONE_0,NONE_1,NONE_2,NONE_nan
h00,5142132378030356315,p1,0,0,500,0,16,47,437,0,374,42,84,0,0,0,500,0
h00,5142132378030356315,p2,0,0,500,0,0,0,500,0,367,73,60,0,0,0,500,0
h00,5142132378030356315,p3,0,0,500,0,0,1,499,0,360,51,89,0,0,0,500,0
h00,5175702763526995636,p1,0,0,500,0,19,44,437,0,371,19,110,0,0,0,500,0
h00,5175702763526995636,p2,0,0,500,0,0,0,500,0,312,4,184,0,0,0,500,0
h00,5175702763526995636,p3,0,0,500,0,0,0,500,0,264,20,216,0,0,0,500,0
h00,5191752431184455540,p1,0,0,500,0,14,28,458,0,389,9,102,0,0,0,500,0
h00,5191752431184455540,p2,0,0,500,0,0,0,500,0,378,19,103,0,0,0,500,0
h00,5191752431184455540,p3,0,0,500,0,0,0,500,0,339,85,76,0,0,0,500,0
h00,525394873325788045,p1,0,0,500,0,11,43,446,0,382,8,110,0,0,0,500,0
h00,525394873325788045,p2,0,0,500,0,0,0,500,0,351,15,134,0,0,0,500,0
h00,525394873325788045,p3,0,0,500,0,0,0,500,0,328,5,167,0,0,0,500,0
h00,5269918019840730076,p1,0,0,500,0,15,39,446,0,349,21,130,0,0,0,500,0
h00,5269918019840730076,p2,0,0,500,0,0,0,500,0,349,13,138,0,0,0,500,0
h00,5269918019840730076,p3,0,0,500,0,0,0,500,0,287,31,182,0,0,0,500,0
h00,5272992846921558164,p1,0,0,500,0,11,45,444,0,395,16,89,0,0,0,500,0
h00,5272992846921558164,p2,0,0,500,0,0,0,500,0,304,44,152,0,0,0,500,0
h00,5272992846921558164,p3,0,0,500,0,0,0,500,0,314,35,151,0,0,0,500,0
h00,5282344227444082682,p1,0,0,500,0,18,49,433,0,374,14,112,0,0,0,500,0
h00,5282344227444082682,p2,0,0,500,0,0,1,499,0,350,14,136,0,0,0,500,0
h00,5282344227444082682,p3,0,0,500,0,0,0,500,0,357,7,136,0,0,0,500,0
h00,5288204790441862211,p1,0,0,500,0,13,45,442,0,383,9,108,0,0,0,500,0
h00,5288204790441862211,p2,0,0,500,0,0,3,497,0,358,22,120,0,0,0,500,0
h00,5288204790441862211,p3,0,0,500,0,0,0,500,0,329,18,153,0,0,0,500,0
h00,5294029148979271320,p1,0,0,500,0,22,53,425,0,381,21,98,0,0,0,500,0
h00,5294029148979271320,p2,0,0,500,0,2,1,497,0,355,76,69,0,0,0,500,0
h00,5294029148979271320,p3,0,0,500,0,0,0,500,0,325,84,91,0,0,0,500,0
h00,5309441674361370314,p1,0,0,500,0,14,38,448,0,381,4,115,0,0,0,500,0
h00,5309441674361370314,p2,0,0,500,0,0,1,499,0,362,15,123,0,0,0,500,0
h00,5309441674361370314,p3,0,0,500,0,0,0,500,0,369,11,120,0,0,0,500,0
h00,5323552524682102454,p1,0,0,500,0,17,62,421,0,374,6,120,0,0,0,500,0
h00,5323552524682102454,p2,0,0,500,0,0,1,499,0,377,20,103,0,0,0,500,0
h00,5323552524682102454,p3,0,0,500,0,0,0,500,0,380,6,114,0,0,0,500,0
h00,534682968402810412,p1,0,0,500,0,11,42,447,0,373,25,102,0,0,0,500,0
h00,534682968402810412,p2,0,0,500,0,0,1,499,0,303,92,105,0,0,0,500,0
h00,534682968402810412,p3,0,0,500,0,0,0,500,0,345,42,113,0,0,0,500,0
h00,5363488049418491823,p1,0,0,500,0,9,49,442,0,370,11,119,0,0,0,500,0
h00,5363488049418491823,p2,0,0,500,0,0,0,500,0,389,30,81,0,0,0,500,0
h00,5363488049418491823,p3,0,0,500,0,0,0,500,0,378,9,113,0,0,0,500,0
h00,5364969804020168958,p1,0,0,500,0,18,43,439,0,362,33,105,0,0,0,500,0
h00,5364969804020168958,p2,0,0,500,0,0,1,499,0,389,48,63,0,0,0,500,0
h00,5364969804020168958,p3,0,0,500,0,0,0,500,0,336,100,64,0,0,0,500,0
h00,5380802345488473922,p1,0,0,500,0,11,35,454,0,354,9,137,0,0,0,500,0
h00,5380802345488473922,p2,0,0,500,0,0,1,499,0,365,12,123,0,0,0,500,0
h00,5380802345488473922,p3,0,0,500,0,0,0,500,0,383,5,112,0,0,0,500,0
h00,5387207891766409458,p1,0,0,500,0,20,45,435,0,359,38,103,0,0,0,500,0
h00,5387207891766409458,p2,0,0,500,0,0,0,500,0,335,101,64,0,0,0,500,0
h00,5387207891766409458,p3,0,0,500,0,0,0,500,0,315,110,75,0,0,0,500,0
h00,540664547929555737,p1,0,0,500,0,16,50,434,0,352,11,137,0,0,0,500,0
h00,540664547929555737,p2,0,0,500,0,0,1,499,0,370,9,121,0,0,0,500,0
h00,540664547929555737,p3,0,0,500,0,0,0,500,0,359,70,71,0,0,0,500,0
h00,5412404492194880799,p1,0,0,500,0,12,45,443,0,369,13,118,0,0,0,500,0
h00,5412404492194880799,p2,0,0,500,0,0,0,500,0,376,6,118,0,0,0,500,0
h00,5412404492194880799,p3,0,0,500,0,0,0,500,0,371,9,120,0,0,0,500,0
h00,5494243895140297771,p1,0,0,500,0,26,39,435,0,363,13,124,0,0,0,500,0
h00,5494243895140297771,p2,0,0,500,0,0,0,500,0,388,14,98,0,0,0,500,0
h00,5494243895140297771,p3,0,0,500,0,0,0,500,0,366,15,119,0,0,0,500,0
h00,5504366416798345637,p1,0,0,500,0,16,41,443,0,372,7,121,0,0,0,500,0
h00,5504366416798345637,p2,0,0,500,0,0,1,499,0,312,9,179,0,0,0,500,0
h00,5504366416798345637,p3,0,0,500,0,0,0,500,0,231,5,264,0,0,0,500,0
h00,5530463527378831952,p1,0,0,500,0,17,46,437,0,370,15,115,0,0,0,500,0
h00,5530463527378831952,p2,0,0,500,0,0,1,499,0,394,7,99,0,0,0,500,0
h00,5530463527378831952,p3,0,0,500,0,0,0,500,0,395,7,98,0,0,0,500,0
h00,5555576242711617050,p1,0,0,500,0,22,45,433,0,375,10,115,0,0,0,500,0
h00,5555576242711617050,p2,0,0,500,0,0,0,500,0,391,5,104,0,0,0,500,0
h00,5555576242711617050,p3,0,0,500,0,0,0,500,0,344,21,135,0,0,0,500,0
h00,5575988644636347335,p1,0,0,500,0,10,38,452,0,386,7,107,0,0,0,500,0
h00,5575988644636347335,p2,0,0,500,0,0,1,499,0,340,20,140,0,0,0,500,0
h00,5575988644636347335,p3,0,0,500,0,0,0,500,0,357,6,137,0,0,0,500,0
h00,5577896734766994341,p1,0,0,500,0,10,52,438,0,374,6,120,0,0,0,500,0
h00,5577896734766994341,p2,0,0,500,0,0,1,499,0,351,17,132,0,0,0,500,0
h00,5577896734766994341,p3,0,0,500,0,0,0,500,0,363,8,129,0,0,0,500,0
h00,5589931410833221459,p1,0,0,500,0,19,52,429,0,360,12,128,0,0,0,500,0
h00,5589931410833221459,p2,0,0,500,0,0,1,499,0,365,16,119,0,0,0,500,0
h00,5589931410833221459,p3,0,0,500,0,0,0,500,0,313,13,174,0,0,0,500,0
h00,5598360236744566589,p1,0,0,500,0,18,44,438,0,378,7,115,0,0,0,500,0
h00,5598360236744566589,p2,0,0,500,0,0,0,500,0,383,8,109,0,0,0,500,0
h00,5598360236744566589,p3,0,0,500,0,0,0,500,0,376,14,110,0,0,0,500,0
h00,564114765938807808,p1,0,0,500,0,12,41,447,0,374,14,112,0,0,0,500,0
h00,564114765938807808,p2,0,0,500,0,0,1,499,0,361,11,128,0,0,0,500,0
h00,564114765938807808,p3,0,0,500,0,0,0,500,0,369,20,111,0,0,0,500,0
h00,566651619964385672,p1,0,0,500,0,9,59,432,0,375,31,94,0,0,0,500,0
h00,566651619964385672,p2,0,0,500,0,0,3,497,0,361,66,73,0,0,0,500,0
h00,566651619964385672,p3,0,0,500,0,0,0,500,0,361,69,70,0,0,0,500,0
h00,5677124165915266368,p1,0,0,500,0,15,47,438,0,376,16,108,0,0,0,500,0
h00,5677124165915266368,p2,0,0,500,0,0,3,497,0,331,20,149,0,0,0,500,0
h00,5677124165915266368,p3,0,0,500,0,0,1,499,0,363,25,112,0,0,0,500,0
h00,5684708423175688045,p1,0,0,500,0,12,39,449,0,391,6,103,0,0,0,500,0
h00,5684708423175688045,p2,0,0,500,0,0,0,500,0,386,11,103,0,0,0,500,0
h00,5684708423175688045,p3,0,0,500,0,0,0,500,0,366,3,131,0,0,0,500,0
h00,5695937518333762421,p1,0,0,500,0,21,40,439,0,390,9,101,0,0,0,500,0
h00,5695937518333762421,p2,0,0,500,0,0,1,499,0,382,6,112,0,0,0,500,0
h00,5695937518333762421,p3,0,0,500,0,0,0,500,0,314,7,179,0,0,0,500,0
h00,5735050356341273087,p1,0,0,500,0,10,58,432,0,355,8,137,0,0,0,500,0
h00,5735050356341273087,p2,0,0,500,0,0,1,499,0,348,7,145,0,0,0,500,0
h00,5735050356341273087,p3,0,0,500,0,0,0,500,0,380,3,117,0,0,0,500,0
h00,5743287625190340845,p1,0,0,500,0,20,45,435,0,380,8,112,0,0,0,500,0
h00,5743287625190340845,p2,0,0,500,0,0,0,500,0,388,16,96,0,0,0,500,0
h00,5743287625190340845,p3,0,0,500,0,0,0,500,0,376,5,119,0,0,0,500,0
h00,5751491243944354970,p1,0,0,500,0,19,47,434,0,359,16,125,0,0,0,500,0
h00,5751491243944354970,p2,0,0,500,0,0,1,499,0,368,10,122,0,0,0,500,0
h00,5751491243944354970,p3,0,0,500,0,0,0,500,0,398,20,82,0,0,0,500,0
h00,582610902720345849,p1,0,0,500,0,12,47,441,0,356,12,132,0,0,0,500,0
h00,582610902720345849,p2,0,0,500,0,0,2,498,0,389,17,94,0,0,0,500,0
h00,582610902720345849,p3,0,0,500,0,0,0,500,0,360,9,131,0,0,0,500,0
h00,5877867198804483213,p1,0,0,500,0,21,58,421,0,371,9,120,0,0,0,500,0
h00,5877867198804483213,p2,0,0,500,0,0,1,499,0,299,12,189,0,0,0,500,0
h00,5877867198804483213,p3,0,0,500,0,0,0,500,0,358,13,129,0,0,0,500,0
h00,5896384398177591093,p1,0,0,500,0,14,44,442,0,354,34,112,0,0,0,500,0
h00,5896384398177591093,p2,0,0,500,0,0,0,500,0,362,64,74,0,0,0,500,0
h00,5896384398177591093,p3,0,0,500,0,0,0,500,0,379,63,58,0,0,0,500,0
h00,5923778632858078141,p1,0,0,500,0,19,43,438,0,384,11,105,0,0,0,500,0
h00,5923778632858078141,p2,0,0,500,0,0,2,498,0,373,20,107,0,0,0,500,0
h00,5923778632858078141,p3,0,0,500,0,0,0,500,0,380,8,112,0,0,0,500,0
h00,592565897307866256,p1,0,0,500,0,11,52,437,0,359,45,96,0,0,0,500,0
h00,592565897307866256,p2,0,0,500,0,0,0,500,0,343,70,87,0,0,0,500,0
h00,592565897307866256,p3,0,0,500,0,0,1,499,0,349,87,64,0,0,0,500,0
h00,5966097897883737573,p1,0,0,500,0,17,54,429,0,377,11,112,0,0,0,500,0
h00,5966097897883737573,p2,0,0,500,0,0,0,500,0,372,10,118,0,0,0,500,0
h00,5966097897883737573,p3,0,0,500,0,0,1,499,0,322,80,98,0,0,0,500,0
h00,5967626245496002603,p1,0,0,500,0,13,45,442,0,355,28,117,0,0,0,500,0
h00,5967626245496002603,p2,0,0,500,0,0,0,500,0,361,24,115,0,0,0,500,0
h00,5967626245496002603,p3,0,0,500,0,0,0,500,0,333,35,132,0,0,0,500,0
h00,5986974206251402170,p1,0,0,500,0,11,53,436,0,370,17,113,0,0,0,500,0
h00,5986974206251402170,p2,0,0,500,0,0,0,500,0,364,15,121,0,0,0,500,0
h00,5986974206251402170,p3,0,0,500,0,0,0,500,0,341,18,141,0,0,0,500,0
h00,5987750805416027596,p1,0,0,500,0,11,41,448,0,384,13,103,0,0,0,500,0
h00,5987750805416027596,p2,0,0,500,0,0,0,500,0,384,8,108,0,0,0,500,0
h00,5987750805416027596,p3,0,0,500,0,0,0,500,0,322,17,161,0,0,0,500,0
h00,5999603022608345824,p1,0,0,500,0,12,43,445,0,377,11,112,0,0,0,500,0
h00,5999603022608345824,p2,0,0,500,0,0,0,500,0,366,6,128,0,0,0,500,0
h00,5999603022608345824,p3,0,0,500,0,0,1,499,0,378,11,111,0,0,0,500,0
h00,6021051998319135647,p1,0,0,500,0,15,42,443,0,380,6,114,0,0,0,500,0
h00,6021051998319135647,p2,0,0,500,0,0,1,499,0,369,16,115,0,0,0,500,0
h00,6021051998319135647,p3,0,0,500,0,0,0,500,0,346,12,142,0,0,0,500,0
h00,6057075743393249859,p1,0,0,500,0,14,48,438,0,363,12,125,0,0,0,500,0
h00,6057075743393249859,p2,0,0,500,0,0,1,499,0,346,39,115,0,0,0,500,0
h00,6057075743393249859,p3,0,0,500,0,0,0,500,0,362,44,94,0,0,0,500,0
h00,6058931797855114365,p1,0,0,500,0,13,42,445,0,372,21,107,0,0,0,500,0
h00,6058931797855114365,p2,0,0,500,0,0,0,500,0,357,13,130,0,0,0,500,0
h00,6058931797855114365,p3,0,0,500,0,0,0,500,0,373,27,100,0,0,0,500,0
h00,6076716814428451044,p1,0,0,500,0,12,45,443,0,369,17,114,0,0,0,500,0
h00,6076716814428451044,p2,0,0,500,0,1,1,498,0,332,27,141,0,0,0,500,0
h00,6076716814428451044,p3,0,0,500,0,0,0,500,0,375,6,119,0,0,0,500,0
h00,6091988916623446105,p1,0,0,500,0,21,44,435,0,374,16,110,0,0,0,500,0
h00,6091988916623446105,p2,0,0,500,0,0,1,499,0,338,36,126,0,0,0,500,0
h00,6091988916623446105,p3,0,0,500,0,0,0,500,0,368,10,122,0,0,0,500,0
h00,6096569785520920641,p1,0,0,500,0,13,55,432,0,378,6,116,0,0,0,500,0
h00,6096569785520920641,p2,0,0,500,0,0,1,499,0,380,10,110,0,0,0,500,0
h00,6096569785520920641,p3,0,0,500,0,0,1,499,0,380,11,109,0,0,0,500,0
h00,6102556247954396050,p1,0,0,500,0,13,53,434,0,390,12,98,0,0,0,500,0
h00,6102556247954396050,p2,0,0,500,0,0,1,499,0,354,21,125,0,0,0,500,0
h00,6102556247954396050,p3,0,0,500,0,0,0,500,0,356,4,140,0,0,0,500,0
h00,6142107552244125784,p1,0,0,500,0,11,38,451,0,374,7,119,0,0,0,500,0
h00,6142107552244125784,p2,0,0,500,0,0,1,499,0,333,24,143,0,0,0,500,0
h00,6142107552244125784,p3,0,0,500,0,0,0,500,0,363,11,126,0,0,0,500,0
h00,6142901293428679179,p1,0,0,500,0,10,38,452,0,381,33,86,0,0,0,500,0
h00,6142901293428679179,p2,0,0,500,0,0,1,499,0,370,67,63,0,0,0,500,0
h00,6142901293428679179,p3,0,0,500,0,0,1,499,0,355,71,74,0,0,0,500,0
h00,6149702160903447389,p1,0,0,500,0,14,48,438,0,362,27,111,0,0,0,500,0
h00,6149702160903447389,p2,0,0,500,0,0,2,498,0,352,73,75,0,0,0,500,0
h00,6149702160903447389,p3,0,0,500,0,0,0,500,0,329,101,70,0,0,0,500,0
h00,6153988684505601336,p1,0,0,500,0,17,32,451,0,371,7,122,0,0,0,500,0
h00,6153988684505601336,p2,0,0,500,0,0,0,500,0,374,4,122,0,0,0,500,0
h00,6153988684505601336,p3,0,0,500,0,0,1,499,0,389,6,105,0,0,0,500,0
h00,6182275259578982702,p1,0,0,500,0,20,39,441,0,383,10,107,0,0,0,500,0
h00,6182275259578982702,p2,0,0,500,0,0,1,499,0,368,20,112,0,0,0,500,0
h00,6182275259578982702,p3,0,0,500,0,0,0,500,0,386,14,100,0,0,0,500,0
h00,6187119608957122884,p1,0,0,500,0,14,50,436,0,361,8,131,0,0,0,500,0
h00,6187119608957122884,p2,0,0,500,0,0,0,500,0,369,24,107,0,0,0,500,0
h00,6187119608957122884,p3,0,0,500,0,0,0,500,0,288,53,159,0,0,0,500,0
h00,6216102812433735615,p1,0,0,500,0,10,48,442,0,382,12,106,0,0,0,500,0
h00,6216102812433735615,p2,0,0,500,0,0,0,500,0,352,25,123,0,0,0,500,0
h00,6216102812433735615,p3,0,0,500,0,0,0,500,0,353,24,123,0,0,0,500,0
h00,6245060847863644573,p1,0,0,500,0,20,59,421,0,381,10,109,0,0,0,500,0
h00,6245060847863644573,p2,0,0,500,0,0,1,499,0,323,8,169,0,0,0,500,0
h00,6245060847863644573,p3,0,0,500,0,0,0,500,0,371,15,114,0,0,0,500,0
h00,6248453267288648286,p1,0,0,500,0,16,49,435,0,368,6,126,0,0,0,500,0
h00,6248453267288648286,p2,0,0,500,0,0,0,500,0,364,12,124,0,0,0,500,0
h00,6248453267288648286,p3,0,0,500,0,0,0,500,0,354,17,129,0,0,0,500,0
h00,6268286312611743201,p1,0,0,500,0,15,38,447,0,380,23,97,0,0,0,500,0
h00,6268286312611743201,p2,0,0,500,0,0,1,499,0,372,43,85,0,0,0,500,0
h00,6268286312611743201,p3,0,0,500,0,0,0,500,0,353,62,85,0,0,0,500,0
h00,6279418848049494834,p1,0,0,500,0,19,57,424,0,353,7,140,0,0,0,500,0
h00,6279418848049494834,p2,0,0,500,0,0,0,500,0,349,3,148,0,0,0,500,0
h00,6279418848049494834,p3,0,0,500,0,0,0,500,0,310,13,177,0,0,0,500,0
h00,6279972912461099210,p1,0,0,500,0,17,55,428,0,368,5,127,0,0,0,500,0
h00,6279972912461099210,p2,0,0,500,0,0,0,500,0,350,24,126,0,0,0,500,0
h00,6279972912461099210,p3,0,0,500,0,0,0,500,0,394,43,63,0,0,0,500,0
h00,6294659728424314545,p1,0,0,500,0,20,54,426,0,352,28,120,0,0,0,500,0
h00,6294659728424314545,p2,0,0,500,0,0,1,499,0,366,48,86,0,0,0,500,0
h00,6294659728424314545,p3,0,0,500,0,0,0,500,0,321,63,116,0,0,0,500,0
h00,6298264654517554389,p1,0,0,500,0,14,58,428,0,379,12,109,0,0,0,500,0
h00,6298264654517554389,p2,0,0,500,0,0,0,500,0,354,4,142,0,0,0,500,0
h00,6298264654517554389,p3,0,0,500,0,0,0,500,0,362,17,121,0,0,0,500,0
h00,6316607662922444508,p1,0,0,500,0,24,52,424,0,375,16,109,0,0,0,500,0
h00,6316607662922444508,p2,0,0,500,0,0,0,500,0,362,20,118,0,0,0,500,0
h00,6316607662922444508,p3,0,0,500,0,0,0,500,0,321,7,172,0,0,0,500,0
h00,631848876776257220,p1,0,0,500,0,16,37,447,0,353,7,140,0,0,0,500,0
h00,631848876776257220,p2,0,0,500,0,0,2,498,0,379,5,116,0,0,0,500,0
h00,631848876776257220,p3,0,0,500,0,0,0,500,0,383,6,111,0,0,0,500,0
h00,6321062789491697069,p1,0,0,500,0,22,45,433,0,367,8,125,0,0,0,500,0
h00,6321062789491697069,p2,0,0,500,0,0,0,500,0,360,4,136,0,0,0,500,0
h00,6321062789491697069,p3,0,0,500,0,0,0,500,0,353,21,126,0,0,0,500,0
h00,6330842358142281215,p1,0,0,500,0,15,52,433,0,386,29,85,0,0,0,500,0
h00,6330842358142281215,p2,0,0,500,0,0,1,499,0,326,49,125,0,0,0,500,0
h00,6330842358142281215,p3,0,0,500,0,0,0,500,0,368,54,78,0,0,0,500,0
h00,6365740906042809987,p1,0,0,500,0,10,42,448,0,362,16,122,0,0,0,500,0
h00,6365740906042809987,p2,0,0,500,0,0,0,500,0,385,12,103,0,0,0,500,0
h00,6365740906042809987,p3,0,0,500,0,0,0,500,0,319,3,178,0,0,0,500,0
h00,6369446958740231179,p1,0,0,500,0,13,45,442,0,360,9,131,0,0,0,500,0
h00,6369446958740231179,p2,0,0,500,0,0,2,498,0,317,5,178,0,0,0,500,0
h00,6369446958740231179,p3,0,0,500,0,0,0,500,0,305,11,184,0,0,0,500,0
h00,6388046067934644878,p1,0,0,500,0,17,46,437,0,403,7,90,0,0,0,500,0
h00,6388046067934644878,p2,0,0,500,0,0,1,499,0,372,15,113,0,0,0,500,0
h00,6388046067934644878,p3,0,0,500,0,0,1,499,0,285,16,199,0,0,0,500,0
h00,6390219985221663186,p1,0,0,500,0,20,48,432,0,347,18,135,0,0,0,500,0
h00,6390219985221663186,p2,0,0,500,0,0,0,500,0,333,6,161,0,0,0,500,0
h00,6390219985221663186,p3,0,0,500,0,0,0,500,0,349,21,130,0,0,0,500,0
h00,6401605579492917020,p1,0,0,500,0,16,48,436,0,371,9,120,0,0,0,500,0
h00,6401605579492917020,p2,0,0,500,0,0,1,499,0,375,16,109,0,0,0,500,0
h00,6401605579492917020,p3,0,0,500,0,0,0,500,0,349,8,143,0,0,0,500,0
h00,641636437544024340,p1,0,0,500,0,11,43,446,0,383,7,110,0,0,0,500,0
h00,641636437544024340,p2,0,0,500,0,0,0,500,0,373,10,117,0,0,0,500,0
h00,641636437544024340,p3,0,0,500,0,0,0,500,0,379,10,111,0,0,0,500,0
h00,643982821711063766,p1,0,0,500,0,13,57,430,0,373,18,109,0,0,0,500,0
h00,643982821711063766,p2,0,0,500,0,0,1,499,0,369,9,122,0,0,0,500,0
h00,643982821711063766,p3,0,0,500,0,0,0,500,0,342,25,133,0,0,0,500,0
h00,647443937031552221,p1,0,0,500,0,8,57,435,0,365,14,121,0,0,0,500,0
h00,647443937031552221,p2,0,0,500,0,0,1,499,0,392,14,94,0,0,0,500,0
h00,647443937031552221,p3,0,0,500,0,0,0,500,0,322,4,174,0,0,0,500,0
h00,6503596935745530043,p1,0,0,500,0,15,41,444,0,384,5,111,0,0,0,500,0
h00,6503596935745530043,p2,0,0,500,0,0,1,499,0,309,4,187,0,0,0,500,0
h00,6503596935745530043,p3,0,0,500,0,0,0,500,0,326,26,148,0,0,0,500,0
h00,6506553296870930074,p1,0,0,500,0,23,46,431,0,370,17,113,0,0,0,500,0
h00,6506553296870930074,p2,0,0,500,0,0,0,500,0,360,8,132,0,0,0,500,0
h00,6506553296870930074,p3,0,0,500,0,0,0,500,0,378,8,114,0,0,0,500,0
h00,6507577593214617596,p1,0,0,500,0,15,47,438,0,379,9,112,0,0,0,500,0
h00,6507577593214617596,p2,0,0,500,0,0,1,499,0,370,13,117,0,0,0,500,0
h00,6507577593214617596,p3,0,0,500,0,0,0,500,0,323,14,163,0,0,0,500,0
h00,6507597390382727529,p1,0,0,500,0,13,49,438,0,393,27,80,0,0,0,500,0
h00,6507597390382727529,p2,0,0,500,0,0,1,499,0,310,126,64,0,0,0,500,0
h00,6507597390382727529,p3,0,0,500,0,0,0,500,0,368,50,82,0,0,0,500,0
h00,6519849540173404995,p1,0,0,500,0,14,50,436,0,338,44,118,0,0,0,500,0
h00,6519849540173404995,p2,0,0,500,0,0,2,498,0,363,55,82,0,0,0,500,0
h00,6519849540173404995,p3,0,0,500,0,0,0,500,0,342,57,101,0,0,0,500,0
h00,6533009675320697226,p1,0,0,500,0,16,45,439,0,371,10,119,0,0,0,500,0
h00,6533009675320697226,p2,0,0,500,0,0,0,500,0,384,16,100,0,0,0,500,0
h00,6533009675320697226,p3,0,0,500,0,0,0,500,0,336,20,144,0,0,0,500,0
h00,6545518064646104054,p1,0,0,500,0,18,45,437,0,362,19,119,0,0,0,500,0
h00,6545518064646104054,p2,0,0,500,0,0,0,500,0,386,38,76,0,0,0,500,0
h00,6545518064646104054,p3,0,0,500,0,0,1,499,0,328,93,79,0,0,0,500,0
h00,6549234978829928161,p1,0,0,500,0,18,43,439,0,365,13,122,0,0,0,500,0
h00,6549234978829928161,p2,0,0,500,0,0,0,500,0,357,17,126,0,0,0,500,0
h00,6549234978829928161,p3,0,0,500,0,0,1,499,0,382,17,101,0,0,0,500,0
h00,65804915343391885,p1,0,0,500,0,15,52,433,0,374,9,117,0,0,0,500,0
h00,65804915343391885,p2,0,0,500,0,0,3,497,0,344,96,60,0,0,0,500,0
h00,65804915343391885,p3,0,0,500,0,0,0,500,0,373,32,95,0,0,0,500,0
h00,6602777850808966930,p1,0,0,500,0,15,43,442,0,376,14,110,0,0,0,500,0
h00,6602777850808966930,p2,0,0,500,0,0,4,496,0,330,21,149,0,0,0,500,0
h00,6602777850808966930,p3,0,0,500,0,0,0,500,0,366,28,106,0,0,0,500,0
h00,6614165815480497416,p1,0,0,500,0,19,60,421,0,375,8,117,0,0,0,500,0
h00,6614165815480497416,p2,0,0,500,0,0,0,500,0,385,16,99,0,0,0,500,0
h00,6614165815480497416,p3,0,0,500,0,0,0,500,0,300,43,157,0,0,0,500,0
h00,6641123762054388865,p1,0,0,500,0,8,30,462,0,365,16,119,0,0,0,500,0
h00,6641123762054388865,p2,0,0,500,0,0,2,498,0,355,19,126,0,0,0,500,0
h00,6641123762054388865,p3,0,0,500,0,0,0,500,0,327,72,101,0,0,0,500,0
h00,6644732085938357553,p1,0,0,500,0,8,47,445,0,362,32,106,0,0,0,500,0
h00,6644732085938357553,p2,0,0,500,0,0,0,500,0,349,26,125,0,0,0,500,0
h00,6644732085938357553,p3,0,0,500,0,0,0,500,0,325,53,122,0,0,0,500,0
h00,6709291199667742986,p1,0,0,500,0,11,54,435,0,378,17,105,0,0,0,500,0
h00,6709291199667742986,p2,0,0,500,0,0,0,500,0,327,24,149,0,0,0,500,0
h00,6709291199667742986,p3,0,0,500,0,0,0,500,0,356,4,140,0,0,0,500,0
h00,6709723214742769548,p1,0,0,500,0,10,46,444,0,337,42,121,0,0,0,500,0
h00,6709723214742769548,p2,0,0,500,0,0,1,499,0,358,49,93,0,0,0,500,0
h00,6709723214742769548,p3,0,0,500,0,0,0,500,0,343,84,73,0,0,0,500,0
h00,6724469538051210294,p1,0,0,500,0,15,39,446,0,375,5,120,0,0,0,500,0
h00,6724469538051210294,p2,0,0,500,0,0,1,499,0,377,9,114,0,0,0,500,0
h00,6724469538051210294,p3,0,0,500,0,0,0,500,0,360,4,136,0,0,0,500,0
h00,6733800802724055226,p1,0,0,500,0,18,53,429,0,366,10,124,0,0,0,500,0
h00,6733800802724055226,p2,0,0,500,0,0,1,499,0,330,6,164,0,0,0,500,0
h00,6733800802724055226,p3,0,0,500,0,0,0,500,0,384,9,107,0,0,0,500,0
h00,6750357892348545913,p1,0,0,500,0,17,51,432,0,385,13,102,0,0,0,500,0
h00,6750357892348545913,p2,0,0,500,0,0,0,500,0,356,21,123,0,0,0,500,0
h00,6750357892348545913,p3,0,0,500,0,0,0,500,0,354,29,117,0,0,0,500,0
h00,6754384401860353323,p1,0,0,500,0,13,48,439,0,383,6,111,0,0,0,500,0
h00,6754384401860353323,p2,0,0,500,0,0,0,500,0,360,10,130,0,0,0,500,0
h00,6754384401860353323,p3,0,0,500,0,0,0,500,0,344,16,140,0,0,0,500,0
h00,6766964616649572140,p1,0,0,500,0,11,40,449,0,381,16,103,0,0,0,500,0
h00,6766964616649572140,p2,0,0,500,0,0,0,500,0,334,35,131,0,0,0,500,0
h00,6766964616649572140,p3,0,0,500,0,0,0,500,0,370,20,110,0,0,0,500,0
h00,6834843990915817588,p1,0,0,500,0,18,60,422,0,379,10,111,0,0,0,500,0
h00,6834843990915817588,p2,0,0,500,0,0,2,498,0,366,29,105,0,0,0,500,0
h00,6834843990915817588,p3,0,0,500,0,0,0,500,0,352,6,142,0,0,0,500,0
h00,6862383775158143891,p1,0,0,500,0,15,65,420,0,377,11,112,0,0,0,500,0
h00,6862383775158143891,p2,0,0,500,0,0,1,499,0,382,20,98,0,0,0,500,0
h00,6862383775158143891,p3,0,0,500,0,0,0,500,0,350,10,140,0,0,0,500,0
h00,6891911174446481591,p1,0,0,500,0,15,42,443,0,382,10,108,0,0,0,500,0
h00,6891911174446481591,p2,0,0,500,0,0,1,499,0,397,11,92,0,0,0,500,0
h00,6891911174446481591,p3,0,0,500,0,0,0,500,0,376,9,115,0,0,0,500,0
h00,6893047363033742713,p1,0,0,500,0,14,38,448,0,389,5,106,0,0,0,500,0
h00,6893047363033742713,p2,0,0,500,0,0,0,500,0,371,2,127,0,0,0,500,0
h00,6893047363033742713,p3,0,0,500,0,0,0,500,0,353,5,142,0,0,0,500,0
